1000
0 15,32 15,32 0,32 Country 7 (Country) 0,00 0
1 330,66 330,66 0,32 Country 7 (Country) 0,00 2
2 375,36 200,96 0,32 Country 7 (Country) 0,00 2
3 393,81 219,55 0,32 Country 7 (Country) 0,00 2
4 393,81 220,34 0,32 Country 7 (Country) 0,00 2
5 393,81 219,91 0,32 Country 7 (Country) 0,00 2
6 393,81 220,45 0,32 Country 7 (Country) 0,00 2
7 393,81 220,75 0,32 Country 7 (Country) 0,00 2
8 393,81 220,75 0,32 Country 7 (Country) 0,00 2
9 393,81 220,75 0,32 Country 7 (Country) 0,00 2
10 393,81 220,75 0,32 Country 7 (Country) 0,00 2
11 393,81 220,75 0,32 Country 7 (Country) 0,00 2
12 393,81 220,75 0,32 Country 7 (Country) 0,00 2
13 393,81 220,75 0,32 Country 7 (Country) 0,00 2
14 393,81 220,75 0,32 Country 7 (Country) 0,00 2
15 393,81 220,75 0,32 Country 7 (Country) 0,00 2
16 393,81 220,75 0,32 Country 7 (Country) 0,00 2
17 393,81 220,75 0,32 Country 7 (Country) 0,00 2
18 393,81 220,75 0,32 Country 7 (Country) 0,00 2
19 393,81 220,75 0,32 Country 7 (Country) 0,00 2
20 393,81 220,75 0,32 Country 7 (Country) 0,00 2
21 393,81 220,75 0,32 Country 7 (Country) 0,00 2
22 393,81 220,75 0,32 Country 7 (Country) 0,00 2
23 393,81 220,75 0,32 Country 7 (Country) 0,00 2
24 393,81 220,75 0,32 Country 7 (Country) 0,00 2
25 393,81 220,75 0,32 Country 7 (Country) 0,00 2
26 393,81 220,75 0,32 Country 7 (Country) 0,00 2
27 393,81 220,75 0,32 Country 7 (Country) 0,00 2
28 393,81 220,75 0,32 Country 7 (Country) 0,00 2
29 393,81 220,75 0,32 Country 7 (Country) 0,00 2
30 393,81 220,75 0,32 Country 7 (Country) 0,00 2
31 294,68 165,18 0,32 Country 7 (Country) 0,00 10
32 255,79 210,78 0,32 Country 7 (Country) 0,00 15
33 260,27 177,30 0,80 Country 7 (Country) 0,00 20
34 131,55 95,92 0,80 Country 7 (Country) 0,00 26
35 218,88 172,31 0,80 Country 7 (Country) 0,00 31
36 86,77 63,50 0,80 Country 7 (Country) 0,00 35
37 128,67 98,17 0,80 Country 7 (Country) 0,00 38
38 2,02 1,51 0,80 Country 7 (Country) 0,00 41
39 43,17 31,91 0,80 Country 7 (Country) 0,00 43
40 1,80 1,31 0,80 Country 7 (Country) 0,00 46
41 1,39 1,02 0,80 Country 7 (Country) 0,00 50
42 0,61 0,45 0,80 Country 7 (Country) 0,00 52
43 0,21 0,15 0,28 Country 7 (Country) 0,00 57
44 2,09 1,54 0,28 Country 7 (Country) 0,00 59
45 0,20 0,15 0,28 Country 7 (Country) 0,00 62
46 2,04 1,50 0,28 Country 7 (Country) 0,00 65
47 1,49 1,09 0,28 Country 7 (Country) 0,00 67
48 0,96 0,71 0,28 Country 7 (Country) 0,00 69
49 0,57 0,42 0,28 Country 7 (Country) 0,00 71
50 0,33 0,24 0,28 Country 7 (Country) 0,00 73
51 0,33 0,24 0,28 Country 7 (Country) 0,00 73
52 0,33 0,24 0,28 Country 7 (Country) 0,00 73
53 0,33 0,24 0,28 Country 7 (Country) 0,00 73
54 0,33 0,24 0,28 Country 7 (Country) 0,00 73
55 0,33 0,24 0,28 Country 7 (Country) 0,00 73
56 0,33 0,24 0,28 Country 7 (Country) 0,00 73
57 0,33 0,24 0,28 Country 7 (Country) 0,00 73
58 0,33 0,24 0,28 Country 7 (Country) 0,00 73
59 0,33 0,24 0,28 Country 7 (Country) 0,00 73
60 0,33 0,24 0,28 Country 7 (Country) 0,00 73
61 0,33 0,24 0,28 Country 7 (Country) 0,00 73
62 0,33 0,24 0,28 Country 7 (Country) 0,00 73
63 0,33 0,24 0,28 Country 7 (Country) 0,00 73
64 0,33 0,24 0,28 Country 7 (Country) 0,00 73
65 0,33 0,24 0,28 Country 7 (Country) 0,00 73
66 0,33 0,24 0,28 Country 7 (Country) 0,00 73
67 0,33 0,24 0,28 Country 7 (Country) 0,00 73
68 0,33 0,24 0,28 Country 7 (Country) 0,00 73
69 0,33 0,24 0,28 Country 7 (Country) 0,00 73
70 0,33 0,24 0,28 Country 7 (Country) 0,00 73
71 0,33 0,24 0,28 Country 7 (Country) 0,00 73
72 0,33 0,24 0,28 Country 7 (Country) 0,00 73
73 0,33 0,24 0,28 Country 7 (Country) 0,00 73
74 0,33 0,24 0,28 Country 7 (Country) 0,00 73
75 0,33 0,24 0,28 Country 7 (Country) 0,00 73
76 0,33 0,24 0,28 Country 7 (Country) 0,00 73
77 0,33 0,24 0,28 Country 7 (Country) 0,00 73
78 0,33 0,24 0,28 Country 7 (Country) 0,00 73
79 0,33 0,24 0,28 Country 7 (Country) 0,00 73
80 0,33 0,24 0,28 Country 7 (Country) 0,00 73
81 0,33 0,24 0,28 Country 7 (Country) 0,00 73
82 0,33 0,24 0,28 Country 7 (Country) 0,00 73
83 0,33 0,24 0,28 Country 7 (Country) 0,00 73
84 0,33 0,24 0,28 Country 7 (Country) 0,00 73
85 0,33 0,24 0,28 Country 7 (Country) 0,00 73
86 0,33 0,24 0,28 Country 7 (Country) 0,00 73
87 0,33 0,24 0,28 Country 7 (Country) 0,00 73
88 0,33 0,24 0,28 Country 7 (Country) 0,00 73
89 0,85 0,62 0,28 Country 7 (Country) 0,00 73
90 0,85 0,62 0,28 Country 7 (Country) 0,00 73
91 0,25 0,18 0,28 Country 7 (Country) 0,00 74
92 0,25 0,18 0,28 Country 7 (Country) 0,00 74
93 0,25 0,18 0,28 Country 7 (Country) 0,00 74
94 0,25 0,18 0,28 Country 7 (Country) 0,00 74
95 0,25 0,18 0,28 Country 7 (Country) 0,00 74
96 0,25 0,18 0,28 Country 7 (Country) 0,00 74
97 0,25 0,18 0,28 Country 7 (Country) 0,00 74
98 0,25 0,18 0,28 Country 7 (Country) 0,00 74
99 0,25 0,18 0,28 Country 7 (Country) 0,00 74
100 0,25 0,18 0,28 Country 7 (Country) 0,00 74
101 0,25 0,18 0,28 Country 7 (Country) 0,00 74
102 0,25 0,18 0,28 Country 7 (Country) 0,00 74
103 0,25 0,18 0,28 Country 7 (Country) 0,00 74
104 0,25 0,18 0,28 Country 7 (Country) 0,00 74
105 0,25 0,18 0,28 Country 7 (Country) 0,00 74
106 0,25 0,18 0,28 Country 7 (Country) 0,00 74
107 0,25 0,18 0,28 Country 7 (Country) 0,00 74
108 0,25 0,18 0,28 Country 7 (Country) 0,00 74
109 0,25 0,18 0,28 Country 7 (Country) 0,00 74
110 0,25 0,18 0,28 Country 7 (Country) 0,00 74
111 0,25 0,18 0,28 Country 7 (Country) 0,00 74
112 0,25 0,18 0,28 Country 7 (Country) 0,00 74
113 0,25 0,18 0,28 Country 7 (Country) 0,00 74
114 0,25 0,18 0,28 Country 7 (Country) 0,00 74
115 0,25 0,18 0,28 Country 7 (Country) 0,00 74
116 0,25 0,18 0,28 Country 7 (Country) 0,00 74
117 0,25 0,18 0,28 Country 7 (Country) 0,00 74
118 0,25 0,18 0,28 Country 7 (Country) 0,00 74
119 0,25 0,18 0,28 Country 7 (Country) 0,00 74
120 0,25 0,18 0,28 Country 7 (Country) 0,00 74
121 0,25 0,18 0,28 Country 7 (Country) 0,00 74
122 0,25 0,18 0,28 Country 7 (Country) 0,00 74
123 0,25 0,18 0,28 Country 7 (Country) 0,00 74
124 0,25 0,18 0,28 Country 7 (Country) 0,00 74
125 0,25 0,18 0,28 Country 7 (Country) 0,00 74
126 0,25 0,18 0,28 Country 7 (Country) 0,00 74
127 0,25 0,18 0,28 Country 7 (Country) 0,00 74
128 0,25 0,18 0,28 Country 7 (Country) 0,00 74
129 0,25 0,18 0,28 Country 7 (Country) 0,00 74
130 0,25 0,18 0,28 Country 7 (Country) 0,00 74
131 0,25 0,18 0,28 Country 7 (Country) 0,00 74
132 0,25 0,18 0,28 Country 7 (Country) 0,00 74
133 0,25 0,18 0,28 Country 7 (Country) 0,00 74
134 0,25 0,18 0,28 Country 7 (Country) 0,00 74
135 0,25 0,18 0,28 Country 7 (Country) 0,00 74
136 0,25 0,18 0,28 Country 7 (Country) 0,00 74
137 0,25 0,18 0,28 Country 7 (Country) 0,00 74
138 0,25 0,18 0,28 Country 7 (Country) 0,00 74
139 0,25 0,18 0,28 Country 7 (Country) 0,00 74
140 0,25 0,18 0,28 Country 7 (Country) 0,00 74
141 0,25 0,18 0,28 Country 7 (Country) 0,00 74
142 0,25 0,18 0,28 Country 7 (Country) 0,00 74
143 0,25 0,18 0,28 Country 7 (Country) 0,00 74
144 0,25 0,18 0,28 Country 7 (Country) 0,00 74
145 0,25 0,18 0,28 Country 7 (Country) 0,00 74
146 0,25 0,18 0,28 Country 7 (Country) 0,00 74
147 0,25 0,18 0,28 Country 7 (Country) 0,00 74
148 0,25 0,18 0,28 Country 7 (Country) 0,00 74
149 0,25 0,18 0,28 Country 7 (Country) 0,00 74
150 0,25 0,18 0,28 Country 7 (Country) 0,00 74
151 1,10 0,81 0,01 Country 7 (Country) 0,00 75
152 0,20 0,15 0,01 Country 7 (Country) 0,00 76
153 0,20 0,15 0,01 Country 7 (Country) 0,00 76
154 0,20 0,15 0,01 Country 7 (Country) 0,00 76
155 0,20 0,15 0,01 Country 7 (Country) 0,00 76
156 0,20 0,15 0,01 Country 7 (Country) 0,00 76
157 0,20 0,15 0,01 Country 7 (Country) 0,00 76
158 0,20 0,15 0,01 Country 7 (Country) 0,00 76
159 0,20 0,15 0,01 Country 7 (Country) 0,00 76
160 0,20 0,15 0,01 Country 7 (Country) 0,00 76
161 0,20 0,15 0,01 Country 7 (Country) 0,00 76
162 0,20 0,15 0,01 Country 7 (Country) 0,00 76
163 0,20 0,15 0,01 Country 7 (Country) 0,00 76
164 0,20 0,15 0,01 Country 7 (Country) 0,00 76
165 0,20 0,15 0,01 Country 7 (Country) 0,00 76
166 0,20 0,15 0,01 Country 7 (Country) 0,00 76
167 0,20 0,15 0,01 Country 7 (Country) 0,00 76
168 0,20 0,15 0,01 Country 7 (Country) 0,00 76
169 0,20 0,15 0,01 Country 7 (Country) 0,00 76
170 0,20 0,15 0,01 Country 7 (Country) 0,00 76
171 0,20 0,15 0,01 Country 7 (Country) 0,00 76
172 0,20 0,15 0,01 Country 7 (Country) 0,00 76
173 0,20 0,15 0,01 Country 7 (Country) 0,00 76
174 0,20 0,15 0,01 Country 7 (Country) 0,00 76
175 0,20 0,15 0,01 Country 7 (Country) 0,00 76
176 0,20 0,15 0,01 Country 7 (Country) 0,00 76
177 0,20 0,15 0,01 Country 7 (Country) 0,00 76
178 0,20 0,15 0,01 Country 7 (Country) 0,00 76
179 0,20 0,15 0,01 Country 7 (Country) 0,00 76
180 0,20 0,15 0,01 Country 7 (Country) 0,00 76
