500
0 536,89 536,89 0,60 Country 4 (Country) 3,00 0
1 4.601,31 4.601,31 0,60 Country 4 (Country) 3,00 0
2 6.766,23 986,99 0,80 Country 4 (Country) 3,00 18
3 6.680,41 1.064,05 0,80 Country 4 (Country) 3,00 43
4 3.815,80 576,56 0,80 Country 4 (Country) 3,00 68
5 2.042,54 351,12 0,80 Country 4 (Country) 3,00 105
6 1,46 0,27 0,80 Country 4 (Country) 3,00 136
7 1,46 0,28 0,80 Country 4 (Country) 3,00 136
8 529,24 126,94 0,80 Country 4 (Country) 3,00 140
9 86,39 26,67 0,80 Country 4 (Country) 3,00 154
10 30,39 8,47 0,80 Country 4 (Country) 3,00 160
11 0,65 0,22 0,80 Country 4 (Country) 3,00 171
12 0,34 0,13 0,80 Country 4 (Country) 3,00 172
13 4,38 1,90 0,80 Country 4 (Country) 3,00 177
14 0,94 0,56 0,80 Country 4 (Country) 3,00 179
15 8,80 2,80 0,80 Country 4 (Country) 3,00 181
16 0,28 0,20 0,80 Country 4 (Country) 3,00 182
17 4,53 3,44 0,80 Country 4 (Country) 3,00 185
18 8,68 5,95 0,80 Country 4 (Country) 3,00 188
19 4,63 3,10 0,80 Country 4 (Country) 3,00 193
20 1,38 0,98 0,80 Country 4 (Country) 3,00 194
21 0,09 0,06 0,80 Country 4 (Country) 3,00 196
22 4,81 3,36 0,80 Country 4 (Country) 3,00 199
23 4,46 3,49 0,80 Country 4 (Country) 3,00 202
24 9,52 8,16 0,80 Country 4 (Country) 3,00 205
25 0,39 0,34 0,80 Country 4 (Country) 3,00 210
26 0,02 0,02 0,80 Country 4 (Country) 3,00 211
27 0,02 0,02 0,80 Country 4 (Country) 3,00 211
28 0,02 0,01 0,80 Country 4 (Country) 3,00 211
29 0,02 0,02 0,80 Country 4 (Country) 3,00 211
30 0,02 0,02 0,80 Country 4 (Country) 3,00 211
31 0,02 0,02 0,80 Country 4 (Country) 3,00 211
32 0,02 0,02 0,80 Country 4 (Country) 3,00 211
33 0,02 0,02 0,80 Country 4 (Country) 3,00 211
34 0,02 0,02 0,80 Country 4 (Country) 3,00 211
35 0,01 0,01 0,80 Country 4 (Country) 3,00 212
36 0,01 0,01 0,80 Country 4 (Country) 3,00 212
37 0,01 0,01 0,80 Country 4 (Country) 3,00 212
38 0,01 0,01 0,80 Country 4 (Country) 3,00 212
39 0,01 0,01 0,80 Country 4 (Country) 3,00 212
40 0,01 0,01 0,80 Country 4 (Country) 3,00 212
41 0,01 0,01 0,80 Country 4 (Country) 3,00 212
42 0,01 0,01 0,80 Country 4 (Country) 3,00 212
43 0,01 0,01 0,80 Country 4 (Country) 3,00 212
44 0,01 0,01 0,80 Country 4 (Country) 3,00 212
45 0,01 0,01 0,80 Country 4 (Country) 3,00 212
46 0,01 0,01 0,80 Country 4 (Country) 3,00 212
47 0,01 0,01 0,80 Country 4 (Country) 3,00 212
48 0,01 0,01 0,80 Country 4 (Country) 3,00 212
49 0,01 0,01 0,80 Country 4 (Country) 3,00 212
50 0,04 0,04 0,80 Country 4 (Country) 3,00 212
51 7,14 7,71 0,80 Country 4 (Country) 3,00 215
52 8,87 9,78 0,80 Country 4 (Country) 3,00 219
53 15,86 17,24 0,80 Country 4 (Country) 3,00 223
54 2,88 3,12 0,80 Country 4 (Country) 3,00 227
55 24,35 26,93 0,80 Country 4 (Country) 3,00 233
56 0,05 0,06 0,80 Country 4 (Country) 3,00 244
57 4,48 4,90 0,80 Country 4 (Country) 3,00 248
58 4,72 5,34 0,80 Country 4 (Country) 3,00 252
59 2,33 2,57 0,80 Country 4 (Country) 3,00 256
60 4,46 5,03 0,80 Country 4 (Country) 3,00 260
61 0,12 0,13 0,80 Country 4 (Country) 3,00 263
62 4,56 5,11 0,80 Country 4 (Country) 3,00 267
63 4,42 4,92 0,80 Country 4 (Country) 3,00 271
64 2,21 2,44 0,80 Country 4 (Country) 3,00 282
65 4,43 4,82 0,80 Country 4 (Country) 3,00 287
66 2,28 2,50 0,80 Country 4 (Country) 3,00 293
67 0,05 0,06 0,26 Country 4 (Country) 3,00 300
68 4,43 4,68 0,26 Country 4 (Country) 3,00 304
69 2,35 2,53 0,26 Country 4 (Country) 3,00 308
70 0,01 0,01 0,26 Country 4 (Country) 3,00 314
71 0,05 0,05 0,26 Country 4 (Country) 3,00 314
72 0,08 0,08 0,26 Country 4 (Country) 3,00 314
73 0,04 0,04 0,26 Country 4 (Country) 3,00 316
74 0,04 0,04 0,26 Country 4 (Country) 3,00 317
75 0,04 0,04 0,26 Country 4 (Country) 3,00 318
76 0,04 0,04 0,23 Country 4 (Country) 3,00 319
77 4,70 4,90 0,80 Country 4 (Country) 3,00 322
78 0,01 0,01 0,80 Country 4 (Country) 3,00 329
79 0,04 0,04 0,80 Country 4 (Country) 3,00 329
80 0,56 0,47 0,80 Country 4 (Country) 3,00 335
81 4,51 3,74 0,80 Country 4 (Country) 3,00 340
82 4,51 4,79 0,80 Country 4 (Country) 3,00 350
83 0,18 0,19 0,80 Country 4 (Country) 3,00 355
84 4,87 5,01 0,80 Country 4 (Country) 3,00 357
85 0,09 0,09 0,80 Country 4 (Country) 3,00 361
86 0,12 0,13 0,80 Country 4 (Country) 3,00 361
87 0,07 0,08 0,80 Country 4 (Country) 3,00 362
88 0,07 0,08 0,80 Country 4 (Country) 3,00 362
89 0,07 0,08 0,80 Country 4 (Country) 3,00 362
90 0,07 0,08 0,80 Country 4 (Country) 3,00 362
91 0,07 0,08 0,80 Country 4 (Country) 3,00 362
92 0,07 0,08 0,80 Country 4 (Country) 3,00 362
93 0,07 0,08 0,80 Country 4 (Country) 3,00 362
94 0,07 0,08 0,80 Country 4 (Country) 3,00 362
95 0,07 0,08 0,80 Country 4 (Country) 3,00 362
96 0,00 0,00 0,80 Country 4 (Country) 3,00 363
97 0,00 0,00 0,80 Country 4 (Country) 3,00 363
98 0,00 0,00 0,80 Country 4 (Country) 3,00 363
99 0,00 0,00 0,80 Country 4 (Country) 3,00 363
100 0,00 0,00 0,80 Country 4 (Country) 3,00 363
101 0,00 0,00 0,80 Country 4 (Country) 3,00 363
102 0,00 0,00 0,80 Country 4 (Country) 3,00 363
103 0,00 0,00 0,80 Country 4 (Country) 3,00 363
104 0,00 0,00 0,80 Country 4 (Country) 3,00 363
105 0,00 0,00 0,80 Country 4 (Country) 3,00 363
106 0,00 0,00 0,80 Country 4 (Country) 3,00 363
107 0,00 0,00 0,80 Country 4 (Country) 3,00 363
108 0,00 0,00 0,80 Country 4 (Country) 3,00 363
109 0,00 0,00 0,80 Country 4 (Country) 3,00 363
110 0,00 0,00 0,80 Country 4 (Country) 3,00 363
111 0,00 0,00 0,80 Country 4 (Country) 3,00 363
112 58,70 64,70 0,80 Country 4 (Country) 3,00 365
113 57,44 62,93 0,80 Country 4 (Country) 3,00 380
114 26,00 28,52 0,80 Country 4 (Country) 3,00 395
115 8,22 9,02 0,80 Country 4 (Country) 3,00 411
116 0,11 0,12 0,80 Country 4 (Country) 3,00 419
117 0,06 0,07 0,80 Country 4 (Country) 3,00 420
118 0,06 0,07 0,80 Country 4 (Country) 3,00 420
119 0,04 0,04 0,80 Country 4 (Country) 3,00 421
120 0,01 0,01 0,80 Country 4 (Country) 3,00 422
121 0,01 0,01 0,80 Country 4 (Country) 3,00 422
122 0,01 0,01 0,80 Country 4 (Country) 3,00 422
123 7,46 8,10 0,80 Country 4 (Country) 3,00 429
124 3,77 4,07 0,80 Country 4 (Country) 3,00 437
125 0,04 0,04 0,80 Country 4 (Country) 3,00 442
126 3,78 4,13 0,80 Country 4 (Country) 3,00 448
127 0,00 0,01 0,80 Country 4 (Country) 3,00 453
128 0,00 0,01 0,80 Country 4 (Country) 3,00 453
129 0,00 0,01 0,80 Country 4 (Country) 3,00 453
130 0,00 0,01 0,80 Country 4 (Country) 3,00 453
131 0,00 0,01 0,80 Country 4 (Country) 3,00 453
132 0,00 0,01 0,80 Country 4 (Country) 3,00 453
133 0,00 0,01 0,80 Country 4 (Country) 3,00 453
134 0,00 0,01 0,80 Country 4 (Country) 3,00 453
135 0,00 0,01 0,80 Country 4 (Country) 3,00 453
136 0,00 0,01 0,80 Country 4 (Country) 3,00 453
137 0,00 0,01 0,80 Country 4 (Country) 3,00 453
138 0,00 0,01 0,80 Country 4 (Country) 3,00 453
139 0,00 0,01 0,80 Country 4 (Country) 3,00 453
140 0,00 0,01 0,80 Country 4 (Country) 3,00 453
141 0,00 0,01 0,80 Country 4 (Country) 3,00 453
142 0,00 0,00 0,80 Country 4 (Country) 3,00 453
143 0,00 0,00 0,80 Country 4 (Country) 3,00 453
144 0,00 0,00 0,80 Country 4 (Country) 3,00 453
145 0,00 0,00 0,80 Country 4 (Country) 3,00 453
146 0,00 0,00 0,80 Country 4 (Country) 3,00 453
147 0,00 0,00 0,80 Country 4 (Country) 3,00 453
148 0,00 0,00 0,80 Country 4 (Country) 3,00 453
149 0,00 0,00 0,80 Country 4 (Country) 3,00 453
150 0,00 0,00 0,80 Country 4 (Country) 3,00 453
151 0,00 0,00 0,80 Country 4 (Country) 3,00 453
152 0,00 0,00 0,80 Country 4 (Country) 3,00 453
153 0,00 0,01 0,80 Country 4 (Country) 3,00 453
154 0,00 0,01 0,80 Country 4 (Country) 3,00 453
155 0,00 0,01 0,80 Country 4 (Country) 3,00 453
156 0,00 0,01 0,80 Country 4 (Country) 3,00 453
157 0,00 0,01 0,80 Country 4 (Country) 3,00 453
158 0,00 0,01 0,80 Country 4 (Country) 3,00 453
159 0,00 0,01 0,80 Country 4 (Country) 3,00 453
160 0,00 0,01 0,80 Country 4 (Country) 3,00 453
161 0,00 0,01 0,80 Country 4 (Country) 3,00 453
162 0,00 0,01 0,80 Country 4 (Country) 3,00 453
163 0,00 0,01 0,80 Country 4 (Country) 3,00 453
164 0,00 0,01 0,80 Country 4 (Country) 3,00 453
165 0,00 0,01 0,80 Country 4 (Country) 3,00 453
166 0,00 0,01 0,80 Country 4 (Country) 3,00 453
167 0,00 0,01 0,80 Country 4 (Country) 3,00 453
168 0,00 0,01 0,80 Country 4 (Country) 3,00 453
169 0,00 0,01 0,80 Country 4 (Country) 3,00 453
170 0,00 0,01 0,80 Country 4 (Country) 3,00 453
171 0,00 0,01 0,80 Country 4 (Country) 3,00 453
172 0,00 0,01 0,80 Country 4 (Country) 3,00 453
173 0,00 0,01 0,80 Country 4 (Country) 3,00 453
174 0,00 0,01 0,80 Country 4 (Country) 3,00 453
175 0,00 0,01 0,80 Country 4 (Country) 3,00 453
176 0,00 0,01 0,80 Country 4 (Country) 3,00 453
177 0,00 0,01 0,80 Country 4 (Country) 3,00 453
