500
0 2.185,70 2.185,70 0,25 Country 2 (Country) 3,00 0
1 4.347,29 4.347,29 0,25 Country 2 (Country) 3,00 14
2 3.955,78 285,50 0,25 Country 2 (Country) 3,00 22
3 5.040,69 319,54 0,25 Country 2 (Country) 3,00 28
4 529,89 40,37 0,25 Country 2 (Country) 3,00 48
5 289,85 18,61 0,25 Country 2 (Country) 3,00 59
6 90,85 8,65 0,25 Country 2 (Country) 3,00 71
7 27,10 2,25 0,25 Country 2 (Country) 3,00 77
8 0,08 0,01 0,25 Country 2 (Country) 3,00 79
9 1,74 0,33 0,25 Country 2 (Country) 3,00 85
10 0,53 0,07 0,25 Country 2 (Country) 3,00 87
11 304,45 104,47 0,25 Country 2 (Country) 3,00 94
12 0,05 0,01 0,25 Country 2 (Country) 3,00 99
13 1,17 0,25 0,80 Country 2 (Country) 3,00 105
14 17,93 7,11 0,80 Country 2 (Country) 3,00 107
15 1.327,94 246,45 0,80 Country 2 (Country) 3,00 110
16 48,99 20,04 0,80 Country 2 (Country) 3,00 135
17 12.808,39 4.202,28 0,80 Country 2 (Country) 3,00 141
18 11.013,81 5.775,32 0,80 Country 2 (Country) 3,00 216
19 9.275,96 4.211,78 0,80 Country 2 (Country) 3,00 277
20 7.294,46 3.945,35 0,80 Country 2 (Country) 3,00 348
21 5.566,11 2.613,66 0,80 Country 2 (Country) 3,00 402
22 3.582,79 1.620,63 0,80 Country 2 (Country) 3,00 455
23 943,35 452,44 0,80 Country 2 (Country) 3,00 512
24 223,54 94,29 0,80 Country 2 (Country) 3,00 528
25 137,39 60,61 0,80 Country 2 (Country) 3,00 537
26 182,04 80,72 0,80 Country 2 (Country) 3,00 546
27 181,27 67,03 0,80 Country 2 (Country) 3,00 553
28 144,50 48,94 0,80 Country 2 (Country) 3,00 562
29 6,57 3,28 0,80 Country 2 (Country) 3,00 570
30 189,22 104,19 0,80 Country 2 (Country) 3,00 576
31 41,65 20,55 0,80 Country 2 (Country) 3,00 586
32 242,20 103,50 0,80 Country 2 (Country) 3,00 592
33 189,26 82,95 0,80 Country 2 (Country) 3,00 600
34 189,20 96,28 0,40 Country 2 (Country) 3,00 607
35 165,31 89,39 0,40 Country 2 (Country) 3,00 616
36 82,65 44,96 0,40 Country 2 (Country) 3,00 624
37 19,52 10,05 0,64 Country 2 (Country) 3,00 629
38 221,01 110,91 0,64 Country 2 (Country) 3,00 633
39 0,26 0,12 0,64 Country 2 (Country) 3,00 640
40 0,26 0,11 0,64 Country 2 (Country) 3,00 640
41 0,23 0,08 0,64 Country 2 (Country) 3,00 641
42 0,19 0,08 0,64 Country 2 (Country) 3,00 642
43 0,19 0,09 0,64 Country 2 (Country) 3,00 642
44 0,19 0,09 0,64 Country 2 (Country) 3,00 642
45 50,10 22,11 0,64 Country 2 (Country) 3,00 650
46 0,73 0,32 0,64 Country 2 (Country) 3,00 659
47 26,62 11,39 0,64 Country 2 (Country) 3,00 659
48 0,54 0,23 0,64 Country 2 (Country) 3,00 669
49 75,93 32,28 0,64 Country 2 (Country) 3,00 673
50 1.940,00 803,00 0,64 Country 2 (Country) 3,00 680
51 863,70 466,94 0,64 Country 2 (Country) 3,00 730
