500
0 107,40 107,40 0,21 Country 0 (Country) 1,00 0
1 3.692,62 3.692,62 0,21 Country 0 (Country) 1,00 4
2 1.552,97 1.552,97 0,21 Country 0 (Country) 1,00 81
3 634,23 634,23 0,21 Country 0 (Country) 1,00 110
4 23,96 23,96 0,21 Country 0 (Country) 1,00 136
5 30,14 30,14 0,80 Country 0 (Country) 1,00 149
6 74,95 74,95 0,80 Country 0 (Country) 1,00 165
7 310,73 310,73 0,80 Country 0 (Country) 1,00 174
8 390,02 390,02 0,80 Country 0 (Country) 1,00 187
9 0,37 0,37 0,80 Country 0 (Country) 1,00 222
10 0,17 0,17 0,80 Country 0 (Country) 1,00 230
11 5,35 5,35 0,80 Country 0 (Country) 1,00 234
12 895,47 895,47 0,11 Country 0 (Country) 1,00 238
13 522,75 522,75 0,11 Country 0 (Country) 1,00 260
14 305,03 305,03 0,11 Country 0 (Country) 1,00 273
15 41,35 41,35 0,11 Country 0 (Country) 1,00 286
16 14,94 14,94 0,11 Country 0 (Country) 1,00 297
17 9,90 9,90 0,11 Country 0 (Country) 1,00 306
18 0,07 0,07 0,11 Country 0 (Country) 1,00 311
19 80,86 80,86 0,11 Country 0 (Country) 1,00 324
20 69,28 69,28 0,11 Country 0 (Country) 1,00 329
21 153,77 153,77 0,11 Country 0 (Country) 1,00 348
22 69,65 69,65 0,11 Country 0 (Country) 1,00 365
23 91,62 91,62 0,11 Country 0 (Country) 1,00 376
24 58,14 58,14 0,06 Country 0 (Country) 1,00 398
25 50,76 50,76 0,06 Country 0 (Country) 1,00 408
26 1.197,46 1.197,46 0,06 Country 0 (Country) 1,00 412
27 1.177,24 1.177,24 0,06 Country 0 (Country) 1,00 428
28 59,67 59,67 0,06 Country 0 (Country) 1,00 458
29 94,67 94,67 0,06 Country 0 (Country) 1,00 466
30 826,55 826,55 0,06 Country 0 (Country) 1,00 472
31 541,20 541,20 0,06 Country 0 (Country) 1,00 499
32 95,01 95,01 0,06 Country 0 (Country) 1,00 510
33 5,73 5,73 0,06 Country 0 (Country) 1,00 518
34 3,25 3,25 0,06 Country 0 (Country) 1,00 522
35 97,42 97,42 0,06 Country 0 (Country) 1,00 530
36 58,33 58,33 0,06 Country 0 (Country) 1,00 540
37 7,53 7,53 0,06 Country 0 (Country) 1,00 545
38 42,44 42,44 0,06 Country 0 (Country) 1,00 553
39 24,64 24,64 0,06 Country 0 (Country) 1,00 562
40 42,14 42,14 0,06 Country 0 (Country) 1,00 574
41 54,18 54,18 0,06 Country 0 (Country) 1,00 580
42 24,18 24,18 0,06 Country 0 (Country) 1,00 584
43 24,38 24,38 0,06 Country 0 (Country) 1,00 593
44 36,11 36,11 0,06 Country 0 (Country) 1,00 604
45 24,56 24,56 0,06 Country 0 (Country) 1,00 612
46 19,17 19,17 0,06 Country 0 (Country) 1,00 623
47 24,17 24,17 0,06 Country 0 (Country) 1,00 632
48 24,20 24,20 0,06 Country 0 (Country) 1,00 644
49 29,14 29,14 0,06 Country 0 (Country) 1,00 665
50 19,42 19,42 0,06 Country 0 (Country) 1,00 675
51 6,55 6,55 0,06 Country 0 (Country) 1,00 690
52 19,46 19,46 0,06 Country 0 (Country) 1,00 700
53 22,99 22,99 0,06 Country 0 (Country) 1,00 716
54 19,68 19,68 0,06 Country 0 (Country) 1,00 736
55 2,38 2,38 0,06 Country 0 (Country) 1,00 755
56 24,62 24,62 0,06 Country 0 (Country) 1,00 763
57 10,24 10,24 0,06 Country 0 (Country) 1,00 770
58 14,67 14,67 0,06 Country 0 (Country) 1,00 783
59 22,03 22,03 0,06 Country 0 (Country) 1,00 790
60 1,39 1,39 0,06 Country 0 (Country) 1,00 798
61 6,50 6,50 0,06 Country 0 (Country) 1,00 816
62 7,65 7,65 0,06 Country 0 (Country) 1,00 832
63 16,26 16,26 0,06 Country 0 (Country) 1,00 840
64 1,33 1,33 0,06 Country 0 (Country) 1,00 852
65 36,69 36,69 0,06 Country 0 (Country) 1,00 866
66 37,93 37,93 0,06 Country 0 (Country) 1,00 882
67 4,32 4,32 0,06 Country 0 (Country) 1,00 896
68 10,45 10,45 0,06 Country 0 (Country) 1,00 905
69 11,68 11,68 0,06 Country 0 (Country) 1,00 925
70 20,47 20,47 0,06 Country 0 (Country) 1,00 931
71 9,64 9,64 0,06 Country 0 (Country) 1,00 942
72 19,33 19,33 0,06 Country 0 (Country) 1,00 954
73 25,73 25,73 0,06 Country 0 (Country) 1,00 964
74 23,09 23,09 0,06 Country 0 (Country) 1,00 969
75 3,07 3,07 0,45 Country 0 (Country) 1,00 984
76 51,16 51,16 0,45 Country 0 (Country) 1,00 993
77 11,16 11,16 0,45 Country 0 (Country) 1,00 1007
78 230,94 230,94 0,45 Country 0 (Country) 1,00 1029
79 121,80 121,80 0,45 Country 0 (Country) 1,00 1068
80 54,42 54,42 0,45 Country 0 (Country) 1,00 1103
81 36,57 36,57 0,71 Country 0 (Country) 1,00 1135
82 24,09 24,09 0,71 Country 0 (Country) 1,00 1153
83 12,43 12,43 0,80 Country 0 (Country) 1,00 1167
84 12,02 12,02 0,80 Country 0 (Country) 1,00 1185
85 36,30 36,30 0,80 Country 0 (Country) 1,00 1200
86 24,05 24,05 0,80 Country 0 (Country) 1,00 1215
87 30,56 30,56 0,80 Country 0 (Country) 1,00 1233
88 24,20 24,20 0,80 Country 0 (Country) 1,00 1249
89 42,15 42,15 0,80 Country 0 (Country) 1,00 1261
90 114,85 114,85 0,80 Country 0 (Country) 1,00 1270
91 422,72 422,72 0,80 Country 0 (Country) 1,00 1297
92 343,62 343,62 0,80 Country 0 (Country) 1,00 1323
93 8,39 8,39 0,80 Country 0 (Country) 1,00 1356
