1000
0 1.003,71 1.003,71 0,65 Country 8 (Country) 1,00 0
1 1.446,83 1.446,83 0,65 Country 8 (Country) 1,00 0
2 1.446,83 703,76 0,65 Country 8 (Country) 1,00 0
3 1.446,83 744,38 0,65 Country 8 (Country) 1,00 0
4 1.446,83 748,70 0,65 Country 8 (Country) 1,00 0
5 1.446,83 748,46 0,65 Country 8 (Country) 1,00 0
6 1.446,83 750,46 0,65 Country 8 (Country) 1,00 0
7 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
8 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
9 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
10 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
11 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
12 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
13 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
14 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
15 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
16 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
17 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
18 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
19 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
20 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
21 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
22 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
23 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
24 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
25 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
26 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
27 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
28 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
29 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
30 1.446,83 751,47 0,65 Country 8 (Country) 1,00 0
31 0,21 0,11 0,65 Country 8 (Country) 1,00 8
32 0,87 0,42 0,65 Country 8 (Country) 1,00 13
33 0,87 0,43 0,65 Country 8 (Country) 1,00 13
