500
0 95,65 95,65 0,31 Country 0 (Country) 1,00 0
1 6.754,52 6.754,52 0,31 Country 0 (Country) 1,00 5
2 4.441,97 4.441,97 0,31 Country 0 (Country) 1,00 119
3 3.579,01 3.579,01 0,31 Country 0 (Country) 1,00 205
4 2.212,27 2.212,27 0,09 Country 0 (Country) 1,00 250
5 793,93 793,93 0,09 Country 0 (Country) 1,00 294
6 21,45 21,45 0,09 Country 0 (Country) 1,00 311
7 0,08 0,08 0,09 Country 0 (Country) 1,00 319
8 2,12 2,12 0,09 Country 0 (Country) 1,00 334
9 263,82 263,82 0,09 Country 0 (Country) 1,00 364
10 351,75 351,75 0,12 Country 0 (Country) 1,00 375
11 217,21 217,21 0,12 Country 0 (Country) 1,00 406
12 363,31 363,31 0,12 Country 0 (Country) 1,00 427
13 246,45 246,45 0,12 Country 0 (Country) 1,00 446
14 61,81 61,81 0,12 Country 0 (Country) 1,00 457
15 122,62 122,62 0,12 Country 0 (Country) 1,00 470
16 61,65 61,65 0,12 Country 0 (Country) 1,00 483
17 0,34 0,34 0,12 Country 0 (Country) 1,00 494
18 34,54 34,54 0,12 Country 0 (Country) 1,00 518
19 90,00 90,00 0,12 Country 0 (Country) 1,00 528
20 13,11 13,11 0,12 Country 0 (Country) 1,00 533
21 13,05 13,05 0,04 Country 0 (Country) 1,00 540
22 83,94 83,94 0,04 Country 0 (Country) 1,00 553
23 21,80 21,80 0,04 Country 0 (Country) 1,00 559
24 18,03 18,03 0,04 Country 0 (Country) 1,00 579
25 14,74 14,74 0,04 Country 0 (Country) 1,00 609
26 15,29 15,29 0,04 Country 0 (Country) 1,00 615
27 55,76 55,76 0,04 Country 0 (Country) 1,00 626
28 32,41 32,41 0,04 Country 0 (Country) 1,00 648
29 32,47 32,47 0,04 Country 0 (Country) 1,00 665
30 122,54 122,54 0,04 Country 0 (Country) 1,00 674
31 32,36 32,36 0,04 Country 0 (Country) 1,00 684
32 32,44 32,44 0,04 Country 0 (Country) 1,00 695
33 91,07 91,07 0,04 Country 0 (Country) 1,00 703
34 91,00 91,00 0,04 Country 0 (Country) 1,00 714
35 61,70 61,70 0,04 Country 0 (Country) 1,00 725
36 91,89 91,89 0,67 Country 0 (Country) 1,00 733
37 0,25 0,25 0,67 Country 0 (Country) 1,00 740
38 7,41 7,41 0,67 Country 0 (Country) 1,00 756
39 6,89 6,89 0,67 Country 0 (Country) 1,00 766
40 14,23 14,23 0,67 Country 0 (Country) 1,00 772
41 38,34 38,34 0,67 Country 0 (Country) 1,00 782
42 649,54 649,54 0,67 Country 0 (Country) 1,00 798
43 339,46 339,46 0,67 Country 0 (Country) 1,00 845
