1000
0 184,98 184,98 0,57 Country 0 (Country) 0,00 0
1 455,10 455,10 0,57 Country 0 (Country) 0,00 0
2 468,12 468,12 0,57 Country 0 (Country) 0,00 0
3 471,37 471,37 0,57 Country 0 (Country) 0,00 0
4 471,37 471,37 0,57 Country 0 (Country) 0,00 0
5 471,37 471,37 0,57 Country 0 (Country) 0,00 0
6 471,37 471,37 0,57 Country 0 (Country) 0,00 0
7 471,37 471,37 0,57 Country 0 (Country) 0,00 0
8 471,37 471,37 0,57 Country 0 (Country) 0,00 0
9 471,37 471,37 0,57 Country 0 (Country) 0,00 0
10 471,37 471,37 0,57 Country 0 (Country) 0,00 0
11 471,37 471,37 0,57 Country 0 (Country) 0,00 0
12 471,37 471,37 0,57 Country 0 (Country) 0,00 0
13 471,37 471,37 0,57 Country 0 (Country) 0,00 0
14 471,37 471,37 0,57 Country 0 (Country) 0,00 0
15 471,37 471,37 0,57 Country 0 (Country) 0,00 0
16 471,37 471,37 0,57 Country 0 (Country) 0,00 0
17 471,37 471,37 0,57 Country 0 (Country) 0,00 0
18 471,37 471,37 0,57 Country 0 (Country) 0,00 0
19 471,37 471,37 0,57 Country 0 (Country) 0,00 0
20 471,37 471,37 0,57 Country 0 (Country) 0,00 0
21 471,37 471,37 0,57 Country 0 (Country) 0,00 0
22 471,37 471,37 0,57 Country 0 (Country) 0,00 0
23 471,37 471,37 0,57 Country 0 (Country) 0,00 0
24 471,37 471,37 0,57 Country 0 (Country) 0,00 0
25 471,37 471,37 0,57 Country 0 (Country) 0,00 0
26 471,37 471,37 0,57 Country 0 (Country) 0,00 0
27 471,37 471,37 0,57 Country 0 (Country) 0,00 0
28 471,37 471,37 0,57 Country 0 (Country) 0,00 0
29 471,37 471,37 0,57 Country 0 (Country) 0,00 0
30 471,37 471,37 0,57 Country 0 (Country) 0,00 0
31 0,44 0,44 0,57 Country 0 (Country) 0,00 8
32 0,21 0,21 0,28 Country 0 (Country) 0,00 14
33 0,21 0,21 0,28 Country 0 (Country) 0,00 14
34 0,21 0,21 0,28 Country 0 (Country) 0,00 14
35 0,21 0,21 0,28 Country 0 (Country) 0,00 14
36 0,21 0,21 0,28 Country 0 (Country) 0,00 14
37 0,21 0,21 0,28 Country 0 (Country) 0,00 14
38 0,21 0,21 0,28 Country 0 (Country) 0,00 14
39 0,21 0,21 0,28 Country 0 (Country) 0,00 14
40 0,21 0,21 0,28 Country 0 (Country) 0,00 14
41 0,21 0,21 0,28 Country 0 (Country) 0,00 14
42 0,21 0,21 0,28 Country 0 (Country) 0,00 14
43 0,21 0,21 0,28 Country 0 (Country) 0,00 14
44 0,21 0,21 0,28 Country 0 (Country) 0,00 14
45 0,21 0,21 0,28 Country 0 (Country) 0,00 14
46 0,21 0,21 0,28 Country 0 (Country) 0,00 14
47 0,21 0,21 0,28 Country 0 (Country) 0,00 14
48 0,21 0,21 0,28 Country 0 (Country) 0,00 14
49 0,21 0,21 0,28 Country 0 (Country) 0,00 14
50 0,21 0,21 0,28 Country 0 (Country) 0,00 14
51 0,21 0,21 0,28 Country 0 (Country) 0,00 14
52 0,21 0,21 0,28 Country 0 (Country) 0,00 14
53 0,21 0,21 0,28 Country 0 (Country) 0,00 14
54 0,21 0,21 0,28 Country 0 (Country) 0,00 14
55 0,21 0,21 0,28 Country 0 (Country) 0,00 14
56 0,21 0,21 0,28 Country 0 (Country) 0,00 14
57 0,21 0,21 0,28 Country 0 (Country) 0,00 14
58 0,21 0,21 0,28 Country 0 (Country) 0,00 14
59 0,21 0,21 0,28 Country 0 (Country) 0,00 14
60 0,21 0,21 0,28 Country 0 (Country) 0,00 14
61 0,21 0,21 0,28 Country 0 (Country) 0,00 14
62 0,21 0,21 0,28 Country 0 (Country) 0,00 14
63 0,21 0,21 0,28 Country 0 (Country) 0,00 14
64 0,21 0,21 0,28 Country 0 (Country) 0,00 14
65 0,21 0,21 0,28 Country 0 (Country) 0,00 14
66 0,21 0,21 0,28 Country 0 (Country) 0,00 14
67 0,21 0,21 0,28 Country 0 (Country) 0,00 14
68 0,21 0,21 0,28 Country 0 (Country) 0,00 14
69 0,21 0,21 0,28 Country 0 (Country) 0,00 14
70 0,21 0,21 0,28 Country 0 (Country) 0,00 14
71 0,21 0,21 0,28 Country 0 (Country) 0,00 14
72 0,21 0,21 0,28 Country 0 (Country) 0,00 14
73 0,21 0,21 0,28 Country 0 (Country) 0,00 14
74 0,21 0,21 0,28 Country 0 (Country) 0,00 14
75 0,21 0,21 0,28 Country 0 (Country) 0,00 14
76 0,21 0,21 0,28 Country 0 (Country) 0,00 14
77 0,21 0,21 0,28 Country 0 (Country) 0,00 14
78 0,21 0,21 0,28 Country 0 (Country) 0,00 14
79 0,21 0,21 0,28 Country 0 (Country) 0,00 14
80 0,21 0,21 0,28 Country 0 (Country) 0,00 14
81 0,21 0,21 0,28 Country 0 (Country) 0,00 14
82 0,21 0,21 0,28 Country 0 (Country) 0,00 14
83 0,21 0,21 0,28 Country 0 (Country) 0,00 14
84 0,21 0,21 0,28 Country 0 (Country) 0,00 14
85 0,21 0,21 0,28 Country 0 (Country) 0,00 14
86 0,21 0,21 0,28 Country 0 (Country) 0,00 14
87 0,21 0,21 0,28 Country 0 (Country) 0,00 14
88 0,21 0,21 0,28 Country 0 (Country) 0,00 14
89 0,21 0,21 0,28 Country 0 (Country) 0,00 14
90 0,21 0,21 0,28 Country 0 (Country) 0,00 14
91 0,31 0,31 0,28 Country 0 (Country) 0,00 15
92 1,02 1,02 0,80 Country 0 (Country) 0,00 15
93 0,07 0,07 0,80 Country 0 (Country) 0,00 16
94 0,07 0,07 0,80 Country 0 (Country) 0,00 16
95 0,07 0,07 0,80 Country 0 (Country) 0,00 16
96 0,07 0,07 0,80 Country 0 (Country) 0,00 16
97 0,07 0,07 0,80 Country 0 (Country) 0,00 16
98 0,07 0,07 0,80 Country 0 (Country) 0,00 16
99 0,07 0,07 0,80 Country 0 (Country) 0,00 16
100 0,07 0,07 0,80 Country 0 (Country) 0,00 16
101 0,07 0,07 0,80 Country 0 (Country) 0,00 16
102 0,07 0,07 0,80 Country 0 (Country) 0,00 16
103 0,07 0,07 0,80 Country 0 (Country) 0,00 16
104 0,07 0,07 0,80 Country 0 (Country) 0,00 16
105 0,07 0,07 0,80 Country 0 (Country) 0,00 16
106 0,07 0,07 0,80 Country 0 (Country) 0,00 16
107 0,07 0,07 0,80 Country 0 (Country) 0,00 16
108 0,07 0,07 0,80 Country 0 (Country) 0,00 16
109 0,07 0,07 0,80 Country 0 (Country) 0,00 16
