1000
0 450,83 450,83 0,65 Country 2 (Country) 2,00 0
1 950,28 950,28 0,65 Country 2 (Country) 2,00 0
2 1.198,64 666,75 0,65 Country 2 (Country) 2,00 0
3 1.417,56 841,50 0,65 Country 2 (Country) 2,00 0
4 1.417,56 850,33 0,65 Country 2 (Country) 2,00 0
5 1.417,56 850,08 0,65 Country 2 (Country) 2,00 0
6 1.417,56 849,82 0,65 Country 2 (Country) 2,00 0
7 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
8 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
9 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
10 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
11 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
12 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
13 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
14 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
15 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
16 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
17 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
18 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
19 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
20 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
21 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
22 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
23 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
24 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
25 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
26 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
27 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
28 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
29 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
30 1.417,56 848,68 0,65 Country 2 (Country) 2,00 0
31 432,70 259,06 0,65 Country 2 (Country) 2,00 14
32 365,99 214,06 0,65 Country 2 (Country) 2,00 20
33 368,14 211,52 0,65 Country 2 (Country) 2,00 24
34 73,65 44,68 0,65 Country 2 (Country) 2,00 30
35 74,01 45,40 0,65 Country 2 (Country) 2,00 33
36 71,04 42,00 0,65 Country 2 (Country) 2,00 37
37 71,14 42,04 0,65 Country 2 (Country) 2,00 41
38 1,91 1,16 0,65 Country 2 (Country) 2,00 43
39 1,91 1,12 0,65 Country 2 (Country) 2,00 43
40 1,91 1,12 0,65 Country 2 (Country) 2,00 43
41 124,78 73,78 0,65 Country 2 (Country) 2,00 46
42 2,03 1,22 0,65 Country 2 (Country) 2,00 49
43 63,67 37,00 0,65 Country 2 (Country) 2,00 49
44 2,11 1,26 0,65 Country 2 (Country) 2,00 51
45 60,34 35,98 0,65 Country 2 (Country) 2,00 51
46 0,45 0,27 0,65 Country 2 (Country) 2,00 53
47 0,21 0,12 0,65 Country 2 (Country) 2,00 56
48 0,21 0,12 0,65 Country 2 (Country) 2,00 56
49 0,21 0,12 0,65 Country 2 (Country) 2,00 56
50 0,21 0,12 0,65 Country 2 (Country) 2,00 56
51 0,21 0,12 0,65 Country 2 (Country) 2,00 56
52 0,21 0,12 0,65 Country 2 (Country) 2,00 56
53 0,21 0,12 0,65 Country 2 (Country) 2,00 56
54 0,21 0,12 0,65 Country 2 (Country) 2,00 56
55 0,21 0,12 0,65 Country 2 (Country) 2,00 56
56 0,21 0,12 0,65 Country 2 (Country) 2,00 56
57 0,21 0,12 0,65 Country 2 (Country) 2,00 56
58 0,21 0,12 0,65 Country 2 (Country) 2,00 56
59 0,21 0,12 0,65 Country 2 (Country) 2,00 56
60 0,21 0,12 0,65 Country 2 (Country) 2,00 56
61 0,21 0,12 0,65 Country 2 (Country) 2,00 56
62 0,21 0,12 0,65 Country 2 (Country) 2,00 56
63 0,21 0,12 0,65 Country 2 (Country) 2,00 56
64 0,21 0,12 0,65 Country 2 (Country) 2,00 56
65 0,21 0,12 0,65 Country 2 (Country) 2,00 56
66 0,21 0,12 0,65 Country 2 (Country) 2,00 56
67 0,21 0,12 0,65 Country 2 (Country) 2,00 56
68 0,21 0,12 0,65 Country 2 (Country) 2,00 56
69 0,21 0,12 0,65 Country 2 (Country) 2,00 56
70 0,21 0,12 0,65 Country 2 (Country) 2,00 56
71 0,21 0,12 0,65 Country 2 (Country) 2,00 56
72 0,21 0,12 0,65 Country 2 (Country) 2,00 56
73 0,21 0,12 0,65 Country 2 (Country) 2,00 56
74 0,21 0,12 0,65 Country 2 (Country) 2,00 56
75 0,21 0,12 0,65 Country 2 (Country) 2,00 56
76 0,21 0,12 0,65 Country 2 (Country) 2,00 56
77 0,21 0,12 0,65 Country 2 (Country) 2,00 56
78 0,21 0,12 0,65 Country 2 (Country) 2,00 56
79 0,21 0,12 0,65 Country 2 (Country) 2,00 56
80 0,21 0,12 0,65 Country 2 (Country) 2,00 56
81 0,21 0,12 0,65 Country 2 (Country) 2,00 56
82 0,21 0,12 0,65 Country 2 (Country) 2,00 56
83 0,21 0,12 0,65 Country 2 (Country) 2,00 56
84 0,21 0,12 0,65 Country 2 (Country) 2,00 56
85 0,21 0,12 0,65 Country 2 (Country) 2,00 56
86 0,21 0,12 0,65 Country 2 (Country) 2,00 56
87 0,21 0,12 0,65 Country 2 (Country) 2,00 56
88 0,21 0,12 0,65 Country 2 (Country) 2,00 56
89 0,21 0,12 0,65 Country 2 (Country) 2,00 56
90 0,21 0,12 0,65 Country 2 (Country) 2,00 56
91 0,98 0,58 0,65 Country 2 (Country) 2,00 57
92 0,12 0,07 0,65 Country 2 (Country) 2,00 58
93 0,12 0,07 0,65 Country 2 (Country) 2,00 58
94 0,12 0,07 0,65 Country 2 (Country) 2,00 58
95 0,12 0,07 0,65 Country 2 (Country) 2,00 58
96 0,12 0,07 0,65 Country 2 (Country) 2,00 58
97 0,12 0,07 0,65 Country 2 (Country) 2,00 58
98 0,12 0,07 0,65 Country 2 (Country) 2,00 58
99 0,12 0,07 0,65 Country 2 (Country) 2,00 58
100 0,12 0,07 0,65 Country 2 (Country) 2,00 58
101 0,12 0,07 0,65 Country 2 (Country) 2,00 58
102 0,12 0,07 0,65 Country 2 (Country) 2,00 58
103 0,12 0,07 0,65 Country 2 (Country) 2,00 58
104 0,12 0,07 0,65 Country 2 (Country) 2,00 58
105 0,12 0,07 0,65 Country 2 (Country) 2,00 58
106 0,12 0,07 0,65 Country 2 (Country) 2,00 58
107 0,12 0,07 0,65 Country 2 (Country) 2,00 58
108 0,12 0,07 0,65 Country 2 (Country) 2,00 58
109 0,12 0,07 0,65 Country 2 (Country) 2,00 58
110 0,12 0,07 0,65 Country 2 (Country) 2,00 58
111 0,12 0,07 0,65 Country 2 (Country) 2,00 58
112 0,12 0,07 0,65 Country 2 (Country) 2,00 58
113 0,12 0,07 0,65 Country 2 (Country) 2,00 58
114 0,12 0,07 0,65 Country 2 (Country) 2,00 58
115 0,12 0,07 0,65 Country 2 (Country) 2,00 58
116 0,12 0,07 0,65 Country 2 (Country) 2,00 58
117 0,12 0,07 0,65 Country 2 (Country) 2,00 58
118 0,12 0,07 0,65 Country 2 (Country) 2,00 58
119 0,12 0,07 0,65 Country 2 (Country) 2,00 58
120 0,12 0,07 0,65 Country 2 (Country) 2,00 58
121 0,12 0,07 0,65 Country 2 (Country) 2,00 58
122 0,12 0,07 0,65 Country 2 (Country) 2,00 58
123 0,12 0,07 0,65 Country 2 (Country) 2,00 58
124 0,12 0,07 0,65 Country 2 (Country) 2,00 58
125 0,12 0,07 0,65 Country 2 (Country) 2,00 58
126 0,12 0,07 0,65 Country 2 (Country) 2,00 58
127 0,12 0,07 0,65 Country 2 (Country) 2,00 58
128 0,12 0,07 0,65 Country 2 (Country) 2,00 58
129 0,12 0,07 0,65 Country 2 (Country) 2,00 58
130 0,12 0,07 0,65 Country 2 (Country) 2,00 58
131 0,12 0,07 0,65 Country 2 (Country) 2,00 58
132 0,12 0,07 0,65 Country 2 (Country) 2,00 58
133 0,12 0,07 0,65 Country 2 (Country) 2,00 58
134 0,12 0,07 0,65 Country 2 (Country) 2,00 58
135 0,12 0,07 0,65 Country 2 (Country) 2,00 58
136 0,12 0,07 0,65 Country 2 (Country) 2,00 58
137 0,12 0,07 0,65 Country 2 (Country) 2,00 58
138 0,12 0,07 0,65 Country 2 (Country) 2,00 58
139 0,12 0,07 0,65 Country 2 (Country) 2,00 58
