1000
0 348,13 348,13 0,03 Country 4 (Country) 2,00 0
1 0,13 0,13 0,03 Country 4 (Country) 2,00 25
2 487,91 341,17 0,03 Country 4 (Country) 2,00 26
3 237,96 186,21 0,80 Country 4 (Country) 2,00 50
4 237,96 184,87 0,80 Country 4 (Country) 2,00 50
5 237,96 184,59 0,80 Country 4 (Country) 2,00 50
6 237,96 185,09 0,80 Country 4 (Country) 2,00 50
7 237,96 185,33 0,80 Country 4 (Country) 2,00 50
8 237,96 185,33 0,80 Country 4 (Country) 2,00 50
9 237,96 185,33 0,80 Country 4 (Country) 2,00 50
10 237,96 185,33 0,80 Country 4 (Country) 2,00 50
11 237,96 185,33 0,80 Country 4 (Country) 2,00 50
12 237,96 185,33 0,80 Country 4 (Country) 2,00 50
13 237,96 185,33 0,80 Country 4 (Country) 2,00 50
14 237,96 185,33 0,80 Country 4 (Country) 2,00 50
15 237,96 185,33 0,80 Country 4 (Country) 2,00 50
16 237,96 185,33 0,80 Country 4 (Country) 2,00 50
17 237,96 185,33 0,80 Country 4 (Country) 2,00 50
18 237,96 185,33 0,80 Country 4 (Country) 2,00 50
19 237,96 185,33 0,80 Country 4 (Country) 2,00 50
20 237,96 185,33 0,80 Country 4 (Country) 2,00 50
21 237,96 185,33 0,80 Country 4 (Country) 2,00 50
22 237,96 185,33 0,80 Country 4 (Country) 2,00 50
23 237,96 185,33 0,80 Country 4 (Country) 2,00 50
24 237,96 185,33 0,80 Country 4 (Country) 2,00 50
25 237,96 185,33 0,80 Country 4 (Country) 2,00 50
26 237,96 185,33 0,80 Country 4 (Country) 2,00 50
27 237,96 185,33 0,80 Country 4 (Country) 2,00 50
28 237,96 185,33 0,80 Country 4 (Country) 2,00 50
29 237,96 185,33 0,80 Country 4 (Country) 2,00 50
30 237,96 185,33 0,80 Country 4 (Country) 2,00 50
31 731,40 569,66 0,80 Country 4 (Country) 2,00 61
32 1.297,22 807,32 0,80 Country 4 (Country) 2,00 77
33 222,74 156,29 0,80 Country 4 (Country) 2,00 94
34 663,59 475,62 0,80 Country 4 (Country) 2,00 101
35 661,31 526,61 0,80 Country 4 (Country) 2,00 107
36 218,98 171,92 0,80 Country 4 (Country) 2,00 113
37 109,04 85,43 0,80 Country 4 (Country) 2,00 120
38 212,57 172,36 0,80 Country 4 (Country) 2,00 126
39 0,29 0,23 0,80 Country 4 (Country) 2,00 129
40 99,64 79,00 0,80 Country 4 (Country) 2,00 133
41 97,76 79,04 0,80 Country 4 (Country) 2,00 138
42 0,22 0,18 0,80 Country 4 (Country) 2,00 141
43 92,95 74,21 0,80 Country 4 (Country) 2,00 146
44 90,88 74,75 0,80 Country 4 (Country) 2,00 150
45 1,52 1,26 0,80 Country 4 (Country) 2,00 154
46 1,52 1,25 0,80 Country 4 (Country) 2,00 154
47 1,52 1,25 0,80 Country 4 (Country) 2,00 154
48 1,52 1,25 0,80 Country 4 (Country) 2,00 154
49 1,52 1,25 0,80 Country 4 (Country) 2,00 154
50 1,52 1,25 0,80 Country 4 (Country) 2,00 154
51 1,52 1,25 0,80 Country 4 (Country) 2,00 154
52 1,52 1,25 0,80 Country 4 (Country) 2,00 154
53 1,52 1,25 0,80 Country 4 (Country) 2,00 154
54 1,52 1,25 0,80 Country 4 (Country) 2,00 154
55 1,52 1,25 0,80 Country 4 (Country) 2,00 154
56 1,52 1,25 0,80 Country 4 (Country) 2,00 154
57 1,52 1,25 0,80 Country 4 (Country) 2,00 154
58 0,05 0,04 0,80 Country 4 (Country) 2,00 155
59 0,05 0,04 0,80 Country 4 (Country) 2,00 155
