500
0 114,82 114,82 0,78 Country 1 (Country) 3,00 0
1 1.611,94 1.611,94 0,80 Country 1 (Country) 3,00 0
2 4.296,68 420,56 0,80 Country 1 (Country) 3,00 22
3 4.846,51 1.033,37 0,80 Country 1 (Country) 3,00 55
4 2.879,90 867,20 0,80 Country 1 (Country) 3,00 100
5 4.692,97 1.560,74 0,80 Country 1 (Country) 3,00 148
6 4.842,36 1.947,86 0,80 Country 1 (Country) 3,00 201
7 3.325,88 1.374,75 0,80 Country 1 (Country) 3,00 253
8 2.756,97 1.076,73 0,80 Country 1 (Country) 3,00 328
9 956,98 462,11 0,80 Country 1 (Country) 3,00 401
10 1.113,90 504,98 0,00 Country 1 (Country) 3,00 420
11 278,95 131,09 0,00 Country 1 (Country) 3,00 445
12 464,18 192,21 0,00 Country 1 (Country) 3,00 455
13 417,69 195,56 0,00 Country 1 (Country) 3,00 470
14 464,27 281,45 0,00 Country 1 (Country) 3,00 479
15 464,34 143,54 0,00 Country 1 (Country) 3,00 493
16 371,27 218,85 0,00 Country 1 (Country) 3,00 504
17 464,34 256,82 0,00 Country 1 (Country) 3,00 512
18 464,31 230,26 0,00 Country 1 (Country) 3,00 520
19 464,65 203,44 0,00 Country 1 (Country) 3,00 525
20 465,25 240,11 0,00 Country 1 (Country) 3,00 530
21 418,33 198,57 0,00 Country 1 (Country) 3,00 541
22 371,98 149,91 0,00 Country 1 (Country) 3,00 548
23 464,11 231,44 0,00 Country 1 (Country) 3,00 560
24 371,28 196,90 0,00 Country 1 (Country) 3,00 580
25 464,44 265,72 0,00 Country 1 (Country) 3,00 598
26 464,10 268,14 0,00 Country 1 (Country) 3,00 612
27 464,48 225,66 0,00 Country 1 (Country) 3,00 623
28 464,15 190,20 0,00 Country 1 (Country) 3,00 638
29 0,17 0,08 0,00 Country 1 (Country) 3,00 660
30 1.589,73 797,15 0,00 Country 1 (Country) 3,00 660
31 418,48 166,51 0,00 Country 1 (Country) 3,00 672
32 2.363,16 497,69 0,00 Country 1 (Country) 3,00 679
33 0,12 0,02 0,00 Country 1 (Country) 3,00 690
34 0,12 0,01 0,00 Country 1 (Country) 3,00 690
35 0,12 0,01 0,00 Country 1 (Country) 3,00 690
36 0,12 0,01 0,00 Country 1 (Country) 3,00 690
37 0,12 0,01 0,00 Country 1 (Country) 3,00 690
38 0,12 0,01 0,00 Country 1 (Country) 3,00 690
39 0,12 0,01 0,00 Country 1 (Country) 3,00 690
40 0,12 0,01 0,00 Country 1 (Country) 3,00 690
41 0,12 0,01 0,00 Country 1 (Country) 3,00 690
42 0,12 0,01 0,00 Country 1 (Country) 3,00 690
43 0,12 0,01 0,00 Country 1 (Country) 3,00 690
44 0,12 0,01 0,00 Country 1 (Country) 3,00 690
45 0,12 0,01 0,00 Country 1 (Country) 3,00 690
46 0,12 0,01 0,00 Country 1 (Country) 3,00 690
47 0,12 0,01 0,00 Country 1 (Country) 3,00 690
48 0,12 0,01 0,00 Country 1 (Country) 3,00 690
49 0,12 0,01 0,00 Country 1 (Country) 3,00 690
50 0,12 0,01 0,00 Country 1 (Country) 3,00 690
51 0,12 0,01 0,00 Country 1 (Country) 3,00 690
52 0,12 0,01 0,00 Country 1 (Country) 3,00 690
53 0,12 0,01 0,00 Country 1 (Country) 3,00 690
54 0,12 0,01 0,00 Country 1 (Country) 3,00 690
55 0,12 0,01 0,00 Country 1 (Country) 3,00 690
56 0,12 0,02 0,00 Country 1 (Country) 3,00 690
57 0,12 0,01 0,00 Country 1 (Country) 3,00 690
58 0,12 0,02 0,00 Country 1 (Country) 3,00 690
59 0,12 0,01 0,00 Country 1 (Country) 3,00 690
60 0,12 0,02 0,00 Country 1 (Country) 3,00 690
61 0,12 0,01 0,00 Country 1 (Country) 3,00 690
62 0,12 0,01 0,00 Country 1 (Country) 3,00 690
63 0,12 0,01 0,00 Country 1 (Country) 3,00 690
64 0,12 0,01 0,00 Country 1 (Country) 3,00 690
65 0,12 0,01 0,00 Country 1 (Country) 3,00 690
66 0,12 0,02 0,00 Country 1 (Country) 3,00 690
67 0,12 0,01 0,00 Country 1 (Country) 3,00 690
68 0,12 0,01 0,00 Country 1 (Country) 3,00 690
69 0,12 0,01 0,00 Country 1 (Country) 3,00 690
70 0,12 0,02 0,00 Country 1 (Country) 3,00 690
71 0,12 0,02 0,00 Country 1 (Country) 3,00 690
72 0,12 0,01 0,00 Country 1 (Country) 3,00 690
73 0,12 0,02 0,00 Country 1 (Country) 3,00 690
74 0,12 0,01 0,00 Country 1 (Country) 3,00 690
75 0,12 0,01 0,00 Country 1 (Country) 3,00 690
76 0,12 0,02 0,00 Country 1 (Country) 3,00 690
77 0,12 0,02 0,00 Country 1 (Country) 3,00 690
78 0,12 0,02 0,00 Country 1 (Country) 3,00 690
79 0,12 0,02 0,00 Country 1 (Country) 3,00 690
80 0,12 0,02 0,00 Country 1 (Country) 3,00 690
81 0,12 0,02 0,00 Country 1 (Country) 3,00 690
82 0,12 0,02 0,00 Country 1 (Country) 3,00 690
83 0,12 0,02 0,00 Country 1 (Country) 3,00 690
84 0,12 0,02 0,00 Country 1 (Country) 3,00 690
85 0,12 0,02 0,00 Country 1 (Country) 3,00 690
86 0,12 0,02 0,00 Country 1 (Country) 3,00 690
87 0,12 0,02 0,00 Country 1 (Country) 3,00 690
88 0,12 0,02 0,00 Country 1 (Country) 3,00 690
89 0,12 0,02 0,00 Country 1 (Country) 3,00 690
90 0,12 0,02 0,00 Country 1 (Country) 3,00 690
91 0,12 0,02 0,00 Country 1 (Country) 3,00 690
92 0,12 0,02 0,00 Country 1 (Country) 3,00 690
93 0,12 0,02 0,00 Country 1 (Country) 3,00 690
94 0,12 0,02 0,00 Country 1 (Country) 3,00 690
95 0,12 0,02 0,00 Country 1 (Country) 3,00 690
