500
0 1.621,41 1.621,41 0,05 Country 3 (Country) 3,00 0
1 436,64 436,64 0,05 Country 3 (Country) 3,00 9
2 938,74 95,86 0,05 Country 3 (Country) 3,00 13
3 416,39 24,46 0,05 Country 3 (Country) 3,00 26
4 0,43 0,03 0,05 Country 3 (Country) 3,00 36
5 433,86 40,73 0,05 Country 3 (Country) 3,00 36
6 434,10 40,09 0,05 Country 3 (Country) 3,00 45
7 0,35 0,04 0,05 Country 3 (Country) 3,00 53
8 433,78 58,97 0,05 Country 3 (Country) 3,00 53
9 198,16 28,65 0,11 Country 3 (Country) 3,00 56
10 85,51 16,41 0,11 Country 3 (Country) 3,00 62
11 0,84 0,24 0,11 Country 3 (Country) 3,00 68
12 0,25 0,05 0,11 Country 3 (Country) 3,00 69
13 0,25 0,04 0,11 Country 3 (Country) 3,00 69
14 0,25 0,07 0,11 Country 3 (Country) 3,00 69
15 0,25 0,03 0,11 Country 3 (Country) 3,00 69
16 0,25 0,08 0,11 Country 3 (Country) 3,00 69
17 55,03 13,04 0,11 Country 3 (Country) 3,00 71
18 66,26 17,51 0,80 Country 3 (Country) 3,00 74
19 49,51 15,38 0,80 Country 3 (Country) 3,00 83
20 61,22 24,86 0,80 Country 3 (Country) 3,00 86
21 71,42 24,94 0,80 Country 3 (Country) 3,00 92
22 52,16 12,08 0,80 Country 3 (Country) 3,00 97
23 61,37 22,00 0,80 Country 3 (Country) 3,00 103
24 70,26 29,70 0,80 Country 3 (Country) 3,00 110
25 48,63 15,17 0,80 Country 3 (Country) 3,00 117
26 65,72 22,40 0,80 Country 3 (Country) 3,00 121
27 66,08 18,33 0,80 Country 3 (Country) 3,00 129
28 48,04 11,97 0,80 Country 3 (Country) 3,00 135
29 52,95 17,08 0,80 Country 3 (Country) 3,00 140
30 48,71 16,85 0,80 Country 3 (Country) 3,00 146
31 4,29 1,86 0,80 Country 3 (Country) 3,00 151
32 52,77 17,65 0,80 Country 3 (Country) 3,00 156
33 57,05 18,45 0,63 Country 3 (Country) 3,00 161
34 70,38 25,15 0,63 Country 3 (Country) 3,00 166
35 61,81 23,26 0,63 Country 3 (Country) 3,00 172
