500
0 2.287,91 2.287,91 0,26 Country 4 (Country) 3,00 0
39 0,11 0,11 0,26 Country 4 (Country) 3,00 460
40 0,10 0,09 0,26 Country 4 (Country) 3,00 461
41 0,07 0,05 0,26 Country 4 (Country) 3,00 463
42 0,07 0,06 0,26 Country 4 (Country) 3,00 463
43 0,07 0,06 0,26 Country 4 (Country) 3,00 463
44 0,04 0,04 0,26 Country 4 (Country) 3,00 464
45 0,04 0,04 0,26 Country 4 (Country) 3,00 464
46 0,04 0,04 0,26 Country 4 (Country) 3,00 464
47 0,04 0,04 0,26 Country 4 (Country) 3,00 464
48 0,04 0,04 0,26 Country 4 (Country) 3,00 464
49 0,04 0,04 0,26 Country 4 (Country) 3,00 464
50 0,04 0,04 0,26 Country 4 (Country) 3,00 464
51 0,04 0,05 0,26 Country 4 (Country) 3,00 464
52 0,04 0,05 0,26 Country 4 (Country) 3,00 464
53 0,04 0,05 0,26 Country 4 (Country) 3,00 464
54 0,02 0,02 0,26 Country 4 (Country) 3,00 465
55 0,00 0,00 0,26 Country 4 (Country) 3,00 466
56 0,00 0,00 0,26 Country 4 (Country) 3,00 466
57 0,00 0,00 0,26 Country 4 (Country) 3,00 466
58 0,00 0,00 0,26 Country 4 (Country) 3,00 466
59 0,00 0,00 0,26 Country 4 (Country) 3,00 466
60 0,00 0,00 0,26 Country 4 (Country) 3,00 466
61 0,00 0,00 0,26 Country 4 (Country) 3,00 466
62 0,00 0,00 0,26 Country 4 (Country) 3,00 466
63 0,00 0,00 0,26 Country 4 (Country) 3,00 466
64 0,00 0,00 0,26 Country 4 (Country) 3,00 466
65 0,00 0,00 0,26 Country 4 (Country) 3,00 466
66 0,00 0,00 0,26 Country 4 (Country) 3,00 466
67 0,00 0,00 0,26 Country 4 (Country) 3,00 466
68 0,00 0,00 0,26 Country 4 (Country) 3,00 466
69 0,00 0,00 0,26 Country 4 (Country) 3,00 466
70 0,00 0,00 0,26 Country 4 (Country) 3,00 466
71 0,00 0,00 0,26 Country 4 (Country) 3,00 466
72 0,00 0,00 0,26 Country 4 (Country) 3,00 466
73 0,00 0,00 0,26 Country 4 (Country) 3,00 466
74 0,00 0,00 0,26 Country 4 (Country) 3,00 466
75 0,00 0,00 0,26 Country 4 (Country) 3,00 466
76 0,00 0,00 0,26 Country 4 (Country) 3,00 466
77 0,00 0,00 0,26 Country 4 (Country) 3,00 466
78 0,00 0,00 0,26 Country 4 (Country) 3,00 466
79 0,00 0,00 0,26 Country 4 (Country) 3,00 466
80 0,00 0,00 0,26 Country 4 (Country) 3,00 466
81 0,00 0,00 0,26 Country 4 (Country) 3,00 466
82 0,00 0,00 0,26 Country 4 (Country) 3,00 466
83 0,00 0,00 0,26 Country 4 (Country) 3,00 466
84 0,00 0,00 0,26 Country 4 (Country) 3,00 466
85 0,00 0,00 0,26 Country 4 (Country) 3,00 466
86 0,00 0,00 0,26 Country 4 (Country) 3,00 466
87 0,00 0,00 0,26 Country 4 (Country) 3,00 466
88 0,00 0,00 0,26 Country 4 (Country) 3,00 466
89 0,00 0,00 0,26 Country 4 (Country) 3,00 466
90 0,00 0,00 0,26 Country 4 (Country) 3,00 466
91 0,00 0,00 0,26 Country 4 (Country) 3,00 466
92 0,00 0,00 0,26 Country 4 (Country) 3,00 466
93 0,00 0,00 0,26 Country 4 (Country) 3,00 466
94 0,00 0,00 0,26 Country 4 (Country) 3,00 466
95 0,00 0,00 0,26 Country 4 (Country) 3,00 466
96 0,00 0,00 0,26 Country 4 (Country) 3,00 466
97 0,00 0,00 0,26 Country 4 (Country) 3,00 466
98 0,00 0,00 0,26 Country 4 (Country) 3,00 466
99 0,00 0,00 0,26 Country 4 (Country) 3,00 466
100 0,00 0,00 0,26 Country 4 (Country) 3,00 466
101 0,00 0,00 0,26 Country 4 (Country) 3,00 466
102 0,00 0,00 0,26 Country 4 (Country) 3,00 466
103 0,00 0,00 0,26 Country 4 (Country) 3,00 466
104 0,00 0,00 0,26 Country 4 (Country) 3,00 466
105 0,00 0,00 0,26 Country 4 (Country) 3,00 466
106 0,00 0,00 0,26 Country 4 (Country) 3,00 466
107 0,00 0,00 0,26 Country 4 (Country) 3,00 466
108 0,00 0,00 0,26 Country 4 (Country) 3,00 466
109 0,00 0,00 0,26 Country 4 (Country) 3,00 466
110 0,00 0,00 0,26 Country 4 (Country) 3,00 466
111 0,00 0,00 0,26 Country 4 (Country) 3,00 466
112 0,00 0,00 0,26 Country 4 (Country) 3,00 466
113 0,00 0,00 0,26 Country 4 (Country) 3,00 466
114 0,00 0,00 0,26 Country 4 (Country) 3,00 466
115 0,00 0,00 0,26 Country 4 (Country) 3,00 466
116 0,00 0,00 0,26 Country 4 (Country) 3,00 466
117 0,00 0,00 0,26 Country 4 (Country) 3,00 466
118 0,00 0,00 0,26 Country 4 (Country) 3,00 466
119 0,00 0,00 0,26 Country 4 (Country) 3,00 466
120 0,00 0,00 0,26 Country 4 (Country) 3,00 466
121 0,00 0,00 0,26 Country 4 (Country) 3,00 466
122 0,00 0,00 0,26 Country 4 (Country) 3,00 466
123 0,00 0,00 0,26 Country 4 (Country) 3,00 466
124 0,00 0,00 0,26 Country 4 (Country) 3,00 466
125 0,00 0,00 0,26 Country 4 (Country) 3,00 466
126 0,00 0,00 0,26 Country 4 (Country) 3,00 466
127 0,00 0,00 0,26 Country 4 (Country) 3,00 466
128 0,00 0,00 0,26 Country 4 (Country) 3,00 466
129 0,00 0,00 0,26 Country 4 (Country) 3,00 466
130 0,00 0,00 0,26 Country 4 (Country) 3,00 466
131 0,00 0,00 0,26 Country 4 (Country) 3,00 466
132 0,00 0,00 0,26 Country 4 (Country) 3,00 466
133 0,00 0,00 0,26 Country 4 (Country) 3,00 466
134 0,00 0,00 0,26 Country 4 (Country) 3,00 466
135 0,00 0,00 0,26 Country 4 (Country) 3,00 466
136 0,00 0,00 0,26 Country 4 (Country) 3,00 466
137 0,00 0,00 0,26 Country 4 (Country) 3,00 466
138 0,00 0,00 0,26 Country 4 (Country) 3,00 466
139 0,00 0,00 0,26 Country 4 (Country) 3,00 466
140 0,00 0,00 0,26 Country 4 (Country) 3,00 466
141 0,00 0,00 0,26 Country 4 (Country) 3,00 466
142 0,00 0,00 0,26 Country 4 (Country) 3,00 466
143 0,00 0,00 0,26 Country 4 (Country) 3,00 466
144 0,00 0,00 0,26 Country 4 (Country) 3,00 466
145 0,00 0,00 0,26 Country 4 (Country) 3,00 466
146 0,00 0,00 0,26 Country 4 (Country) 3,00 466
147 0,00 0,00 0,26 Country 4 (Country) 3,00 466
148 0,00 0,00 0,26 Country 4 (Country) 3,00 466
149 0,00 0,00 0,26 Country 4 (Country) 3,00 466
150 0,00 0,00 0,26 Country 4 (Country) 3,00 466
151 0,00 0,00 0,26 Country 4 (Country) 3,00 466
152 0,00 0,00 0,26 Country 4 (Country) 3,00 466
153 0,00 0,00 0,26 Country 4 (Country) 3,00 466
154 0,00 0,00 0,26 Country 4 (Country) 3,00 466
155 0,00 0,00 0,26 Country 4 (Country) 3,00 466
156 0,00 0,00 0,26 Country 4 (Country) 3,00 466
157 0,00 0,00 0,26 Country 4 (Country) 3,00 466
158 0,00 0,00 0,26 Country 4 (Country) 3,00 466
159 0,00 0,00 0,26 Country 4 (Country) 3,00 466
160 0,00 0,00 0,26 Country 4 (Country) 3,00 466
161 0,00 0,00 0,26 Country 4 (Country) 3,00 466
162 0,00 0,00 0,26 Country 4 (Country) 3,00 466
163 0,00 0,00 0,26 Country 4 (Country) 3,00 466
164 0,00 0,00 0,26 Country 4 (Country) 3,00 466
165 0,00 0,00 0,26 Country 4 (Country) 3,00 466
166 0,00 0,00 0,26 Country 4 (Country) 3,00 466
167 0,00 0,00 0,26 Country 4 (Country) 3,00 466
168 0,00 0,00 0,26 Country 4 (Country) 3,00 466
169 0,00 0,00 0,26 Country 4 (Country) 3,00 466
170 0,00 0,00 0,26 Country 4 (Country) 3,00 466
171 0,00 0,00 0,26 Country 4 (Country) 3,00 466
172 0,00 0,00 0,26 Country 4 (Country) 3,00 466
173 0,00 0,00 0,26 Country 4 (Country) 3,00 466
174 0,00 0,00 0,26 Country 4 (Country) 3,00 466
175 0,00 0,00 0,26 Country 4 (Country) 3,00 466
176 0,00 0,00 0,26 Country 4 (Country) 3,00 466
177 0,00 0,00 0,26 Country 4 (Country) 3,00 466
178 0,00 0,00 0,26 Country 4 (Country) 3,00 466
179 0,00 0,00 0,26 Country 4 (Country) 3,00 466
180 0,00 0,00 0,26 Country 4 (Country) 3,00 466
181 0,00 0,00 0,26 Country 4 (Country) 3,00 466
182 0,00 0,00 0,26 Country 4 (Country) 3,00 466
183 0,00 0,00 0,26 Country 4 (Country) 3,00 466
184 0,00 0,00 0,26 Country 4 (Country) 3,00 466
185 0,00 0,00 0,26 Country 4 (Country) 3,00 466
186 0,00 0,00 0,26 Country 4 (Country) 3,00 466
187 0,00 0,00 0,26 Country 4 (Country) 3,00 466
188 0,00 0,00 0,26 Country 4 (Country) 3,00 466
189 0,00 0,00 0,26 Country 4 (Country) 3,00 466
190 0,00 0,00 0,26 Country 4 (Country) 3,00 466
191 0,00 0,00 0,26 Country 4 (Country) 3,00 466
192 0,00 0,00 0,26 Country 4 (Country) 3,00 466
193 0,00 0,00 0,26 Country 4 (Country) 3,00 466
194 0,00 0,00 0,26 Country 4 (Country) 3,00 466
195 0,00 0,00 0,26 Country 4 (Country) 3,00 466
196 0,00 0,00 0,26 Country 4 (Country) 3,00 466
197 0,00 0,00 0,26 Country 4 (Country) 3,00 466
198 0,00 0,00 0,26 Country 4 (Country) 3,00 466
199 0,00 0,00 0,26 Country 4 (Country) 3,00 466
200 0,00 0,00 0,26 Country 4 (Country) 3,00 466
201 0,00 0,00 0,26 Country 4 (Country) 3,00 466
202 0,00 0,00 0,26 Country 4 (Country) 3,00 466
203 0,00 0,00 0,26 Country 4 (Country) 3,00 466
204 0,00 0,00 0,26 Country 4 (Country) 3,00 466
205 0,00 0,00 0,26 Country 4 (Country) 3,00 466
206 0,00 0,00 0,26 Country 4 (Country) 3,00 466
207 0,00 0,00 0,26 Country 4 (Country) 3,00 466
208 0,00 0,00 0,26 Country 4 (Country) 3,00 466
209 0,00 0,00 0,26 Country 4 (Country) 3,00 466
210 0,00 0,00 0,26 Country 4 (Country) 3,00 466
211 0,00 0,00 0,26 Country 4 (Country) 3,00 466
212 0,00 0,00 0,26 Country 4 (Country) 3,00 466
213 0,00 0,00 0,26 Country 4 (Country) 3,00 466
214 0,00 0,00 0,26 Country 4 (Country) 3,00 466
215 0,00 0,00 0,26 Country 4 (Country) 3,00 466
216 0,00 0,00 0,26 Country 4 (Country) 3,00 466
217 0,00 0,00 0,26 Country 4 (Country) 3,00 466
218 0,00 0,00 0,26 Country 4 (Country) 3,00 466
219 0,00 0,00 0,26 Country 4 (Country) 3,00 466
220 0,00 0,00 0,26 Country 4 (Country) 3,00 466
221 0,00 0,00 0,26 Country 4 (Country) 3,00 466
222 0,00 0,00 0,26 Country 4 (Country) 3,00 466
223 0,00 0,00 0,26 Country 4 (Country) 3,00 466
224 0,00 0,00 0,26 Country 4 (Country) 3,00 466
225 0,00 0,00 0,26 Country 4 (Country) 3,00 466
226 0,00 0,00 0,26 Country 4 (Country) 3,00 466
227 0,00 0,00 0,26 Country 4 (Country) 3,00 466
228 0,00 0,00 0,26 Country 4 (Country) 3,00 466
229 0,00 0,00 0,26 Country 4 (Country) 3,00 466
230 0,00 0,00 0,26 Country 4 (Country) 3,00 466
231 0,00 0,00 0,26 Country 4 (Country) 3,00 466
232 0,00 0,00 0,26 Country 4 (Country) 3,00 466
233 0,00 0,00 0,26 Country 4 (Country) 3,00 466
234 0,00 0,00 0,26 Country 4 (Country) 3,00 466
235 0,00 0,00 0,26 Country 4 (Country) 3,00 466
236 0,00 0,00 0,26 Country 4 (Country) 3,00 466
237 0,00 0,00 0,26 Country 4 (Country) 3,00 466
238 0,00 0,00 0,26 Country 4 (Country) 3,00 466
239 0,00 0,00 0,26 Country 4 (Country) 3,00 466
240 0,00 0,00 0,26 Country 4 (Country) 3,00 466
241 0,00 0,00 0,26 Country 4 (Country) 3,00 466
242 0,00 0,00 0,26 Country 4 (Country) 3,00 466
243 0,00 0,00 0,26 Country 4 (Country) 3,00 466
244 0,00 0,00 0,26 Country 4 (Country) 3,00 466
245 0,00 0,00 0,26 Country 4 (Country) 3,00 466
246 0,00 0,00 0,26 Country 4 (Country) 3,00 466
247 0,00 0,00 0,26 Country 4 (Country) 3,00 466
248 0,00 0,00 0,26 Country 4 (Country) 3,00 466
249 0,00 0,00 0,26 Country 4 (Country) 3,00 466
250 0,00 0,00 0,26 Country 4 (Country) 3,00 466
251 0,00 0,00 0,26 Country 4 (Country) 3,00 466
252 0,00 0,00 0,26 Country 4 (Country) 3,00 466
253 0,00 0,00 0,26 Country 4 (Country) 3,00 466
254 0,00 0,00 0,26 Country 4 (Country) 3,00 466
255 0,00 0,00 0,26 Country 4 (Country) 3,00 466
256 0,00 0,00 0,26 Country 4 (Country) 3,00 466
257 0,00 0,00 0,26 Country 4 (Country) 3,00 466
258 0,00 0,00 0,26 Country 4 (Country) 3,00 466
259 0,00 0,00 0,26 Country 4 (Country) 3,00 466
260 0,00 0,00 0,26 Country 4 (Country) 3,00 466
261 0,00 0,00 0,26 Country 4 (Country) 3,00 466
262 0,00 0,00 0,26 Country 4 (Country) 3,00 466
263 0,00 0,00 0,26 Country 4 (Country) 3,00 466
264 0,00 0,00 0,26 Country 4 (Country) 3,00 466
265 0,00 0,00 0,26 Country 4 (Country) 3,00 466
266 0,00 0,00 0,26 Country 4 (Country) 3,00 466
267 0,00 0,00 0,26 Country 4 (Country) 3,00 466
268 0,00 0,00 0,26 Country 4 (Country) 3,00 466
269 0,00 0,00 0,26 Country 4 (Country) 3,00 466
270 0,00 0,00 0,26 Country 4 (Country) 3,00 466
271 0,00 0,00 0,26 Country 4 (Country) 3,00 466
272 0,00 0,00 0,26 Country 4 (Country) 3,00 466
273 0,00 0,00 0,26 Country 4 (Country) 3,00 466
274 0,00 0,00 0,26 Country 4 (Country) 3,00 466
275 0,00 0,00 0,26 Country 4 (Country) 3,00 466
276 0,00 0,00 0,26 Country 4 (Country) 3,00 466
277 0,00 0,00 0,26 Country 4 (Country) 3,00 466
278 0,00 0,00 0,26 Country 4 (Country) 3,00 466
279 0,00 0,00 0,26 Country 4 (Country) 3,00 466
280 0,00 0,00 0,26 Country 4 (Country) 3,00 466
281 0,00 0,00 0,26 Country 4 (Country) 3,00 466
282 0,00 0,00 0,26 Country 4 (Country) 3,00 466
283 0,00 0,00 0,26 Country 4 (Country) 3,00 466
284 0,00 0,00 0,26 Country 4 (Country) 3,00 466
285 0,00 0,00 0,26 Country 4 (Country) 3,00 466
286 0,00 0,00 0,26 Country 4 (Country) 3,00 466
287 0,00 0,00 0,26 Country 4 (Country) 3,00 466
288 0,00 0,00 0,26 Country 4 (Country) 3,00 466
289 0,00 0,00 0,26 Country 4 (Country) 3,00 466
290 0,00 0,00 0,26 Country 4 (Country) 3,00 466
291 0,00 0,00 0,26 Country 4 (Country) 3,00 466
292 0,00 0,00 0,26 Country 4 (Country) 3,00 466
293 0,00 0,00 0,26 Country 4 (Country) 3,00 466
294 0,00 0,00 0,26 Country 4 (Country) 3,00 466
295 0,00 0,00 0,26 Country 4 (Country) 3,00 466
296 0,00 0,00 0,26 Country 4 (Country) 3,00 466
297 0,00 0,00 0,26 Country 4 (Country) 3,00 466
298 0,00 0,00 0,26 Country 4 (Country) 3,00 466
299 0,00 0,00 0,26 Country 4 (Country) 3,00 466
300 0,00 0,00 0,26 Country 4 (Country) 3,00 466
301 0,00 0,00 0,26 Country 4 (Country) 3,00 466
302 0,00 0,00 0,26 Country 4 (Country) 3,00 466
303 0,00 0,00 0,26 Country 4 (Country) 3,00 466
304 0,00 0,00 0,26 Country 4 (Country) 3,00 466
305 0,00 0,00 0,26 Country 4 (Country) 3,00 466
306 0,00 0,00 0,26 Country 4 (Country) 3,00 466
307 0,00 0,00 0,26 Country 4 (Country) 3,00 466
308 0,00 0,00 0,26 Country 4 (Country) 3,00 466
309 0,00 0,00 0,26 Country 4 (Country) 3,00 466
310 0,00 0,00 0,26 Country 4 (Country) 3,00 466
311 0,00 0,00 0,26 Country 4 (Country) 3,00 466
312 0,00 0,00 0,26 Country 4 (Country) 3,00 466
313 0,00 0,00 0,26 Country 4 (Country) 3,00 466
314 0,00 0,00 0,26 Country 4 (Country) 3,00 466
315 0,00 0,00 0,26 Country 4 (Country) 3,00 466
316 0,00 0,00 0,26 Country 4 (Country) 3,00 466
317 0,00 0,00 0,26 Country 4 (Country) 3,00 466
318 0,00 0,00 0,26 Country 4 (Country) 3,00 466
319 0,00 0,00 0,26 Country 4 (Country) 3,00 466
320 0,00 0,00 0,26 Country 4 (Country) 3,00 466
321 0,00 0,00 0,26 Country 4 (Country) 3,00 466
322 0,00 0,00 0,26 Country 4 (Country) 3,00 466
323 0,00 0,00 0,26 Country 4 (Country) 3,00 466
324 0,00 0,00 0,26 Country 4 (Country) 3,00 466
325 0,00 0,00 0,26 Country 4 (Country) 3,00 466
326 0,00 0,00 0,26 Country 4 (Country) 3,00 466
327 0,00 0,00 0,26 Country 4 (Country) 3,00 466
328 0,00 0,00 0,26 Country 4 (Country) 3,00 466
329 0,00 0,00 0,26 Country 4 (Country) 3,00 466
330 0,00 0,00 0,26 Country 4 (Country) 3,00 466
331 0,00 0,00 0,26 Country 4 (Country) 3,00 466
332 0,00 0,00 0,26 Country 4 (Country) 3,00 466
333 0,00 0,00 0,26 Country 4 (Country) 3,00 466
334 0,00 0,00 0,26 Country 4 (Country) 3,00 466
335 0,00 0,00 0,26 Country 4 (Country) 3,00 466
336 0,00 0,00 0,26 Country 4 (Country) 3,00 466
337 0,00 0,00 0,26 Country 4 (Country) 3,00 466
338 0,00 0,00 0,26 Country 4 (Country) 3,00 466
339 0,00 0,00 0,26 Country 4 (Country) 3,00 466
340 0,00 0,00 0,26 Country 4 (Country) 3,00 466
341 0,00 0,00 0,26 Country 4 (Country) 3,00 466
342 0,00 0,00 0,26 Country 4 (Country) 3,00 466
343 0,00 0,00 0,26 Country 4 (Country) 3,00 466
344 0,00 0,00 0,26 Country 4 (Country) 3,00 466
345 0,00 0,00 0,26 Country 4 (Country) 3,00 466
346 0,00 0,00 0,26 Country 4 (Country) 3,00 466
347 0,00 0,00 0,26 Country 4 (Country) 3,00 466
348 0,00 0,00 0,26 Country 4 (Country) 3,00 466
349 0,00 0,00 0,26 Country 4 (Country) 3,00 466
350 0,00 0,00 0,26 Country 4 (Country) 3,00 466
351 0,00 0,00 0,26 Country 4 (Country) 3,00 466
352 0,00 0,00 0,26 Country 4 (Country) 3,00 466
353 0,00 0,00 0,26 Country 4 (Country) 3,00 466
354 0,00 0,00 0,26 Country 4 (Country) 3,00 466
355 0,00 0,00 0,26 Country 4 (Country) 3,00 466
356 0,00 0,00 0,26 Country 4 (Country) 3,00 466
357 0,00 0,00 0,26 Country 4 (Country) 3,00 466
358 0,00 0,00 0,26 Country 4 (Country) 3,00 466
359 0,00 0,00 0,26 Country 4 (Country) 3,00 466
360 0,00 0,00 0,26 Country 4 (Country) 3,00 466
361 0,00 0,00 0,26 Country 4 (Country) 3,00 466
362 0,00 0,00 0,26 Country 4 (Country) 3,00 466
363 0,00 0,00 0,26 Country 4 (Country) 3,00 466
364 0,00 0,00 0,26 Country 4 (Country) 3,00 466
365 0,00 0,00 0,26 Country 4 (Country) 3,00 466
366 0,00 0,00 0,26 Country 4 (Country) 3,00 466
367 0,00 0,00 0,26 Country 4 (Country) 3,00 466
368 0,00 0,00 0,26 Country 4 (Country) 3,00 466
369 0,00 0,00 0,26 Country 4 (Country) 3,00 466
370 0,00 0,00 0,26 Country 4 (Country) 3,00 466
371 0,00 0,00 0,26 Country 4 (Country) 3,00 466
372 0,00 0,00 0,26 Country 4 (Country) 3,00 466
373 0,00 0,00 0,26 Country 4 (Country) 3,00 466
374 0,00 0,00 0,26 Country 4 (Country) 3,00 466
375 0,00 0,00 0,26 Country 4 (Country) 3,00 466
376 0,00 0,00 0,26 Country 4 (Country) 3,00 466
377 0,00 0,00 0,26 Country 4 (Country) 3,00 466
378 0,00 0,00 0,26 Country 4 (Country) 3,00 466
379 0,00 0,00 0,26 Country 4 (Country) 3,00 466
380 0,00 0,00 0,26 Country 4 (Country) 3,00 466
381 0,00 0,00 0,26 Country 4 (Country) 3,00 466
382 0,00 0,00 0,26 Country 4 (Country) 3,00 466
383 0,00 0,00 0,26 Country 4 (Country) 3,00 466
384 0,00 0,00 0,26 Country 4 (Country) 3,00 466
385 0,00 0,00 0,26 Country 4 (Country) 3,00 466
386 0,00 0,00 0,26 Country 4 (Country) 3,00 466
387 0,00 0,00 0,26 Country 4 (Country) 3,00 466
388 0,00 0,00 0,26 Country 4 (Country) 3,00 466
389 0,00 0,00 0,26 Country 4 (Country) 3,00 466
390 0,00 0,00 0,26 Country 4 (Country) 3,00 466
391 0,00 0,00 0,26 Country 4 (Country) 3,00 466
392 0,00 0,00 0,26 Country 4 (Country) 3,00 466
393 0,00 0,00 0,26 Country 4 (Country) 3,00 466
394 0,00 0,00 0,26 Country 4 (Country) 3,00 466
395 0,00 0,00 0,26 Country 4 (Country) 3,00 466
396 0,00 0,00 0,26 Country 4 (Country) 3,00 466
397 0,00 0,00 0,26 Country 4 (Country) 3,00 466
398 0,00 0,00 0,26 Country 4 (Country) 3,00 466
399 0,00 0,00 0,26 Country 4 (Country) 3,00 466
400 0,00 0,00 0,26 Country 4 (Country) 3,00 466
401 0,00 0,00 0,26 Country 4 (Country) 3,00 466
402 0,00 0,00 0,26 Country 4 (Country) 3,00 466
403 0,00 0,00 0,26 Country 4 (Country) 3,00 466
404 0,00 0,00 0,26 Country 4 (Country) 3,00 466
405 0,00 0,00 0,26 Country 4 (Country) 3,00 466
406 0,00 0,00 0,26 Country 4 (Country) 3,00 466
407 0,00 0,00 0,26 Country 4 (Country) 3,00 466
408 0,00 0,00 0,26 Country 4 (Country) 3,00 466
409 0,00 0,00 0,26 Country 4 (Country) 3,00 466
410 0,00 0,00 0,26 Country 4 (Country) 3,00 466
411 0,00 0,00 0,26 Country 4 (Country) 3,00 466
412 0,00 0,00 0,26 Country 4 (Country) 3,00 466
413 0,00 0,00 0,26 Country 4 (Country) 3,00 466
414 0,00 0,00 0,26 Country 4 (Country) 3,00 466
415 0,00 0,00 0,26 Country 4 (Country) 3,00 466
416 0,00 0,00 0,26 Country 4 (Country) 3,00 466
417 0,00 0,00 0,26 Country 4 (Country) 3,00 466
418 0,00 0,00 0,26 Country 4 (Country) 3,00 466
419 0,00 0,00 0,26 Country 4 (Country) 3,00 466
420 0,00 0,00 0,26 Country 4 (Country) 3,00 466
421 0,00 0,00 0,26 Country 4 (Country) 3,00 466
422 0,00 0,00 0,26 Country 4 (Country) 3,00 466
423 0,00 0,00 0,26 Country 4 (Country) 3,00 466
424 0,00 0,00 0,26 Country 4 (Country) 3,00 466
425 0,00 0,00 0,26 Country 4 (Country) 3,00 466
426 0,00 0,00 0,26 Country 4 (Country) 3,00 466
427 0,00 0,00 0,26 Country 4 (Country) 3,00 466
428 0,00 0,00 0,26 Country 4 (Country) 3,00 466
429 0,00 0,00 0,26 Country 4 (Country) 3,00 466
430 0,00 0,00 0,26 Country 4 (Country) 3,00 466
431 0,00 0,00 0,26 Country 4 (Country) 3,00 466
432 0,00 0,00 0,26 Country 4 (Country) 3,00 466
433 0,00 0,00 0,26 Country 4 (Country) 3,00 466
434 0,00 0,00 0,26 Country 4 (Country) 3,00 466
435 0,00 0,00 0,26 Country 4 (Country) 3,00 466
436 0,00 0,00 0,26 Country 4 (Country) 3,00 466
437 0,00 0,00 0,26 Country 4 (Country) 3,00 466
438 0,00 0,00 0,26 Country 4 (Country) 3,00 466
439 0,00 0,00 0,26 Country 4 (Country) 3,00 466
440 0,00 0,00 0,26 Country 4 (Country) 3,00 466
441 0,00 0,00 0,26 Country 4 (Country) 3,00 466
442 0,00 0,00 0,26 Country 4 (Country) 3,00 466
443 0,00 0,00 0,26 Country 4 (Country) 3,00 466
444 0,00 0,00 0,26 Country 4 (Country) 3,00 466
445 0,00 0,00 0,26 Country 4 (Country) 3,00 466
446 0,00 0,00 0,26 Country 4 (Country) 3,00 466
447 0,00 0,00 0,26 Country 4 (Country) 3,00 466
448 0,00 0,00 0,26 Country 4 (Country) 3,00 466
449 0,00 0,00 0,26 Country 4 (Country) 3,00 466
450 0,00 0,00 0,26 Country 4 (Country) 3,00 466
451 0,00 0,00 0,26 Country 4 (Country) 3,00 466
452 0,00 0,00 0,26 Country 4 (Country) 3,00 466
453 0,00 0,00 0,26 Country 4 (Country) 3,00 466
454 0,00 0,00 0,26 Country 4 (Country) 3,00 466
455 0,00 0,00 0,26 Country 4 (Country) 3,00 466
456 0,00 0,00 0,26 Country 4 (Country) 3,00 466
457 0,00 0,00 0,26 Country 4 (Country) 3,00 466
458 0,00 0,00 0,26 Country 4 (Country) 3,00 466
459 0,00 0,00 0,26 Country 4 (Country) 3,00 466
460 0,00 0,00 0,26 Country 4 (Country) 3,00 466
461 0,00 0,00 0,26 Country 4 (Country) 3,00 466
462 0,00 0,00 0,26 Country 4 (Country) 3,00 466
463 0,00 0,00 0,26 Country 4 (Country) 3,00 466
