500
0 40,93 40,93 0,45 Country 7 (Country) 0,00 0
1 551,56 551,56 0,80 Country 7 (Country) 0,00 1
2 7,95 12,03 0,80 Country 7 (Country) 0,00 8
3 7,95 9,74 0,80 Country 7 (Country) 0,00 8
4 7,95 10,17 0,80 Country 7 (Country) 0,00 8
5 1.702,54 1.889,92 0,80 Country 7 (Country) 0,00 8
6 4,92 6,70 0,80 Country 7 (Country) 0,00 19
7 343,84 407,41 0,80 Country 7 (Country) 0,00 19
8 9,06 12,88 0,80 Country 7 (Country) 0,00 27
9 9,06 11,18 0,80 Country 7 (Country) 0,00 28
10 1,62 2,19 0,80 Country 7 (Country) 0,00 31
11 1,62 2,06 0,80 Country 7 (Country) 0,00 35
12 1,62 2,24 0,80 Country 7 (Country) 0,00 35
13 1,62 2,19 0,80 Country 7 (Country) 0,00 38
14 1,62 2,18 0,80 Country 7 (Country) 0,00 40
15 1,62 2,19 0,80 Country 7 (Country) 0,00 41
16 1,62 2,14 0,80 Country 7 (Country) 0,00 44
17 1,62 2,16 0,80 Country 7 (Country) 0,00 46
18 1,62 2,14 0,80 Country 7 (Country) 0,00 48
19 1,62 2,15 0,80 Country 7 (Country) 0,00 49
20 1,62 2,14 0,80 Country 7 (Country) 0,00 53
21 1,62 2,14 0,80 Country 7 (Country) 0,00 53
22 1,62 2,14 0,80 Country 7 (Country) 0,00 57
23 1,62 2,15 0,80 Country 7 (Country) 0,00 61
24 1,62 2,14 0,80 Country 7 (Country) 0,00 65
25 1,62 2,15 0,80 Country 7 (Country) 0,00 65
26 1,62 2,14 0,80 Country 7 (Country) 0,00 68
27 1,62 2,14 0,80 Country 7 (Country) 0,00 71
28 1,62 2,14 0,80 Country 7 (Country) 0,00 74
29 1,62 2,14 0,80 Country 7 (Country) 0,00 77
30 1,62 2,14 0,80 Country 7 (Country) 0,00 83
31 1,62 2,14 0,80 Country 7 (Country) 0,00 90
32 1,62 2,14 0,80 Country 7 (Country) 0,00 90
33 1,62 2,14 0,80 Country 7 (Country) 0,00 94
34 1,62 2,14 0,80 Country 7 (Country) 0,00 98
35 1,62 2,14 0,80 Country 7 (Country) 0,00 102
36 1,62 2,14 0,80 Country 7 (Country) 0,00 104
37 1,62 2,14 0,80 Country 7 (Country) 0,00 107
38 1,62 2,14 0,80 Country 7 (Country) 0,00 109
39 1,62 2,14 0,80 Country 7 (Country) 0,00 110
40 1,62 2,14 0,80 Country 7 (Country) 0,00 117
41 1,62 2,14 0,80 Country 7 (Country) 0,00 120
42 1,62 2,14 0,80 Country 7 (Country) 0,00 123
43 1,62 2,14 0,80 Country 7 (Country) 0,00 127
44 1,62 2,14 0,80 Country 7 (Country) 0,00 132
45 1,62 2,15 0,80 Country 7 (Country) 0,00 135
46 1,62 2,15 0,80 Country 7 (Country) 0,00 137
47 1,62 2,15 0,80 Country 7 (Country) 0,00 142
48 1,62 2,15 0,80 Country 7 (Country) 0,00 148
49 1,62 2,15 0,80 Country 7 (Country) 0,00 154
50 1,62 2,15 0,80 Country 7 (Country) 0,00 158
51 1,62 2,15 0,80 Country 7 (Country) 0,00 161
52 1,62 2,15 0,80 Country 7 (Country) 0,00 162
53 1,62 2,16 0,80 Country 7 (Country) 0,00 167
54 1,62 2,16 0,80 Country 7 (Country) 0,00 171
55 1,62 2,16 0,80 Country 7 (Country) 0,00 175
56 1,62 2,16 0,80 Country 7 (Country) 0,00 178
57 1,62 2,17 0,80 Country 7 (Country) 0,00 183
58 1,62 2,17 0,80 Country 7 (Country) 0,00 191
59 1,62 2,17 0,80 Country 7 (Country) 0,00 192
60 1,62 2,17 0,80 Country 7 (Country) 0,00 193
61 1,62 2,18 0,80 Country 7 (Country) 0,00 195
62 1,62 2,18 0,80 Country 7 (Country) 0,00 201
63 1,62 2,18 0,80 Country 7 (Country) 0,00 206
64 1,62 2,18 0,80 Country 7 (Country) 0,00 213
65 1,62 2,19 0,80 Country 7 (Country) 0,00 215
66 1,62 2,19 0,80 Country 7 (Country) 0,00 218
67 1,62 2,19 0,80 Country 7 (Country) 0,00 224
68 1,62 2,19 0,80 Country 7 (Country) 0,00 226
69 1,62 2,20 0,80 Country 7 (Country) 0,00 232
70 1,62 2,20 0,80 Country 7 (Country) 0,00 234
71 1,62 2,21 0,80 Country 7 (Country) 0,00 240
72 1,62 2,21 0,80 Country 7 (Country) 0,00 242
73 1,62 2,21 0,80 Country 7 (Country) 0,00 243
74 1,62 2,22 0,80 Country 7 (Country) 0,00 245
75 1,62 2,22 0,80 Country 7 (Country) 0,00 246
76 1,62 2,22 0,80 Country 7 (Country) 0,00 254
77 1,62 2,23 0,80 Country 7 (Country) 0,00 259
78 1,62 2,23 0,80 Country 7 (Country) 0,00 264
79 1,62 2,23 0,80 Country 7 (Country) 0,00 265
80 1,62 2,24 0,80 Country 7 (Country) 0,00 270
81 1,62 2,24 0,80 Country 7 (Country) 0,00 274
82 1,62 2,25 0,80 Country 7 (Country) 0,00 275
83 1,62 2,25 0,80 Country 7 (Country) 0,00 279
