1000
0 893,82 893,82 0,43 Country 1 (Country) 2,00 0
1 12,21 12,21 0,43 Country 1 (Country) 2,00 18
2 23,60 25,62 0,43 Country 1 (Country) 2,00 18
3 26,00 29,21 0,43 Country 1 (Country) 2,00 18
4 26,00 29,28 0,43 Country 1 (Country) 2,00 18
5 26,00 29,23 0,43 Country 1 (Country) 2,00 18
6 26,00 29,27 0,43 Country 1 (Country) 2,00 18
7 26,00 29,31 0,43 Country 1 (Country) 2,00 18
8 26,00 29,31 0,43 Country 1 (Country) 2,00 18
9 26,00 29,31 0,43 Country 1 (Country) 2,00 18
10 26,00 29,31 0,43 Country 1 (Country) 2,00 18
11 26,00 29,31 0,43 Country 1 (Country) 2,00 18
12 26,00 29,31 0,43 Country 1 (Country) 2,00 18
13 26,00 29,31 0,43 Country 1 (Country) 2,00 18
14 26,00 29,31 0,43 Country 1 (Country) 2,00 18
15 26,00 29,31 0,43 Country 1 (Country) 2,00 18
16 26,00 29,31 0,43 Country 1 (Country) 2,00 18
17 26,00 29,31 0,43 Country 1 (Country) 2,00 18
18 26,00 29,31 0,43 Country 1 (Country) 2,00 18
19 26,00 29,31 0,43 Country 1 (Country) 2,00 18
20 26,00 29,31 0,43 Country 1 (Country) 2,00 18
21 26,00 29,31 0,43 Country 1 (Country) 2,00 18
22 26,00 29,31 0,43 Country 1 (Country) 2,00 18
23 26,00 29,31 0,43 Country 1 (Country) 2,00 18
24 26,00 29,31 0,43 Country 1 (Country) 2,00 18
25 26,00 29,31 0,43 Country 1 (Country) 2,00 18
26 26,00 29,31 0,43 Country 1 (Country) 2,00 18
27 26,00 29,31 0,43 Country 1 (Country) 2,00 18
28 26,00 29,31 0,43 Country 1 (Country) 2,00 18
29 26,00 29,31 0,43 Country 1 (Country) 2,00 18
30 26,00 29,31 0,43 Country 1 (Country) 2,00 18
31 1.129,20 1.272,84 0,43 Country 1 (Country) 2,00 31
32 2.104,17 2.195,96 0,43 Country 1 (Country) 2,00 70
33 374,28 505,98 0,80 Country 1 (Country) 2,00 127
34 847,59 1.136,28 0,80 Country 1 (Country) 2,00 134
35 303,21 440,24 0,80 Country 1 (Country) 2,00 151
36 0,04 0,06 0,80 Country 1 (Country) 2,00 160
37 263,37 360,85 0,80 Country 1 (Country) 2,00 165
38 0,20 0,28 0,80 Country 1 (Country) 2,00 175
39 219,33 307,38 0,80 Country 1 (Country) 2,00 179
40 0,31 0,44 0,80 Country 1 (Country) 2,00 184
41 179,95 256,46 0,80 Country 1 (Country) 2,00 191
42 0,89 1,30 0,80 Country 1 (Country) 2,00 195
43 1,07 1,51 0,80 Country 1 (Country) 2,00 201
44 0,08 0,12 0,80 Country 1 (Country) 2,00 202
45 0,08 0,12 0,80 Country 1 (Country) 2,00 202
46 0,08 0,12 0,80 Country 1 (Country) 2,00 202
47 0,08 0,12 0,80 Country 1 (Country) 2,00 202
48 0,08 0,12 0,80 Country 1 (Country) 2,00 202
49 0,08 0,12 0,80 Country 1 (Country) 2,00 202
50 0,08 0,12 0,80 Country 1 (Country) 2,00 202
51 0,08 0,12 0,80 Country 1 (Country) 2,00 202
52 0,08 0,12 0,80 Country 1 (Country) 2,00 202
53 0,08 0,12 0,80 Country 1 (Country) 2,00 202
54 0,08 0,12 0,80 Country 1 (Country) 2,00 202
55 0,08 0,12 0,80 Country 1 (Country) 2,00 202
56 0,08 0,12 0,80 Country 1 (Country) 2,00 202
57 0,08 0,12 0,80 Country 1 (Country) 2,00 202
58 0,08 0,12 0,80 Country 1 (Country) 2,00 202
59 0,08 0,12 0,80 Country 1 (Country) 2,00 202
60 0,08 0,12 0,80 Country 1 (Country) 2,00 202
61 0,08 0,12 0,80 Country 1 (Country) 2,00 202
62 0,08 0,12 0,80 Country 1 (Country) 2,00 202
63 0,08 0,12 0,80 Country 1 (Country) 2,00 202
64 0,08 0,12 0,80 Country 1 (Country) 2,00 202
65 0,08 0,12 0,80 Country 1 (Country) 2,00 202
66 0,08 0,12 0,80 Country 1 (Country) 2,00 202
67 0,08 0,12 0,80 Country 1 (Country) 2,00 202
68 0,08 0,12 0,80 Country 1 (Country) 2,00 202
69 0,08 0,12 0,80 Country 1 (Country) 2,00 202
70 0,08 0,12 0,80 Country 1 (Country) 2,00 202
71 0,08 0,12 0,80 Country 1 (Country) 2,00 202
72 0,08 0,12 0,80 Country 1 (Country) 2,00 202
73 0,08 0,12 0,80 Country 1 (Country) 2,00 202
74 0,08 0,12 0,80 Country 1 (Country) 2,00 202
75 0,08 0,12 0,80 Country 1 (Country) 2,00 202
76 0,08 0,12 0,80 Country 1 (Country) 2,00 202
77 0,08 0,12 0,80 Country 1 (Country) 2,00 202
78 0,08 0,12 0,80 Country 1 (Country) 2,00 202
79 0,08 0,12 0,80 Country 1 (Country) 2,00 202
80 0,08 0,12 0,80 Country 1 (Country) 2,00 202
81 0,08 0,12 0,80 Country 1 (Country) 2,00 202
82 0,08 0,12 0,80 Country 1 (Country) 2,00 202
83 0,08 0,12 0,80 Country 1 (Country) 2,00 202
84 0,08 0,12 0,80 Country 1 (Country) 2,00 202
85 0,08 0,12 0,80 Country 1 (Country) 2,00 202
86 0,08 0,12 0,80 Country 1 (Country) 2,00 202
87 0,08 0,12 0,80 Country 1 (Country) 2,00 202
88 0,08 0,12 0,80 Country 1 (Country) 2,00 202
89 0,08 0,12 0,80 Country 1 (Country) 2,00 202
90 0,08 0,12 0,80 Country 1 (Country) 2,00 202
91 0,07 0,11 0,80 Country 1 (Country) 2,00 203
92 0,07 0,11 0,80 Country 1 (Country) 2,00 203
93 0,07 0,11 0,80 Country 1 (Country) 2,00 203
94 0,07 0,11 0,80 Country 1 (Country) 2,00 203
95 0,07 0,11 0,80 Country 1 (Country) 2,00 203
96 0,07 0,11 0,80 Country 1 (Country) 2,00 203
97 0,07 0,11 0,80 Country 1 (Country) 2,00 203
98 0,07 0,11 0,80 Country 1 (Country) 2,00 203
99 0,07 0,11 0,80 Country 1 (Country) 2,00 203
100 0,07 0,11 0,80 Country 1 (Country) 2,00 203
101 0,07 0,11 0,80 Country 1 (Country) 2,00 203
102 0,07 0,11 0,80 Country 1 (Country) 2,00 203
103 0,07 0,11 0,80 Country 1 (Country) 2,00 203
104 0,07 0,11 0,80 Country 1 (Country) 2,00 203
105 0,07 0,11 0,80 Country 1 (Country) 2,00 203
106 0,07 0,11 0,80 Country 1 (Country) 2,00 203
107 0,07 0,11 0,80 Country 1 (Country) 2,00 203
108 0,07 0,11 0,80 Country 1 (Country) 2,00 203
109 0,07 0,11 0,80 Country 1 (Country) 2,00 203
110 0,07 0,11 0,80 Country 1 (Country) 2,00 203
111 0,07 0,11 0,80 Country 1 (Country) 2,00 203
112 0,07 0,11 0,80 Country 1 (Country) 2,00 203
113 0,07 0,11 0,80 Country 1 (Country) 2,00 203
114 0,07 0,11 0,80 Country 1 (Country) 2,00 203
115 0,07 0,11 0,80 Country 1 (Country) 2,00 203
116 0,07 0,11 0,80 Country 1 (Country) 2,00 203
117 0,07 0,11 0,80 Country 1 (Country) 2,00 203
118 0,07 0,11 0,80 Country 1 (Country) 2,00 203
119 0,07 0,11 0,80 Country 1 (Country) 2,00 203
120 0,07 0,11 0,80 Country 1 (Country) 2,00 203
121 0,07 0,11 0,80 Country 1 (Country) 2,00 203
122 0,07 0,11 0,80 Country 1 (Country) 2,00 203
123 0,07 0,11 0,80 Country 1 (Country) 2,00 203
124 0,07 0,11 0,80 Country 1 (Country) 2,00 203
125 0,07 0,11 0,80 Country 1 (Country) 2,00 203
126 0,07 0,11 0,80 Country 1 (Country) 2,00 203
127 0,07 0,11 0,80 Country 1 (Country) 2,00 203
128 0,07 0,11 0,80 Country 1 (Country) 2,00 203
129 0,07 0,11 0,80 Country 1 (Country) 2,00 203
130 0,07 0,11 0,80 Country 1 (Country) 2,00 203
131 0,07 0,11 0,80 Country 1 (Country) 2,00 203
132 0,07 0,11 0,80 Country 1 (Country) 2,00 203
