1000
0 218,57 218,57 0,02 Country 5 (Country) 2,00 0
1 7,76 7,76 0,02 Country 5 (Country) 2,00 54
2 2,30 1,70 0,02 Country 5 (Country) 2,00 61
3 0,04 0,03 0,02 Country 5 (Country) 2,00 65
4 0,04 0,03 0,02 Country 5 (Country) 2,00 65
5 0,04 0,03 0,02 Country 5 (Country) 2,00 65
6 0,04 0,03 0,02 Country 5 (Country) 2,00 65
7 0,04 0,03 0,02 Country 5 (Country) 2,00 65
8 0,04 0,03 0,02 Country 5 (Country) 2,00 65
9 0,04 0,03 0,02 Country 5 (Country) 2,00 65
10 0,04 0,03 0,02 Country 5 (Country) 2,00 65
11 0,04 0,03 0,02 Country 5 (Country) 2,00 65
12 0,04 0,03 0,02 Country 5 (Country) 2,00 65
13 0,04 0,03 0,02 Country 5 (Country) 2,00 65
14 0,04 0,03 0,02 Country 5 (Country) 2,00 65
15 0,04 0,03 0,02 Country 5 (Country) 2,00 65
16 0,04 0,03 0,02 Country 5 (Country) 2,00 65
17 0,04 0,03 0,02 Country 5 (Country) 2,00 65
18 0,04 0,03 0,02 Country 5 (Country) 2,00 65
19 0,04 0,03 0,02 Country 5 (Country) 2,00 65
20 0,04 0,03 0,02 Country 5 (Country) 2,00 65
21 0,04 0,03 0,02 Country 5 (Country) 2,00 65
22 0,04 0,03 0,02 Country 5 (Country) 2,00 65
23 0,04 0,03 0,02 Country 5 (Country) 2,00 65
24 0,04 0,03 0,02 Country 5 (Country) 2,00 65
25 0,04 0,03 0,02 Country 5 (Country) 2,00 65
26 0,04 0,03 0,02 Country 5 (Country) 2,00 65
27 0,04 0,03 0,02 Country 5 (Country) 2,00 65
28 0,04 0,03 0,02 Country 5 (Country) 2,00 65
29 0,04 0,03 0,02 Country 5 (Country) 2,00 65
30 0,04 0,03 0,02 Country 5 (Country) 2,00 65
31 0,63 0,51 0,02 Country 5 (Country) 2,00 65
32 0,14 0,13 0,02 Country 5 (Country) 2,00 68
33 0,14 0,13 0,02 Country 5 (Country) 2,00 68
34 0,14 0,14 0,02 Country 5 (Country) 2,00 68
35 0,14 0,15 0,02 Country 5 (Country) 2,00 68
36 0,14 0,15 0,02 Country 5 (Country) 2,00 68
37 0,14 0,15 0,02 Country 5 (Country) 2,00 68
38 0,14 0,15 0,02 Country 5 (Country) 2,00 68
39 0,14 0,15 0,02 Country 5 (Country) 2,00 68
40 0,14 0,15 0,02 Country 5 (Country) 2,00 68
41 0,14 0,15 0,02 Country 5 (Country) 2,00 68
42 0,14 0,15 0,02 Country 5 (Country) 2,00 68
43 0,14 0,15 0,02 Country 5 (Country) 2,00 68
44 0,14 0,15 0,02 Country 5 (Country) 2,00 68
45 0,14 0,15 0,02 Country 5 (Country) 2,00 68
46 0,14 0,15 0,02 Country 5 (Country) 2,00 68
47 0,14 0,15 0,02 Country 5 (Country) 2,00 68
48 0,14 0,15 0,02 Country 5 (Country) 2,00 68
49 0,14 0,15 0,02 Country 5 (Country) 2,00 68
