500
0 372,10 372,10 0,01 Country 8 (Country) 1,00 0
1 337,09 337,09 0,80 Country 8 (Country) 1,00 78
2 4,01 8,25 0,80 Country 8 (Country) 1,00 82
3 4,01 7,43 0,80 Country 8 (Country) 1,00 82
4 4,01 7,26 0,80 Country 8 (Country) 1,00 82
5 527,89 928,74 0,80 Country 8 (Country) 1,00 82
6 2,61 5,13 0,80 Country 8 (Country) 1,00 88
7 2,61 5,07 0,80 Country 8 (Country) 1,00 88
8 2,61 6,10 0,80 Country 8 (Country) 1,00 88
9 2,61 5,31 0,80 Country 8 (Country) 1,00 88
10 179,61 416,96 0,80 Country 8 (Country) 1,00 88
11 2,69 5,55 0,80 Country 8 (Country) 1,00 91
12 2,69 5,98 0,80 Country 8 (Country) 1,00 91
13 2,69 5,81 0,80 Country 8 (Country) 1,00 91
14 2,69 5,93 0,80 Country 8 (Country) 1,00 91
15 2,69 5,71 0,80 Country 8 (Country) 1,00 91
16 2,69 5,78 0,80 Country 8 (Country) 1,00 91
17 2,69 5,69 0,80 Country 8 (Country) 1,00 91
18 2,69 5,72 0,80 Country 8 (Country) 1,00 91
19 2,69 5,63 0,80 Country 8 (Country) 1,00 91
20 2,69 5,63 0,80 Country 8 (Country) 1,00 91
21 2,69 5,55 0,80 Country 8 (Country) 1,00 91
22 2,69 5,53 0,80 Country 8 (Country) 1,00 91
23 2,69 5,49 0,80 Country 8 (Country) 1,00 91
24 0,15 0,30 0,80 Country 8 (Country) 1,00 92
25 0,15 0,30 0,80 Country 8 (Country) 1,00 92
26 0,15 0,30 0,80 Country 8 (Country) 1,00 92
27 0,15 0,30 0,80 Country 8 (Country) 1,00 92
28 0,15 0,29 0,80 Country 8 (Country) 1,00 92
29 0,15 0,29 0,80 Country 8 (Country) 1,00 92
30 0,15 0,29 0,80 Country 8 (Country) 1,00 92
31 0,15 0,29 0,80 Country 8 (Country) 1,00 92
32 0,15 0,29 0,80 Country 8 (Country) 1,00 92
33 0,15 0,28 0,80 Country 8 (Country) 1,00 92
34 0,15 0,28 0,80 Country 8 (Country) 1,00 92
35 0,15 0,28 0,80 Country 8 (Country) 1,00 92
36 0,15 0,28 0,80 Country 8 (Country) 1,00 92
37 0,15 0,27 0,80 Country 8 (Country) 1,00 92
38 0,15 0,27 0,80 Country 8 (Country) 1,00 92
39 0,15 0,27 0,80 Country 8 (Country) 1,00 92
40 0,15 0,27 0,80 Country 8 (Country) 1,00 92
41 0,15 0,26 0,80 Country 8 (Country) 1,00 92
42 0,15 0,26 0,80 Country 8 (Country) 1,00 92
43 0,15 0,26 0,80 Country 8 (Country) 1,00 92
44 0,15 0,26 0,80 Country 8 (Country) 1,00 92
45 0,15 0,25 0,80 Country 8 (Country) 1,00 92
46 0,15 0,25 0,80 Country 8 (Country) 1,00 92
47 0,15 0,25 0,80 Country 8 (Country) 1,00 92
48 0,15 0,25 0,80 Country 8 (Country) 1,00 92
49 0,15 0,24 0,80 Country 8 (Country) 1,00 92
50 0,15 0,24 0,80 Country 8 (Country) 1,00 92
51 0,15 0,24 0,80 Country 8 (Country) 1,00 92
52 0,15 0,24 0,80 Country 8 (Country) 1,00 92
53 0,15 0,23 0,80 Country 8 (Country) 1,00 92
54 0,15 0,23 0,80 Country 8 (Country) 1,00 92
55 0,15 0,23 0,80 Country 8 (Country) 1,00 92
56 0,15 0,23 0,80 Country 8 (Country) 1,00 92
57 0,15 0,23 0,80 Country 8 (Country) 1,00 92
58 0,15 0,22 0,80 Country 8 (Country) 1,00 92
59 0,15 0,22 0,80 Country 8 (Country) 1,00 92
60 0,15 0,22 0,80 Country 8 (Country) 1,00 92
61 0,15 0,22 0,80 Country 8 (Country) 1,00 92
62 0,15 0,21 0,80 Country 8 (Country) 1,00 92
63 0,15 0,21 0,80 Country 8 (Country) 1,00 92
64 0,15 0,21 0,80 Country 8 (Country) 1,00 92
65 0,15 0,21 0,80 Country 8 (Country) 1,00 92
66 0,15 0,21 0,80 Country 8 (Country) 1,00 92
67 0,15 0,20 0,80 Country 8 (Country) 1,00 92
68 0,15 0,20 0,80 Country 8 (Country) 1,00 92
69 0,15 0,20 0,80 Country 8 (Country) 1,00 92
70 0,15 0,20 0,80 Country 8 (Country) 1,00 92
71 0,15 0,20 0,80 Country 8 (Country) 1,00 92
72 0,15 0,19 0,80 Country 8 (Country) 1,00 92
73 0,15 0,19 0,80 Country 8 (Country) 1,00 92
74 0,15 0,19 0,80 Country 8 (Country) 1,00 92
75 0,15 0,19 0,80 Country 8 (Country) 1,00 92
76 0,15 0,19 0,80 Country 8 (Country) 1,00 92
77 0,15 0,18 0,80 Country 8 (Country) 1,00 92
78 0,15 0,18 0,80 Country 8 (Country) 1,00 92
79 0,15 0,18 0,80 Country 8 (Country) 1,00 92
80 0,15 0,18 0,80 Country 8 (Country) 1,00 92
81 0,15 0,18 0,80 Country 8 (Country) 1,00 92
82 0,15 0,18 0,80 Country 8 (Country) 1,00 92
83 0,15 0,17 0,80 Country 8 (Country) 1,00 92
84 0,15 0,17 0,80 Country 8 (Country) 1,00 92
85 0,15 0,17 0,80 Country 8 (Country) 1,00 92
86 0,15 0,17 0,80 Country 8 (Country) 1,00 92
87 0,15 0,17 0,80 Country 8 (Country) 1,00 92
88 0,15 0,17 0,80 Country 8 (Country) 1,00 92
89 0,15 0,16 0,80 Country 8 (Country) 1,00 92
90 0,15 0,16 0,80 Country 8 (Country) 1,00 92
91 0,15 0,16 0,80 Country 8 (Country) 1,00 92
92 0,15 0,16 0,80 Country 8 (Country) 1,00 92
93 0,15 0,16 0,80 Country 8 (Country) 1,00 92
94 0,15 0,16 0,80 Country 8 (Country) 1,00 92
95 0,15 0,16 0,80 Country 8 (Country) 1,00 92
96 0,15 0,15 0,80 Country 8 (Country) 1,00 92
97 0,15 0,15 0,80 Country 8 (Country) 1,00 92
98 0,15 0,15 0,80 Country 8 (Country) 1,00 92
99 0,15 0,15 0,80 Country 8 (Country) 1,00 92
100 0,15 0,15 0,80 Country 8 (Country) 1,00 92
101 0,15 0,15 0,80 Country 8 (Country) 1,00 92
102 0,15 0,15 0,80 Country 8 (Country) 1,00 92
103 0,15 0,14 0,80 Country 8 (Country) 1,00 92
104 0,15 0,14 0,80 Country 8 (Country) 1,00 92
105 0,15 0,14 0,80 Country 8 (Country) 1,00 92
106 0,15 0,14 0,80 Country 8 (Country) 1,00 92
107 0,15 0,14 0,80 Country 8 (Country) 1,00 92
108 0,15 0,14 0,80 Country 8 (Country) 1,00 92
109 0,15 0,14 0,80 Country 8 (Country) 1,00 92
110 0,15 0,14 0,80 Country 8 (Country) 1,00 92
111 0,15 0,14 0,80 Country 8 (Country) 1,00 92
112 0,15 0,13 0,80 Country 8 (Country) 1,00 92
113 0,15 0,13 0,80 Country 8 (Country) 1,00 92
114 0,15 0,13 0,80 Country 8 (Country) 1,00 92
115 0,15 0,13 0,80 Country 8 (Country) 1,00 92
116 0,15 0,13 0,80 Country 8 (Country) 1,00 92
117 0,15 0,13 0,80 Country 8 (Country) 1,00 92
118 0,15 0,13 0,80 Country 8 (Country) 1,00 92
119 0,15 0,13 0,80 Country 8 (Country) 1,00 92
120 0,15 0,13 0,80 Country 8 (Country) 1,00 92
121 0,15 0,12 0,80 Country 8 (Country) 1,00 92
122 0,15 0,12 0,80 Country 8 (Country) 1,00 92
123 0,15 0,12 0,80 Country 8 (Country) 1,00 92
124 0,15 0,12 0,80 Country 8 (Country) 1,00 92
125 0,15 0,12 0,80 Country 8 (Country) 1,00 92
126 0,15 0,12 0,80 Country 8 (Country) 1,00 92
127 0,15 0,12 0,80 Country 8 (Country) 1,00 92
128 0,15 0,12 0,80 Country 8 (Country) 1,00 92
129 0,15 0,12 0,80 Country 8 (Country) 1,00 92
130 0,15 0,12 0,80 Country 8 (Country) 1,00 92
131 0,15 0,12 0,80 Country 8 (Country) 1,00 92
132 0,15 0,12 0,80 Country 8 (Country) 1,00 92
133 0,15 0,11 0,80 Country 8 (Country) 1,00 92
134 0,15 0,11 0,80 Country 8 (Country) 1,00 92
135 0,15 0,11 0,80 Country 8 (Country) 1,00 92
136 0,15 0,11 0,80 Country 8 (Country) 1,00 92
137 0,15 0,11 0,80 Country 8 (Country) 1,00 92
138 0,15 0,11 0,80 Country 8 (Country) 1,00 92
139 0,15 0,11 0,80 Country 8 (Country) 1,00 92
140 0,15 0,11 0,80 Country 8 (Country) 1,00 92
141 0,15 0,11 0,80 Country 8 (Country) 1,00 92
142 0,15 0,11 0,80 Country 8 (Country) 1,00 92
143 0,15 0,11 0,80 Country 8 (Country) 1,00 92
144 0,15 0,11 0,80 Country 8 (Country) 1,00 92
145 0,15 0,11 0,80 Country 8 (Country) 1,00 92
146 0,15 0,11 0,80 Country 8 (Country) 1,00 92
147 0,15 0,10 0,80 Country 8 (Country) 1,00 92
148 0,15 0,10 0,80 Country 8 (Country) 1,00 92
149 0,15 0,10 0,80 Country 8 (Country) 1,00 92
150 0,15 0,10 0,80 Country 8 (Country) 1,00 92
151 0,15 0,10 0,80 Country 8 (Country) 1,00 92
152 0,15 0,10 0,80 Country 8 (Country) 1,00 92
153 0,15 0,10 0,80 Country 8 (Country) 1,00 92
154 0,15 0,10 0,80 Country 8 (Country) 1,00 92
155 0,15 0,10 0,80 Country 8 (Country) 1,00 92
156 0,15 0,10 0,80 Country 8 (Country) 1,00 92
157 0,15 0,10 0,80 Country 8 (Country) 1,00 92
158 0,15 0,10 0,80 Country 8 (Country) 1,00 92
159 0,15 0,10 0,80 Country 8 (Country) 1,00 92
160 0,15 0,10 0,80 Country 8 (Country) 1,00 92
161 0,15 0,10 0,80 Country 8 (Country) 1,00 92
162 0,15 0,10 0,80 Country 8 (Country) 1,00 92
163 0,15 0,10 0,80 Country 8 (Country) 1,00 92
164 0,15 0,09 0,80 Country 8 (Country) 1,00 92
165 0,15 0,09 0,80 Country 8 (Country) 1,00 92
166 0,15 0,09 0,80 Country 8 (Country) 1,00 92
167 0,15 0,09 0,80 Country 8 (Country) 1,00 92
168 0,15 0,09 0,80 Country 8 (Country) 1,00 92
169 0,15 0,09 0,80 Country 8 (Country) 1,00 92
170 0,15 0,09 0,80 Country 8 (Country) 1,00 92
171 0,15 0,09 0,80 Country 8 (Country) 1,00 92
172 0,15 0,09 0,80 Country 8 (Country) 1,00 92
173 0,15 0,09 0,80 Country 8 (Country) 1,00 92
174 0,15 0,09 0,80 Country 8 (Country) 1,00 92
175 0,15 0,09 0,80 Country 8 (Country) 1,00 92
176 0,15 0,09 0,80 Country 8 (Country) 1,00 92
177 0,15 0,09 0,80 Country 8 (Country) 1,00 92
178 0,15 0,09 0,80 Country 8 (Country) 1,00 92
179 0,15 0,09 0,80 Country 8 (Country) 1,00 92
180 0,15 0,09 0,80 Country 8 (Country) 1,00 92
181 0,15 0,09 0,80 Country 8 (Country) 1,00 92
182 0,15 0,09 0,80 Country 8 (Country) 1,00 92
183 0,15 0,09 0,80 Country 8 (Country) 1,00 92
