500
0 624,62 624,62 0,51 Country 7 (Country) 0,00 0
1 758,99 758,99 0,51 Country 7 (Country) 0,00 6
2 375,67 27,98 0,51 Country 7 (Country) 0,00 20
3 374,93 30,29 0,34 Country 7 (Country) 0,00 31
4 1,62 0,13 0,34 Country 7 (Country) 0,00 36
5 748,56 58,98 0,34 Country 7 (Country) 0,00 36
6 376,66 39,11 0,34 Country 7 (Country) 0,00 48
7 0,34 0,04 0,34 Country 7 (Country) 0,00 59
8 0,34 0,04 0,34 Country 7 (Country) 0,00 59
9 0,34 0,07 0,34 Country 7 (Country) 0,00 59
10 0,34 0,06 0,34 Country 7 (Country) 0,00 59
11 747,28 156,46 0,34 Country 7 (Country) 0,00 59
12 0,49 0,10 0,34 Country 7 (Country) 0,00 67
13 0,49 0,13 0,34 Country 7 (Country) 0,00 67
14 0,49 0,19 0,34 Country 7 (Country) 0,00 67
15 373,96 77,74 0,34 Country 7 (Country) 0,00 67
16 0,35 0,14 0,34 Country 7 (Country) 0,00 76
17 0,35 0,15 0,34 Country 7 (Country) 0,00 76
18 0,07 0,03 0,34 Country 7 (Country) 0,00 77
19 0,07 0,03 0,34 Country 7 (Country) 0,00 77
20 0,07 0,04 0,34 Country 7 (Country) 0,00 77
21 0,07 0,04 0,34 Country 7 (Country) 0,00 77
22 0,07 0,03 0,34 Country 7 (Country) 0,00 77
23 0,07 0,04 0,34 Country 7 (Country) 0,00 77
24 0,07 0,04 0,34 Country 7 (Country) 0,00 77
25 0,07 0,05 0,34 Country 7 (Country) 0,00 77
26 0,07 0,04 0,34 Country 7 (Country) 0,00 77
27 0,07 0,04 0,34 Country 7 (Country) 0,00 77
28 0,07 0,04 0,34 Country 7 (Country) 0,00 77
29 0,07 0,04 0,34 Country 7 (Country) 0,00 77
30 0,07 0,05 0,34 Country 7 (Country) 0,00 77
31 0,07 0,05 0,34 Country 7 (Country) 0,00 77
32 0,07 0,05 0,34 Country 7 (Country) 0,00 77
33 0,07 0,04 0,34 Country 7 (Country) 0,00 77
34 0,07 0,04 0,34 Country 7 (Country) 0,00 77
35 0,06 0,04 0,34 Country 7 (Country) 0,00 78
36 0,06 0,04 0,34 Country 7 (Country) 0,00 78
37 0,06 0,04 0,34 Country 7 (Country) 0,00 78
38 0,06 0,04 0,34 Country 7 (Country) 0,00 78
39 0,06 0,04 0,34 Country 7 (Country) 0,00 78
40 0,06 0,04 0,34 Country 7 (Country) 0,00 78
41 0,04 0,02 0,34 Country 7 (Country) 0,00 79
42 0,04 0,02 0,34 Country 7 (Country) 0,00 79
43 0,04 0,02 0,34 Country 7 (Country) 0,00 79
44 0,04 0,02 0,34 Country 7 (Country) 0,00 79
45 0,04 0,02 0,34 Country 7 (Country) 0,00 79
46 0,04 0,02 0,34 Country 7 (Country) 0,00 79
47 0,04 0,02 0,34 Country 7 (Country) 0,00 79
48 0,04 0,02 0,34 Country 7 (Country) 0,00 79
49 0,04 0,02 0,34 Country 7 (Country) 0,00 79
50 0,04 0,02 0,34 Country 7 (Country) 0,00 79
51 0,04 0,03 0,34 Country 7 (Country) 0,00 79
52 0,04 0,03 0,34 Country 7 (Country) 0,00 79
53 0,04 0,03 0,34 Country 7 (Country) 0,00 79
54 0,01 0,01 0,34 Country 7 (Country) 0,00 80
55 0,01 0,01 0,34 Country 7 (Country) 0,00 80
56 0,01 0,01 0,34 Country 7 (Country) 0,00 80
57 0,01 0,01 0,34 Country 7 (Country) 0,00 80
58 0,01 0,01 0,34 Country 7 (Country) 0,00 80
59 0,01 0,01 0,34 Country 7 (Country) 0,00 80
60 0,01 0,01 0,34 Country 7 (Country) 0,00 80
61 0,01 0,01 0,34 Country 7 (Country) 0,00 80
62 0,01 0,01 0,34 Country 7 (Country) 0,00 80
63 0,01 0,01 0,34 Country 7 (Country) 0,00 80
64 0,01 0,01 0,34 Country 7 (Country) 0,00 80
65 0,01 0,01 0,34 Country 7 (Country) 0,00 80
66 0,01 0,01 0,34 Country 7 (Country) 0,00 80
67 0,01 0,01 0,34 Country 7 (Country) 0,00 80
68 0,01 0,01 0,34 Country 7 (Country) 0,00 80
69 0,01 0,01 0,34 Country 7 (Country) 0,00 80
70 0,01 0,01 0,34 Country 7 (Country) 0,00 80
71 0,01 0,01 0,34 Country 7 (Country) 0,00 80
72 0,01 0,01 0,34 Country 7 (Country) 0,00 80
73 0,01 0,01 0,34 Country 7 (Country) 0,00 80
74 0,01 0,01 0,34 Country 7 (Country) 0,00 80
75 0,01 0,01 0,34 Country 7 (Country) 0,00 80
76 0,01 0,01 0,34 Country 7 (Country) 0,00 80
77 0,01 0,01 0,34 Country 7 (Country) 0,00 80
78 0,01 0,01 0,34 Country 7 (Country) 0,00 80
79 0,01 0,01 0,34 Country 7 (Country) 0,00 80
80 0,01 0,01 0,34 Country 7 (Country) 0,00 80
81 0,01 0,01 0,34 Country 7 (Country) 0,00 80
82 0,01 0,01 0,34 Country 7 (Country) 0,00 80
83 0,01 0,01 0,34 Country 7 (Country) 0,00 80
84 0,01 0,01 0,34 Country 7 (Country) 0,00 80
85 0,01 0,01 0,34 Country 7 (Country) 0,00 80
86 0,01 0,01 0,34 Country 7 (Country) 0,00 80
87 0,01 0,01 0,34 Country 7 (Country) 0,00 80
88 0,01 0,01 0,34 Country 7 (Country) 0,00 80
89 0,01 0,01 0,34 Country 7 (Country) 0,00 80
90 0,01 0,01 0,34 Country 7 (Country) 0,00 80
91 0,01 0,01 0,34 Country 7 (Country) 0,00 80
92 0,01 0,01 0,34 Country 7 (Country) 0,00 80
93 0,01 0,01 0,34 Country 7 (Country) 0,00 80
94 0,01 0,01 0,34 Country 7 (Country) 0,00 80
95 0,01 0,01 0,34 Country 7 (Country) 0,00 80
96 0,01 0,01 0,34 Country 7 (Country) 0,00 80
97 0,01 0,01 0,34 Country 7 (Country) 0,00 80
98 0,01 0,01 0,34 Country 7 (Country) 0,00 80
99 0,01 0,01 0,34 Country 7 (Country) 0,00 80
100 0,01 0,01 0,34 Country 7 (Country) 0,00 80
