1000
0 83,42 83,42 83,42 1,00 24,00 0
1 83,42 4,63 4,63 1,00 27,00 1235
2 83,42 2,45 1,19 1,00 34,00 1774
3 83,42 1,94 1,00 1,00 43,00 1865
4 83,42 1,94 1,00 1,00 52,00 1875
5 83,42 1,94 1,00 1,00 61,00 1879
6 83,42 1,94 1,01 1,00 70,00 1881
7 83,42 1,94 1,01 1,00 79,00 1881
8 83,42 1,94 1,01 1,00 88,00 1881
9 83,42 1,94 1,01 1,00 97,00 1881
10 83,42 1,94 1,01 1,00 106,00 1881
11 83,42 1,94 1,01 1,00 115,00 1881
12 83,42 1,94 1,01 1,00 124,00 1881
13 83,42 1,94 1,01 1,00 133,00 1881
14 83,42 1,94 1,01 1,00 142,00 1881
15 83,42 1,94 1,01 1,00 151,00 1881
16 83,42 1,94 1,01 1,00 160,00 1881
17 83,42 1,94 1,01 1,00 169,00 1881
18 83,42 1,94 1,01 1,00 178,00 1881
19 83,42 1,94 1,01 1,00 187,00 1881
20 83,42 1,94 1,01 1,00 196,00 1881
21 83,42 1,94 1,01 1,00 205,00 1881
22 83,42 1,94 1,01 1,00 214,00 1881
23 83,42 1,94 1,01 1,00 223,00 1881
24 83,42 1,94 1,01 1,00 232,00 1881
25 83,42 1,94 1,01 1,00 241,00 1881
26 83,42 1,94 1,01 1,00 250,00 1881
27 83,42 1,94 1,01 1,00 259,00 1881
28 83,42 1,94 1,01 1,00 268,00 1881
29 83,42 1,94 1,01 1,00 277,00 1881
30 83,42 1,94 1,01 91,00 286,00 1881
31 83,42 25,82 13,41 91,00 294,00 2704
32 83,42 25,91 12,34 91,00 302,00 3431
33 83,42 25,91 12,65 91,00 311,00 3821
34 83,42 25,91 13,12 91,00 320,00 4072
35 83,42 25,91 13,84 91,00 329,00 4286
36 83,42 25,91 13,42 91,00 338,00 4405
37 83,42 25,91 13,49 91,00 347,00 4558
38 83,42 25,91 13,91 91,00 356,00 4625
39 83,42 25,91 13,54 91,00 365,00 4666
40 83,42 25,91 13,49 91,00 374,00 4711
41 83,42 25,91 13,63 91,00 383,00 4762
42 83,42 25,91 13,80 91,00 392,00 4795
43 83,42 25,91 13,44 91,00 401,00 4831
44 83,42 25,91 13,77 91,00 410,00 4863
45 83,42 25,91 13,74 91,00 419,00 4893
46 83,42 25,91 13,74 91,00 428,00 4918
47 83,42 25,91 13,74 91,00 437,00 4938
48 83,42 25,91 13,74 91,00 446,00 4953
49 83,42 25,91 13,72 91,00 455,00 4969
50 83,42 25,91 13,71 91,00 464,00 4978
51 83,42 25,91 13,70 91,00 473,00 4991
52 83,42 25,91 13,69 91,00 482,00 5006
53 83,42 25,91 13,68 91,00 491,00 5016
54 83,42 25,91 13,67 91,00 500,00 5027
55 83,42 25,91 13,66 91,00 509,00 5033
56 83,42 25,91 13,65 91,00 518,00 5043
57 83,42 25,91 13,65 91,00 527,00 5047
58 83,42 25,91 13,64 91,00 536,00 5055
59 83,42 25,91 13,63 91,00 545,00 5061
60 83,42 25,91 13,62 1,00 554,00 5068
61 83,42 25,91 13,61 1,00 563,00 5076
62 83,42 25,91 13,61 1,00 572,00 5097
63 83,42 25,91 13,60 1,00 581,00 5110
64 83,42 25,91 13,59 1,00 590,00 5114
65 83,42 0,14 0,07 1,00 599,00 5115
66 83,42 0,14 0,07 1,00 608,00 5118
67 83,42 0,14 0,07 1,00 617,00 5123
68 83,42 0,14 0,07 1,00 626,00 5124
69 83,42 0,14 0,07 1,00 635,00 5125
70 83,42 0,14 0,07 1,00 644,00 5125
71 83,42 0,14 0,07 1,00 653,00 5125
72 83,42 0,14 0,07 1,00 662,00 5125
73 83,42 0,14 0,07 1,00 671,00 5125
74 83,42 0,14 0,07 1,00 680,00 5126
75 83,42 0,14 0,07 1,00 689,00 5126
76 83,42 0,14 0,07 1,00 698,00 5126
77 83,42 0,14 0,07 1,00 707,00 5126
78 83,42 0,14 0,07 1,00 716,00 5127
79 83,42 0,14 0,07 1,00 725,00 5128
80 83,42 0,14 0,07 1,00 734,00 5128
81 83,42 0,14 0,07 1,00 743,00 5128
82 83,42 0,14 0,07 1,00 752,00 5128
83 83,42 0,14 0,07 1,00 761,00 5128
84 83,42 0,14 0,07 1,00 770,00 5128
85 83,42 0,14 0,07 1,00 779,00 5128
86 83,42 0,14 0,07 1,00 788,00 5128
87 83,42 0,14 0,07 1,00 797,00 5128
88 83,42 0,14 0,07 1,00 806,00 5129
89 83,42 0,14 0,07 1,00 815,00 5133
90 83,42 0,14 0,07 99,00 824,00 5133
91 83,42 10,04 5,19 99,00 832,00 5240
92 83,42 10,04 5,18 99,00 841,00 5280
93 83,42 10,04 5,18 99,00 850,00 5298
94 83,42 10,04 5,18 99,00 859,00 5308
95 83,42 10,04 5,17 99,00 868,00 5318
96 83,42 10,04 5,17 99,00 877,00 5327
97 83,42 10,04 5,17 99,00 886,00 5336
98 83,42 9,23 4,75 99,00 895,00 5340
99 83,42 9,23 4,75 99,00 904,00 5347
100 83,42 9,23 4,74 99,00 913,00 5351
101 83,42 9,23 4,74 99,00 922,00 5353
102 83,42 9,23 4,74 99,00 931,00 5354
103 83,42 8,79 4,51 99,00 940,00 5357
104 83,42 8,79 4,51 99,00 949,00 5357
105 83,42 8,79 4,51 99,00 958,00 5357
106 83,42 8,79 4,51 99,00 967,00 5357
107 83,42 8,79 4,51 99,00 976,00 5357
108 83,42 8,79 4,51 99,00 985,00 5357
109 83,42 8,79 4,51 99,00 994,00 5359
110 83,42 8,79 4,51 99,00 1.003,00 5359
111 83,42 8,16 4,19 99,00 1.012,00 5360
112 83,42 8,16 4,19 99,00 1.021,00 5362
113 83,42 8,16 4,19 99,00 1.030,00 5364
114 83,42 8,16 4,19 99,00 1.039,00 5366
115 83,42 8,16 4,19 99,00 1.048,00 5366
116 83,42 8,16 4,19 99,00 1.057,00 5366
117 83,42 8,16 4,19 99,00 1.066,00 5366
118 83,42 8,16 4,19 99,00 1.075,00 5367
119 83,42 8,16 4,19 99,00 1.084,00 5368
120 83,42 7,56 3,87 9,00 1.093,00 5368
121 83,42 0,68 0,35 9,00 1.102,00 5378
122 83,42 0,68 0,35 9,00 1.109,00 5387
123 83,42 0,68 0,35 9,00 1.118,00 5391
124 83,42 0,68 0,35 9,00 1.127,00 5392
125 83,42 0,68 0,35 9,00 1.136,00 5392
126 83,42 0,66 0,33 9,00 1.145,00 5392
127 83,42 0,65 0,33 9,00 1.154,00 5392
128 83,42 0,65 0,33 9,00 1.163,00 5392
129 83,42 0,65 0,33 9,00 1.172,00 5392
130 83,42 0,65 0,33 9,00 1.181,00 5392
131 83,42 0,65 0,33 9,00 1.190,00 5392
132 83,42 0,65 0,33 9,00 1.199,00 5392
133 83,42 0,65 0,33 9,00 1.208,00 5392
