1000
0 160,72 160,72 160,72 1,00 36,00 0
1 160,72 5,54 5,54 1,00 33,00 1235
2 160,72 5,02 2,79 1,00 36,00 1774
3 160,72 5,02 2,98 1,00 40,00 1865
4 160,72 5,02 3,01 1,00 44,00 1875
5 160,72 5,02 3,01 1,00 48,00 1879
6 160,72 5,02 3,01 1,00 52,00 1881
7 160,72 5,02 3,01 1,00 56,00 1881
8 160,72 5,02 3,01 1,00 60,00 1881
9 160,72 2,51 1,50 1,00 64,00 1881
10 160,72 2,51 1,50 1,00 68,00 1881
11 160,72 2,51 1,50 1,00 72,00 1881
12 160,72 2,51 1,50 1,00 76,00 1881
13 160,72 2,51 1,50 1,00 80,00 1881
14 160,72 2,51 1,50 1,00 84,00 1881
15 160,72 2,51 1,50 1,00 88,00 1881
16 160,72 2,51 1,50 1,00 92,00 1881
17 160,72 2,51 1,50 1,00 96,00 1881
18 160,72 2,51 1,50 1,00 100,00 1881
19 160,72 2,51 1,50 1,00 104,00 1881
20 160,72 1,49 0,89 1,00 108,00 1881
21 160,72 1,49 0,89 1,00 112,00 1881
22 160,72 1,49 0,89 1,00 116,00 1881
23 160,72 1,49 0,89 1,00 120,00 1881
24 160,72 1,49 0,89 1,00 124,00 1881
25 160,72 1,49 0,89 1,00 128,00 1881
26 160,72 1,49 0,89 1,00 132,00 1881
27 160,72 1,49 0,89 1,00 136,00 1881
28 160,72 1,49 0,89 1,00 140,00 1881
29 160,72 1,49 0,89 1,00 144,00 1881
30 160,72 1,49 0,89 99,00 148,00 1881
31 160,72 108,24 64,80 99,00 151,00 2704
32 160,72 106,08 62,04 99,00 154,00 3431
33 160,72 106,08 60,95 99,00 158,00 3821
34 160,72 106,08 64,35 99,00 162,00 4072
35 160,72 106,08 65,07 99,00 166,00 4286
36 160,72 106,08 62,72 99,00 170,00 4405
37 160,72 106,08 62,69 99,00 174,00 4558
38 160,72 106,08 64,41 99,00 178,00 4625
39 160,72 106,08 62,30 99,00 182,00 4666
40 160,72 106,08 62,10 99,00 186,00 4711
41 160,72 106,08 62,73 99,00 190,00 4762
42 160,72 106,08 63,83 99,00 194,00 4795
43 160,72 106,08 61,65 99,00 198,00 4831
44 160,72 106,08 63,35 99,00 202,00 4863
45 160,72 106,08 63,24 99,00 206,00 4893
46 160,72 106,08 63,41 99,00 210,00 4918
47 160,72 106,08 63,05 99,00 214,00 4938
48 160,72 106,08 63,03 99,00 218,00 4953
