1000
0 41,64 41,64 41,64 1,00 93,00 0
1 41,64 0,69 0,69 1,00 64,00 1235
2 41,64 0,87 0,94 1,00 52,00 1774
3 41,64 0,85 0,95 1,00 53,00 1865
4 41,64 0,85 0,96 1,00 57,00 1875
5 41,64 0,85 0,96 1,00 61,00 1879
6 41,64 0,85 0,96 1,00 65,00 1881
7 41,64 0,85 0,96 1,00 69,00 1881
8 41,64 0,85 0,96 1,00 73,00 1881
9 41,64 0,54 0,61 1,00 77,00 1881
10 41,64 0,54 0,61 1,00 81,00 1881
11 41,64 0,49 0,55 1,00 85,00 1881
12 41,64 0,49 0,55 1,00 89,00 1881
13 41,64 0,45 0,50 1,00 93,00 1881
14 41,64 0,45 0,50 1,00 97,00 1881
15 41,64 0,45 0,50 1,00 101,00 1881
16 41,64 0,45 0,50 1,00 105,00 1881
17 41,64 0,45 0,50 1,00 109,00 1881
18 41,64 0,45 0,50 1,00 113,00 1881
19 41,64 0,45 0,50 1,00 117,00 1881
20 41,64 0,45 0,50 1,00 121,00 1881
21 41,64 0,45 0,50 1,00 125,00 1881
22 41,64 0,45 0,50 1,00 129,00 1881
23 41,64 0,45 0,50 1,00 133,00 1881
24 41,64 0,45 0,50 1,00 137,00 1881
25 41,64 0,45 0,50 1,00 141,00 1881
26 41,64 0,45 0,50 1,00 145,00 1881
27 41,64 0,45 0,50 1,00 149,00 1881
28 41,64 0,45 0,50 1,00 153,00 1881
29 41,64 0,45 0,50 1,00 157,00 1881
30 41,64 0,26 0,29 99,00 161,00 1881
31 41,64 44,33 49,97 99,00 97,00 2704
32 41,64 132,98 138,78 99,00 35,00 3431
33 41,64 294,46 398,07 99,00 18,00 3821
34 41,64 343,54 460,55 99,00 16,00 4072
35 41,64 343,54 498,81 99,00 16,00 4286
36 41,64 294,46 404,98 99,00 18,00 4405
37 41,64 229,03 313,80 99,00 18,00 4558
38 41,64 274,83 395,88 99,00 19,00 4625
39 41,64 242,50 339,85 99,00 21,00 4666
40 41,64 216,97 308,67 99,00 23,00 4711
41 41,64 196,31 279,77 99,00 25,00 4762
42 41,64 196,31 287,28 99,00 29,00 4795
43 41,64 147,23 207,45 99,00 32,00 4831
44 41,64 147,23 212,65 99,00 36,00 4863
45 41,64 147,23 212,64 99,00 40,00 4893
46 41,64 147,23 212,61 99,00 44,00 4918
47 41,64 147,23 212,61 99,00 48,00 4938
48 41,64 147,23 212,61 99,00 52,00 4953
49 41,64 147,23 212,61 99,00 56,00 4969
50 41,64 147,23 212,61 99,00 60,00 4978
51 41,64 147,23 212,61 99,00 64,00 4991
52 41,64 147,23 212,61 99,00 68,00 5006
53 41,64 147,23 212,61 99,00 72,00 5016
54 41,64 147,23 212,61 99,00 76,00 5027
55 41,64 147,23 212,61 99,00 80,00 5033
56 41,64 147,23 212,61 99,00 84,00 5043
57 41,64 147,23 212,61 99,00 88,00 5047
58 41,64 147,23 212,61 99,00 92,00 5055
59 41,64 147,23 212,61 99,00 96,00 5061
60 41,64 147,23 212,61 1,00 100,00 5068
61 41,64 147,23 212,61 1,00 104,00 5076
62 41,64 147,23 212,62 1,00 108,00 5097
63 41,64 0,37 0,54 1,00 112,00 5110
64 41,64 0,37 0,54 1,00 116,00 5114
65 41,64 0,37 0,54 1,00 120,00 5115
66 41,64 0,37 0,54 1,00 124,00 5118
67 41,64 0,37 0,54 1,00 128,00 5123
68 41,64 0,37 0,54 1,00 132,00 5124
69 41,64 0,37 0,54 1,00 136,00 5125
70 41,64 0,37 0,54 1,00 140,00 5125
71 41,64 0,37 0,54 1,00 144,00 5125
72 41,64 0,37 0,54 1,00 148,00 5125
73 41,64 0,37 0,54 1,00 152,00 5125
74 41,64 0,37 0,54 1,00 156,00 5126
75 41,64 0,37 0,54 1,00 160,00 5126
76 41,64 0,37 0,54 1,00 164,00 5126
77 41,64 0,37 0,54 1,00 168,00 5126
78 41,64 0,37 0,54 1,00 172,00 5127
79 41,64 0,37 0,54 1,00 176,00 5128
80 41,64 0,23 0,33 1,00 180,00 5128
81 41,64 0,23 0,33 1,00 184,00 5128
82 41,64 0,23 0,33 1,00 188,00 5128
83 41,64 0,23 0,33 1,00 192,00 5128
84 41,64 0,23 0,33 1,00 196,00 5128
85 41,64 0,23 0,33 1,00 200,00 5128
86 41,64 0,23 0,33 1,00 204,00 5128
87 41,64 0,23 0,33 1,00 208,00 5128
88 41,64 0,23 0,33 1,00 212,00 5129
89 41,64 0,23 0,33 1,00 216,00 5133
90 41,64 0,23 0,33 99,00 220,00 5133
91 41,64 18,82 27,19 99,00 223,00 5240
92 41,64 18,82 27,18 99,00 227,00 5280
93 41,64 18,82 27,18 99,00 231,00 5298
94 41,64 18,82 27,18 99,00 235,00 5308
95 41,64 18,82 27,18 99,00 239,00 5318
96 41,64 18,82 27,18 99,00 243,00 5327
97 41,64 18,82 27,18 99,00 247,00 5336
98 41,64 18,82 27,18 99,00 251,00 5340
99 41,64 18,82 27,18 99,00 255,00 5347
100 41,64 18,82 27,19 99,00 259,00 5351
101 41,64 18,82 27,18 99,00 263,00 5353
102 41,64 15,44 22,30 99,00 267,00 5354
103 41,64 15,44 22,30 99,00 271,00 5357
104 41,64 15,44 22,30 99,00 275,00 5357
105 41,64 15,44 22,30 99,00 279,00 5357
106 41,64 15,44 22,30 99,00 283,00 5357
107 41,64 15,44 22,30 99,00 287,00 5357
108 41,64 15,44 22,30 99,00 291,00 5357
109 41,64 15,44 22,30 99,00 295,00 5359
110 41,64 15,44 22,30 99,00 299,00 5359
111 41,64 15,44 22,30 99,00 303,00 5360
112 41,64 15,44 22,30 99,00 307,00 5362
113 41,64 15,44 22,30 99,00 311,00 5364
