500
0 491,04 491,04 491,04 2,00 69,00 0 0
1 491,04 491,04 491,04 1,00 63,00 2034 0
2 491,04 491,04 35,10 1,00 61,00 5373 0
3 491,04 491,04 48,73 3,00 59,00 8224 0
4 491,04 27,79 3,51 107,00 53,00 10634 0
5 491,04 3.502,78 488,31 1,00 15,00 12916 0
6 491,04 3.502,78 645,47 1,00 13,00 15418 0
7 491,04 3.502,78 894,45 1,00 11,00 17536 0
8 491,04 3.502,78 1.133,61 1,00 10,00 19639 0
9 491,04 3.502,78 1.365,48 1,00 9,00 21808 0
10 491,04 3.502,78 1.362,61 1,00 8,00 23907 0
11 491,04 3.502,78 1.599,39 1,00 8,00 25930 0
12 491,04 3.502,78 1.535,87 1,00 8,00 27892 0
13 491,04 3.502,78 1.806,31 1,00 8,00 29850 0
14 491,04 3.502,78 2.428,40 1,00 8,00 31599 0
15 491,04 3.502,78 1.277,04 1,00 8,00 33497 0
16 491,04 3.502,78 2.810,69 1,00 8,00 35789 0
17 491,04 3.502,78 2.853,35 1,00 8,00 37955 0
18 491,04 3.502,78 2.790,98 1,00 8,00 39952 0
19 491,04 3.502,78 2.522,33 1,00 8,00 41766 0
20 491,04 3.502,78 2.837,48 1,00 8,00 43660 0
21 491,04 3.502,78 2.954,81 1,00 8,00 45373 0
22 491,04 3.502,78 2.476,30 1,00 8,00 47124 0
23 491,04 3.502,78 3.125,27 1,00 8,00 48807 0
24 491,04 3.502,78 3.191,33 1,00 8,00 50463 0
25 491,04 3.502,78 3.490,73 1,00 8,00 52047 0
26 491,04 3.502,78 3.364,23 1,00 8,00 53795 0
27 491,04 3.502,78 2.709,51 1,00 8,00 55520 0
28 491,04 3.502,78 2.535,37 1,00 8,00 57190 0
29 491,04 3.502,78 3.112,78 1,00 8,00 58778 0
30 491,04 3.502,78 3.478,27 1,00 8,00 60394 0
31 491,04 3.502,78 3.416,45 1,00 8,00 62105 0
32 491,04 3.502,78 3.064,06 1,00 8,00 63934 0
33 491,04 3.502,78 3.031,01 1,00 8,00 65556 0
34 491,04 3.502,78 3.197,51 1,00 8,00 67081 0
35 491,04 3.502,78 3.359,67 1,00 8,00 68549 0
36 491,04 3.502,78 3.336,11 1,00 8,00 69881 0
37 491,04 3.502,78 3.324,74 1,00 8,00 71145 0
38 491,04 3.502,78 3.262,65 1,00 8,00 72579 0
39 491,04 3.502,78 3.295,81 1,00 8,00 74208 0
40 491,04 3.502,78 3.201,98 1,00 8,00 75718 0
41 491,04 61,38 44,75 1,00 8,00 77166 0
42 491,04 61,38 60,61 2,00 1,00 78878 0
43 491,04 61,38 57,44 2,00 15,00 80555 0
44 491,04 65,47 61,05 1,00 15,00 81773 0
45 491,04 65,47 61,47 2,00 1,00 83109 0
46 491,04 65,47 62,39 1,00 15,00 84434 0
47 491,04 65,47 61,34 1,00 1,00 85600 0
48 491,04 491,04 470,17 1,00 1,00 87143 0
49 491,04 491,04 461,34 1,00 1,00 88485 0
50 491,04 491,04 452,91 1,00 1,00 89667 0
51 491,04 491,04 548,15 1,00 1,00 91101 0
52 491,04 491,04 565,17 1,00 1,00 92490 0
53 491,04 491,04 558,36 1,00 1,00 93718 0
54 491,04 491,04 559,44 1,00 1,00 94913 0
