500
0 203,08 203,08 203,08 2,00 96,00 0 1
1 203,08 4,32 4,32 200,00 94,00 2034 1
2 203,08 1.310,21 97,57 16,00 31,00 5373 1
3 203,08 1.310,21 105,84 1,00 31,00 8224 1
4 203,08 1.310,21 107,64 1,00 31,00 10634 1
5 203,08 1.310,21 103,23 1,00 31,00 12916 1
6 203,08 1.310,21 136,05 1,00 31,00 15418 1
7 203,08 6,55 0,68 159,00 31,00 17536 1
8 203,08 6,55 0,77 321,00 19,00 19639 1
9 203,08 6,55 1,31 475,00 19,00 21808 1
10 203,08 6,55 1,15 625,00 19,00 23907 1
11 203,08 6,55 1,37 781,00 19,00 25930 1
12 203,08 6,55 1,39 909,00 19,00 27892 1
13 203,08 6,55 1,73 1.049,00 19,00 29850 1
14 203,08 6,55 2,47 1.177,00 19,00 31599 1
15 203,08 6,55 1,36 1.315,00 19,00 33497 1
16 203,08 6,55 2,67 1.467,00 19,00 35789 1
17 203,08 6,55 2,84 1.599,00 19,00 37955 1
18 203,08 6,55 2,79 1.709,00 19,00 39952 1
19 203,08 6,55 2,51 1.823,00 19,00 41766 1
20 203,08 6,55 3,33 1.941,00 19,00 43660 1
21 203,08 6,55 3,47 2.061,00 19,00 45373 1
22 203,08 6,55 2,88 2.179,00 19,00 47124 1
23 203,08 6,55 3,34 2.299,00 19,00 48807 1
24 203,08 6,55 3,99 2.407,00 19,00 50463 1
25 203,08 6,55 4,32 2.501,00 19,00 52047 1
26 203,08 6,55 3,96 2.593,00 19,00 53795 1
27 203,08 6,55 3,54 2.695,00 19,00 55520 1
28 203,08 6,55 3,44 2.791,00 19,00 57190 1
29 203,08 6,55 3,90 2.883,00 19,00 58778 1
30 203,08 6,55 4,33 2.967,00 22,00 60394 1
31 203,08 6,55 4,80 3.045,00 19,00 62105 1
32 203,08 32.546,69 21.441,74 2.845,00 19,00 63934 1
33 203,08 32.546,69 19.350,00 2.645,00 37,00 65556 1
34 203,08 32.546,69 20.898,35 2.445,00 55,00 67081 1
35 203,08 32.546,69 21.196,81 2.245,00 73,00 68549 1
36 203,08 32.546,69 20.712,24 2.045,00 91,00 69881 1
37 203,08 32.546,69 22.897,85 1.845,00 109,00 71145 1
38 203,08 32.546,69 22.187,08 1.645,00 127,00 72579 1
39 203,08 32.546,69 21.421,82 1.445,00 145,00 74208 1
40 203,08 32.546,69 20.485,31 1.245,00 163,00 75718 1
41 203,08 32.546,69 15.881,63 1.045,00 181,00 77166 1
42 203,08 32.546,69 21.111,55 845,00 199,00 78878 1
43 203,08 32.546,69 20.267,04 645,00 217,00 80555 1
44 203,08 32.546,69 20.238,14 445,00 235,00 81773 1
45 203,08 32.546,69 20.252,41 245,00 253,00 83109 1
46 203,08 32.546,69 20.734,88 45,00 253,00 84434 1
47 203,08 32.546,69 20.431,27 1,00 253,00 85600 1
48 203,08 32.546,69 20.416,72 1,00 253,00 87143 1
49 203,08 32.546,69 20.296,72 1,00 253,00 88485 1
50 203,08 32.546,69 20.638,24 1,00 253,00 89667 1
51 203,08 32.546,69 24.512,67 1,00 253,00 91101 1
52 203,08 32.546,69 25.864,78 1,00 253,00 92490 1
53 203,08 32.546,69 26.188,17 1,00 253,00 93718 1
54 203,08 32.546,69 25.455,08 1,00 253,00 94913 1
55 203,08 32.546,69 25.493,63 1,00 253,00 96246 1
56 203,08 32.546,69 26.060,88 1,00 253,00 97603 1
57 203,08 32.546,69 25.373,12 1,00 253,00 98885 1
58 203,08 32.546,69 26.196,31 1,00 253,00 100402 1
59 203,08 32.546,69 25.774,41 1,00 253,00 101741 1
60 203,08 0,80 0,64 181,00 253,00 103074 1
61 203,08 0,80 0,63 357,00 221,00 104418 1
62 203,08 0,80 0,62 535,00 210,00 105536 1
63 203,08 0,80 0,63 717,00 200,00 106810 1
64 203,08 0,80 0,61 903,00 179,00 108412 1
65 203,08 0,80 0,60 1.089,00 157,00 110148 1
66 203,08 0,80 0,60 1.275,00 141,00 111691 1
67 203,08 0,80 0,61 1.461,00 123,00 113010 1
68 203,08 0,80 0,59 1.647,00 99,00 114244 1
69 203,08 4.581,88 3.508,91 1.447,00 73,00 115821 1
70 203,08 3.229,24 2.582,52 1.247,00 91,00 117266 1
71 203,08 3.229,24 2.515,03 1.047,00 109,00 118561 1
72 203,08 3.229,24 2.493,21 847,00 127,00 120013 1
73 203,08 3.229,24 2.465,59 647,00 145,00 121298 1
74 203,08 3.229,24 2.401,89 447,00 163,00 122549 1
75 203,08 3.229,24 2.409,11 247,00 181,00 123751 1
76 203,08 3.229,24 2.399,06 47,00 199,00 124905 1
77 203,08 3.229,24 2.329,39 1,00 199,00 125986 1
78 203,08 3.229,24 2.373,04 1,00 199,00 127318 1
79 203,08 3.229,24 2.296,42 1,00 199,00 128543 1
80 203,08 3.229,24 2.327,17 1,00 199,00 130074 1
81 203,08 3.229,24 2.305,43 1,00 199,00 131439 1
82 203,08 3.229,24 2.903,04 1,00 199,00 132580 1
83 203,08 3.229,24 2.763,73 1,00 199,00 133739 1
84 203,08 1,02 0,87 179,00 199,00 134818 1
85 203,08 1,02 0,87 357,00 179,00 135948 1
86 203,08 1,02 0,89 535,00 165,00 136970 1
87 203,08 1,02 0,89 713,00 140,00 138018 1
88 203,08 1.131,23 1.008,27 513,00 128,00 139066 1
89 203,08 1.131,23 1.020,74 315,00 146,00 139999 1
90 203,08 1.131,23 997,39 115,00 164,00 141020 1
91 203,08 1.131,23 1.003,15 1,00 164,00 142167 1
92 203,08 1.131,23 980,18 1,00 164,00 143191 1
93 203,08 1.131,23 968,55 1,00 164,00 144073 1
94 203,08 1.131,23 1.017,87 1,00 164,00 145023 1
95 203,08 1.131,23 1.032,67 1,00 164,00 146050 1
96 203,08 1.131,23 1.035,51 1,00 164,00 147033 1
97 203,08 1.131,23 1.012,62 1,00 164,00 148185 1
98 203,08 1.131,23 1.023,74 1,00 164,00 149496 1
