1000
0 22,65 22,65 22,65 1,00 18,00 0
1 22,65 2,06 2,06 1,00 27,00 1235
2 22,65 0,91 0,91 1,00 41,00 1774
3 22,65 0,91 0,91 1,00 57,00 1865
4 22,65 0,91 0,91 1,00 73,00 1875
5 22,65 0,91 0,91 1,00 89,00 1879
6 22,65 0,91 0,91 1,00 105,00 1881
7 22,65 0,91 0,91 1,00 121,00 1881
8 22,65 0,17 0,17 1,00 137,00 1881
9 22,65 0,17 0,17 1,00 153,00 1881
10 22,65 0,17 0,17 1,00 169,00 1881
11 22,65 0,17 0,17 1,00 185,00 1881
12 22,65 0,17 0,17 1,00 201,00 1881
13 22,65 0,17 0,17 1,00 217,00 1881
14 22,65 0,17 0,17 1,00 233,00 1881
15 22,65 0,17 0,17 1,00 249,00 1881
16 22,65 0,17 0,17 1,00 265,00 1881
17 22,65 0,17 0,17 1,00 281,00 1881
18 22,65 0,08 0,08 1,00 297,00 1881
19 22,65 0,08 0,08 1,00 313,00 1881
20 22,65 0,08 0,08 1,00 329,00 1881
21 22,65 0,08 0,08 1,00 345,00 1881
22 22,65 0,06 0,06 1,00 361,00 1881
23 22,65 0,06 0,06 1,00 377,00 1881
24 22,65 0,06 0,06 1,00 393,00 1881
25 22,65 0,06 0,06 1,00 409,00 1881
26 22,65 0,06 0,06 1,00 425,00 1881
27 22,65 0,06 0,06 1,00 441,00 1881
28 22,65 0,06 0,06 1,00 457,00 1881
29 22,65 0,06 0,06 1,00 473,00 1881
30 22,65 0,06 0,06 99,00 489,00 1881
31 22,65 4,59 4,59 99,00 504,00 2704
32 22,65 4,59 4,59 99,00 520,00 3431
33 22,65 4,59 4,59 99,00 536,00 3821
34 22,65 4,59 4,59 99,00 552,00 4072
35 22,65 4,59 4,59 99,00 568,00 4286
36 22,65 4,59 4,59 99,00 584,00 4405
37 22,65 4,59 4,59 99,00 600,00 4558
38 22,65 4,59 4,59 99,00 616,00 4625
39 22,65 4,59 4,59 99,00 632,00 4666
40 22,65 4,59 4,59 99,00 648,00 4711
41 22,65 4,59 4,59 99,00 664,00 4762
42 22,65 4,59 4,59 99,00 680,00 4795
43 22,65 4,59 4,59 99,00 696,00 4831
44 22,65 4,59 4,59 99,00 712,00 4863
45 22,65 3,08 3,08 99,00 728,00 4893
46 22,65 3,08 3,08 99,00 744,00 4918
47 22,65 3,08 3,08 99,00 760,00 4938
48 22,65 3,08 3,08 99,00 776,00 4953
49 22,65 3,08 3,08 99,00 792,00 4969
50 22,65 3,08 3,08 99,00 808,00 4978
51 22,65 3,08 3,08 99,00 824,00 4991
52 22,65 3,08 3,08 99,00 840,00 5006
53 22,65 3,08 3,08 99,00 856,00 5016
54 22,65 3,08 3,08 99,00 872,00 5027
55 22,65 3,08 3,08 99,00 888,00 5033
56 22,65 3,08 3,08 99,00 904,00 5043
57 22,65 2,44 2,44 99,00 920,00 5047
