1000
0 33,35 33,35 33,35 1,00 50,00 0
1 33,35 0,86 0,86 1,00 43,00 1235
2 33,35 0,83 0,45 1,00 44,00 1774
3 33,35 0,83 0,46 1,00 48,00 1865
4 33,35 0,83 0,47 1,00 52,00 1875
5 33,35 0,83 0,47 1,00 56,00 1879
6 33,35 0,83 0,47 1,00 60,00 1881
7 33,35 0,83 0,47 1,00 64,00 1881
8 33,35 0,83 0,47 1,00 68,00 1881
9 33,35 0,83 0,47 1,00 72,00 1881
10 33,35 0,83 0,47 1,00 76,00 1881
11 33,35 0,83 0,47 1,00 80,00 1881
12 33,35 0,83 0,47 1,00 84,00 1881
13 33,35 0,83 0,47 1,00 88,00 1881
14 33,35 0,83 0,47 1,00 92,00 1881
15 33,35 0,83 0,47 1,00 96,00 1881
16 33,35 0,83 0,47 1,00 100,00 1881
17 33,35 0,83 0,47 1,00 104,00 1881
18 33,35 0,83 0,47 1,00 108,00 1881
19 33,35 0,83 0,47 1,00 112,00 1881
20 33,35 0,83 0,47 1,00 116,00 1881
21 33,35 0,83 0,47 1,00 120,00 1881
22 33,35 0,83 0,47 1,00 124,00 1881
23 33,35 0,83 0,47 1,00 128,00 1881
24 33,35 0,83 0,47 1,00 132,00 1881
25 33,35 0,83 0,47 1,00 136,00 1881
26 33,35 0,83 0,47 1,00 140,00 1881
27 33,35 0,83 0,47 1,00 144,00 1881
28 33,35 0,83 0,47 1,00 148,00 1881
29 33,35 0,83 0,47 1,00 152,00 1881
30 33,35 0,83 0,47 93,00 156,00 1881
31 33,35 20,01 11,22 93,00 159,00 2704
32 33,35 19,63 16,18 93,00 162,00 3431
33 33,35 19,63 13,37 93,00 166,00 3821
34 33,35 19,63 14,31 93,00 170,00 4072
35 33,35 19,63 15,46 93,00 174,00 4286
36 33,35 17,43 12,75 93,00 178,00 4405
37 33,35 17,43 13,30 93,00 182,00 4558
38 33,35 17,43 13,07 93,00 186,00 4625
39 33,35 17,43 12,88 93,00 190,00 4666
40 33,35 17,43 12,69 93,00 194,00 4711
