500
0 159,74 159,74 159,74 1,00 75,00
1 159,74 0,00 0,00 1,00 55,00
2 159,74 159,74 177,92 99,00 56,00
3 159,74 0,00 0,00 1,00 58,00
4 159,74 159,74 273,10 99,00 59,00
5 159,74 0,00 0,00 1,00 61,00
6 159,74 159,74 225,79 99,00 62,00
7 159,74 0,00 0,00 1,00 64,00
8 159,74 159,74 208,59 99,00 65,00
9 159,74 0,00 0,00 1,00 67,00
10 159,74 159,74 205,68 99,00 68,00
11 159,74 0,00 0,00 1,00 70,00
12 159,74 159,74 211,08 99,00 71,00
13 159,74 0,00 0,00 1,00 73,00
14 159,74 159,74 216,60 99,00 74,00
15 159,74 0,00 0,00 1,00 76,00
16 159,74 159,74 222,38 99,00 77,00
17 159,74 0,00 0,00 1,00 79,00
18 159,74 159,74 222,01 99,00 80,00
19 159,74 0,00 0,00 1,00 82,00
20 159,74 159,74 220,43 99,00 83,00
21 159,74 0,00 0,00 1,00 85,00
22 159,74 159,74 219,63 99,00 86,00
23 159,74 0,00 0,00 1,00 88,00
24 159,74 159,74 219,29 99,00 89,00
25 159,74 0,00 0,00 1,00 91,00
26 159,74 159,74 218,56 99,00 92,00
27 159,74 0,00 0,00 1,00 94,00
28 159,74 159,74 218,13 99,00 95,00
29 159,74 0,00 0,00 1,00 97,00
30 159,74 159,74 217,62 99,00 98,00
31 159,74 0,00 0,00 1,00 100,00
32 159,74 0,00 0,00 99,00 101,00
33 159,74 159,74 216,82 197,00 102,00
34 159,74 0,00 0,00 97,00 104,00
35 159,74 159,74 216,19 195,00 105,00
36 159,74 0,00 0,00 95,00 107,00
37 159,74 159,74 215,56 193,00 108,00
38 159,74 0,00 0,00 93,00 110,00
39 159,74 159,74 214,92 191,00 111,00
40 159,74 0,00 0,00 92,00 113,00
41 159,74 159,74 214,26 190,00 114,00
42 159,74 0,00 0,00 90,00 116,00
43 159,74 159,74 213,61 188,00 117,00
44 159,74 0,00 0,00 88,00 119,00
45 159,74 159,74 212,98 186,00 120,00
46 159,74 0,00 0,00 87,00 122,00
47 159,74 159,74 212,35 185,00 123,00
48 159,74 0,00 0,00 86,00 125,00
49 159,74 159,74 211,71 184,00 126,00
50 159,74 0,00 0,00 84,00 128,00
51 159,74 159,74 211,04 182,00 129,00
52 159,74 0,00 0,00 83,00 131,00
53 159,74 159,74 210,35 181,00 132,00
54 159,74 0,00 0,00 82,00 134,00
55 159,74 159,74 209,62 180,00 135,00
56 159,74 0,00 0,00 80,00 137,00
57 159,74 159,74 208,84 178,00 138,00
58 159,74 0,00 0,00 78,00 140,00
59 159,74 159,74 208,07 176,00 141,00
60 159,74 0,00 0,00 76,00 143,00
61 159,74 159,74 207,30 174,00 144,00
62 159,74 0,00 0,00 75,00 146,00
63 159,74 159,74 206,51 173,00 147,00
64 159,74 0,00 0,00 73,00 149,00
65 159,74 159,74 205,72 171,00 150,00
66 159,74 0,00 0,00 72,00 152,00
67 159,74 159,74 204,94 170,00 153,00
68 159,74 0,00 0,00 70,00 155,00
69 159,74 159,74 204,16 168,00 156,00
70 159,74 0,00 0,00 69,00 158,00
71 159,74 159,74 203,39 167,00 159,00
72 159,74 0,00 0,00 67,00 161,00
73 159,74 159,74 202,67 165,00 162,00
74 159,74 0,00 0,00 65,00 164,00
75 159,74 0,00 0,00 163,00 165,00
76 159,74 159,74 201,51 261,00 166,00
77 159,74 0,00 0,00 161,00 168,00
78 159,74 159,74 200,71 259,00 169,00
79 159,74 0,00 0,00 159,00 171,00
80 159,74 159,74 199,97 257,00 172,00
81 159,74 0,00 0,00 157,00 174,00
82 159,74 159,74 199,24 255,00 175,00
83 159,74 0,00 0,00 156,00 177,00
84 159,74 159,74 198,48 254,00 178,00
85 159,74 0,00 0,00 155,00 180,00
86 159,74 159,74 197,72 253,00 181,00
87 159,74 0,00 0,00 153,00 183,00
88 159,74 159,74 196,98 251,00 184,00
89 159,74 0,00 0,00 152,00 186,00
90 159,74 159,74 196,23 250,00 187,00
91 159,74 0,00 0,00 150,00 189,00
92 159,74 159,74 195,52 248,00 190,00
93 159,74 0,00 0,00 148,00 192,00
94 159,74 159,74 194,85 246,00 193,00
95 159,74 0,00 0,00 146,00 195,00
96 159,74 159,74 194,16 244,00 196,00
97 159,74 0,00 0,00 144,00 198,00
98 159,74 159,74 193,44 242,00 199,00
99 159,74 0,00 0,00 142,00 201,00
100 159,74 159,74 192,75 240,00 202,00
101 159,74 0,00 0,00 140,00 204,00
102 159,74 159,74 192,07 238,00 205,00
103 159,74 0,00 0,00 138,00 207,00
104 159,74 159,74 191,35 236,00 208,00
105 159,74 0,00 0,00 136,00 210,00
106 159,74 159,74 190,62 234,00 211,00
107 159,74 0,00 0,00 134,00 213,00
108 159,74 159,74 189,92 232,00 214,00
109 159,74 0,00 0,00 132,00 216,00
110 159,74 159,74 189,22 230,00 217,00
111 159,74 0,00 0,00 130,00 219,00
112 159,74 159,74 188,54 228,00 220,00
113 159,74 0,00 0,00 128,00 222,00
114 159,74 159,74 187,84 226,00 223,00
115 159,74 0,00 0,00 126,00 225,00
116 159,74 0,00 0,00 224,00 226,00
117 159,74 159,74 186,88 322,00 227,00
118 159,74 0,00 0,00 222,00 229,00
119 159,74 159,74 186,21 320,00 230,00
120 159,74 0,00 0,00 220,00 232,00
121 159,74 159,74 185,55 318,00 233,00
122 159,74 0,00 0,00 218,00 235,00
123 159,74 159,74 184,88 316,00 236,00
124 159,74 0,00 0,00 216,00 238,00
125 159,74 159,74 184,24 314,00 239,00
126 159,74 0,00 0,00 215,00 241,00
127 159,74 159,74 183,62 313,00 242,00
128 159,74 0,00 0,00 213,00 244,00
129 159,74 159,74 183,02 311,00 245,00
130 159,74 0,00 0,00 212,00 247,00
131 159,74 159,74 182,43 310,00 248,00
132 159,74 0,00 0,00 211,00 250,00
133 159,74 159,74 181,83 309,00 251,00
134 159,74 0,00 0,00 209,00 253,00
135 159,74 159,74 181,23 307,00 254,00
136 159,74 0,00 0,00 208,00 256,00
137 159,74 159,74 180,65 306,00 257,00
138 159,74 0,00 0,00 206,00 259,00
139 159,74 159,74 180,09 304,00 260,00
140 159,74 0,00 0,00 204,00 262,00
141 159,74 159,74 179,54 302,00 263,00
142 159,74 0,00 0,00 202,00 265,00
143 159,74 159,74 178,99 300,00 266,00
144 159,74 0,00 0,00 200,00 268,00
145 159,74 159,74 178,46 298,00 269,00
146 159,74 0,00 0,00 198,00 271,00
147 159,74 159,74 177,92 296,00 272,00
148 159,74 0,00 0,00 197,00 274,00
149 159,74 159,74 177,40 295,00 275,00
