1000
0 28,38 28,38 28,38 1,00 48,00 0
1 28,38 1,14 1,14 1,00 42,00 1235
2 28,38 0,83 0,34 1,00 51,00 1774
3 28,38 0,83 0,35 1,00 68,00 1865
4 28,38 0,83 0,35 1,00 85,00 1875
5 28,38 0,83 0,35 1,00 102,00 1879
6 28,38 0,83 0,35 1,00 119,00 1881
7 28,38 0,83 0,36 1,00 136,00 1881
8 28,38 0,19 0,08 1,00 153,00 1881
9 28,38 0,19 0,08 1,00 170,00 1881
10 28,38 0,19 0,08 1,00 187,00 1881
11 28,38 0,19 0,08 1,00 204,00 1881
12 28,38 0,19 0,08 1,00 221,00 1881
13 28,38 0,19 0,08 1,00 238,00 1881
14 28,38 0,19 0,08 1,00 255,00 1881
15 28,38 0,19 0,08 1,00 272,00 1881
16 28,38 0,19 0,08 1,00 289,00 1881
17 28,38 0,19 0,08 1,00 306,00 1881
18 28,38 0,19 0,08 1,00 323,00 1881
19 28,38 0,08 0,04 1,00 340,00 1881
20 28,38 0,08 0,04 1,00 357,00 1881
21 28,38 0,08 0,04 1,00 374,00 1881
22 28,38 0,08 0,04 1,00 391,00 1881
23 28,38 0,08 0,04 1,00 408,00 1881
24 28,38 0,08 0,04 1,00 425,00 1881
25 28,38 0,08 0,04 1,00 442,00 1881
26 28,38 0,08 0,04 1,00 459,00 1881
27 28,38 0,08 0,04 1,00 476,00 1881
28 28,38 0,08 0,04 1,00 493,00 1881
29 28,38 0,08 0,04 1,00 510,00 1881
30 28,38 0,08 0,04 99,00 527,00 1881
31 28,38 5,75 2,44 99,00 506,00 2704
32 28,38 5,82 2,27 99,00 483,00 3431
33 28,38 5,88 2,31 99,00 478,00 3821
34 28,38 6,09 2,50 99,00 478,00 4072
35 28,38 6,03 2,61 99,00 483,00 4286
36 28,38 5,97 2,49 99,00 488,00 4405
37 28,38 5,69 2,40 99,00 494,00 4558
38 28,38 5,76 2,48 99,00 505,00 4625
39 28,38 5,61 2,37 99,00 518,00 4666
40 28,38 5,49 2,31 99,00 529,00 4711
41 28,38 5,42 2,31 99,00 535,00 4762
42 28,38 5,31 2,28 99,00 546,00 4795
43 28,38 5,04 2,11 99,00 557,00 4831
44 28,38 5,09 2,18 99,00 569,00 4863
45 28,38 4,98 2,13 99,00 581,00 4893
46 28,38 4,87 2,08 99,00 594,00 4918
47 28,38 4,75 2,03 99,00 608,00 4938
48 28,38 4,63 1,98 99,00 624,00 4953
49 28,38 4,53 1,94 99,00 637,00 4969
50 28,38 4,53 1,94 99,00 654,00 4978
51 28,38 4,32 1,84 99,00 668,00 4991
52 28,38 4,22 1,80 99,00 683,00 5006
53 28,38 4,13 1,76 99,00 697,00 5016
54 28,38 3,96 1,69 99,00 709,00 5027
55 28,38 3,88 1,65 99,00 725,00 5033
56 28,38 3,80 1,62 99,00 739,00 5043
57 28,38 3,72 1,58 99,00 755,00 5047
58 28,38 3,73 1,59 99,00 770,00 5055
59 28,38 3,66 1,55 99,00 785,00 5061
60 28,38 3,59 1,52 88,00 800,00 5068
61 28,38 3,13 1,33 88,00 816,00 5076
62 28,38 3,13 1,32 88,00 833,00 5097
63 28,38 3,13 1,32 88,00 850,00 5110
64 28,38 3,13 1,32 88,00 867,00 5114
65 28,38 3,13 1,32 88,00 884,00 5115
66 28,38 2,83 1,20 88,00 900,00 5118
67 28,38 2,78 1,17 88,00 916,00 5123
68 28,38 2,78 1,17 88,00 933,00 5124
69 28,38 2,78 1,17 88,00 950,00 5125
70 28,38 2,78 1,17 88,00 967,00 5125
71 28,38 2,78 1,17 88,00 984,00 5125
72 28,38 2,49 1,05 88,00 1.001,00 5125
73 28,38 2,49 1,05 88,00 1.018,00 5125
74 28,38 2,49 1,05 88,00 1.035,00 5126
75 28,38 2,49 1,05 88,00 1.052,00 5126
76 28,38 2,49 1,05 88,00 1.069,00 5126
77 28,38 2,49 1,05 88,00 1.086,00 5126
78 28,38 2,49 1,05 88,00 1.103,00 5127
79 28,38 2,49 1,05 88,00 1.120,00 5128
80 28,38 2,49 1,05 88,00 1.137,00 5128
81 28,38 2,49 1,05 88,00 1.154,00 5128
82 28,38 2,49 1,05 88,00 1.171,00 5128
83 28,38 2,49 1,05 88,00 1.188,00 5128
84 28,38 2,49 1,05 88,00 1.205,00 5128
85 28,38 2,49 1,05 88,00 1.222,00 5128
86 28,38 2,49 1,05 88,00 1.239,00 5128
87 28,38 1,99 0,84 88,00 1.256,00 5128
88 28,38 1,99 0,84 88,00 1.272,00 5129
89 28,38 1,99 0,82 88,00 1.289,00 5133
90 28,38 1,99 0,82 123,00 1.306,00 5133
91 28,38 2,67 1,11 123,00 1.322,00 5240
92 28,38 2,65 1,09 123,00 1.335,00 5280
93 28,38 2,62 1,08 123,00 1.350,00 5298
94 28,38 2,55 1,05 123,00 1.367,00 5308
95 28,38 2,56 1,05 123,00 1.383,00 5318
96 28,38 2,53 1,04 123,00 1.398,00 5327
97 28,38 2,47 1,02 123,00 1.413,00 5336
98 28,38 2,47 1,02 123,00 1.428,00 5340
99 28,38 2,45 1,01 123,00 1.443,00 5347
100 28,38 2,42 0,99 123,00 1.459,00 5351
101 28,38 2,42 0,99 123,00 1.476,00 5353
102 28,38 2,42 0,99 123,00 1.493,00 5354
103 28,38 2,34 0,96 123,00 1.509,00 5357
104 28,38 2,34 0,96 123,00 1.526,00 5357
105 28,38 2,34 0,96 123,00 1.543,00 5357
106 28,38 2,34 0,96 123,00 1.560,00 5357
107 28,38 2,34 0,96 123,00 1.577,00 5357
108 28,38 2,34 0,96 123,00 1.594,00 5357
109 28,38 2,34 0,96 123,00 1.611,00 5359
110 28,38 2,34 0,96 123,00 1.628,00 5359
111 28,38 2,34 0,96 123,00 1.645,00 5360
112 28,38 2,12 0,86 123,00 1.661,00 5362
113 28,38 2,10 0,85 123,00 1.677,00 5364
114 28,38 2,10 0,85 123,00 1.694,00 5366
115 28,38 2,10 0,85 123,00 1.711,00 5366
116 28,38 2,10 0,85 123,00 1.728,00 5366
117 28,38 2,10 0,85 123,00 1.745,00 5366
118 28,38 2,10 0,85 123,00 1.762,00 5367
119 28,38 2,10 0,85 123,00 1.779,00 5368
120 28,38 1,94 0,79 93,00 1.796,00 5368
121 28,38 1,47 0,59 93,00 1.812,00 5378
122 28,38 1,47 0,59 93,00 1.829,00 5387
123 28,38 1,47 0,59 93,00 1.846,00 5391
124 28,38 1,42 0,57 93,00 1.863,00 5392
125 28,38 1,42 0,57 93,00 1.880,00 5392
126 28,38 1,42 0,57 93,00 1.897,00 5392
127 28,38 1,42 0,57 93,00 1.914,00 5392
128 28,38 1,42 0,57 93,00 1.931,00 5392
129 28,38 1,42 0,57 93,00 1.948,00 5392
130 28,38 1,42 0,57 93,00 1.965,00 5392
