500
0 283,91 283,91 283,91 2,00 21,00 0 1
58 283,91 283,91 301,97 1,00 1,00 100402 1
59 283,91 283,91 298,31 1,00 1,00 101741 1
60 283,91 283,91 309,40 1,00 1,00 103074 1
61 283,91 283,91 299,94 1,00 1,00 104418 1
62 283,91 283,91 296,27 1,00 1,00 105536 1
63 283,91 283,91 297,19 1,00 1,00 106810 1
64 283,91 283,91 302,83 1,00 1,00 108412 1
65 283,91 283,91 286,11 1,00 1,00 110148 1
66 283,91 283,91 286,52 1,00 1,00 111691 1
67 283,91 283,91 282,12 1,00 1,00 113010 1
68 283,91 283,91 268,04 1,00 1,00 114244 1
69 283,91 283,91 276,75 1,00 1,00 115821 1
70 283,91 283,91 266,77 1,00 1,00 117266 1
71 283,91 283,91 275,29 1,00 1,00 118561 1
72 283,91 283,91 266,95 1,00 1,00 120013 1
73 283,91 283,91 266,33 1,00 1,00 121298 1
74 283,91 283,91 270,37 1,00 1,00 122549 1
75 283,91 283,91 271,07 1,00 1,00 123751 1
76 283,91 283,91 266,25 1,00 1,00 124905 1
77 283,91 283,91 265,67 1,00 1,00 125986 1
78 283,91 283,91 259,28 1,00 1,00 127318 1
79 283,91 283,91 253,70 1,00 1,00 128543 1
80 283,91 283,91 270,26 1,00 1,00 130074 1
81 283,91 283,91 251,86 1,00 1,00 131439 1
82 283,91 283,91 322,78 1,00 1,00 132580 1
83 283,91 283,91 312,32 1,00 1,00 133739 1
84 283,91 283,91 300,34 1,00 1,00 134818 1
85 283,91 283,91 281,60 1,00 1,00 135948 1
86 283,91 283,91 295,17 1,00 1,00 136970 1
87 283,91 283,91 288,96 1,00 1,00 138018 1
88 283,91 283,91 290,60 1,00 1,00 139066 1
89 283,91 283,91 291,38 1,00 1,00 139999 1
90 283,91 283,91 287,38 1,00 1,00 141020 1
91 283,91 283,91 289,23 1,00 1,00 142167 1
92 283,91 283,91 285,77 1,00 1,00 143191 1
93 283,91 283,91 281,96 1,00 1,00 144073 1
94 283,91 283,91 299,44 1,00 1,00 145023 1
95 283,91 283,91 303,42 1,00 1,00 146050 1
96 283,91 283,91 309,13 1,00 1,00 147033 1
97 283,91 283,91 304,79 1,00 1,00 148185 1
98 283,91 283,91 295,78 1,00 1,00 149496 1
99 283,91 283,91 279,79 1,00 1,00 150789 1
100 283,91 283,91 281,31 1,00 1,00 151913 1
101 283,91 283,91 280,32 1,00 1,00 152923 1
102 283,91 283,91 282,91 1,00 1,00 154100 1
103 283,91 283,91 267,11 1,00 1,00 155304 1
104 283,91 283,91 267,88 1,00 1,00 156501 1
105 283,91 283,91 274,73 1,00 1,00 157770 1
106 283,91 283,91 281,30 1,00 1,00 159019 1
107 283,91 283,91 279,34 1,00 1,00 160099 1
108 283,91 283,91 273,56 1,00 1,00 161070 1
109 283,91 283,91 273,67 1,00 1,00 161897 1
110 283,91 283,91 275,63 1,00 1,00 162626 1
111 283,91 283,91 273,59 1,00 1,00 163252 1
112 283,91 283,91 274,85 1,00 1,00 163915 1
113 283,91 283,91 273,60 1,00 1,00 164484 1
114 283,91 283,91 275,93 1,00 1,00 165028 1
115 283,91 283,91 278,60 1,00 1,00 165663 1
116 283,91 283,91 283,58 1,00 1,00 166330 1
117 283,91 283,91 288,13 1,00 1,00 166906 1
118 283,91 283,91 288,41 1,00 1,00 167421 1
119 283,91 283,91 290,84 1,00 1,00 168035 1
120 283,91 283,91 289,70 1,00 1,00 168861 1
121 283,91 283,91 292,92 1,00 1,00 169578 1
122 283,91 283,91 293,01 1,00 1,00 170224 1
123 283,91 283,91 294,39 1,00 1,00 170893 1
124 283,91 283,91 291,53 1,00 1,00 171582 1
125 283,91 283,91 291,81 1,00 1,00 172216 1
126 283,91 283,91 297,60 1,00 1,00 172756 1
127 283,91 283,91 300,38 1,00 1,00 173305 1
128 283,91 283,91 299,96 1,00 1,00 173840 1
129 283,91 283,91 297,32 1,00 1,00 174427 1
130 283,91 283,91 297,61 1,00 1,00 175026 1
131 283,91 283,91 300,38 1,00 1,00 175704 1
132 283,91 283,91 299,86 1,00 1,00 176270 1
133 283,91 283,91 305,25 1,00 1,00 176881 1
134 283,91 283,91 302,63 1,00 1,00 177431 1
135 283,91 283,91 302,10 1,00 1,00 178005 1
136 283,91 283,91 303,86 1,00 1,00 178566 1
137 283,91 283,91 299,20 1,00 1,00 179265 1
138 283,91 283,91 304,06 1,00 1,00 179894 1
139 283,91 283,91 306,91 1,00 1,00 180482 1
140 283,91 283,91 311,52 1,00 1,00 181063 1
141 283,91 283,91 304,77 1,00 1,00 181637 1
142 283,91 283,91 299,62 1,00 1,00 182152 1
143 283,91 283,91 299,04 1,00 1,00 182626 1
144 283,91 283,91 298,76 1,00 1,00 183097 1
145 283,91 283,91 294,45 1,00 1,00 183576 1
146 283,91 283,91 295,15 1,00 1,00 184032 1
147 283,91 283,91 294,08 1,00 1,00 184511 1
148 283,91 283,91 294,60 1,00 1,00 184974 1
149 283,91 283,91 292,96 1,00 1,00 185531 1
150 283,91 283,91 290,19 1,00 1,00 186058 1
151 283,91 283,91 291,16 1,00 1,00 186631 1
152 283,91 283,91 295,02 1,00 1,00 187173 1
153 283,91 283,91 298,62 1,00 1,00 187653 1
154 283,91 283,91 302,33 1,00 1,00 188087 1
155 283,91 283,91 306,36 1,00 1,00 188478 1
156 283,91 283,91 306,56 1,00 1,00 188781 1
157 283,91 283,91 304,84 1,00 1,00 189113 1
158 283,91 283,91 306,84 1,00 1,00 189431 1
159 283,91 283,91 304,94 1,00 1,00 189747 1
160 283,91 283,91 305,27 1,00 1,00 190001 1
161 283,91 283,91 305,18 1,00 1,00 190235 1
162 283,91 283,91 302,52 1,00 1,00 190426 1
163 283,91 283,91 302,95 1,00 1,00 190604 1
164 283,91 283,91 303,34 1,00 1,00 190779 1
165 283,91 283,91 303,93 1,00 1,00 191045 1
166 283,91 283,91 304,25 1,00 1,00 191280 1
167 283,91 283,91 304,37 1,00 1,00 191593 1
168 283,91 283,91 305,35 1,00 1,00 192025 1
169 283,91 283,91 302,77 1,00 1,00 192568 1
170 283,91 283,91 301,76 1,00 1,00 193073 1
171 283,91 283,91 301,83 1,00 1,00 193588 1
172 283,91 283,91 301,38 1,00 1,00 194218 1
173 283,91 283,91 300,79 1,00 1,00 194884 1
174 283,91 283,91 296,79 1,00 1,00 195676 1
175 283,91 283,91 296,03 1,00 1,00 196337 1
176 283,91 283,91 295,11 1,00 1,00 196899 1
177 283,91 283,91 295,81 1,00 1,00 197325 1
178 283,91 283,91 294,61 1,00 1,00 197802 1
179 283,91 283,91 295,23 1,00 1,00 198275 1
180 283,91 283,91 291,88 1,00 1,00 198921 1
181 283,91 283,91 290,51 1,00 1,00 199549 1
182 283,91 283,91 287,52 1,00 1,00 200208 1
183 283,91 283,91 285,07 1,00 1,00 201052 1
184 283,91 283,91 287,95 1,00 1,00 201970 1
185 283,91 283,91 290,75 1,00 1,00 202680 1
186 283,91 283,91 295,86 1,00 1,00 203342 1
187 283,91 283,91 287,73 1,00 1,00 203905 1
188 283,91 283,91 291,29 1,00 1,00 204414 1
189 283,91 283,91 292,24 1,00 1,00 205267 1
190 283,91 283,91 295,02 1,00 1,00 206148 1
191 283,91 283,91 292,60 1,00 1,00 207071 1
192 283,91 283,91 290,33 1,00 1,00 207853 1
193 283,91 283,91 292,58 1,00 1,00 208707 1
194 283,91 283,91 296,74 1,00 1,00 209442 1
195 283,91 283,91 292,88 1,00 1,00 210092 1
196 283,91 283,91 292,78 1,00 1,00 210836 1
197 283,91 283,91 296,83 1,00 1,00 211520 1
198 283,91 283,91 291,26 1,00 1,00 212143 1
199 283,91 283,91 295,70 1,00 1,00 212798 1
200 283,91 283,91 294,87 1,00 1,00 213398 1
201 283,91 283,91 293,05 1,00 1,00 213972 1
202 283,91 283,91 293,81 1,00 1,00 214446 1
203 283,91 283,91 293,60 1,00 1,00 214886 1
204 283,91 283,91 288,86 1,00 1,00 215331 1
205 283,91 283,91 292,51 1,00 1,00 215711 1
206 283,91 283,91 293,19 1,00 1,00 216069 1
207 283,91 283,91 293,05 1,00 1,00 216426 1
208 283,91 283,91 292,91 1,00 1,00 216691 1
209 283,91 283,91 287,39 1,00 1,00 216851 1
210 283,91 283,91 290,92 1,00 1,00 217021 1
211 283,91 283,91 289,04 1,00 1,00 217235 1
212 283,91 283,91 287,23 1,00 1,00 217428 1
213 283,91 283,91 289,73 1,00 1,00 217613 1
214 283,91 283,91 287,76 1,00 1,00 217786 1
215 283,91 283,91 287,75 1,00 1,00 218014 1
216 283,91 283,91 285,81 1,00 1,00 218241 1
217 283,91 283,91 285,71 1,00 1,00 218632 1
218 283,91 283,91 283,21 1,00 1,00 219065 1
219 283,91 283,91 281,42 1,00 1,00 219510 1
220 283,91 283,91 283,45 1,00 1,00 219834 1
221 283,91 283,91 283,15 1,00 1,00 220118 1
222 283,91 283,91 284,08 1,00 1,00 220457 1
223 283,91 283,91 282,32 1,00 1,00 220780 1
224 283,91 283,91 282,67 1,00 1,00 221084 1
225 283,91 283,91 281,93 1,00 1,00 221368 1
226 283,91 283,91 280,06 1,00 1,00 221678 1
227 283,91 283,91 280,16 1,00 1,00 222006 1
228 283,91 283,91 280,13 1,00 1,00 222403 1
229 283,91 283,91 279,31 1,00 1,00 222737 1
230 283,91 283,91 279,66 1,00 1,00 223035 1
231 283,91 283,91 279,87 1,00 1,00 223321 1
232 283,91 283,91 280,30 1,00 1,00 223592 1
233 283,91 283,91 280,36 1,00 1,00 223825 1
234 283,91 283,91 280,42 1,00 1,00 224068 1
235 283,91 283,91 280,43 1,00 1,00 224238 1
236 283,91 283,91 280,39 1,00 1,00 224458 1
237 283,91 283,91 280,19 1,00 1,00 224715 1
238 283,91 283,91 280,03 1,00 1,00 224963 1
239 283,91 283,91 280,07 1,00 1,00 225171 1
240 283,91 283,91 280,09 1,00 1,00 225419 1
241 283,91 283,91 280,19 1,00 1,00 225651 1
242 283,91 283,91 280,20 1,00 1,00 225874 1
243 283,91 283,91 280,21 1,00 1,00 226049 1
244 283,91 283,91 280,30 1,00 1,00 226240 1
245 283,91 283,91 280,27 1,00 1,00 226509 1
246 283,91 283,91 280,16 1,00 1,00 226809 1
247 283,91 283,91 280,08 1,00 1,00 227215 1
248 283,91 283,91 281,10 1,00 1,00 227639 1
249 283,91 283,91 281,74 1,00 1,00 228105 1
250 283,91 283,91 281,15 1,00 1,00 228636 1
251 283,91 283,91 280,84 1,00 1,00 229213 1
252 283,91 283,91 280,86 1,00 1,00 229674 1
253 283,91 283,91 281,40 1,00 1,00 230044 1
254 283,91 283,91 279,37 1,00 1,00 230450 1
255 283,91 283,91 281,32 1,00 1,00 230803 1
256 283,91 283,91 281,61 1,00 1,00 231184 1
257 283,91 283,91 281,48 1,00 1,00 231585 1
258 283,91 283,91 281,49 1,00 1,00 232098 1
259 283,91 283,91 281,60 1,00 1,00 232617 1
260 283,91 283,91 279,93 1,00 1,00 233264 1
261 283,91 283,91 279,56 1,00 1,00 233979 1
262 283,91 283,91 282,19 1,00 1,00 234613 1
263 283,91 283,91 281,96 1,00 1,00 235212 1
264 283,91 283,91 283,55 1,00 1,00 235817 1
265 283,91 283,91 282,77 1,00 1,00 236398 1
266 283,91 283,91 283,56 1,00 1,00 236895 1
267 283,91 283,91 283,80 1,00 1,00 237510 1
268 283,91 283,91 282,92 1,00 1,00 238092 1
269 283,91 283,91 284,27 1,00 1,00 238725 1
270 283,91 283,91 283,16 1,00 1,00 239224 1
271 283,91 283,91 283,36 1,00 1,00 239797 1
272 283,91 283,91 283,91 1,00 1,00 240308 1
273 283,91 283,91 281,61 1,00 1,00 240800 1
274 283,91 283,91 279,61 1,00 1,00 241319 1
275 283,91 283,91 277,29 1,00 1,00 241758 1
276 283,91 283,91 277,53 1,00 1,00 242166 1
277 283,91 283,91 276,97 1,00 1,00 242581 1
278 283,91 283,91 273,49 1,00 1,00 242909 1
279 283,91 283,91 271,98 1,00 1,00 243219 1
280 283,91 283,91 269,73 1,00 1,00 243464 1
281 283,91 283,91 269,79 1,00 1,00 243676 1
282 283,91 283,91 270,93 1,00 1,00 243930 1
283 283,91 283,91 270,75 1,00 1,00 244170 1
284 283,91 283,91 269,93 1,00 1,00 244381 1
285 283,91 283,91 269,75 1,00 1,00 244581 1
286 283,91 283,91 269,73 1,00 1,00 244881 1
287 283,91 283,91 272,83 1,00 1,00 245197 1
288 283,91 283,91 275,19 1,00 1,00 245608 1
289 283,91 283,91 276,88 1,00 1,00 246088 1
290 283,91 283,91 280,16 1,00 1,00 246639 1
291 283,91 283,91 280,04 1,00 1,00 247156 1
292 283,91 283,91 280,55 1,00 1,00 247714 1
293 283,91 283,91 281,64 1,00 1,00 248241 1
294 283,91 283,91 283,05 1,00 1,00 248810 1
295 283,91 283,91 282,68 1,00 1,00 249419 1
296 283,91 283,91 281,66 1,00 1,00 250007 1
297 283,91 283,91 279,60 1,00 1,00 250497 1
298 283,91 283,91 282,34 1,00 1,00 250954 1
299 283,91 283,91 280,47 1,00 1,00 251457 1
300 283,91 283,91 282,97 1,00 1,00 251857 1
301 283,91 283,91 281,92 1,00 1,00 252267 1
302 283,91 283,91 283,10 1,00 1,00 252574 1
303 283,91 283,91 284,50 1,00 1,00 252830 1
304 283,91 283,91 281,45 1,00 1,00 253107 1
305 283,91 283,91 283,59 1,00 1,00 253377 1
306 283,91 283,91 284,28 1,00 1,00 253614 1
307 283,91 283,91 284,90 1,00 1,00 253802 1
308 283,91 283,91 287,15 1,00 1,00 254049 1
309 283,91 283,91 285,07 1,00 1,00 254401 1
310 283,91 283,91 285,20 1,00 1,00 254778 1
311 283,91 283,91 285,30 1,00 1,00 255271 1
312 283,91 283,91 282,87 1,00 1,00 255757 1
313 283,91 283,91 283,37 1,00 1,00 256168 1
314 283,91 283,91 282,49 1,00 1,00 256672 1
315 283,91 283,91 280,81 1,00 1,00 257185 1
316 283,91 283,91 282,69 1,00 1,00 257712 1
317 283,91 283,91 281,27 1,00 1,00 258122 1
318 283,91 283,91 281,66 1,00 1,00 258667 1
319 283,91 283,91 281,50 1,00 1,00 259142 1
320 283,91 283,91 281,32 1,00 1,00 259646 1
321 283,91 283,91 282,20 1,00 1,00 260162 1
322 283,91 283,91 281,63 1,00 1,00 260676 1
323 283,91 283,91 282,09 1,00 1,00 261138 1
324 283,91 283,91 282,77 1,00 1,00 261651 1
325 283,91 283,91 281,98 1,00 1,00 262097 1
326 283,91 283,91 281,49 1,00 1,00 262489 1
327 283,91 283,91 282,13 1,00 1,00 262843 1
328 283,91 283,91 282,82 1,00 1,00 263159 1
329 283,91 283,91 283,05 1,00 1,00 263421 1
330 283,91 283,91 283,46 1,00 1,00 263619 1
331 283,91 283,91 283,54 1,00 1,00 263843 1
332 283,91 283,91 283,67 1,00 1,00 264118 1
333 283,91 283,91 283,71 1,00 1,00 264399 1
334 283,91 283,91 284,01 1,00 1,00 264633 1
335 283,91 283,91 283,83 1,00 1,00 264897 1
336 283,91 283,91 284,47 1,00 1,00 265071 1
337 283,91 283,91 283,70 1,00 1,00 265325 1
338 283,91 283,91 283,93 1,00 1,00 265624 1
339 283,91 283,91 284,04 1,00 1,00 265881 1
340 283,91 283,91 283,91 1,00 1,00 266159 1
341 283,91 283,91 283,77 1,00 1,00 266407 1
342 283,91 283,91 283,97 1,00 1,00 266608 1
343 283,91 283,91 283,72 1,00 1,00 266826 1
344 283,91 283,91 283,79 1,00 1,00 267021 1
345 283,91 283,91 283,60 1,00 1,00 267267 1
346 283,91 283,91 283,63 1,00 1,00 267522 1
347 283,91 283,91 283,59 1,00 1,00 267800 1
348 283,91 283,91 283,55 1,00 1,00 267983 1
349 283,91 283,91 283,62 1,00 1,00 268149 1
350 283,91 283,91 283,41 1,00 1,00 268298 1
351 283,91 283,91 283,58 1,00 1,00 268420 1
352 283,91 283,91 283,54 1,00 1,00 268528 1
353 283,91 283,91 283,55 1,00 1,00 268604 1
354 283,91 283,91 283,45 1,00 1,00 268675 1
355 283,91 283,91 283,41 1,00 1,00 268771 1
356 283,91 283,91 283,27 1,00 1,00 268866 1
357 283,91 283,91 283,17 1,00 1,00 268992 1
358 283,91 283,91 283,29 1,00 1,00 269085 1
359 283,91 283,91 283,24 1,00 1,00 269183 1
360 283,91 283,91 283,30 1,00 1,00 269292 1
361 283,91 283,91 283,38 1,00 1,00 269492 1
362 283,91 283,91 283,24 1,00 1,00 269676 1
363 283,91 283,91 283,39 1,00 1,00 269862 1
364 283,91 283,91 283,38 1,00 1,00 270024 1
365 283,91 283,91 283,19 1,00 1,00 270194 1
366 283,91 283,91 283,43 1,00 1,00 270340 1
367 283,91 283,91 283,29 1,00 1,00 270507 1
368 283,91 283,91 283,39 1,00 1,00 270654 1
369 283,91 283,91 283,38 1,00 1,00 270777 1
370 283,91 283,91 283,42 1,00 1,00 270904 1
371 283,91 283,91 283,46 1,00 1,00 271036 1
372 283,91 283,91 283,35 1,00 1,00 271172 1
373 283,91 283,91 283,42 1,00 1,00 271283 1
374 283,91 283,91 283,38 1,00 1,00 271382 1
375 283,91 283,91 283,43 1,00 1,00 271457 1
376 283,91 283,91 283,42 1,00 1,00 271539 1
377 283,91 283,91 283,44 1,00 1,00 271646 1
378 283,91 283,91 283,49 1,00 1,00 271773 1
379 283,91 283,91 283,46 1,00 1,00 271893 1
380 283,91 283,91 283,36 1,00 1,00 272037 1
381 283,91 283,91 283,40 1,00 1,00 272202 1
382 283,91 283,91 283,35 1,00 1,00 272338 1
383 283,91 283,91 283,36 1,00 1,00 272459 1
384 283,91 283,91 283,32 1,00 1,00 272592 1
385 283,91 283,91 283,33 1,00 1,00 272715 1
386 283,91 283,91 283,37 1,00 1,00 272819 1
387 283,91 283,91 283,43 1,00 1,00 272909 1
388 283,91 283,91 283,42 1,00 1,00 272984 1
389 283,91 283,91 283,40 1,00 1,00 273060 1
390 283,91 283,91 283,40 1,00 1,00 273130 1
391 283,91 283,91 283,41 1,00 1,00 273200 1
392 283,91 283,91 283,43 1,00 1,00 273255 1
393 283,91 283,91 283,38 1,00 1,00 273325 1
394 283,91 283,91 283,38 1,00 1,00 273396 1
395 283,91 283,91 283,39 1,00 1,00 273468 1
396 283,91 283,91 283,39 1,00 1,00 273534 1
397 283,91 283,91 283,38 1,00 1,00 273607 1
398 283,91 283,91 283,39 1,00 1,00 273669 1
399 283,91 283,91 283,40 1,00 1,00 273741 1
400 283,91 283,91 283,41 1,00 1,00 273814 1
401 283,91 283,91 283,40 1,00 1,00 273888 1
402 283,91 283,91 283,39 1,00 1,00 273977 1
403 283,91 283,91 283,39 1,00 1,00 274059 1
404 283,91 283,91 283,40 1,00 1,00 274169 1
405 283,91 283,91 283,40 1,00 1,00 274272 1
406 283,91 283,91 283,37 1,00 1,00 274391 1
407 283,91 283,91 283,36 1,00 1,00 274514 1
408 283,91 283,91 283,40 1,00 1,00 274605 1
409 283,91 283,91 283,39 1,00 1,00 274690 1
410 283,91 283,91 283,37 1,00 1,00 274777 1
411 283,91 283,91 283,37 1,00 1,00 274881 1
412 283,91 283,91 283,39 1,00 1,00 274988 1
413 283,91 283,91 283,35 1,00 1,00 275096 1
414 283,91 283,91 283,35 1,00 1,00 275203 1
415 283,91 283,91 283,33 1,00 1,00 275294 1
416 283,91 283,91 283,33 1,00 1,00 275366 1
417 283,91 283,91 283,31 1,00 1,00 275439 1
418 283,91 283,91 283,31 1,00 1,00 275506 1
419 283,91 283,91 283,32 1,00 1,00 275568 1
420 283,91 283,91 283,30 1,00 1,00 275608 1
421 283,91 283,91 283,30 1,00 1,00 275655 1
422 283,91 283,91 283,29 1,00 1,00 275694 1
423 283,91 283,91 283,31 1,00 1,00 275738 1
424 283,91 283,91 283,33 1,00 1,00 275786 1
425 283,91 283,91 283,35 1,00 1,00 275834 1
426 283,91 283,91 283,38 1,00 1,00 275905 1
427 283,91 283,91 283,34 1,00 1,00 275978 1
428 283,91 283,91 283,35 1,00 1,00 276040 1
429 283,91 283,91 283,36 1,00 1,00 276089 1
430 283,91 283,91 283,36 1,00 1,00 276136 1
431 283,91 283,91 283,35 1,00 1,00 276202 1
432 283,91 283,91 283,36 1,00 1,00 276263 1
433 283,91 283,91 283,36 1,00 1,00 276339 1
434 283,91 283,91 283,34 1,00 1,00 276430 1
435 283,91 283,91 283,33 1,00 1,00 276471 1
436 283,91 283,91 283,36 1,00 1,00 276551 1
437 283,91 283,91 283,35 1,00 1,00 276623 1
438 283,91 283,91 283,37 1,00 1,00 276703 1
439 283,91 283,91 283,36 1,00 1,00 276776 1
440 283,91 283,91 283,37 1,00 1,00 276831 1
441 283,91 283,91 283,38 1,00 1,00 276912 1
442 283,91 283,91 283,38 1,00 1,00 276981 1
443 283,91 283,91 283,38 1,00 1,00 277029 1
444 283,91 283,91 283,39 1,00 1,00 277094 1
445 283,91 283,91 283,38 1,00 1,00 277155 1
446 283,91 283,91 283,37 1,00 1,00 277209 1
447 283,91 283,91 283,37 1,00 1,00 277276 1
448 283,91 283,91 283,37 1,00 1,00 277346 1
449 283,91 283,91 283,37 1,00 1,00 277419 1
450 283,91 283,91 283,37 1,00 1,00 277480 1
451 283,91 283,91 283,37 1,00 1,00 277546 1
452 283,91 283,91 283,36 1,00 1,00 277633 1
453 283,91 283,91 283,36 1,00 1,00 277699 1
454 283,91 283,91 283,36 1,00 1,00 277753 1
455 283,91 283,91 283,36 1,00 1,00 277794 1
456 283,91 283,91 283,37 1,00 1,00 277831 1
457 283,91 283,91 283,38 1,00 1,00 277866 1
458 283,91 283,91 283,38 1,00 1,00 277907 1
459 283,91 283,91 283,38 1,00 1,00 277956 1
460 283,91 283,91 283,38 1,00 1,00 278010 1
461 283,91 283,91 283,37 1,00 1,00 278052 1
462 283,91 283,91 283,37 1,00 1,00 278092 1
463 283,91 283,91 283,37 1,00 1,00 278136 1
464 283,91 283,91 283,38 1,00 1,00 278171 1
465 283,91 283,91 283,38 1,00 1,00 278215 1
466 283,91 283,91 283,38 1,00 1,00 278256 1
467 283,91 283,91 283,38 1,00 1,00 278310 1
468 283,91 283,91 283,38 1,00 1,00 278372 1
469 283,91 283,91 283,37 1,00 1,00 278422 1
470 283,91 283,91 283,37 1,00 1,00 278480 1
471 283,91 283,91 283,37 1,00 1,00 278532 1
472 283,91 283,91 283,37 1,00 1,00 278583 1
473 283,91 283,91 283,37 1,00 1,00 278628 1
474 283,91 283,91 283,37 1,00 1,00 278661 1
475 283,91 283,91 283,37 1,00 1,00 278697 1
476 283,91 283,91 283,37 1,00 1,00 278747 1
477 283,91 283,91 283,37 1,00 1,00 278809 1
478 283,91 283,91 283,37 1,00 1,00 278860 1
479 283,91 283,91 283,37 1,00 1,00 278924 1
480 283,91 283,91 283,37 1,00 1,00 278971 1
481 283,91 283,91 283,38 1,00 1,00 279018 1
482 283,91 283,91 283,37 1,00 1,00 279043 1
483 283,91 283,91 283,38 1,00 1,00 279071 1
484 283,91 283,91 283,38 1,00 1,00 279098 1
485 283,91 283,91 283,38 1,00 1,00 279123 1
486 283,91 283,91 283,38 1,00 1,00 279191 1
487 283,91 283,91 283,38 1,00 1,00 279255 1
488 283,91 283,91 283,37 1,00 1,00 279281 1
489 283,91 283,91 283,37 1,00 1,00 279305 1
490 283,91 283,91 283,37 1,00 1,00 279344 1
491 283,91 283,91 283,37 1,00 1,00 279378 1
492 283,91 283,91 283,37 1,00 1,00 279421 1
493 283,91 283,91 283,38 1,00 1,00 279458 1
494 283,91 283,91 283,38 1,00 1,00 279509 1
495 283,91 283,91 283,37 1,00 1,00 279558 1
496 283,91 283,91 283,38 1,00 1,00 279608 1
497 283,91 283,91 283,37 1,00 1,00 279665 1
498 283,91 283,91 283,37 1,00 1,00 279720 1
499 283,91 283,91 283,36 1,00 1,00 279792 1
