500
0 2,04 2,04 2,04 18,00 93,00 0 2
1 2,04 2,04 2,04 14,00 38,00 2034 2
2 2,04 2,04 2,04 5,00 11,00 5373 2
3 2,04 2,04 2,04 4,00 8,00 8224 2
4 2,04 2,04 2,04 1,00 8,00 10634 2
5 2,04 2,04 2,04 3,00 1,00 12916 2
6 2,04 2,04 2,04 4,00 8,00 15418 2
7 2,04 2,04 2,04 2,00 8,00 17536 2
8 2,04 2,04 2,04 2,00 8,00 19639 2
9 2,04 2,04 2,04 2,00 8,00 21808 2
10 2,04 2,04 2,04 1,00 8,00 23907 2
11 2,04 2,04 2,04 1,00 1,00 25930 2
12 2,04 2,04 2,04 1,00 1,00 27892 2
13 2,04 2,04 2,04 1,00 1,00 29850 2
14 2,04 2,04 2,04 2,00 1,00 31599 2
15 2,04 2,04 2,04 2,00 8,00 33497 2
16 2,04 2,04 2,04 2,00 8,00 35789 2
17 2,04 2,04 2,04 3,00 8,00 37955 2
18 2,04 2,04 2,04 3,00 8,00 39952 2
19 2,04 2,04 2,04 2,00 8,00 41766 2
20 2,04 0,51 0,51 140,00 8,00 43660 2
21 2,04 0,51 0,51 274,00 8,00 45373 2
22 2,04 0,51 0,51 410,00 8,00 47124 2
23 2,04 0,51 0,51 546,00 8,00 48807 2
24 2,04 0,51 0,51 666,00 8,00 50463 2
25 2,04 0,51 0,51 790,00 8,00 52047 2
26 2,04 0,51 0,51 906,00 8,00 53795 2
27 2,04 0,51 0,51 1.022,00 8,00 55520 2
28 2,04 0,51 0,51 1.134,00 8,00 57190 2
29 2,04 0,51 0,51 1.242,00 8,00 58778 2
30 2,04 0,51 0,51 1.348,00 8,00 60394 2
31 2,04 0,51 0,51 1.440,00 8,00 62105 2
32 2,04 0,51 0,51 1.534,00 8,00 63934 2
33 2,04 0,51 0,51 1.624,00 8,00 65556 2
34 2,04 414,20 414,20 1.426,00 8,00 67081 2
35 2,04 414,20 414,20 1.228,00 14,00 68549 2
36 2,04 414,20 414,20 1.032,00 21,00 69881 2
37 2,04 414,20 414,20 832,00 28,00 71145 2
38 2,04 414,20 414,20 634,00 35,00 72579 2
39 2,04 414,20 414,20 436,00 42,00 74208 2
40 2,04 18,53 18,53 268,00 48,00 75718 2
41 2,04 11,89 11,89 134,00 46,00 77166 2
42 2,04 11,89 11,89 1,00 30,00 78878 2
43 2,04 11,89 11,89 1,00 13,00 80555 2
44 2,04 11,89 11,89 1,00 1,00 81773 2
45 2,04 11,89 11,89 1,00 1,00 83109 2
46 2,04 11,89 11,89 1,00 1,00 84434 2
47 2,04 11,89 11,89 1,00 1,00 85600 2
48 2,04 11,89 11,89 1,00 1,00 87143 2
49 2,04 11,89 11,89 1,00 1,00 88485 2
50 2,04 11,89 11,89 1,00 1,00 89667 2
51 2,04 11,89 11,89 1,00 1,00 91101 2
52 2,04 11,89 11,89 1,00 1,00 92490 2
53 2,04 11,89 11,89 1,00 1,00 93718 2
54 2,04 11,89 11,89 1,00 1,00 94913 2
55 2,04 11,89 11,89 1,00 1,00 96246 2
56 2,04 11,89 11,89 1,00 1,00 97603 2
57 2,04 11,89 11,89 1,00 1,00 98885 2
58 2,04 11,89 11,89 1,00 1,00 100402 2
59 2,04 11,89 11,89 1,00 1,00 101741 2
60 2,04 11,89 11,89 1,00 1,00 103074 2
61 2,04 11,89 11,89 1,00 1,00 104418 2
62 2,04 2,04 2,04 1,00 1,00 105536 2
63 2,04 2,04 2,04 1,00 1,00 106810 2
64 2,04 2,04 2,04 1,00 1,00 108412 2
65 2,04 2,04 2,04 1,00 1,00 110148 2
66 2,04 2,04 2,04 1,00 1,00 111691 2
67 2,04 2,04 2,04 1,00 1,00 113010 2
68 2,04 2,04 2,04 1,00 1,00 114244 2
69 2,04 2,04 2,04 1,00 1,00 115821 2
70 2,04 2,04 2,04 1,00 1,00 117266 2
71 2,04 2,04 2,04 1,00 1,00 118561 2
72 2,04 2,04 2,04 1,00 1,00 120013 2
73 2,04 2,04 2,04 1,00 1,00 121298 2
74 2,04 2,04 2,04 1,00 1,00 122549 2
75 2,04 2,04 2,04 1,00 1,00 123751 2
76 2,04 2,04 2,04 1,00 1,00 124905 2
77 2,04 2,04 2,04 1,00 1,00 125986 2
78 2,04 2,04 2,04 1,00 1,00 127318 2
79 2,04 2,04 2,04 2,00 1,00 128543 2
80 2,04 2,04 2,04 3,00 8,00 130074 2
81 2,04 2,04 2,04 3,00 8,00 131439 2
82 2,04 2,04 2,04 2,00 8,00 132580 2
83 2,04 2,04 2,04 2,00 8,00 133739 2
84 2,04 0,51 0,51 23,00 8,00 134818 2
85 2,04 0,51 0,51 27,00 8,00 135948 2
86 2,04 0,51 0,51 35,00 8,00 136970 2
87 2,04 8,93 8,93 1,00 8,00 138018 2
88 2,04 8,93 8,93 2,00 1,00 139066 2
89 2,04 8,93 8,93 1,00 8,00 139999 2
90 2,04 8,93 8,93 1,00 1,00 141020 2
91 2,04 2,04 2,04 2,00 1,00 142167 2
92 2,04 2,04 2,04 2,00 8,00 143191 2
93 2,04 2,04 2,04 1,00 8,00 144073 2
94 2,04 2,04 2,04 1,00 1,00 145023 2
95 2,04 2,04 2,04 2,00 1,00 146050 2
96 2,04 2,04 2,04 1,00 8,00 147033 2
97 2,04 2,04 2,04 2,00 1,00 148185 2
98 2,04 2,04 2,04 2,00 8,00 149496 2
99 2,04 2,04 2,04 2,00 8,00 150789 2
100 2,04 2,04 2,04 2,00 8,00 151913 2
101 2,04 2,04 2,04 1,00 8,00 152923 2
102 2,04 2,04 2,04 1,00 1,00 154100 2
103 2,04 2,04 2,04 1,00 1,00 155304 2
104 2,04 2,04 2,04 1,00 1,00 156501 2
105 2,04 2,04 2,04 1,00 1,00 157770 2
106 2,04 2,04 2,04 1,00 1,00 159019 2
107 2,04 2,04 2,04 1,00 1,00 160099 2
108 2,04 2,04 2,04 1,00 1,00 161070 2
109 2,04 2,04 2,04 1,00 1,00 161897 2
110 2,04 2,04 2,04 1,00 1,00 162626 2
111 2,04 2,04 2,04 1,00 1,00 163252 2
112 2,04 2,04 2,04 1,00 1,00 163915 2
113 2,04 2,04 2,04 1,00 1,00 164484 2
114 2,04 2,04 2,04 1,00 1,00 165028 2
115 2,04 2,04 2,04 1,00 1,00 165663 2
116 2,04 2,04 2,04 1,00 1,00 166330 2
117 2,04 2,04 2,04 1,00 1,00 166906 2
118 2,04 2,04 2,04 1,00 1,00 167421 2
119 2,04 2,04 2,04 1,00 1,00 168035 2
120 2,04 2,04 2,04 1,00 1,00 168861 2
121 2,04 2,04 2,04 1,00 1,00 169578 2
122 2,04 2,04 2,04 1,00 1,00 170224 2
123 2,04 2,04 2,04 1,00 1,00 170893 2
124 2,04 2,04 2,04 1,00 1,00 171582 2
125 2,04 2,04 2,04 1,00 1,00 172216 2
126 2,04 2,04 2,04 1,00 1,00 172756 2
127 2,04 2,04 2,04 1,00 1,00 173305 2
128 2,04 2,04 2,04 1,00 1,00 173840 2
129 2,04 2,04 2,04 1,00 1,00 174427 2
130 2,04 2,04 2,04 1,00 1,00 175026 2
131 2,04 2,04 2,04 1,00 1,00 175704 2
132 2,04 2,04 2,04 1,00 1,00 176270 2
133 2,04 2,04 2,04 1,00 1,00 176881 2
134 2,04 2,04 2,04 1,00 1,00 177431 2
135 2,04 2,04 2,04 1,00 1,00 178005 2
136 2,04 2,04 2,04 1,00 1,00 178566 2
137 2,04 2,04 2,04 1,00 1,00 179265 2
138 2,04 2,04 2,04 1,00 1,00 179894 2
139 2,04 2,04 2,04 1,00 1,00 180482 2
140 2,04 2,04 2,04 1,00 1,00 181063 2
141 2,04 2,04 2,04 1,00 1,00 181637 2
142 2,04 2,04 2,04 1,00 1,00 182152 2
143 2,04 2,04 2,04 2,00 1,00 182626 2
144 2,04 2,04 2,04 2,00 8,00 183097 2
145 2,04 2,04 2,04 2,00 8,00 183576 2
146 2,04 2,04 2,04 1,00 8,00 184032 2
147 2,04 2,04 2,04 2,00 1,00 184511 2
148 2,04 2,04 2,04 2,00 8,00 184974 2
149 2,04 2,04 2,04 2,00 8,00 185531 2
150 2,04 2,04 2,04 2,00 8,00 186058 2
151 2,04 2,04 2,04 2,00 8,00 186631 2
152 2,04 2,04 2,04 1,00 8,00 187173 2
153 2,04 2,04 2,04 1,00 1,00 187653 2
154 2,04 2,04 2,04 1,00 1,00 188087 2
155 2,04 2,04 2,04 1,00 1,00 188478 2
156 2,04 2,04 2,04 1,00 1,00 188781 2
157 2,04 2,04 2,04 1,00 1,00 189113 2
158 2,04 2,04 2,04 1,00 1,00 189431 2
159 2,04 2,04 2,04 1,00 1,00 189747 2
160 2,04 2,04 2,04 1,00 1,00 190001 2
161 2,04 2,04 2,04 1,00 1,00 190235 2
162 2,04 2,04 2,04 1,00 1,00 190426 2
163 2,04 2,04 2,04 1,00 1,00 190604 2
164 2,04 2,04 2,04 1,00 1,00 190779 2
165 2,04 2,04 2,04 2,00 1,00 191045 2
166 2,04 2,04 2,04 2,00 8,00 191280 2
167 2,04 2,04 2,04 2,00 8,00 191593 2
168 2,04 2,04 2,04 1,00 8,00 192025 2
169 2,04 2,04 2,04 1,00 1,00 192568 2
170 2,04 2,04 2,04 2,00 1,00 193073 2
171 2,04 2,04 2,04 2,00 8,00 193588 2
172 2,04 2,04 2,04 2,00 8,00 194218 2
173 2,04 2,04 2,04 1,00 8,00 194884 2
174 2,04 2,04 2,04 1,00 1,00 195676 2
175 2,04 2,04 2,04 1,00 1,00 196337 2
176 2,04 2,04 2,04 1,00 1,00 196899 2
177 2,04 2,04 2,04 1,00 1,00 197325 2
178 2,04 2,04 2,04 2,00 1,00 197802 2
179 2,04 2,04 2,04 2,00 8,00 198275 2
180 2,04 0,51 0,51 2,00 8,00 198921 2
181 2,04 0,51 0,51 2,00 8,00 199549 2
182 2,04 0,51 0,51 2,00 8,00 200208 2
183 2,04 0,51 0,51 2,00 8,00 201052 2
184 2,04 0,51 0,51 1,00 8,00 201970 2
185 2,04 2,04 2,04 1,00 1,00 202680 2
186 2,04 2,04 2,04 1,00 1,00 203342 2
187 2,04 2,04 2,04 2,00 1,00 203905 2
188 2,04 2,04 2,04 2,00 8,00 204414 2
189 2,04 2,04 2,04 2,00 8,00 205267 2
190 2,04 2,04 2,04 2,00 8,00 206148 2
191 2,04 2,04 2,04 2,00 8,00 207071 2
192 2,04 2,04 2,04 2,00 8,00 207853 2
193 2,04 2,04 2,04 2,00 8,00 208707 2
194 2,04 2,04 2,04 2,00 8,00 209442 2
195 2,04 2,04 2,04 2,00 8,00 210092 2
196 2,04 2,04 2,04 2,00 8,00 210836 2
197 2,04 2,04 2,04 2,00 8,00 211520 2
198 2,04 2,04 2,04 2,00 8,00 212143 2
199 2,04 2,04 2,04 1,00 8,00 212798 2
200 2,04 2,04 2,04 1,00 1,00 213398 2
201 2,04 2,04 2,04 1,00 1,00 213972 2
202 2,04 2,04 2,04 1,00 1,00 214446 2
203 2,04 2,04 2,04 1,00 1,00 214886 2
204 2,04 2,04 2,04 1,00 1,00 215331 2
205 2,04 2,04 2,04 1,00 1,00 215711 2
206 2,04 2,04 2,04 1,00 1,00 216069 2
207 2,04 2,04 2,04 1,00 1,00 216426 2
208 2,04 2,04 2,04 1,00 1,00 216691 2
209 2,04 2,04 2,04 1,00 1,00 216851 2
210 2,04 2,04 2,04 1,00 1,00 217021 2
211 2,04 2,04 2,04 1,00 1,00 217235 2
212 2,04 2,04 2,04 1,00 1,00 217428 2
213 2,04 2,04 2,04 1,00 1,00 217613 2
214 2,04 2,04 2,04 1,00 1,00 217786 2
215 2,04 2,04 2,04 2,00 1,00 218014 2
216 2,04 0,51 0,51 2,00 8,00 218241 2
217 2,04 0,51 0,51 2,00 8,00 218632 2
218 2,04 0,51 0,51 2,00 8,00 219065 2
219 2,04 0,51 0,51 2,00 8,00 219510 2
220 2,04 0,51 0,51 2,00 8,00 219834 2
221 2,04 0,51 0,51 2,00 8,00 220118 2
222 2,04 0,51 0,51 2,00 8,00 220457 2
223 2,04 0,51 0,51 2,00 8,00 220780 2
224 2,04 0,51 0,51 2,00 8,00 221084 2
225 2,04 0,51 0,51 2,00 8,00 221368 2
226 2,04 0,51 0,51 2,00 8,00 221678 2
227 2,04 0,51 0,51 2,00 8,00 222006 2
228 2,04 0,51 0,51 1,00 8,00 222403 2
229 2,04 0,51 0,51 1,00 1,00 222737 2
230 2,04 0,51 0,51 1,00 1,00 223035 2
231 2,04 0,51 0,51 1,00 1,00 223321 2
232 2,04 0,51 0,51 1,00 1,00 223592 2
233 2,04 0,51 0,51 1,00 1,00 223825 2
234 2,04 0,51 0,51 1,00 1,00 224068 2
235 2,04 2,04 2,04 1,00 1,00 224238 2
236 2,04 2,04 2,04 1,00 1,00 224458 2
237 2,04 2,04 2,04 1,00 1,00 224715 2
238 2,04 2,04 2,04 1,00 1,00 224963 2
239 2,04 2,04 2,04 1,00 1,00 225171 2
240 2,04 2,04 2,04 1,00 1,00 225419 2
241 2,04 2,04 2,04 1,00 1,00 225651 2
242 2,04 2,04 2,04 1,00 1,00 225874 2
243 2,04 2,04 2,04 1,00 1,00 226049 2
244 2,04 2,04 2,04 1,00 1,00 226240 2
245 2,04 2,04 2,04 2,00 1,00 226509 2
246 2,04 2,04 2,04 2,00 8,00 226809 2
247 2,04 2,04 2,04 2,00 8,00 227215 2
248 2,04 2,04 2,04 2,00 8,00 227639 2
249 2,04 2,04 2,04 2,00 8,00 228105 2
250 2,04 2,04 2,04 1,00 8,00 228636 2
251 2,04 2,04 2,04 1,00 1,00 229213 2
252 2,04 2,04 2,04 1,00 1,00 229674 2
253 2,04 2,04 2,04 1,00 1,00 230044 2
254 2,04 2,04 2,04 1,00 1,00 230450 2
255 2,04 2,04 2,04 1,00 1,00 230803 2
256 2,04 2,04 2,04 2,00 1,00 231184 2
257 2,04 2,04 2,04 2,00 8,00 231585 2
258 2,04 2,04 2,04 2,00 8,00 232098 2
259 2,04 2,04 2,04 2,00 8,00 232617 2
260 2,04 2,04 2,04 2,00 8,00 233264 2
261 2,04 2,04 2,04 2,00 8,00 233979 2
262 2,04 2,04 2,04 2,00 8,00 234613 2
263 2,04 2,04 2,04 2,00 8,00 235212 2
264 2,04 2,04 2,04 1,00 8,00 235817 2
265 2,04 2,04 2,04 2,00 1,00 236398 2
266 2,04 2,04 2,04 2,00 8,00 236895 2
267 2,04 2,04 2,04 2,00 8,00 237510 2
268 2,04 2,04 2,04 1,00 8,00 238092 2
269 2,04 2,04 2,04 1,00 1,00 238725 2
270 2,04 2,04 2,04 1,00 1,00 239224 2
271 2,04 2,04 2,04 1,00 1,00 239797 2
272 2,04 2,04 2,04 1,00 1,00 240308 2
273 2,04 2,04 2,04 1,00 1,00 240800 2
274 2,04 2,04 2,04 1,00 1,00 241319 2
275 2,04 2,04 2,04 1,00 1,00 241758 2
276 2,04 2,04 2,04 1,00 1,00 242166 2
277 2,04 2,04 2,04 1,00 1,00 242581 2
278 2,04 2,04 2,04 1,00 1,00 242909 2
279 2,04 2,04 2,04 1,00 1,00 243219 2
280 2,04 2,04 2,04 1,00 1,00 243464 2
281 2,04 2,04 2,04 1,00 1,00 243676 2
282 2,04 2,04 2,04 1,00 1,00 243930 2
283 2,04 2,04 2,04 1,00 1,00 244170 2
284 2,04 2,04 2,04 2,00 1,00 244381 2
285 2,04 2,04 2,04 2,00 8,00 244581 2
286 2,04 2,04 2,04 2,00 8,00 244881 2
287 2,04 2,04 2,04 2,00 8,00 245197 2
288 2,04 2,04 2,04 2,00 8,00 245608 2
289 2,04 2,04 2,04 2,00 8,00 246088 2
290 2,04 2,04 2,04 2,00 8,00 246639 2
291 2,04 2,04 2,04 2,00 8,00 247156 2
292 2,04 2,04 2,04 2,00 8,00 247714 2
293 2,04 2,04 2,04 2,00 8,00 248241 2
294 2,04 0,51 0,51 2,00 8,00 248810 2
295 2,04 0,51 0,51 2,00 8,00 249419 2
296 2,04 0,51 0,51 2,00 8,00 250007 2
297 2,04 0,51 0,51 2,00 8,00 250497 2
298 2,04 0,51 0,51 2,00 8,00 250954 2
299 2,04 0,51 0,51 2,00 8,00 251457 2
300 2,04 0,51 0,51 1,00 8,00 251857 2
301 2,04 0,51 0,51 1,00 1,00 252267 2
302 2,04 0,51 0,51 1,00 1,00 252574 2
303 2,04 0,51 0,51 1,00 1,00 252830 2
304 2,04 0,51 0,51 1,00 1,00 253107 2
305 2,04 0,51 0,51 1,00 1,00 253377 2
306 2,04 0,51 0,51 2,00 1,00 253614 2
307 2,04 0,51 0,51 2,00 8,00 253802 2
308 2,04 0,51 0,51 1,00 8,00 254049 2
309 2,04 0,51 0,51 2,00 1,00 254401 2
310 2,04 0,51 0,51 2,00 8,00 254778 2
311 2,04 0,51 0,51 2,00 8,00 255271 2
312 2,04 0,51 0,51 2,00 8,00 255757 2
313 2,04 0,51 0,51 2,00 8,00 256168 2
314 2,04 0,51 0,51 2,00 8,00 256672 2
315 2,04 0,51 0,51 2,00 8,00 257185 2
316 2,04 0,51 0,51 2,00 8,00 257712 2
317 2,04 0,51 0,51 3,00 8,00 258122 2
318 2,04 0,51 0,51 2,00 8,00 258667 2
319 2,04 0,51 0,51 3,00 8,00 259142 2
320 2,04 0,51 0,51 2,00 8,00 259646 2
