1000
0 150,66 150,66 150,66 1,00 19,00 0
1 150,66 10,04 10,04 1,00 31,00 1235
2 150,66 3,28 1,82 1,00 46,00 1774
3 150,66 3,28 1,94 1,00 62,00 1865
4 150,66 3,28 1,96 1,00 78,00 1875
5 150,66 3,28 1,96 1,00 94,00 1879
6 150,66 3,28 1,96 1,00 110,00 1881
7 150,66 3,28 1,96 1,00 126,00 1881
8 150,66 3,28 1,96 1,00 142,00 1881
9 150,66 3,28 1,96 1,00 158,00 1881
10 150,66 3,28 1,96 1,00 174,00 1881
11 150,66 3,28 1,96 1,00 190,00 1881
12 150,66 3,28 1,96 1,00 206,00 1881
13 150,66 3,28 1,96 1,00 222,00 1881
14 150,66 3,28 1,96 1,00 238,00 1881
15 150,66 3,28 1,96 1,00 254,00 1881
16 150,66 3,28 1,96 1,00 270,00 1881
17 150,66 3,28 1,96 1,00 286,00 1881
18 150,66 3,28 1,96 1,00 302,00 1881
19 150,66 3,28 1,96 1,00 318,00 1881
20 150,66 0,45 0,27 1,00 334,00 1881
21 150,66 0,45 0,27 1,00 350,00 1881
22 150,66 0,45 0,27 1,00 366,00 1881
23 150,66 0,45 0,27 1,00 382,00 1881
24 150,66 0,45 0,27 1,00 398,00 1881
25 150,66 0,45 0,27 1,00 414,00 1881
26 150,66 0,45 0,27 1,00 430,00 1881
27 150,66 0,45 0,27 1,00 446,00 1881
28 150,66 0,45 0,27 1,00 462,00 1881
29 150,66 0,45 0,27 1,00 478,00 1881
30 150,66 0,45 0,27 99,00 494,00 1881
31 150,66 30,25 18,11 99,00 509,00 2704
32 150,66 29,36 17,17 99,00 524,00 3431
33 150,66 29,36 16,87 99,00 540,00 3821
34 150,66 29,36 17,81 99,00 556,00 4072
35 150,66 29,36 18,01 99,00 572,00 4286
36 150,66 29,36 17,36 99,00 588,00 4405
37 150,66 29,36 17,35 99,00 604,00 4558
38 150,66 29,36 17,83 99,00 620,00 4625
39 150,66 29,36 17,24 99,00 636,00 4666
40 150,66 29,36 17,19 99,00 652,00 4711
41 150,66 29,36 17,36 99,00 668,00 4762
42 150,66 21,81 13,12 99,00 684,00 4795
43 150,66 21,81 12,67 99,00 700,00 4831
44 150,66 21,81 13,02 99,00 716,00 4863
45 150,66 21,81 13,00 99,00 732,00 4893
46 150,66 21,81 13,03 99,00 748,00 4918
47 150,66 21,81 12,96 99,00 764,00 4938
48 150,66 21,81 12,96 99,00 780,00 4953
49 150,66 21,81 12,96 99,00 796,00 4969
50 150,66 21,81 12,94 99,00 812,00 4978
51 150,66 21,81 12,95 99,00 828,00 4991
52 150,66 21,81 12,93 99,00 844,00 5006
53 150,66 21,81 12,92 99,00 860,00 5016
54 150,66 21,81 12,92 99,00 876,00 5027
55 150,66 21,81 12,91 99,00 892,00 5033
56 150,66 21,81 12,91 99,00 908,00 5043
57 150,66 21,81 12,89 99,00 924,00 5047
58 150,66 21,81 12,89 99,00 940,00 5055
59 150,66 21,81 12,89 99,00 956,00 5061
60 150,66 21,81 12,89 3,00 972,00 5068
61 150,66 21,81 12,89 3,00 988,00 5076
62 150,66 21,81 12,85 3,00 1.004,00 5097
63 150,66 21,81 12,85 3,00 1.020,00 5110
64 150,66 21,81 12,84 3,00 1.036,00 5114
65 150,66 21,81 12,83 3,00 1.052,00 5115
66 150,66 21,81 12,83 3,00 1.068,00 5118
67 150,66 21,81 12,83 3,00 1.084,00 5123
68 150,66 21,81 12,83 3,00 1.100,00 5124
69 150,66 21,81 12,83 3,00 1.116,00 5125
70 150,66 21,81 12,83 3,00 1.132,00 5125
71 150,66 0,39 0,23 3,00 1.148,00 5125
72 150,66 0,39 0,23 3,00 1.164,00 5125
73 150,66 0,39 0,23 3,00 1.180,00 5125
74 150,66 0,39 0,23 3,00 1.196,00 5126
75 150,66 0,39 0,23 3,00 1.212,00 5126
76 150,66 0,39 0,23 3,00 1.228,00 5126
77 150,66 0,39 0,23 3,00 1.244,00 5126
78 150,66 0,39 0,23 3,00 1.260,00 5127
79 150,66 0,39 0,23 3,00 1.276,00 5128
80 150,66 0,39 0,23 3,00 1.292,00 5128
81 150,66 0,39 0,23 3,00 1.308,00 5128
82 150,66 0,39 0,23 3,00 1.324,00 5128
83 150,66 0,39 0,23 3,00 1.340,00 5128
84 150,66 0,39 0,23 3,00 1.356,00 5128
85 150,66 0,39 0,23 3,00 1.372,00 5128
86 150,66 0,39 0,23 3,00 1.388,00 5128
87 150,66 0,39 0,23 3,00 1.404,00 5128
88 150,66 0,39 0,23 3,00 1.420,00 5129
89 150,66 0,39 0,23 3,00 1.436,00 5133
90 150,66 0,39 0,23 101,00 1.452,00 5133
91 150,66 10,49 6,17 101,00 1.467,00 5240
92 150,66 10,49 6,07 101,00 1.483,00 5280
93 150,66 10,49 6,07 101,00 1.499,00 5298
94 150,66 10,49 6,07 101,00 1.515,00 5308
95 150,66 10,49 6,06 101,00 1.531,00 5318
96 150,66 10,49 6,06 101,00 1.547,00 5327
97 150,66 10,49 6,06 101,00 1.563,00 5336
98 150,66 9,64 5,57 101,00 1.579,00 5340
99 150,66 9,64 5,57 101,00 1.595,00 5347
100 150,66 9,64 5,57 101,00 1.611,00 5351
101 150,66 9,35 5,40 101,00 1.627,00 5353
102 150,66 9,35 5,40 101,00 1.643,00 5354
103 150,66 9,35 5,40 101,00 1.659,00 5357
104 150,66 9,35 5,40 101,00 1.675,00 5357
105 150,66 9,35 5,40 101,00 1.691,00 5357
106 150,66 9,35 5,40 101,00 1.707,00 5357
107 150,66 9,35 5,40 101,00 1.723,00 5357
108 150,66 9,35 5,40 101,00 1.739,00 5357
109 150,66 9,35 5,40 101,00 1.755,00 5359
110 150,66 8,59 4,96 101,00 1.771,00 5359
111 150,66 8,59 4,96 101,00 1.787,00 5360
112 150,66 8,59 4,96 101,00 1.803,00 5362
113 150,66 8,59 4,96 101,00 1.819,00 5364
114 150,66 8,59 4,96 101,00 1.835,00 5366
115 150,66 8,59 4,96 101,00 1.851,00 5366
116 150,66 8,59 4,96 101,00 1.867,00 5366
117 150,66 8,59 4,96 101,00 1.883,00 5366
118 150,66 8,59 4,96 101,00 1.899,00 5367
119 150,66 8,59 4,96 101,00 1.915,00 5368
120 150,66 8,59 4,96 22,00 1.931,00 5368
121 150,66 8,59 4,96 22,00 1.947,00 5378
122 150,66 1,69 0,96 22,00 1.963,00 5387
123 150,66 1,69 0,96 22,00 1.979,00 5391
124 150,66 1,69 0,96 22,00 1.995,00 5392
125 150,66 1,69 0,96 22,00 2.011,00 5392
126 150,66 1,69 0,96 22,00 2.027,00 5392
127 150,66 1,69 0,96 22,00 2.043,00 5392
128 150,66 1,69 0,96 22,00 2.059,00 5392
129 150,66 1,69 0,96 22,00 2.075,00 5392
130 150,66 1,69 0,96 22,00 2.091,00 5392
131 150,66 1,69 0,96 22,00 2.107,00 5392
132 150,66 1,69 0,96 22,00 2.123,00 5392
133 150,66 1,55 0,88 22,00 2.139,00 5392
134 150,66 1,55 0,88 22,00 2.155,00 5392
135 150,66 1,55 0,88 22,00 2.171,00 5392
136 150,66 1,55 0,88 22,00 2.187,00 5392
137 150,66 1,55 0,88 22,00 2.203,00 5392
138 150,66 1,55 0,88 22,00 2.219,00 5392
139 150,66 1,55 0,88 22,00 2.235,00 5392
140 150,66 1,55 0,88 22,00 2.251,00 5397
141 150,66 1,55 0,87 22,00 2.267,00 5398
142 150,66 1,55 0,87 22,00 2.283,00 5398
143 150,66 1,55 0,87 22,00 2.299,00 5398
144 150,66 1,55 0,87 22,00 2.315,00 5398
145 150,66 1,55 0,87 22,00 2.331,00 5398
146 150,66 1,55 0,87 22,00 2.347,00 5398
147 150,66 1,55 0,87 22,00 2.363,00 5398
148 150,66 1,39 0,78 22,00 2.379,00 5398
149 150,66 1,39 0,78 22,00 2.395,00 5398
150 150,66 1,39 0,78 100,00 2.411,00 5398
151 150,66 1,39 0,78 100,00 2.427,00 5443
152 150,66 1,39 0,78 100,00 2.443,00 5461
153 150,66 1,39 0,78 100,00 2.459,00 5469
154 150,66 1,39 0,78 100,00 2.475,00 5476
155 150,66 1,39 0,78 100,00 2.491,00 5480
156 150,66 1,39 0,78 100,00 2.507,00 5482
157 150,66 1,39 0,78 100,00 2.523,00 5482
158 150,66 1,39 0,78 100,00 2.539,00 5492
159 150,66 1,39 0,78 100,00 2.555,00 5501
160 150,66 5,86 3,27 100,00 2.571,00 5510
161 150,66 5,86 3,27 100,00 2.587,00 5520
162 150,66 5,86 3,27 100,00 2.603,00 5532
163 150,66 5,86 3,26 100,00 2.619,00 5544
164 150,66 5,86 3,26 100,00 2.635,00 5553
165 150,66 5,86 3,26 100,00 2.651,00 5560
166 150,66 5,86 3,26 100,00 2.667,00 5566
167 150,66 5,62 3,12 100,00 2.683,00 5570
168 150,66 5,62 3,12 100,00 2.699,00 5573
169 150,66 5,62 3,12 100,00 2.715,00 5575
170 150,66 5,62 3,12 100,00 2.731,00 5576
171 150,66 5,62 3,12 100,00 2.747,00 5577
172 150,66 5,62 3,12 100,00 2.763,00 5578
173 150,66 5,62 3,12 100,00 2.779,00 5579
174 150,66 5,62 3,12 100,00 2.795,00 5580
175 150,66 5,62 3,12 100,00 2.811,00 5582
176 150,66 5,33 2,96 100,00 2.827,00 5583
177 150,66 5,33 2,96 100,00 2.843,00 5584
178 150,66 5,33 2,96 100,00 2.859,00 5587
179 150,66 5,33 2,96 100,00 2.875,00 5589
180 150,66 5,33 2,96 38,00 2.891,00 5591
181 150,66 5,33 2,96 38,00 2.907,00 5600
182 150,66 5,33 2,95 38,00 2.923,00 5601
183 150,66 5,33 2,95 38,00 2.939,00 5602
184 150,66 5,33 2,95 38,00 2.955,00 5602
185 150,66 5,33 2,95 38,00 2.971,00 5602
186 150,66 5,33 2,95 38,00 2.987,00 5602
187 150,66 5,33 2,95 38,00 3.003,00 5602
188 150,66 5,33 2,95 38,00 3.019,00 5602
189 150,66 5,33 2,95 38,00 3.035,00 5602
190 150,66 5,33 2,95 38,00 3.051,00 5602
191 150,66 5,33 2,95 38,00 3.067,00 5604
192 150,66 5,33 2,95 38,00 3.083,00 5606
193 150,66 5,33 2,95 38,00 3.099,00 5607
194 150,66 5,33 2,95 38,00 3.115,00 5611
195 150,66 5,33 2,93 38,00 3.131,00 5613
196 150,66 5,33 2,93 38,00 3.147,00 5613
197 150,66 5,33 2,93 38,00 3.163,00 5613
198 150,66 5,33 2,93 38,00 3.179,00 5613
199 150,66 1,79 0,99 38,00 3.195,00 5613
200 150,66 1,78 0,98 38,00 3.211,00 5613
201 150,66 1,78 0,98 38,00 3.227,00 5613
202 150,66 1,78 0,98 38,00 3.243,00 5613
203 150,66 1,78 0,98 38,00 3.259,00 5613
204 150,66 1,78 0,98 38,00 3.275,00 5613
205 150,66 1,78 0,98 38,00 3.291,00 5613
206 150,66 1,78 0,98 38,00 3.307,00 5613
207 150,66 1,78 0,98 38,00 3.323,00 5613
208 150,66 1,78 0,98 38,00 3.339,00 5614
209 150,66 1,78 0,98 38,00 3.355,00 5616
210 150,66 1,78 0,98 74,00 3.371,00 5616
211 150,66 1,78 0,98 74,00 3.387,00 5655
212 150,66 1,78 0,97 74,00 3.403,00 5665
213 150,66 1,78 0,97 74,00 3.419,00 5671
214 150,66 1,78 0,97 74,00 3.435,00 5671
215 150,66 1,78 0,97 74,00 3.451,00 5671
216 150,66 1,78 0,97 74,00 3.467,00 5671
217 150,66 1,78 0,97 74,00 3.483,00 5671
218 150,66 1,78 0,97 74,00 3.499,00 5671
219 150,66 1,78 0,97 74,00 3.515,00 5671
220 150,66 1,78 0,97 74,00 3.531,00 5671
221 150,66 1,78 0,97 74,00 3.547,00 5671
222 150,66 1,78 0,97 74,00 3.563,00 5671
223 150,66 1,78 0,97 74,00 3.579,00 5671
224 150,66 1,78 0,97 74,00 3.595,00 5671
225 150,66 1,78 0,97 74,00 3.611,00 5671
226 150,66 1,78 0,97 74,00 3.627,00 5671
227 150,66 1,78 0,97 74,00 3.643,00 5671
228 150,66 1,78 0,97 74,00 3.659,00 5671
229 150,66 1,78 0,97 74,00 3.675,00 5671
230 150,66 1,78 0,97 74,00 3.691,00 5671
231 150,66 1,78 0,97 74,00 3.707,00 5671
232 150,66 1,78 0,97 74,00 3.723,00 5671
233 150,66 1,78 0,97 74,00 3.739,00 5671
234 150,66 1,78 0,97 74,00 3.755,00 5671
235 150,66 1,78 0,97 74,00 3.771,00 5671
236 150,66 1,78 0,97 74,00 3.787,00 5671
237 150,66 1,78 0,97 74,00 3.803,00 5671
238 150,66 1,78 0,97 74,00 3.819,00 5671
239 150,66 1,78 0,97 74,00 3.835,00 5671
240 150,66 1,78 0,97 106,00 3.851,00 5671
241 150,66 1,78 0,97 106,00 3.867,00 5686
242 150,66 1,78 0,96 106,00 3.883,00 5686
243 150,66 1,78 0,96 106,00 3.899,00 5687
244 150,66 1,78 0,96 106,00 3.915,00 5688
245 150,66 1,78 0,96 106,00 3.931,00 5688
246 150,66 1,78 0,96 106,00 3.947,00 5688
247 150,66 1,78 0,96 106,00 3.963,00 5688
248 150,66 1,78 0,96 106,00 3.979,00 5688
249 150,66 1,78 0,96 106,00 3.995,00 5691
250 150,66 1,78 0,96 106,00 4.011,00 5693
251 150,66 1,78 0,96 106,00 4.027,00 5693
252 150,66 3,95 2,13 106,00 4.043,00 5693
253 150,66 3,95 2,13 106,00 4.059,00 5694
254 150,66 3,92 2,11 106,00 4.075,00 5694
255 150,66 3,92 2,11 106,00 4.091,00 5694
256 150,66 3,89 2,10 106,00 4.107,00 5694
257 150,66 3,89 2,10 106,00 4.123,00 5694
258 150,66 3,89 2,10 106,00 4.139,00 5694
259 150,66 3,89 2,10 106,00 4.155,00 5694
260 150,66 3,89 2,10 106,00 4.171,00 5694
261 150,66 3,89 2,10 106,00 4.187,00 5694
262 150,66 3,89 2,10 106,00 4.203,00 5694
263 150,66 3,89 2,10 106,00 4.219,00 5694
264 150,66 3,89 2,10 106,00 4.235,00 5694
265 150,66 3,89 2,10 106,00 4.251,00 5694
266 150,66 3,89 2,10 106,00 4.267,00 5694
267 150,66 3,89 2,10 106,00 4.283,00 5694
268 150,66 3,89 2,10 106,00 4.299,00 5694
269 150,66 3,70 2,00 106,00 4.315,00 5694
270 150,66 3,70 2,00 58,00 4.331,00 5694
271 150,66 3,70 2,00 58,00 4.347,00 5724
272 150,66 3,70 1,97 58,00 4.363,00 5736
273 150,66 3,70 1,97 58,00 4.379,00 5742
274 150,66 3,70 1,97 58,00 4.395,00 5742
275 150,66 3,70 1,97 58,00 4.411,00 5742
276 150,66 3,70 1,97 58,00 4.427,00 5742
277 150,66 3,70 1,97 58,00 4.443,00 5742
278 150,66 3,70 1,97 58,00 4.459,00 5742
279 150,66 3,70 1,97 58,00 4.475,00 5742
280 150,66 3,70 1,97 58,00 4.491,00 5742
281 150,66 3,70 1,97 58,00 4.507,00 5742
282 150,66 3,70 1,97 58,00 4.523,00 5742
283 150,66 3,70 1,97 58,00 4.539,00 5742
284 150,66 3,70 1,97 58,00 4.555,00 5742
285 150,66 3,70 1,97 58,00 4.571,00 5742
286 150,66 3,70 1,97 58,00 4.587,00 5742
287 150,66 3,70 1,97 58,00 4.603,00 5742
288 150,66 3,70 1,97 58,00 4.619,00 5742
289 150,66 3,70 1,97 58,00 4.635,00 5742
290 150,66 3,70 1,97 58,00 4.651,00 5742
291 150,66 3,70 1,97 58,00 4.667,00 5742
292 150,66 3,70 1,97 58,00 4.683,00 5742
293 150,66 3,70 1,97 58,00 4.699,00 5742
294 150,66 3,70 1,97 58,00 4.715,00 5742
295 150,66 3,70 1,97 58,00 4.731,00 5742
296 150,66 3,70 1,97 58,00 4.747,00 5742
297 150,66 3,70 1,97 58,00 4.763,00 5742
298 150,66 3,70 1,97 58,00 4.779,00 5742
299 150,66 3,70 1,97 58,00 4.795,00 5742
300 150,66 3,70 1,97 5,00 4.811,00 5742
