1000
0 439,58 439,58 439,58 1,00 74,00 0
1 439,58 5,71 5,71 1,00 77,00 1235
2 439,58 5,49 5,97 1,00 80,00 1774
3 439,58 5,49 6,17 1,00 83,00 1865
4 439,58 5,49 6,19 1,00 86,00 1875
5 439,58 5,49 6,18 1,00 89,00 1879
6 439,58 5,49 6,19 1,00 92,00 1881
7 439,58 5,49 6,19 1,00 95,00 1881
8 439,58 5,49 6,19 1,00 98,00 1881
9 439,58 4,35 4,91 1,00 101,00 1881
10 439,58 4,23 4,76 1,00 104,00 1881
11 439,58 4,23 4,76 1,00 107,00 1881
12 439,58 4,23 4,76 1,00 110,00 1881
13 439,58 4,23 4,76 1,00 113,00 1881
14 439,58 4,23 4,76 1,00 116,00 1881
15 439,58 4,23 4,76 1,00 119,00 1881
16 439,58 4,23 4,76 1,00 122,00 1881
17 439,58 4,23 4,76 1,00 125,00 1881
18 439,58 4,23 4,76 1,00 128,00 1881
19 439,58 4,23 4,76 1,00 131,00 1881
20 439,58 4,23 4,76 1,00 134,00 1881
21 439,58 4,23 4,76 1,00 137,00 1881
22 439,58 4,23 4,76 1,00 140,00 1881
23 439,58 4,23 4,76 1,00 143,00 1881
24 439,58 4,23 4,76 1,00 146,00 1881
25 439,58 4,23 4,76 1,00 149,00 1881
26 439,58 4,23 4,76 1,00 152,00 1881
27 439,58 4,23 4,76 1,00 155,00 1881
28 439,58 4,23 4,76 1,00 158,00 1881
29 439,58 4,23 4,76 1,00 161,00 1881
30 439,58 4,23 4,76 91,00 164,00 1881
31 439,58 245,41 276,63 91,00 166,00 2704
32 439,58 242,43 253,01 91,00 168,00 3431
33 439,58 242,43 327,74 91,00 171,00 3821
34 439,58 242,43 325,01 91,00 174,00 4072
35 439,58 242,43 352,00 91,00 177,00 4286
36 439,58 242,43 333,43 91,00 180,00 4405
37 439,58 242,43 332,17 91,00 183,00 4558
38 439,58 242,43 349,21 91,00 186,00 4625
39 439,58 242,43 339,76 91,00 189,00 4666
40 439,58 242,43 344,89 91,00 192,00 4711
41 439,58 242,43 345,51 91,00 195,00 4762
42 439,58 202,03 295,65 91,00 198,00 4795
43 439,58 202,03 284,66 91,00 201,00 4831
44 439,58 202,03 291,80 91,00 204,00 4863
45 439,58 202,03 291,78 91,00 207,00 4893
46 439,58 202,03 291,74 91,00 210,00 4918
47 439,58 187,80 271,19 91,00 213,00 4938
48 439,58 187,80 271,19 91,00 216,00 4953
49 439,58 187,80 271,19 91,00 219,00 4969
50 439,58 187,80 271,19 91,00 222,00 4978
51 439,58 187,80 271,19 91,00 225,00 4991
52 439,58 187,80 271,19 91,00 228,00 5006
53 439,58 187,80 271,19 91,00 231,00 5016
54 439,58 187,80 271,19 91,00 234,00 5027
55 439,58 187,80 271,19 91,00 237,00 5033
56 439,58 187,80 271,19 91,00 240,00 5043
57 439,58 187,80 271,19 91,00 243,00 5047
58 439,58 187,80 271,19 91,00 246,00 5055
59 439,58 187,80 271,19 91,00 249,00 5061
60 439,58 187,80 271,19 1,00 252,00 5068
61 439,58 187,80 271,19 1,00 255,00 5076
62 439,58 187,80 271,21 1,00 258,00 5097
63 439,58 1,68 2,43 1,00 261,00 5110
64 439,58 1,68 2,43 1,00 264,00 5114
65 439,58 1,68 2,43 1,00 267,00 5115
66 439,58 1,68 2,43 1,00 270,00 5118
67 439,58 1,68 2,43 1,00 273,00 5123
