500
0 476,53 476,53 476,53 1,00 27,00
1 476,53 0,00 0,00 1,00 25,00
2 476,53 1.429,58 2.163,19 99,00 27,00
3 476,53 0,00 0,00 1,00 30,00
4 476,53 1.429,58 1.828,72 99,00 32,00
5 476,53 0,00 0,00 1,00 35,00
6 476,53 953,06 1.297,87 99,00 37,00
7 476,53 0,00 0,00 1,00 40,00
8 476,53 953,06 1.354,30 99,00 42,00
9 476,53 0,00 0,00 1,00 45,00
10 476,53 953,06 1.287,54 99,00 47,00
11 476,53 0,00 0,00 1,00 50,00
12 476,53 476,53 659,47 99,00 52,00
13 476,53 0,00 0,00 1,00 55,00
14 476,53 476,53 642,05 99,00 57,00
15 476,53 0,00 0,00 1,00 60,00
16 476,53 476,53 629,18 99,00 62,00
17 476,53 0,00 0,00 1,00 65,00
18 476,53 476,53 629,45 99,00 67,00
19 476,53 0,00 0,00 1,00 70,00
20 476,53 476,53 628,86 99,00 72,00
21 476,53 0,00 0,00 1,00 75,00
22 476,53 476,53 630,55 99,00 77,00
23 476,53 0,00 0,00 1,00 80,00
24 476,53 476,53 629,81 99,00 82,00
25 476,53 0,00 0,00 1,00 85,00
26 476,53 476,53 629,31 99,00 87,00
27 476,53 0,00 0,00 1,00 90,00
28 476,53 476,53 629,42 99,00 92,00
29 476,53 0,00 0,00 1,00 95,00
30 476,53 476,53 629,07 99,00 97,00
31 476,53 0,00 0,00 1,00 100,00
32 476,53 0,00 0,00 99,00 102,00
33 476,53 476,53 629,27 197,00 104,00
34 476,53 0,00 0,00 97,00 107,00
35 476,53 476,53 629,20 195,00 109,00
36 476,53 0,00 0,00 95,00 112,00
37 476,53 476,53 629,44 193,00 114,00
38 476,53 0,00 0,00 93,00 117,00
39 476,53 476,53 629,86 191,00 119,00
40 476,53 0,00 0,00 92,00 122,00
41 476,53 476,53 630,05 190,00 124,00
42 476,53 0,00 0,00 90,00 127,00
43 476,53 476,53 630,46 188,00 129,00
44 476,53 0,00 0,00 88,00 132,00
45 476,53 476,53 630,84 186,00 134,00
46 476,53 0,00 0,00 86,00 137,00
47 476,53 476,53 631,34 184,00 139,00
48 476,53 0,00 0,00 84,00 142,00
49 476,53 476,53 631,96 182,00 144,00
50 476,53 0,00 0,00 82,00 147,00
51 476,53 476,53 632,95 180,00 149,00
52 476,53 0,00 0,00 80,00 152,00
53 476,53 476,53 634,14 178,00 154,00
54 476,53 0,00 0,00 78,00 157,00
55 476,53 476,53 635,39 176,00 159,00
56 476,53 0,00 0,00 76,00 162,00
57 476,53 476,53 636,80 174,00 164,00
58 476,53 0,00 0,00 74,00 167,00
59 476,53 476,53 638,16 172,00 169,00
60 476,53 0,00 0,00 72,00 172,00
61 476,53 0,00 0,00 170,00 173,00
62 476,53 476,53 640,49 268,00 175,00
63 476,53 0,00 0,00 168,00 178,00
64 476,53 476,53 642,14 266,00 180,00
65 476,53 0,00 0,00 166,00 183,00
66 476,53 476,53 643,71 264,00 185,00
67 476,53 0,00 0,00 165,00 188,00
68 476,53 476,53 645,45 263,00 190,00
69 476,53 0,00 0,00 163,00 193,00
70 476,53 476,53 647,38 261,00 195,00
71 476,53 0,00 0,00 161,00 198,00
72 476,53 476,53 649,36 259,00 200,00
73 476,53 0,00 0,00 160,00 203,00
74 476,53 476,53 651,57 258,00 205,00
75 476,53 0,00 0,00 158,00 208,00
76 476,53 476,53 653,82 256,00 210,00
77 476,53 0,00 0,00 156,00 213,00
78 476,53 476,53 655,98 254,00 215,00
79 476,53 0,00 0,00 154,00 218,00
80 476,53 476,53 658,52 252,00 220,00
81 476,53 0,00 0,00 152,00 223,00
82 476,53 476,53 660,94 250,00 225,00
83 476,53 0,00 0,00 150,00 228,00
84 476,53 476,53 663,45 248,00 230,00
85 476,53 0,00 0,00 148,00 233,00
86 476,53 476,53 666,01 246,00 235,00
87 476,53 0,00 0,00 146,00 238,00
88 476,53 476,53 668,94 244,00 240,00
89 476,53 0,00 0,00 145,00 243,00
90 476,53 0,00 0,00 243,00 245,00
91 476,53 476,53 673,44 341,00 247,00
92 476,53 0,00 0,00 241,00 250,00
93 476,53 476,53 676,45 339,00 252,00
94 476,53 0,00 0,00 239,00 255,00
95 476,53 476,53 679,64 337,00 257,00
96 476,53 0,00 0,00 237,00 260,00
97 476,53 476,53 683,04 335,00 262,00
98 476,53 0,00 0,00 235,00 265,00
99 476,53 476,53 686,40 333,00 267,00
100 476,53 0,00 0,00 233,00 270,00
101 476,53 476,53 689,83 331,00 272,00
102 476,53 0,00 0,00 231,00 275,00
103 476,53 476,53 693,47 329,00 277,00
104 476,53 0,00 0,00 230,00 280,00
105 476,53 476,53 697,31 328,00 282,00
106 476,53 0,00 0,00 228,00 285,00
107 476,53 476,53 701,03 326,00 287,00
108 476,53 0,00 0,00 226,00 290,00
109 476,53 476,53 705,10 324,00 292,00
110 476,53 0,00 0,00 224,00 295,00
111 476,53 476,53 709,13 322,00 297,00
112 476,53 0,00 0,00 222,00 300,00
113 476,53 476,53 713,31 320,00 302,00
114 476,53 0,00 0,00 220,00 305,00
115 476,53 476,53 717,65 318,00 307,00
116 476,53 0,00 0,00 218,00 310,00
117 476,53 476,53 722,36 316,00 312,00
118 476,53 0,00 0,00 216,00 315,00
119 476,53 0,00 0,00 314,00 317,00
120 476,53 476,53 728,93 412,00 319,00
121 476,53 0,00 0,00 312,00 322,00
122 476,53 476,53 733,40 410,00 324,00
123 476,53 0,00 0,00 310,00 327,00
124 476,53 476,53 738,04 408,00 329,00
125 476,53 0,00 0,00 308,00 332,00
126 476,53 476,53 742,70 406,00 334,00
127 476,53 0,00 0,00 306,00 337,00
128 476,53 476,53 747,50 404,00 339,00
129 476,53 0,00 0,00 304,00 342,00
130 476,53 476,53 752,45 402,00 344,00
131 476,53 0,00 0,00 303,00 347,00
132 476,53 476,53 757,48 401,00 349,00
133 476,53 0,00 0,00 301,00 352,00
134 476,53 476,53 762,55 399,00 354,00
135 476,53 0,00 0,00 299,00 357,00
136 476,53 476,53 767,84 397,00 359,00
137 476,53 0,00 0,00 297,00 362,00
138 476,53 476,53 773,24 395,00 364,00
139 476,53 0,00 0,00 295,00 367,00
140 476,53 476,53 778,91 393,00 369,00
141 476,53 0,00 0,00 293,00 372,00
142 476,53 476,53 784,24 391,00 374,00
143 476,53 0,00 0,00 291,00 377,00
144 476,53 476,53 789,72 389,00 379,00
145 476,53 0,00 0,00 289,00 382,00
146 476,53 476,53 795,38 387,00 384,00
147 476,53 0,00 0,00 287,00 387,00
148 476,53 0,00 0,00 385,00 388,00
149 476,53 476,53 803,89 483,00 390,00
150 476,53 0,00 0,00 383,00 393,00
151 476,53 476,53 809,93 481,00 395,00
152 476,53 0,00 0,00 381,00 398,00
153 476,53 476,53 816,07 479,00 400,00
154 476,53 0,00 0,00 379,00 403,00
155 476,53 476,53 822,36 477,00 405,00
156 476,53 0,00 0,00 378,00 408,00
157 476,53 476,53 828,74 476,00 410,00
158 476,53 0,00 0,00 376,00 413,00
159 476,53 476,53 835,34 474,00 415,00
160 476,53 0,00 0,00 375,00 418,00
161 476,53 476,53 841,90 473,00 420,00
162 476,53 0,00 0,00 373,00 423,00
163 476,53 476,53 848,38 471,00 425,00
164 476,53 0,00 0,00 371,00 428,00
165 476,53 476,53 855,05 469,00 430,00
166 476,53 0,00 0,00 370,00 433,00
167 476,53 476,53 861,72 468,00 435,00
168 476,53 0,00 0,00 368,00 438,00
169 476,53 476,53 868,42 466,00 440,00
170 476,53 0,00 0,00 366,00 443,00
171 476,53 476,53 875,38 464,00 445,00
172 476,53 0,00 0,00 364,00 448,00
173 476,53 476,53 882,63 462,00 450,00
174 476,53 0,00 0,00 362,00 453,00
175 476,53 476,53 889,79 460,00 455,00
176 476,53 0,00 0,00 360,00 458,00
177 476,53 0,00 0,00 458,00 460,00
178 476,53 476,53 900,59 556,00 462,00
179 476,53 0,00 0,00 456,00 465,00
180 476,53 476,53 907,96 554,00 467,00
181 476,53 0,00 0,00 454,00 470,00
182 476,53 476,53 915,23 552,00 472,00
183 476,53 0,00 0,00 452,00 475,00
184 476,53 476,53 922,52 550,00 477,00
185 476,53 0,00 0,00 450,00 480,00
186 476,53 476,53 930,01 548,00 482,00
187 476,53 0,00 0,00 448,00 485,00
188 476,53 476,53 937,52 546,00 487,00
189 476,53 0,00 0,00 446,00 490,00
190 476,53 476,53 945,02 544,00 492,00
191 476,53 0,00 0,00 444,00 495,00
192 476,53 476,53 952,58 542,00 497,00
193 476,53 0,00 0,00 442,00 500,00
194 476,53 476,53 960,47 540,00 502,00
195 476,53 0,00 0,00 440,00 505,00
196 476,53 476,53 968,68 538,00 507,00
197 476,53 0,00 0,00 438,00 510,00
198 476,53 476,53 976,77 536,00 512,00
199 476,53 0,00 0,00 436,00 515,00
200 476,53 476,53 985,09 534,00 517,00
201 476,53 0,00 0,00 434,00 520,00
202 476,53 476,53 993,27 532,00 522,00
203 476,53 0,00 0,00 432,00 525,00
204 476,53 476,53 1.001,51 530,00 527,00
205 476,53 0,00 0,00 430,00 530,00
206 476,53 0,00 0,00 528,00 531,00
207 476,53 476,53 1.014,35 626,00 533,00
208 476,53 0,00 0,00 526,00 536,00
209 476,53 476,53 1.023,04 624,00 538,00
210 476,53 0,00 0,00 524,00 541,00
211 476,53 476,53 1.031,73 622,00 543,00
212 476,53 0,00 0,00 522,00 546,00
213 476,53 476,53 1.040,67 620,00 548,00
214 476,53 0,00 0,00 521,00 551,00
215 476,53 476,53 1.049,57 619,00 553,00
216 476,53 0,00 0,00 520,00 556,00
217 476,53 476,53 1.058,63 618,00 558,00
218 476,53 0,00 0,00 518,00 561,00
219 476,53 476,53 1.067,77 616,00 563,00
220 476,53 0,00 0,00 516,00 566,00
221 476,53 476,53 1.076,97 614,00 568,00
222 476,53 0,00 0,00 514,00 571,00
223 476,53 476,53 1.086,13 612,00 573,00
224 476,53 0,00 0,00 512,00 576,00
225 476,53 476,53 1.095,36 610,00 578,00
226 476,53 0,00 0,00 510,00 581,00
227 476,53 476,53 1.104,56 608,00 583,00
228 476,53 0,00 0,00 508,00 586,00
229 476,53 476,53 1.113,79 606,00 588,00
230 476,53 0,00 0,00 506,00 591,00
231 476,53 476,53 1.123,12 604,00 593,00
232 476,53 0,00 0,00 504,00 596,00
233 476,53 476,53 1.132,50 602,00 598,00
234 476,53 0,00 0,00 502,00 601,00
235 476,53 0,00 0,00 600,00 603,00
236 476,53 476,53 1.146,98 698,00 605,00
237 476,53 0,00 0,00 598,00 608,00
238 476,53 476,53 1.156,52 696,00 610,00
239 476,53 0,00 0,00 596,00 613,00
240 476,53 476,53 1.166,22 694,00 615,00
241 476,53 0,00 0,00 595,00 618,00
242 476,53 476,53 1.176,03 693,00 620,00
243 476,53 0,00 0,00 593,00 623,00
244 476,53 476,53 1.185,99 691,00 625,00
245 476,53 0,00 0,00 591,00 628,00
246 476,53 476,53 1.195,80 689,00 630,00
247 476,53 0,00 0,00 589,00 633,00
248 476,53 476,53 1.205,85 687,00 635,00
249 476,53 0,00 0,00 587,00 638,00
250 476,53 476,53 1.216,20 685,00 640,00
251 476,53 0,00 0,00 585,00 643,00
252 476,53 476,53 1.226,26 683,00 645,00
253 476,53 0,00 0,00 583,00 648,00
254 476,53 476,53 1.236,50 681,00 650,00
255 476,53 0,00 0,00 581,00 653,00
256 476,53 476,53 1.247,10 679,00 655,00
257 476,53 0,00 0,00 579,00 658,00
258 476,53 476,53 1.257,88 677,00 660,00
259 476,53 0,00 0,00 577,00 663,00
260 476,53 476,53 1.268,70 675,00 665,00
261 476,53 0,00 0,00 575,00 668,00
262 476,53 476,53 1.279,34 673,00 670,00
263 476,53 0,00 0,00 573,00 673,00
264 476,53 0,00 0,00 671,00 674,00
265 476,53 476,53 1.295,82 769,00 676,00
266 476,53 0,00 0,00 669,00 679,00
267 476,53 476,53 1.306,69 767,00 681,00
268 476,53 0,00 0,00 667,00 684,00
269 476,53 476,53 1.317,79 765,00 686,00
270 476,53 0,00 0,00 665,00 689,00
271 476,53 476,53 1.329,09 763,00 691,00
272 476,53 0,00 0,00 663,00 694,00
273 476,53 476,53 1.340,42 761,00 696,00
274 476,53 0,00 0,00 661,00 699,00
275 476,53 476,53 1.351,36 759,00 701,00
276 476,53 0,00 0,00 659,00 704,00
277 476,53 476,53 1.362,74 757,00 706,00
278 476,53 0,00 0,00 657,00 709,00
279 476,53 476,53 1.374,27 755,00 711,00
280 476,53 0,00 0,00 655,00 714,00
281 476,53 476,53 1.385,71 753,00 716,00
282 476,53 0,00 0,00 653,00 719,00
283 476,53 476,53 1.396,79 751,00 721,00
284 476,53 0,00 0,00 651,00 724,00
285 476,53 476,53 1.408,06 749,00 726,00
286 476,53 0,00 0,00 649,00 729,00
287 476,53 476,53 1.419,42 747,00 731,00
288 476,53 0,00 0,00 647,00 734,00
289 476,53 476,53 1.430,69 745,00 736,00
290 476,53 0,00 0,00 645,00 739,00
291 476,53 476,53 1.442,61 743,00 741,00
292 476,53 0,00 0,00 643,00 744,00
293 476,53 0,00 0,00 741,00 744,00
294 476,53 476,53 1.460,61 839,00 746,00
295 476,53 0,00 0,00 739,00 749,00
296 476,53 476,53 1.472,65 837,00 751,00
297 476,53 0,00 0,00 737,00 754,00
298 476,53 476,53 1.484,79 835,00 756,00
299 476,53 0,00 0,00 735,00 759,00
300 476,53 476,53 1.496,76 833,00 761,00
301 476,53 0,00 0,00 733,00 764,00
302 476,53 476,53 1.508,52 831,00 766,00
303 476,53 0,00 0,00 731,00 769,00
304 476,53 476,53 1.520,58 829,00 771,00
305 476,53 0,00 0,00 729,00 774,00
306 476,53 476,53 1.532,85 827,00 776,00
307 476,53 0,00 0,00 728,00 779,00
308 476,53 476,53 1.545,05 826,00 781,00
309 476,53 0,00 0,00 726,00 784,00
310 476,53 476,53 1.557,44 824,00 786,00
311 476,53 0,00 0,00 724,00 789,00
312 476,53 476,53 1.570,07 822,00 791,00
313 476,53 0,00 0,00 723,00 794,00
314 476,53 476,53 1.583,00 821,00 796,00
315 476,53 0,00 0,00 721,00 799,00
316 476,53 476,53 1.596,18 819,00 801,00
317 476,53 0,00 0,00 719,00 804,00
318 476,53 476,53 1.609,22 817,00 806,00
319 476,53 0,00 0,00 717,00 809,00
320 476,53 476,53 1.622,30 815,00 811,00
321 476,53 0,00 0,00 715,00 814,00
322 476,53 0,00 0,00 813,00 816,00
323 476,53 476,53 1.641,39 911,00 818,00
324 476,53 0,00 0,00 811,00 821,00
325 476,53 476,53 1.654,33 909,00 823,00
326 476,53 0,00 0,00 809,00 826,00
327 476,53 476,53 1.667,42 907,00 828,00
328 476,53 0,00 0,00 807,00 831,00
329 476,53 476,53 1.680,46 905,00 833,00
330 476,53 0,00 0,00 805,00 836,00
331 476,53 476,53 1.693,31 903,00 838,00
332 476,53 0,00 0,00 803,00 841,00
333 476,53 476,53 1.706,64 901,00 843,00
334 476,53 0,00 0,00 801,00 846,00
335 476,53 476,53 1.719,83 899,00 848,00
336 476,53 0,00 0,00 799,00 851,00
337 476,53 476,53 1.732,89 897,00 853,00
338 476,53 0,00 0,00 797,00 856,00
339 476,53 476,53 1.746,32 895,00 858,00
340 476,53 0,00 0,00 796,00 861,00
341 476,53 476,53 1.759,78 894,00 863,00
342 476,53 0,00 0,00 794,00 866,00
343 476,53 476,53 1.773,10 892,00 868,00
344 476,53 0,00 0,00 792,00 871,00
345 476,53 476,53 1.786,16 890,00 873,00
346 476,53 0,00 0,00 790,00 876,00
347 476,53 476,53 1.799,60 888,00 878,00
348 476,53 0,00 0,00 788,00 881,00
349 476,53 476,53 1.813,27 886,00 883,00
350 476,53 0,00 0,00 786,00 886,00
351 476,53 0,00 0,00 884,00 887,00
352 476,53 476,53 1.833,81 982,00 889,00
353 476,53 0,00 0,00 882,00 892,00
354 476,53 476,53 1.847,63 980,00 894,00
