1000
0 198,39 198,39 198,39 1,00 56,00 0
1 198,39 5,22 5,22 1,00 54,00 1235
2 198,39 4,51 2,41 1,00 60,00 1774
3 198,39 3,61 2,01 1,00 71,00 1865
4 198,39 3,61 2,02 1,00 87,00 1875
5 198,39 3,61 2,01 1,00 103,00 1879
6 198,39 3,61 2,02 1,00 119,00 1881
7 198,39 3,61 2,02 1,00 135,00 1881
8 198,39 1,31 0,74 1,00 151,00 1881
9 198,39 1,19 0,67 1,00 167,00 1881
10 198,39 1,19 0,67 1,00 183,00 1881
11 198,39 1,00 0,56 1,00 199,00 1881
12 198,39 0,92 0,52 1,00 215,00 1881
13 198,39 0,86 0,48 1,00 231,00 1881
14 198,39 0,86 0,48 1,00 247,00 1881
15 198,39 0,86 0,48 1,00 263,00 1881
16 198,39 0,86 0,48 1,00 279,00 1881
17 198,39 0,86 0,48 1,00 295,00 1881
18 198,39 0,86 0,48 1,00 311,00 1881
19 198,39 0,86 0,48 1,00 327,00 1881
20 198,39 0,86 0,48 1,00 343,00 1881
21 198,39 0,86 0,48 1,00 359,00 1881
22 198,39 0,86 0,48 1,00 375,00 1881
23 198,39 0,86 0,48 1,00 391,00 1881
24 198,39 0,86 0,48 1,00 407,00 1881
25 198,39 0,86 0,48 1,00 423,00 1881
26 198,39 0,86 0,48 1,00 439,00 1881
27 198,39 0,86 0,48 1,00 455,00 1881
28 198,39 0,86 0,48 1,00 471,00 1881
29 198,39 0,86 0,48 1,00 487,00 1881
30 198,39 0,86 0,48 99,00 503,00 1881
31 198,39 41,97 23,52 99,00 484,00 2704
32 198,39 42,60 35,11 99,00 477,00 3431
33 198,39 41,79 28,47 99,00 470,00 3821
34 198,39 43,65 31,82 99,00 466,00 4072
35 198,39 43,65 34,36 99,00 466,00 4286
36 198,39 43,17 31,59 99,00 471,00 4405
37 198,39 42,70 32,58 99,00 476,00 4558
38 198,39 41,70 31,27 99,00 487,00 4625
39 198,39 40,50 29,94 99,00 501,00 4666
40 198,39 39,28 28,60 99,00 516,00 4711
41 198,39 38,29 28,25 99,00 529,00 4762
42 198,39 37,20 27,36 99,00 544,00 4795
43 198,39 36,30 26,02 99,00 557,00 4831
44 198,39 35,32 25,91 99,00 572,00 4863
45 198,39 33,57 24,64 99,00 585,00 4893
46 198,39 33,69 24,73 99,00 599,00 4918
47 198,39 32,84 24,13 99,00 614,00 4938
48 198,39 32,04 23,53 99,00 629,00 4953
49 198,39 31,27 22,97 99,00 644,00 4969
50 198,39 30,55 22,44 99,00 659,00 4978
51 198,39 30,55 22,44 99,00 675,00 4991
52 198,39 30,55 22,44 99,00 691,00 5006
53 198,39 30,55 22,44 99,00 707,00 5016
54 198,39 30,55 22,44 99,00 723,00 5027
55 198,39 30,55 22,44 99,00 739,00 5033
56 198,39 30,55 22,44 99,00 755,00 5043
57 198,39 30,55 22,44 99,00 771,00 5047
58 198,39 30,55 22,44 99,00 787,00 5055
59 198,39 30,55 22,44 99,00 803,00 5061
60 198,39 30,55 22,44 3,00 819,00 5068
61 198,39 30,55 22,44 3,00 835,00 5076
62 198,39 30,55 22,44 3,00 851,00 5097
63 198,39 30,55 22,44 3,00 867,00 5110
64 198,39 30,55 22,45 3,00 883,00 5114
65 198,39 30,55 22,45 3,00 899,00 5115
66 198,39 30,55 22,44 3,00 915,00 5118
67 198,39 30,55 22,44 3,00 931,00 5123
68 198,39 30,55 22,44 3,00 947,00 5124
69 198,39 30,55 22,44 3,00 963,00 5125
70 198,39 30,55 22,44 3,00 979,00 5125
71 198,39 30,55 22,44 3,00 995,00 5125
72 198,39 30,55 22,44 3,00 1.011,00 5125
