1000
0 142,49 142,49 142,49 1,00 62,00 0
1 142,49 2,42 2,42 1,00 62,00 1235
2 142,49 2,37 1,16 1,00 63,00 1774
3 142,49 2,37 1,22 1,00 66,00 1865
4 142,49 2,37 1,23 1,00 69,00 1875
5 142,49 2,37 1,23 1,00 72,00 1879
6 142,49 2,37 1,23 1,00 75,00 1881
7 142,49 2,37 1,23 1,00 78,00 1881
8 142,49 2,37 1,23 1,00 81,00 1881
9 142,49 2,37 1,23 1,00 84,00 1881
10 142,49 1,64 0,85 1,00 87,00 1881
11 142,49 1,64 0,85 1,00 90,00 1881
12 142,49 1,64 0,85 1,00 93,00 1881
13 142,49 1,64 0,85 1,00 96,00 1881
14 142,49 1,64 0,85 1,00 99,00 1881
15 142,49 1,64 0,85 1,00 102,00 1881
16 142,49 1,64 0,85 1,00 105,00 1881
17 142,49 1,64 0,85 1,00 108,00 1881
18 142,49 1,64 0,85 1,00 111,00 1881
19 142,49 1,64 0,85 1,00 114,00 1881
20 142,49 1,64 0,85 1,00 117,00 1881
21 142,49 1,19 0,62 1,00 120,00 1881
22 142,49 1,19 0,62 1,00 123,00 1881
23 142,49 1,19 0,62 1,00 126,00 1881
24 142,49 1,19 0,62 1,00 129,00 1881
25 142,49 1,19 0,62 1,00 132,00 1881
26 142,49 1,19 0,62 1,00 135,00 1881
27 142,49 1,19 0,62 1,00 138,00 1881
28 142,49 1,19 0,62 1,00 141,00 1881
29 142,49 1,19 0,62 1,00 144,00 1881
30 142,49 1,19 0,62 99,00 147,00 1881
31 142,49 96,62 50,18 99,00 149,00 2704
32 142,49 93,42 44,49 99,00 151,00 3431
33 142,49 93,42 45,61 99,00 154,00 3821
34 142,49 93,42 47,30 99,00 157,00 4072
35 142,49 93,42 49,89 99,00 160,00 4286
36 142,49 86,54 44,84 99,00 163,00 4405
37 142,49 86,54 45,07 99,00 166,00 4558
38 142,49 86,54 46,48 99,00 169,00 4625
39 142,49 86,54 45,23 99,00 172,00 4666
40 142,49 86,54 45,06 99,00 175,00 4711
41 142,49 86,54 45,53 99,00 178,00 4762
42 142,49 86,54 46,10 99,00 181,00 4795
43 142,49 86,54 44,88 99,00 184,00 4831
44 142,49 86,54 45,98 99,00 187,00 4863
45 142,49 86,54 45,90 99,00 190,00 4893
46 142,49 86,54 45,89 99,00 193,00 4918
47 142,49 86,54 45,90 99,00 196,00 4938
48 142,49 86,54 45,88 99,00 199,00 4953
49 142,49 86,54 45,83 99,00 202,00 4969
50 142,49 86,54 45,81 99,00 205,00 4978
51 142,49 86,54 45,76 99,00 208,00 4991
52 142,49 86,54 45,74 99,00 211,00 5006
53 142,49 86,54 45,71 99,00 214,00 5016
54 142,49 86,54 45,66 99,00 217,00 5027
55 142,49 86,54 45,64 99,00 220,00 5033
56 142,49 86,54 45,60 99,00 223,00 5043
57 142,49 86,54 45,59 99,00 226,00 5047
58 142,49 86,54 45,56 99,00 229,00 5055
59 142,49 86,54 45,53 99,00 232,00 5061
60 142,49 86,54 45,50 1,00 235,00 5068
61 142,49 86,54 45,47 1,00 238,00 5076
