1000
0 455,67 455,67 455,67 1,00 23,00 0
1 455,67 25,32 25,32 1,00 28,00 1235
2 455,67 12,66 5,23 1,00 36,00 1774
3 455,67 12,66 5,34 1,00 46,00 1865
4 455,67 12,66 5,36 1,00 56,00 1875
5 455,67 12,66 5,36 1,00 66,00 1879
6 455,67 12,66 5,38 1,00 76,00 1881
7 455,67 12,66 5,38 1,00 86,00 1881
8 455,67 12,66 5,38 1,00 96,00 1881
9 455,67 12,66 5,38 1,00 106,00 1881
10 455,67 3,93 1,67 1,00 116,00 1881
11 455,67 3,93 1,67 1,00 126,00 1881
12 455,67 3,93 1,67 1,00 136,00 1881
13 455,67 3,93 1,67 1,00 146,00 1881
14 455,67 3,93 1,67 1,00 156,00 1881
15 455,67 3,93 1,67 1,00 166,00 1881
16 455,67 3,93 1,67 1,00 176,00 1881
17 455,67 3,93 1,67 1,00 186,00 1881
18 455,67 2,32 0,99 1,00 196,00 1881
19 455,67 2,32 0,99 1,00 206,00 1881
20 455,67 2,32 0,99 1,00 216,00 1881
21 455,67 2,32 0,99 1,00 226,00 1881
22 455,67 1,93 0,82 1,00 236,00 1881
23 455,67 1,93 0,82 1,00 246,00 1881
24 455,67 1,93 0,82 1,00 256,00 1881
25 455,67 1,93 0,82 1,00 266,00 1881
26 455,67 1,93 0,82 1,00 276,00 1881
27 455,67 1,93 0,82 1,00 286,00 1881
28 455,67 1,93 0,82 1,00 296,00 1881
29 455,67 1,93 0,82 1,00 306,00 1881
30 455,67 1,44 0,61 99,00 316,00 1881
31 455,67 139,66 59,40 99,00 323,00 2704
32 455,67 141,42 55,17 99,00 329,00 3431
33 455,67 138,38 54,44 99,00 336,00 3821
34 455,67 134,66 55,17 99,00 345,00 4072
35 455,67 131,14 56,87 99,00 354,00 4286
36 455,67 131,14 54,80 99,00 364,00 4405
37 455,67 124,27 52,36 99,00 373,00 4558
38 455,67 124,27 53,55 99,00 383,00 4625
39 455,67 124,27 52,52 99,00 393,00 4666
40 455,67 124,27 52,33 99,00 403,00 4711
41 455,67 124,27 52,85 99,00 413,00 4762
42 455,67 124,27 53,46 99,00 423,00 4795
43 455,67 124,27 52,08 99,00 433,00 4831
44 455,67 124,27 53,25 99,00 443,00 4863
45 455,67 124,27 53,22 99,00 453,00 4893
46 455,67 124,27 53,21 99,00 463,00 4918
47 455,67 95,37 40,81 99,00 473,00 4938
48 455,67 95,37 40,80 99,00 483,00 4953
49 455,67 95,37 40,76 99,00 493,00 4969
50 455,67 95,37 40,75 99,00 503,00 4978
51 455,67 95,37 40,71 99,00 513,00 4991
52 455,67 95,37 40,71 99,00 523,00 5006
53 455,67 95,37 40,67 99,00 533,00 5016
54 455,67 95,37 40,65 99,00 543,00 5027
55 455,67 95,37 40,63 99,00 553,00 5033
56 455,67 95,37 40,58 99,00 563,00 5043
57 455,67 95,37 40,57 99,00 573,00 5047
58 455,67 95,37 40,53 99,00 583,00 5055
59 455,67 95,37 40,51 99,00 593,00 5061
60 455,67 74,81 31,75 1,00 603,00 5068
61 455,67 74,81 31,72 1,00 613,00 5076
62 455,67 74,81 31,70 1,00 623,00 5097
63 455,67 74,81 31,67 1,00 633,00 5110
64 455,67 74,81 31,67 1,00 643,00 5114
65 455,67 74,81 31,67 1,00 653,00 5115
66 455,67 74,81 31,66 1,00 663,00 5118
67 455,67 74,81 31,56 1,00 673,00 5123
68 455,67 0,67 0,28 1,00 683,00 5124
69 455,67 0,67 0,28 1,00 693,00 5125
70 455,67 0,67 0,28 1,00 703,00 5125
71 455,67 0,67 0,28 1,00 713,00 5125
72 455,67 0,67 0,28 1,00 723,00 5125
73 455,67 0,67 0,28 1,00 733,00 5125
74 455,67 0,67 0,28 1,00 743,00 5126
75 455,67 0,67 0,28 1,00 753,00 5126
76 455,67 0,67 0,28 1,00 763,00 5126
77 455,67 0,67 0,28 1,00 773,00 5126
78 455,67 0,67 0,28 1,00 783,00 5127
79 455,67 0,67 0,28 1,00 793,00 5128
80 455,67 0,67 0,28 1,00 803,00 5128
81 455,67 0,67 0,28 1,00 813,00 5128
82 455,67 0,67 0,28 1,00 823,00 5128
83 455,67 0,67 0,28 1,00 833,00 5128
84 455,67 0,67 0,28 1,00 843,00 5128
85 455,67 0,53 0,23 1,00 853,00 5128
86 455,67 0,53 0,23 1,00 863,00 5128
87 455,67 0,53 0,23 1,00 873,00 5128
88 455,67 0,53 0,23 1,00 883,00 5129
89 455,67 0,53 0,22 1,00 893,00 5133
90 455,67 0,53 0,22 99,00 903,00 5133
91 455,67 50,01 20,71 99,00 912,00 5240
92 455,67 50,01 20,68 99,00 922,00 5280
93 455,67 50,01 20,67 99,00 932,00 5298
94 455,67 50,01 20,65 99,00 942,00 5308
95 455,67 50,01 20,63 99,00 952,00 5318
96 455,67 50,01 20,62 99,00 962,00 5327
97 455,67 50,01 20,61 99,00 972,00 5336
98 455,67 50,01 20,59 99,00 982,00 5340
99 455,67 50,01 20,57 99,00 992,00 5347
100 455,67 50,01 20,55 99,00 1.002,00 5351
101 455,67 50,01 20,54 99,00 1.012,00 5353
102 455,67 50,01 20,52 99,00 1.022,00 5354
103 455,67 50,01 20,52 99,00 1.032,00 5357
104 455,67 50,01 20,48 99,00 1.042,00 5357
105 455,67 50,01 20,48 99,00 1.052,00 5357
106 455,67 50,01 20,48 99,00 1.062,00 5357
107 455,67 50,01 20,48 99,00 1.072,00 5357
108 455,67 50,01 20,48 99,00 1.082,00 5357
109 455,67 41,31 16,92 99,00 1.092,00 5359
110 455,67 40,94 16,77 99,00 1.102,00 5359
111 455,67 40,94 16,77 99,00 1.112,00 5360
112 455,67 40,94 16,65 99,00 1.122,00 5362
113 455,67 40,94 16,64 99,00 1.132,00 5364
114 455,67 40,94 16,63 99,00 1.142,00 5366
115 455,67 40,94 16,61 99,00 1.152,00 5366
116 455,67 40,94 16,61 99,00 1.162,00 5366
117 455,67 40,94 16,61 99,00 1.172,00 5366
118 455,67 40,94 16,61 99,00 1.182,00 5367
119 455,67 40,94 16,56 99,00 1.192,00 5368
120 455,67 37,53 15,18 1,00 1.202,00 5368
121 455,67 0,38 0,15 1,00 1.212,00 5378
122 455,67 0,38 0,15 1,00 1.221,00 5387
123 455,67 0,37 0,15 1,00 1.230,00 5391
124 455,67 0,37 0,15 1,00 1.240,00 5392
125 455,67 0,37 0,15 1,00 1.250,00 5392
126 455,67 0,37 0,15 1,00 1.260,00 5392
127 455,67 0,37 0,15 1,00 1.270,00 5392
128 455,67 0,37 0,15 1,00 1.280,00 5392
129 455,67 0,37 0,15 1,00 1.290,00 5392
130 455,67 0,37 0,15 1,00 1.300,00 5392
131 455,67 0,37 0,15 1,00 1.310,00 5392
132 455,67 0,37 0,15 1,00 1.320,00 5392
133 455,67 0,37 0,15 1,00 1.330,00 5392
134 455,67 0,37 0,15 1,00 1.340,00 5392
135 455,67 0,37 0,15 1,00 1.350,00 5392
136 455,67 0,34 0,13 1,00 1.360,00 5392
137 455,67 0,33 0,13 1,00 1.370,00 5392
138 455,67 0,33 0,13 1,00 1.380,00 5392
139 455,67 0,33 0,13 1,00 1.390,00 5392
140 455,67 0,33 0,13 1,00 1.400,00 5397
141 455,67 0,32 0,13 1,00 1.410,00 5398
142 455,67 0,32 0,13 1,00 1.420,00 5398
143 455,67 0,32 0,13 1,00 1.430,00 5398
144 455,67 0,32 0,13 1,00 1.440,00 5398
145 455,67 0,32 0,13 1,00 1.450,00 5398
146 455,67 0,32 0,13 1,00 1.460,00 5398
147 455,67 0,32 0,13 1,00 1.470,00 5398
148 455,67 0,32 0,13 1,00 1.480,00 5398
149 455,67 0,32 0,13 1,00 1.490,00 5398
150 455,67 0,32 0,13 99,00 1.500,00 5398
151 455,67 30,09 11,96 99,00 1.509,00 5443
152 455,67 30,09 11,85 99,00 1.519,00 5461
153 455,67 30,09 11,84 99,00 1.529,00 5469
154 455,67 30,09 11,83 99,00 1.539,00 5476
155 455,67 30,09 11,82 99,00 1.549,00 5480
156 455,67 30,09 11,81 99,00 1.559,00 5482
157 455,67 30,09 11,80 99,00 1.569,00 5482
158 455,67 30,09 11,80 99,00 1.579,00 5492
159 455,67 30,09 11,78 99,00 1.589,00 5501
160 455,67 30,09 11,77 99,00 1.599,00 5510
161 455,67 30,09 11,76 99,00 1.609,00 5520
162 455,67 30,09 11,75 99,00 1.619,00 5532
163 455,67 30,09 11,74 99,00 1.629,00 5544
164 455,67 30,09 11,73 99,00 1.639,00 5553
165 455,67 30,09 11,72 99,00 1.649,00 5560
166 455,67 30,09 11,71 99,00 1.659,00 5566
167 455,67 30,09 11,70 99,00 1.669,00 5570
168 455,67 30,09 11,69 99,00 1.679,00 5573
169 455,67 30,09 11,68 99,00 1.689,00 5575
170 455,67 30,09 11,67 99,00 1.699,00 5576
171 455,67 26,40 10,22 99,00 1.709,00 5577
172 455,67 26,40 10,21 99,00 1.719,00 5578
173 455,67 26,09 10,08 99,00 1.729,00 5579
174 455,67 26,09 10,07 99,00 1.739,00 5580
175 455,67 26,09 10,06 99,00 1.749,00 5582
176 455,67 26,09 10,05 99,00 1.759,00 5583
177 455,67 25,50 9,82 99,00 1.769,00 5584
178 455,67 25,36 9,75 99,00 1.779,00 5587
179 455,67 25,36 9,74 99,00 1.789,00 5589
180 455,67 25,36 9,73 1,00 1.799,00 5591
181 455,67 25,36 9,72 1,00 1.809,00 5600
182 455,67 0,25 0,10 1,00 1.819,00 5601
183 455,67 0,25 0,10 1,00 1.829,00 5602
184 455,67 0,25 0,10 1,00 1.839,00 5602
185 455,67 0,25 0,10 1,00 1.849,00 5602
186 455,67 0,25 0,10 1,00 1.859,00 5602
187 455,67 0,25 0,10 1,00 1.869,00 5602
188 455,67 0,25 0,10 1,00 1.879,00 5602
189 455,67 0,25 0,10 1,00 1.889,00 5602
190 455,67 0,25 0,10 1,00 1.899,00 5602
191 455,67 0,25 0,10 1,00 1.909,00 5604
192 455,67 0,25 0,09 1,00 1.919,00 5606
193 455,67 0,25 0,09 1,00 1.929,00 5607
194 455,67 0,25 0,09 1,00 1.939,00 5611
195 455,67 0,25 0,09 1,00 1.949,00 5613
196 455,67 0,25 0,09 1,00 1.959,00 5613
197 455,67 0,23 0,09 1,00 1.969,00 5613
198 455,67 0,23 0,09 1,00 1.979,00 5613
199 455,67 0,23 0,09 1,00 1.989,00 5613
200 455,67 0,23 0,09 1,00 1.999,00 5613
201 455,67 0,23 0,09 1,00 2.009,00 5613
202 455,67 0,23 0,09 1,00 2.019,00 5613
203 455,67 0,23 0,09 1,00 2.029,00 5613
204 455,67 0,23 0,09 1,00 2.039,00 5613
205 455,67 0,23 0,09 1,00 2.049,00 5613
206 455,67 0,23 0,09 1,00 2.059,00 5613
207 455,67 0,23 0,09 1,00 2.069,00 5613
208 455,67 0,22 0,08 1,00 2.079,00 5614
209 455,67 0,22 0,08 1,00 2.089,00 5616
210 455,67 0,22 0,08 99,00 2.099,00 5616
211 455,67 21,50 8,01 99,00 2.108,00 5655
212 455,67 21,50 7,99 99,00 2.118,00 5665
213 455,67 21,50 7,99 99,00 2.128,00 5671
214 455,67 21,50 7,99 99,00 2.138,00 5671
215 455,67 21,50 7,99 99,00 2.148,00 5671
216 455,67 21,50 7,99 99,00 2.158,00 5671
217 455,67 21,50 7,99 99,00 2.168,00 5671
218 455,67 21,50 7,99 99,00 2.178,00 5671
219 455,67 21,50 7,99 99,00 2.188,00 5671
220 455,67 21,50 7,99 99,00 2.198,00 5671
221 455,67 21,50 7,99 99,00 2.208,00 5671
222 455,67 21,50 7,99 99,00 2.218,00 5671
223 455,67 21,50 7,99 99,00 2.228,00 5671
224 455,67 21,50 7,99 99,00 2.238,00 5671
225 455,67 21,50 7,99 99,00 2.248,00 5671
226 455,67 21,50 7,99 99,00 2.258,00 5671
227 455,67 21,50 7,99 99,00 2.268,00 5671
228 455,67 21,50 7,99 99,00 2.278,00 5671
229 455,67 21,50 7,99 99,00 2.288,00 5671
230 455,67 21,50 7,99 99,00 2.298,00 5671
231 455,67 21,50 7,99 99,00 2.308,00 5671
232 455,67 19,46 7,23 99,00 2.318,00 5671
233 455,67 19,46 7,23 99,00 2.328,00 5671
234 455,67 19,46 7,23 99,00 2.338,00 5671
235 455,67 19,46 7,23 99,00 2.348,00 5671
236 455,67 19,46 7,23 99,00 2.358,00 5671
237 455,67 19,46 7,23 99,00 2.368,00 5671
238 455,67 19,46 7,23 99,00 2.378,00 5671
239 455,67 19,46 7,23 99,00 2.388,00 5671
240 455,67 19,46 7,23 1,00 2.398,00 5671
241 455,67 19,46 7,23 1,00 2.408,00 5686
242 455,67 19,46 7,03 1,00 2.418,00 5686
243 455,67 19,46 7,03 1,00 2.428,00 5687
244 455,67 19,46 7,03 1,00 2.438,00 5688
245 455,67 19,46 7,03 1,00 2.448,00 5688
246 455,67 19,46 7,03 1,00 2.458,00 5688
247 455,67 19,46 7,03 1,00 2.468,00 5688
248 455,67 19,46 7,03 1,00 2.478,00 5688
249 455,67 19,46 7,03 1,00 2.488,00 5691
250 455,67 19,46 6,97 1,00 2.498,00 5693
251 455,67 0,18 0,07 1,00 2.508,00 5693
252 455,67 0,18 0,07 1,00 2.518,00 5693
253 455,67 0,18 0,06 1,00 2.528,00 5694
254 455,67 0,18 0,06 1,00 2.538,00 5694
255 455,67 0,18 0,06 1,00 2.548,00 5694
256 455,67 0,18 0,06 1,00 2.558,00 5694
257 455,67 0,18 0,06 1,00 2.568,00 5694
258 455,67 0,18 0,06 1,00 2.578,00 5694
259 455,67 0,18 0,06 1,00 2.588,00 5694
260 455,67 0,18 0,06 1,00 2.598,00 5694
261 455,67 0,18 0,06 1,00 2.608,00 5694
262 455,67 0,18 0,06 1,00 2.618,00 5694
263 455,67 0,18 0,06 1,00 2.628,00 5694
264 455,67 0,18 0,06 1,00 2.638,00 5694
265 455,67 0,18 0,06 1,00 2.648,00 5694
266 455,67 0,18 0,06 1,00 2.658,00 5694
267 455,67 0,18 0,06 1,00 2.668,00 5694
268 455,67 0,18 0,06 1,00 2.678,00 5694
269 455,67 0,18 0,06 1,00 2.688,00 5694
270 455,67 0,18 0,06 99,00 2.698,00 5694
271 455,67 16,73 5,99 99,00 2.707,00 5724
272 455,67 16,73 5,87 99,00 2.717,00 5736
273 455,67 16,73 5,87 99,00 2.727,00 5742
274 455,67 16,73 5,86 99,00 2.737,00 5742
275 455,67 16,73 5,86 99,00 2.747,00 5742
276 455,67 16,73 5,86 99,00 2.757,00 5742
277 455,67 16,73 5,86 99,00 2.767,00 5742
278 455,67 16,73 5,86 99,00 2.777,00 5742
279 455,67 16,73 5,86 99,00 2.787,00 5742
280 455,67 16,73 5,86 99,00 2.797,00 5742
281 455,67 16,73 5,86 99,00 2.807,00 5742
282 455,67 16,01 5,61 99,00 2.817,00 5742
283 455,67 16,01 5,61 99,00 2.827,00 5742
284 455,67 16,01 5,61 99,00 2.837,00 5742
285 455,67 16,01 5,61 99,00 2.847,00 5742
286 455,67 16,01 5,61 99,00 2.857,00 5742
287 455,67 16,01 5,61 99,00 2.867,00 5742
288 455,67 16,01 5,61 99,00 2.877,00 5742
289 455,67 16,01 5,61 99,00 2.887,00 5742
290 455,67 16,01 5,61 99,00 2.897,00 5742
291 455,67 15,52 5,44 99,00 2.907,00 5742
292 455,67 15,52 5,44 99,00 2.917,00 5742
293 455,67 15,52 5,44 99,00 2.927,00 5742
294 455,67 15,36 5,38 99,00 2.937,00 5742
295 455,67 15,36 5,38 99,00 2.947,00 5742
296 455,67 15,36 5,38 99,00 2.957,00 5742
297 455,67 15,20 5,33 99,00 2.967,00 5742
298 455,67 15,20 5,33 99,00 2.977,00 5742
299 455,67 15,20 5,33 99,00 2.987,00 5742
300 455,67 15,05 5,27 1,00 2.997,00 5742
301 455,67 15,05 5,27 1,00 3.007,00 5752
302 455,67 15,05 5,27 1,00 3.017,00 5752
303 455,67 15,05 5,27 1,00 3.027,00 5752
304 455,67 15,05 5,27 1,00 3.037,00 5752
305 455,67 15,05 5,27 1,00 3.047,00 5752
306 455,67 15,05 5,27 1,00 3.057,00 5762
307 455,67 15,05 5,12 1,00 3.067,00 5773
308 455,67 15,05 5,11 1,00 3.077,00 5778
309 455,67 15,05 5,11 1,00 3.087,00 5780
310 455,67 15,05 5,11 1,00 3.097,00 5780
311 455,67 15,05 5,11 1,00 3.107,00 5780
312 455,67 15,05 5,11 1,00 3.117,00 5780
313 455,67 15,05 5,11 1,00 3.127,00 5782
314 455,67 15,05 5,11 1,00 3.137,00 5783
315 455,67 15,05 5,11 1,00 3.147,00 5783
316 455,67 15,05 5,11 1,00 3.157,00 5783
317 455,67 15,05 5,11 1,00 3.167,00 5783
318 455,67 0,14 0,05 1,00 3.177,00 5783
319 455,67 0,14 0,05 1,00 3.187,00 5783
320 455,67 0,14 0,05 1,00 3.197,00 5783
321 455,67 0,14 0,05 1,00 3.207,00 5783
322 455,67 0,14 0,05 1,00 3.217,00 5783
323 455,67 0,14 0,05 1,00 3.227,00 5783
324 455,67 0,14 0,05 1,00 3.237,00 5783
325 455,67 0,14 0,05 1,00 3.247,00 5783
326 455,67 0,14 0,05 1,00 3.257,00 5783
