1000
0 56,19 56,19 56,19 1,00 33,00 0
1 56,19 2,55 2,55 1,00 35,00 1235
2 56,19 1,28 0,68 1,00 44,00 1774
3 56,19 1,31 0,73 1,00 56,00 1865
4 56,19 1,31 0,73 1,00 69,00 1875
5 56,19 1,31 0,73 1,00 82,00 1879
6 56,19 1,31 0,73 1,00 95,00 1881
7 56,19 1,31 0,73 1,00 108,00 1881
8 56,19 1,31 0,73 1,00 121,00 1881
9 56,19 1,31 0,73 1,00 134,00 1881
10 56,19 1,31 0,73 1,00 147,00 1881
11 56,19 1,31 0,73 1,00 160,00 1881
12 56,19 1,31 0,73 1,00 173,00 1881
13 56,19 1,31 0,73 1,00 186,00 1881
14 56,19 1,31 0,73 1,00 199,00 1881
15 56,19 1,31 0,73 1,00 212,00 1881
16 56,19 0,25 0,14 1,00 225,00 1881
17 56,19 0,24 0,13 1,00 238,00 1881
18 56,19 0,24 0,13 1,00 251,00 1881
19 56,19 0,21 0,12 1,00 264,00 1881
20 56,19 0,21 0,12 1,00 277,00 1881
21 56,19 0,21 0,12 1,00 290,00 1881
22 56,19 0,21 0,12 1,00 303,00 1881
23 56,19 0,21 0,12 1,00 316,00 1881
24 56,19 0,21 0,12 1,00 329,00 1881
25 56,19 0,21 0,12 1,00 342,00 1881
26 56,19 0,21 0,12 1,00 355,00 1881
27 56,19 0,15 0,09 1,00 368,00 1881
28 56,19 0,15 0,09 1,00 381,00 1881
29 56,19 0,14 0,08 1,00 394,00 1881
30 56,19 0,14 0,08 99,00 407,00 1881
31 56,19 13,28 7,44 99,00 419,00 2704
32 56,19 13,31 10,97 99,00 431,00 3431
33 56,19 13,31 9,07 99,00 444,00 3821
34 56,19 13,31 9,70 99,00 457,00 4072
35 56,19 13,31 10,48 99,00 470,00 4286
36 56,19 13,31 9,74 99,00 483,00 4405
37 56,19 11,22 8,56 99,00 496,00 4558
38 56,19 11,22 8,41 99,00 509,00 4625
39 56,19 11,22 8,29 99,00 522,00 4666
40 56,19 11,22 8,17 99,00 535,00 4711
41 56,19 11,22 8,28 99,00 548,00 4762
42 56,19 11,22 8,25 99,00 561,00 4795
43 56,19 11,22 8,04 99,00 574,00 4831
44 56,19 11,22 8,23 99,00 587,00 4863
45 56,19 11,22 8,23 99,00 600,00 4893
46 56,19 11,22 8,23 99,00 613,00 4918
47 56,19 11,22 8,24 99,00 626,00 4938
48 56,19 11,22 8,24 99,00 639,00 4953
49 56,19 11,22 8,24 99,00 652,00 4969
50 56,19 11,22 8,24 99,00 665,00 4978
51 56,19 11,22 8,24 99,00 678,00 4991
52 56,19 11,22 8,24 99,00 691,00 5006
53 56,19 11,22 8,24 99,00 704,00 5016
54 56,19 11,22 8,24 99,00 717,00 5027
55 56,19 11,22 8,24 99,00 730,00 5033
56 56,19 11,22 8,24 99,00 743,00 5043
57 56,19 11,22 8,24 99,00 756,00 5047
58 56,19 11,22 8,24 99,00 769,00 5055
59 56,19 11,22 8,24 99,00 782,00 5061
60 56,19 7,00 5,14 50,00 795,00 5068
61 56,19 7,00 5,14 50,00 808,00 5076
62 56,19 7,00 5,14 50,00 821,00 5097
63 56,19 3,37 2,48 50,00 834,00 5110
64 56,19 3,37 2,48 50,00 847,00 5114
65 56,19 3,37 2,48 50,00 860,00 5115
66 56,19 3,37 2,47 50,00 873,00 5118
67 56,19 3,37 2,48 50,00 886,00 5123
68 56,19 3,37 2,48 50,00 899,00 5124
69 56,19 3,37 2,48 50,00 912,00 5125
70 56,19 3,37 2,48 50,00 925,00 5125
71 56,19 3,00 2,20 50,00 938,00 5125
72 56,19 3,00 2,20 50,00 951,00 5125
73 56,19 3,00 2,20 50,00 964,00 5125
74 56,19 3,00 2,20 50,00 977,00 5126
75 56,19 3,00 2,20 50,00 990,00 5126
76 56,19 3,00 2,20 50,00 1.003,00 5126
77 56,19 3,00 2,20 50,00 1.016,00 5126
78 56,19 3,00 2,20 50,00 1.029,00 5127
79 56,19 3,00 2,20 50,00 1.042,00 5128
80 56,19 3,00 2,20 50,00 1.055,00 5128
81 56,19 3,00 2,20 50,00 1.068,00 5128
82 56,19 3,00 2,20 50,00 1.081,00 5128
83 56,19 3,00 2,20 50,00 1.094,00 5128
84 56,19 3,00 2,20 50,00 1.107,00 5128
85 56,19 3,00 2,20 50,00 1.120,00 5128
86 56,19 3,00 2,20 50,00 1.133,00 5128
87 56,19 3,00 2,20 50,00 1.146,00 5128
88 56,19 3,00 2,20 50,00 1.159,00 5129
89 56,19 3,00 2,20 50,00 1.172,00 5133
90 56,19 3,00 2,20 77,00 1.185,00 5133
91 56,19 3,00 2,20 77,00 1.198,00 5240
92 56,19 3,00 2,20 77,00 1.211,00 5280
93 56,19 3,00 2,20 77,00 1.224,00 5298
94 56,19 3,00 2,20 77,00 1.237,00 5308
95 56,19 3,00 2,20 77,00 1.250,00 5318
96 56,19 3,00 2,20 77,00 1.263,00 5327
97 56,19 3,00 2,20 77,00 1.276,00 5336
98 56,19 3,36 2,47 77,00 1.289,00 5340
99 56,19 3,36 2,47 77,00 1.302,00 5347
100 56,19 3,36 2,47 77,00 1.315,00 5351
101 56,19 3,36 2,47 77,00 1.328,00 5353
102 56,19 3,36 2,47 77,00 1.341,00 5354
103 56,19 3,36 2,47 77,00 1.354,00 5357
104 56,19 3,36 2,47 77,00 1.367,00 5357
105 56,19 3,36 2,47 77,00 1.380,00 5357
106 56,19 3,36 2,47 77,00 1.393,00 5357
107 56,19 3,36 2,47 77,00 1.406,00 5357
108 56,19 3,36 2,47 77,00 1.419,00 5357
109 56,19 3,36 2,47 77,00 1.432,00 5359
110 56,19 3,36 2,47 77,00 1.445,00 5359
111 56,19 3,36 2,47 77,00 1.458,00 5360
112 56,19 3,36 2,47 77,00 1.471,00 5362
113 56,19 3,36 2,47 77,00 1.484,00 5364
114 56,19 3,36 2,47 77,00 1.497,00 5366
115 56,19 3,36 2,47 77,00 1.510,00 5366
116 56,19 3,36 2,47 77,00 1.523,00 5366
117 56,19 3,36 2,47 77,00 1.536,00 5366
118 56,19 3,36 2,47 77,00 1.549,00 5367
119 56,19 3,36 2,47 77,00 1.562,00 5368
120 56,19 3,36 2,47 29,00 1.575,00 5368
121 56,19 3,36 2,47 29,00 1.588,00 5378
122 56,19 3,36 2,47 29,00 1.601,00 5387
123 56,19 3,36 2,47 29,00 1.614,00 5391
124 56,19 3,36 2,47 29,00 1.627,00 5392
125 56,19 0,99 0,73 29,00 1.640,00 5392
126 56,19 0,99 0,73 29,00 1.653,00 5392
127 56,19 0,99 0,73 29,00 1.666,00 5392
128 56,19 0,99 0,73 29,00 1.679,00 5392
129 56,19 0,99 0,73 29,00 1.692,00 5392
130 56,19 0,99 0,73 29,00 1.705,00 5392
131 56,19 0,95 0,70 29,00 1.718,00 5392
132 56,19 0,95 0,70 29,00 1.731,00 5392
133 56,19 0,95 0,70 29,00 1.744,00 5392
134 56,19 0,95 0,70 29,00 1.757,00 5392
135 56,19 0,95 0,70 29,00 1.770,00 5392
136 56,19 0,95 0,70 29,00 1.783,00 5392
137 56,19 0,95 0,70 29,00 1.796,00 5392
138 56,19 0,95 0,70 29,00 1.809,00 5392
139 56,19 0,95 0,70 29,00 1.822,00 5392
140 56,19 0,89 0,65 29,00 1.835,00 5397
141 56,19 0,89 0,65 29,00 1.848,00 5398
142 56,19 0,89 0,65 29,00 1.861,00 5398
143 56,19 0,89 0,65 29,00 1.874,00 5398
144 56,19 0,89 0,65 29,00 1.887,00 5398
145 56,19 0,89 0,65 29,00 1.900,00 5398
146 56,19 0,89 0,65 29,00 1.913,00 5398
147 56,19 0,89 0,65 29,00 1.926,00 5398
148 56,19 0,89 0,65 29,00 1.939,00 5398
149 56,19 0,89 0,65 29,00 1.952,00 5398
150 56,19 0,89 0,65 107,00 1.965,00 5398
151 56,19 0,89 0,65 107,00 1.978,00 5443
152 56,19 0,89 0,65 107,00 1.991,00 5461
153 56,19 3,00 2,20 107,00 2.004,00 5469
154 56,19 3,00 2,20 107,00 2.017,00 5476
155 56,19 3,00 2,20 107,00 2.030,00 5480
156 56,19 3,00 2,20 107,00 2.043,00 5482
157 56,19 3,00 2,20 107,00 2.056,00 5482
158 56,19 3,00 2,20 107,00 2.069,00 5492
159 56,19 3,00 2,20 107,00 2.082,00 5501
160 56,19 3,00 2,20 107,00 2.095,00 5510
161 56,19 3,00 2,20 107,00 2.108,00 5520
162 56,19 3,00 2,20 107,00 2.121,00 5532
163 56,19 3,00 2,20 107,00 2.134,00 5544
164 56,19 3,00 2,20 107,00 2.147,00 5553
165 56,19 3,00 2,20 107,00 2.160,00 5560
166 56,19 2,77 2,03 107,00 2.173,00 5566
167 56,19 2,77 2,03 107,00 2.186,00 5570
168 56,19 2,77 2,03 107,00 2.199,00 5573
169 56,19 2,77 2,03 107,00 2.212,00 5575
170 56,19 2,77 2,03 107,00 2.225,00 5576
171 56,19 2,69 1,97 107,00 2.238,00 5577
172 56,19 2,69 1,97 107,00 2.251,00 5578
173 56,19 2,69 1,97 107,00 2.264,00 5579
174 56,19 2,69 1,97 107,00 2.277,00 5580
175 56,19 2,63 1,93 107,00 2.290,00 5582
176 56,19 2,63 1,93 107,00 2.303,00 5583
177 56,19 2,63 1,93 107,00 2.316,00 5584
178 56,19 2,63 1,93 107,00 2.329,00 5587
179 56,19 2,63 1,93 107,00 2.342,00 5589
180 56,19 2,63 1,93 70,00 2.355,00 5591
181 56,19 2,63 1,93 70,00 2.368,00 5600
182 56,19 2,63 1,93 70,00 2.381,00 5601
183 56,19 1,64 1,21 70,00 2.394,00 5602
184 56,19 1,63 1,20 70,00 2.407,00 5602
185 56,19 1,63 1,20 70,00 2.420,00 5602
