1000
0 398,73 398,73 398,73 1,00 11,00 0
1 398,73 56,96 56,96 1,00 9,00 1235
2 398,73 49,84 54,12 1,00 10,00 1774
3 398,73 49,84 55,99 1,00 12,00 1865
4 398,73 49,84 56,12 1,00 14,00 1875
5 398,73 49,84 56,03 1,00 16,00 1879
6 398,73 49,84 56,10 1,00 18,00 1881
7 398,73 49,84 56,18 1,00 20,00 1881
8 398,73 18,12 20,43 1,00 22,00 1881
9 398,73 18,12 20,43 1,00 24,00 1881
10 398,73 18,12 20,43 1,00 26,00 1881
11 398,73 18,12 20,43 1,00 28,00 1881
12 398,73 18,12 20,43 1,00 30,00 1881
13 398,73 18,12 20,43 1,00 32,00 1881
14 398,73 18,12 20,43 1,00 34,00 1881
15 398,73 18,12 20,43 1,00 36,00 1881
16 398,73 10,49 11,83 1,00 38,00 1881
17 398,73 10,49 11,83 1,00 40,00 1881
18 398,73 10,49 11,83 1,00 42,00 1881
19 398,73 10,49 11,83 1,00 44,00 1881
20 398,73 10,49 11,83 1,00 46,00 1881
21 398,73 10,49 11,83 1,00 48,00 1881
22 398,73 7,97 8,99 1,00 50,00 1881
23 398,73 7,67 8,64 1,00 52,00 1881
24 398,73 7,38 8,32 1,00 54,00 1881
25 398,73 7,38 8,32 1,00 56,00 1881
26 398,73 7,38 8,32 1,00 58,00 1881
27 398,73 7,38 8,32 1,00 60,00 1881
28 398,73 6,43 7,25 1,00 62,00 1881
29 398,73 6,43 7,25 1,00 64,00 1881
30 398,73 6,43 7,25 79,00 66,00 1881
31 398,73 492,18 554,78 79,00 66,00 2704
32 398,73 499,99 521,80 79,00 65,00 3431
33 398,73 499,99 675,92 79,00 65,00 3821
34 398,73 492,18 659,81 79,00 66,00 4072
35 398,73 492,18 714,62 79,00 68,00 4286
36 398,73 492,18 676,90 79,00 70,00 4405
37 398,73 437,49 599,42 79,00 72,00 4558
38 398,73 437,49 630,18 79,00 74,00 4625
39 398,73 437,49 613,12 79,00 76,00 4666
40 398,73 403,84 574,51 79,00 78,00 4711
41 398,73 403,84 575,53 79,00 80,00 4762
42 398,73 403,84 590,98 79,00 82,00 4795
43 398,73 403,84 569,00 79,00 84,00 4831
44 398,73 403,84 583,28 79,00 86,00 4863
45 398,73 403,84 583,24 79,00 88,00 4893
46 398,73 403,84 583,16 79,00 90,00 4918
47 398,73 403,84 583,16 79,00 92,00 4938
48 398,73 403,84 583,16 79,00 94,00 4953
49 398,73 403,84 583,16 79,00 96,00 4969
50 398,73 403,84 583,16 79,00 98,00 4978
51 398,73 403,84 583,16 79,00 100,00 4991
52 398,73 403,84 583,16 79,00 102,00 5006
53 398,73 403,84 583,16 79,00 104,00 5016
54 398,73 403,84 583,16 79,00 106,00 5027
55 398,73 403,84 583,16 79,00 108,00 5033
56 398,73 403,84 583,16 79,00 110,00 5043
57 398,73 403,84 583,16 79,00 112,00 5047
58 398,73 403,84 583,16 79,00 114,00 5055
59 398,73 403,84 583,16 79,00 116,00 5061
60 398,73 403,84 583,16 1,00 118,00 5068
61 398,73 403,84 583,16 1,00 120,00 5076
62 398,73 403,84 583,20 1,00 122,00 5097
63 398,73 403,84 583,19 1,00 124,00 5110
64 398,73 403,84 583,27 1,00 126,00 5114
65 398,73 403,84 583,29 1,00 128,00 5115
66 398,73 403,84 583,17 1,00 130,00 5118
67 398,73 3,02 4,36 1,00 132,00 5123
68 398,73 3,02 4,36 1,00 134,00 5124
69 398,73 3,02 4,36 1,00 136,00 5125
70 398,73 3,02 4,36 1,00 138,00 5125
71 398,73 3,02 4,36 1,00 140,00 5125
72 398,73 3,02 4,36 1,00 142,00 5125
73 398,73 3,02 4,36 1,00 144,00 5125
74 398,73 3,02 4,36 1,00 146,00 5126
75 398,73 3,02 4,36 1,00 148,00 5126
76 398,73 2,66 3,84 1,00 150,00 5126
77 398,73 2,66 3,84 1,00 152,00 5126
78 398,73 2,66 3,84 1,00 154,00 5127
79 398,73 2,66 3,84 1,00 156,00 5128
80 398,73 2,52 3,65 1,00 158,00 5128
81 398,73 2,49 3,60 1,00 160,00 5128
82 398,73 2,49 3,60 1,00 162,00 5128
83 398,73 2,49 3,60 1,00 164,00 5128
84 398,73 2,49 3,60 1,00 166,00 5128
85 398,73 2,49 3,60 1,00 168,00 5128
86 398,73 2,49 3,60 1,00 170,00 5128
87 398,73 2,49 3,60 1,00 172,00 5128
88 398,73 2,49 3,60 1,00 174,00 5129
89 398,73 2,49 3,60 1,00 176,00 5133
90 398,73 2,49 3,60 91,00 178,00 5133
91 398,73 2,49 3,60 91,00 180,00 5240
92 398,73 2,49 3,60 91,00 182,00 5280
93 398,73 2,49 3,60 91,00 184,00 5298
94 398,73 2,49 3,60 91,00 186,00 5308
95 398,73 2,49 3,60 91,00 188,00 5318
96 398,73 2,49 3,60 91,00 190,00 5327
97 398,73 2,49 3,60 91,00 192,00 5336
98 398,73 2,49 3,60 91,00 194,00 5340
99 398,73 2,49 3,60 91,00 196,00 5347
100 398,73 2,49 3,60 91,00 198,00 5351
101 398,73 2,49 3,60 91,00 200,00 5353
102 398,73 2,49 3,60 91,00 202,00 5354
103 398,73 177,86 256,86 91,00 204,00 5357
104 398,73 177,86 256,86 91,00 206,00 5357
105 398,73 177,86 256,86 91,00 208,00 5357
106 398,73 177,86 256,86 91,00 210,00 5357
107 398,73 177,86 256,86 91,00 212,00 5357
108 398,73 177,86 256,86 91,00 214,00 5357
109 398,73 177,86 256,86 91,00 216,00 5359
110 398,73 166,44 240,35 91,00 218,00 5359
111 398,73 166,44 240,35 91,00 220,00 5360
112 398,73 166,44 240,35 91,00 222,00 5362
113 398,73 166,44 240,35 91,00 224,00 5364
114 398,73 166,44 240,35 91,00 226,00 5366
115 398,73 166,44 240,35 91,00 228,00 5366
116 398,73 166,44 240,35 91,00 230,00 5366
117 398,73 166,44 240,35 91,00 232,00 5366
118 398,73 166,44 240,35 91,00 234,00 5367
119 398,73 166,44 240,35 91,00 236,00 5368
120 398,73 166,44 240,35 1,00 238,00 5368
121 398,73 166,44 240,35 1,00 240,00 5378
122 398,73 166,44 240,36 1,00 242,00 5387
123 398,73 166,44 240,36 1,00 244,00 5391
124 398,73 166,44 240,36 1,00 246,00 5392
125 398,73 166,44 240,36 1,00 248,00 5392
126 398,73 166,44 240,36 1,00 250,00 5392
127 398,73 166,44 240,36 1,00 252,00 5392
128 398,73 166,44 240,36 1,00 254,00 5392
129 398,73 166,44 240,36 1,00 256,00 5392
130 398,73 1,55 2,23 1,00 258,00 5392
131 398,73 1,55 2,23 1,00 260,00 5392
132 398,73 1,55 2,23 1,00 262,00 5392
133 398,73 1,55 2,23 1,00 264,00 5392
134 398,73 1,55 2,23 1,00 266,00 5392
135 398,73 1,55 2,23 1,00 268,00 5392
136 398,73 1,55 2,23 1,00 270,00 5392
137 398,73 1,55 2,23 1,00 272,00 5392
138 398,73 1,46 2,10 1,00 274,00 5392
139 398,73 1,46 2,10 1,00 276,00 5392
140 398,73 1,46 2,10 1,00 278,00 5397
141 398,73 1,46 2,10 1,00 280,00 5398
142 398,73 1,46 2,10 1,00 282,00 5398
143 398,73 1,46 2,10 1,00 284,00 5398
144 398,73 1,46 2,10 1,00 286,00 5398
145 398,73 1,46 2,10 1,00 288,00 5398
146 398,73 1,46 2,10 1,00 290,00 5398
147 398,73 1,46 2,10 1,00 292,00 5398
148 398,73 1,46 2,10 1,00 294,00 5398
149 398,73 1,46 2,10 1,00 296,00 5398
150 398,73 1,46 2,10 87,00 298,00 5398
151 398,73 1,46 2,10 87,00 300,00 5443
152 398,73 1,46 2,10 87,00 302,00 5461
153 398,73 1,46 2,10 87,00 304,00 5469
154 398,73 1,46 2,10 87,00 306,00 5476
155 398,73 112,63 162,64 87,00 308,00 5480
156 398,73 112,63 162,64 87,00 310,00 5482
157 398,73 112,63 162,64 87,00 312,00 5482
158 398,73 110,48 159,53 87,00 314,00 5492
159 398,73 110,48 159,53 87,00 316,00 5501
160 398,73 110,48 159,53 87,00 318,00 5510
161 398,73 110,48 159,53 87,00 320,00 5520
162 398,73 110,48 159,53 87,00 322,00 5532
163 398,73 110,48 159,53 87,00 324,00 5544
164 398,73 110,48 159,53 87,00 326,00 5553
165 398,73 110,48 159,53 87,00 328,00 5560
166 398,73 105,12 151,80 87,00 330,00 5566
167 398,73 105,12 151,80 87,00 332,00 5570
168 398,73 103,86 149,98 87,00 334,00 5573
169 398,73 103,24 149,09 87,00 336,00 5575
170 398,73 103,24 149,09 87,00 338,00 5576
171 398,73 103,24 149,09 87,00 340,00 5577
172 398,73 103,24 149,09 87,00 342,00 5578
173 398,73 103,24 149,09 87,00 344,00 5579
