1000
0 339,90 339,90 339,90 1,00 45,00 0
1 339,90 7,73 7,73 1,00 62,00 1235
2 339,90 5,76 2,80 1,00 77,00 1774
3 339,90 5,76 2,96 1,00 95,00 1865
4 339,90 5,76 2,98 1,00 113,00 1875
5 339,90 2,59 1,34 1,00 131,00 1879
6 339,90 2,59 1,35 1,00 149,00 1881
7 339,90 2,59 1,35 1,00 167,00 1881
8 339,90 2,59 1,35 1,00 185,00 1881
9 339,90 2,59 1,35 1,00 203,00 1881
10 339,90 2,59 1,35 1,00 221,00 1881
11 339,90 1,42 0,74 1,00 239,00 1881
12 339,90 1,42 0,74 1,00 257,00 1881
13 339,90 1,42 0,74 1,00 275,00 1881
14 339,90 1,42 0,74 1,00 293,00 1881
15 339,90 1,42 0,74 1,00 311,00 1881
16 339,90 1,42 0,74 1,00 329,00 1881
17 339,90 1,42 0,74 1,00 347,00 1881
18 339,90 1,42 0,74 1,00 365,00 1881
19 339,90 1,42 0,74 1,00 383,00 1881
20 339,90 1,42 0,74 1,00 401,00 1881
21 339,90 1,42 0,74 1,00 419,00 1881
22 339,90 1,42 0,74 1,00 437,00 1881
23 339,90 1,42 0,74 1,00 455,00 1881
24 339,90 1,42 0,74 1,00 473,00 1881
25 339,90 1,42 0,74 1,00 491,00 1881
26 339,90 1,42 0,74 1,00 509,00 1881
27 339,90 1,42 0,74 1,00 527,00 1881
28 339,90 0,62 0,32 1,00 545,00 1881
29 339,90 0,62 0,32 1,00 563,00 1881
30 339,90 0,59 0,30 99,00 581,00 1881
31 339,90 58,02 30,13 99,00 598,00 2704
32 339,90 56,37 26,84 99,00 615,00 3431
33 339,90 53,33 26,04 99,00 631,00 3821
34 339,90 53,33 27,00 99,00 649,00 4072
35 339,90 53,33 28,48 99,00 667,00 4286
36 339,90 53,33 27,63 99,00 685,00 4405
37 339,90 53,33 27,77 99,00 703,00 4558
38 339,90 53,33 28,64 99,00 721,00 4625
39 339,90 53,33 27,87 99,00 739,00 4666
40 339,90 53,33 27,77 99,00 757,00 4711
41 339,90 53,33 28,05 99,00 775,00 4762
42 339,90 53,33 28,41 99,00 793,00 4795
43 339,90 53,33 27,65 99,00 811,00 4831
