500
0 314,61 314,61 314,61 3,00 64,00 0 0
1 314,61 16,00 16,00 197,00 59,00 2034 0
2 314,61 16,00 1,15 351,00 18,00 5373 0
3 314,61 6.134,82 388,90 153,00 18,00 8224 0
4 314,61 6.134,82 467,34 1,00 35,00 10634 0
5 314,61 6.134,82 393,83 1,00 35,00 12916 0
6 314,61 6.134,82 583,94 1,00 35,00 15418 0
7 314,61 6.134,82 509,47 1,00 35,00 17536 0
8 314,61 6.134,82 556,10 1,00 35,00 19639 0
9 314,61 6.134,82 1.158,31 1,00 35,00 21808 0
10 314,61 6.134,82 813,79 1,00 34,00 23907 0
11 314,61 6.134,82 2.105,05 1,00 34,00 25930 0
12 314,61 6.134,82 1.148,64 1,00 34,00 27892 0
13 314,61 6.134,82 1.323,18 1,00 34,00 29850 0
14 314,61 6.134,82 2.433,07 1,00 34,00 31599 0
15 314,61 6.134,82 1.138,55 1,00 34,00 33497 0
16 314,61 6.134,82 2.509,17 1,00 34,00 35789 0
17 314,61 6.134,82 2.012,76 1,00 34,00 37955 0
18 314,61 9,25 4,85 91,00 34,00 39952 0
19 314,61 9,25 4,20 183,00 18,00 41766 0
20 314,61 9,25 5,00 283,00 18,00 43660 0
21 314,61 9,25 4,34 381,00 18,00 45373 0
22 314,61 9,25 4,19 479,00 18,00 47124 0
23 314,61 9,25 4,44 579,00 18,00 48807 0
24 314,61 9,25 3,90 663,00 18,00 50463 0
25 314,61 9,25 4,08 739,00 18,00 52047 0
26 314,61 9,25 4,10 807,00 18,00 53795 0
27 314,61 9,25 3,42 891,00 18,00 55520 0
28 314,61 9,25 3,13 969,00 18,00 57190 0
29 314,61 9,25 4,62 1.039,00 18,00 58778 0
30 314,61 9,25 5,09 1.105,00 18,00 60394 0
31 314,61 19.313,32 9.529,79 905,00 18,00 62105 0
32 314,61 19.313,32 8.253,41 705,00 35,00 63934 0
33 314,61 19.313,32 8.464,08 505,00 52,00 65556 0
34 314,61 19.313,32 9.828,41 305,00 69,00 67081 0
35 314,61 19.313,32 10.443,84 105,00 86,00 68549 0
36 314,61 19.313,32 10.505,36 1,00 103,00 69881 0
37 314,61 19.313,32 9.946,21 1,00 103,00 71145 0
38 314,61 19.313,32 9.691,84 1,00 103,00 72579 0
39 314,61 19.313,32 8.761,14 1,00 103,00 74208 0
40 314,61 3,05 1,30 137,00 103,00 75718 0
41 314,61 3,05 1,04 273,00 58,00 77166 0
42 314,61 3,05 1,35 415,00 21,00 78878 0
43 314,61 3,05 1,43 553,00 18,00 80555 0
44 314,61 3,05 1,41 697,00 18,00 81773 0
45 314,61 12.182,25 5.376,87 497,00 18,00 83109 0
46 314,61 12.182,25 5.383,23 297,00 35,00 84434 0
47 314,61 12.182,25 5.215,20 97,00 52,00 85600 0
48 314,61 12.182,25 5.093,61 1,00 69,00 87143 0
49 314,61 12.182,25 5.179,57 1,00 69,00 88485 0
50 314,61 12.182,25 5.042,42 1,00 69,00 89667 0
51 314,61 12.182,25 6.586,11 1,00 69,00 91101 0
52 314,61 12.182,25 6.701,18 1,00 69,00 92490 0
53 314,61 12.182,25 6.268,86 1,00 69,00 93718 0
54 314,61 12.182,25 6.301,10 1,00 69,00 94913 0
55 314,61 12.182,25 6.302,26 1,00 69,00 96246 0
56 314,61 4,56 2,42 25,00 69,00 97603 0
57 314,61 4,56 2,40 71,00 30,00 98885 0
58 314,61 4,56 2,44 121,00 18,00 100402 0
59 314,61 4,56 2,43 169,00 18,00 101741 0
60 314,61 4,56 2,46 209,00 18,00 103074 0
61 314,61 4,56 2,43 243,00 18,00 104418 0
62 314,61 4,56 2,45 281,00 18,00 105536 0
63 314,61 4.911,35 2.616,39 81,00 18,00 106810 0
64 314,61 728,09 389,11 1,00 35,00 108412 0
65 314,61 728,09 376,64 1,00 35,00 110148 0
66 314,61 728,09 373,18 1,00 35,00 111691 0
67 314,61 728,09 367,02 1,00 35,00 113010 0
68 314,61 728,09 354,28 1,00 35,00 114244 0
69 314,61 728,09 372,44 1,00 35,00 115821 0
70 314,61 728,09 357,75 1,00 34,00 117266 0
71 314,61 728,09 367,61 1,00 34,00 118561 0
72 314,61 728,09 362,19 1,00 34,00 120013 0
73 314,61 728,09 362,18 1,00 34,00 121298 0
74 314,61 728,09 358,80 1,00 34,00 122549 0
75 314,61 728,09 355,10 1,00 34,00 123751 0
76 314,61 728,09 355,85 1,00 34,00 124905 0
77 314,61 728,09 352,03 1,00 34,00 125986 0
78 314,61 728,09 349,42 1,00 34,00 127318 0
79 314,61 728,09 342,72 1,00 33,00 128543 0
80 314,61 728,09 359,38 1,00 31,00 130074 0
81 314,61 728,09 349,02 1,00 29,00 131439 0
82 314,61 728,09 448,24 1,00 29,00 132580 0
83 314,61 728,09 409,39 1,00 28,00 133739 0
84 314,61 728,09 421,64 1,00 26,00 134818 0
85 314,61 728,09 416,42 1,00 26,00 135948 0
86 314,61 728,09 423,89 1,00 24,00 136970 0
87 314,61 13,11 7,87 7,00 24,00 138018 0
88 314,61 13,11 7,82 2,00 18,00 139066 0
89 314,61 13,11 7,81 1,00 18,00 139999 0
90 314,61 13,11 7,66 3,00 1,00 141020 0
91 314,61 13,11 7,85 5,00 18,00 142167 0
92 314,61 13,11 7,62 3,00 18,00 143191 0
93 314,61 13,11 7,58 7,00 18,00 144073 0
94 314,61 13,11 7,84 4,00 18,00 145023 0
95 314,61 13,11 8,16 5,00 18,00 146050 0
96 314,61 13,11 7,98 3,00 18,00 147033 0
97 314,61 13,11 8,06 5,00 18,00 148185 0
98 314,61 13,11 8,06 6,00 18,00 149496 0
99 314,61 13,11 7,71 7,00 18,00 150789 0
100 314,61 13,11 7,80 7,00 18,00 151913 0
101 314,61 13,11 7,95 7,00 18,00 152923 0
102 314,61 122,35 72,46 1,00 18,00 154100 0
103 314,61 122,35 75,47 1,00 1,00 155304 0
104 314,61 314,61 210,20 1,00 1,00 156501 0
105 314,61 314,61 204,47 1,00 1,00 157770 0
106 314,61 314,61 209,00 1,00 1,00 159019 0
107 314,61 314,61 203,09 1,00 1,00 160099 0
108 314,61 314,61 198,44 1,00 1,00 161070 0
109 314,61 314,61 198,84 1,00 1,00 161897 0
110 314,61 314,61 196,40 1,00 1,00 162626 0
111 314,61 314,61 194,42 1,00 1,00 163252 0
112 314,61 314,61 192,68 1,00 1,00 163915 0
113 314,61 314,61 190,36 1,00 1,00 164484 0
114 314,61 314,61 190,07 1,00 1,00 165028 0
115 314,61 314,61 190,19 1,00 1,00 165663 0
116 314,61 314,61 190,62 1,00 1,00 166330 0
117 314,61 314,61 191,28 1,00 1,00 166906 0
118 314,61 314,61 191,03 1,00 1,00 167421 0
119 314,61 314,61 191,23 1,00 1,00 168035 0
120 314,61 314,61 190,34 1,00 1,00 168861 0
121 314,61 314,61 191,56 1,00 1,00 169578 0
122 314,61 314,61 191,85 1,00 1,00 170224 0
123 314,61 314,61 193,42 1,00 1,00 170893 0
124 314,61 314,61 192,37 1,00 1,00 171582 0
125 314,61 314,61 193,19 1,00 1,00 172216 0
126 314,61 314,61 196,03 1,00 1,00 172756 0
127 314,61 314,61 196,48 1,00 1,00 173305 0
128 314,61 314,61 195,51 1,00 1,00 173840 0
129 314,61 314,61 193,90 1,00 1,00 174427 0
130 314,61 314,61 195,55 1,00 1,00 175026 0
131 314,61 314,61 195,70 1,00 1,00 175704 0
132 314,61 314,61 193,47 1,00 1,00 176270 0
133 314,61 314,61 195,29 1,00 1,00 176881 0
134 314,61 314,61 193,49 1,00 1,00 177431 0
135 314,61 314,61 195,18 1,00 1,00 178005 0
136 314,61 314,61 195,22 1,00 1,00 178566 0
137 314,61 314,61 190,09 1,00 1,00 179265 0
138 314,61 314,61 191,09 1,00 1,00 179894 0
139 314,61 314,61 194,11 1,00 1,00 180482 0
140 314,61 314,61 197,10 1,00 1,00 181063 0
141 314,61 314,61 191,00 1,00 1,00 181637 0
142 314,61 314,61 187,08 1,00 1,00 182152 0
143 314,61 314,61 186,12 1,00 1,00 182626 0
144 314,61 314,61 185,88 1,00 1,00 183097 0
145 314,61 314,61 183,95 1,00 1,00 183576 0
146 314,61 314,61 183,91 1,00 1,00 184032 0
147 314,61 314,61 183,90 1,00 1,00 184511 0
148 314,61 314,61 183,70 1,00 1,00 184974 0
149 314,61 314,61 185,52 1,00 1,00 185531 0
150 314,61 314,61 186,10 1,00 1,00 186058 0
151 314,61 314,61 184,95 1,00 1,00 186631 0
152 314,61 314,61 186,53 1,00 1,00 187173 0
153 314,61 314,61 189,12 1,00 1,00 187653 0
154 314,61 314,61 194,33 1,00 1,00 188087 0
155 314,61 314,61 194,14 1,00 1,00 188478 0
156 314,61 314,61 193,99 1,00 1,00 188781 0
157 314,61 314,61 193,79 1,00 1,00 189113 0
158 314,61 314,61 195,76 1,00 1,00 189431 0
159 314,61 314,61 196,85 1,00 1,00 189747 0
160 314,61 314,61 195,90 1,00 1,00 190001 0
161 314,61 314,61 197,66 1,00 1,00 190235 0
162 314,61 314,61 193,58 1,00 1,00 190426 0
163 314,61 314,61 194,14 1,00 1,00 190604 0
164 314,61 314,61 194,93 1,00 1,00 190779 0
165 314,61 314,61 195,73 1,00 1,00 191045 0
166 314,61 314,61 196,21 1,00 1,00 191280 0
167 314,61 314,61 196,18 1,00 1,00 191593 0
168 314,61 314,61 196,97 1,00 1,00 192025 0
169 314,61 314,61 197,22 1,00 1,00 192568 0
170 314,61 314,61 196,53 1,00 1,00 193073 0
171 314,61 314,61 196,00 1,00 1,00 193588 0
172 314,61 314,61 196,09 1,00 1,00 194218 0
173 314,61 314,61 196,61 1,00 1,00 194884 0
174 314,61 314,61 198,00 1,00 1,00 195676 0
175 314,61 314,61 197,36 1,00 1,00 196337 0
176 314,61 314,61 196,15 1,00 1,00 196899 0
177 314,61 314,61 195,49 1,00 1,00 197325 0
178 314,61 314,61 197,42 1,00 1,00 197802 0
179 314,61 314,61 195,44 1,00 1,00 198275 0
180 314,61 314,61 195,18 1,00 1,00 198921 0
181 314,61 314,61 196,72 1,00 1,00 199549 0
182 314,61 314,61 196,64 1,00 1,00 200208 0
183 314,61 314,61 195,33 1,00 1,00 201052 0
184 314,61 314,61 197,81 1,00 1,00 201970 0
185 314,61 314,61 197,70 1,00 1,00 202680 0
186 314,61 314,61 197,04 1,00 1,00 203342 0
187 314,61 314,61 191,33 1,00 1,00 203905 0
188 314,61 314,61 195,29 1,00 1,00 204414 0
189 314,61 314,61 194,32 1,00 1,00 205267 0
190 314,61 314,61 195,74 1,00 1,00 206148 0
191 314,61 314,61 195,59 1,00 1,00 207071 0
192 314,61 314,61 199,19 1,00 1,00 207853 0
193 314,61 314,61 200,44 1,00 1,00 208707 0
194 314,61 314,61 197,99 1,00 1,00 209442 0
195 314,61 314,61 196,12 1,00 1,00 210092 0
196 314,61 314,61 197,30 1,00 1,00 210836 0
197 314,61 314,61 196,86 1,00 1,00 211520 0
198 314,61 314,61 195,65 1,00 1,00 212143 0
199 314,61 314,61 198,71 1,00 1,00 212798 0
200 314,61 314,61 196,54 1,00 1,00 213398 0
201 314,61 314,61 197,47 1,00 1,00 213972 0
202 314,61 314,61 197,87 1,00 1,00 214446 0
203 314,61 314,61 202,81 1,00 1,00 214886 0
204 314,61 314,61 192,99 1,00 1,00 215331 0
205 314,61 314,61 201,39 1,00 1,00 215711 0
206 314,61 314,61 199,90 1,00 1,00 216069 0
207 314,61 314,61 198,53 1,00 1,00 216426 0
208 314,61 314,61 199,72 1,00 1,00 216691 0
209 314,61 314,61 194,28 1,00 1,00 216851 0
210 314,61 314,61 199,19 1,00 1,00 217021 0
211 314,61 314,61 198,34 1,00 1,00 217235 0
212 314,61 314,61 203,04 1,00 1,00 217428 0
213 314,61 314,61 198,60 1,00 1,00 217613 0
214 314,61 314,61 198,70 1,00 1,00 217786 0
215 314,61 314,61 197,72 1,00 1,00 218014 0
216 314,61 314,61 197,63 1,00 1,00 218241 0
217 314,61 314,61 197,57 1,00 1,00 218632 0
218 314,61 314,61 196,90 1,00 1,00 219065 0
219 314,61 314,61 195,86 1,00 1,00 219510 0
220 314,61 314,61 196,43 1,00 1,00 219834 0
221 314,61 314,61 196,85 1,00 1,00 220118 0
222 314,61 314,61 197,19 1,00 1,00 220457 0
223 314,61 314,61 196,85 1,00 1,00 220780 0
224 314,61 314,61 196,44 1,00 1,00 221084 0
225 314,61 314,61 196,38 1,00 1,00 221368 0
226 314,61 314,61 195,79 1,00 1,00 221678 0
227 314,61 314,61 196,44 1,00 1,00 222006 0
228 314,61 314,61 196,60 1,00 1,00 222403 0
229 314,61 314,61 196,36 1,00 1,00 222737 0
230 314,61 314,61 196,55 1,00 1,00 223035 0
231 314,61 314,61 196,64 1,00 1,00 223321 0
232 314,61 314,61 198,01 1,00 1,00 223592 0
233 314,61 314,61 198,05 1,00 1,00 223825 0
234 314,61 314,61 197,16 1,00 1,00 224068 0
235 314,61 314,61 197,17 1,00 1,00 224238 0
236 314,61 314,61 197,12 1,00 1,00 224458 0
237 314,61 314,61 197,00 1,00 1,00 224715 0
238 314,61 314,61 196,83 1,00 1,00 224963 0
239 314,61 314,61 196,90 1,00 1,00 225171 0
240 314,61 314,61 197,13 1,00 1,00 225419 0
241 314,61 314,61 197,06 1,00 1,00 225651 0
242 314,61 314,61 198,02 1,00 1,00 225874 0
243 314,61 314,61 197,18 1,00 1,00 226049 0
244 314,61 314,61 197,58 1,00 1,00 226240 0
245 314,61 314,61 197,28 1,00 1,00 226509 0
246 314,61 314,61 197,22 1,00 1,00 226809 0
247 314,61 314,61 197,33 1,00 1,00 227215 0
248 314,61 314,61 196,57 1,00 1,00 227639 0
249 314,61 314,61 196,39 1,00 1,00 228105 0
250 314,61 314,61 197,03 1,00 1,00 228636 0
251 314,61 314,61 196,04 1,00 1,00 229213 0
252 314,61 314,61 196,78 1,00 1,00 229674 0
253 314,61 314,61 196,64 1,00 1,00 230044 0
254 314,61 314,61 195,28 1,00 1,00 230450 0
255 314,61 314,61 196,60 1,00 1,00 230803 0
256 314,61 314,61 196,17 1,00 1,00 231184 0
257 314,61 314,61 195,92 1,00 1,00 231585 0
258 314,61 314,61 195,42 1,00 1,00 232098 0
259 314,61 314,61 195,27 1,00 1,00 232617 0
260 314,61 314,61 194,08 1,00 1,00 233264 0
261 314,61 314,61 193,78 1,00 1,00 233979 0
262 314,61 314,61 196,30 1,00 1,00 234613 0
263 314,61 314,61 195,77 1,00 1,00 235212 0
264 314,61 314,61 196,45 1,00 1,00 235817 0
265 314,61 314,61 195,71 1,00 1,00 236398 0
266 314,61 314,61 198,28 1,00 1,00 236895 0
267 314,61 314,61 196,14 1,00 1,00 237510 0
268 314,61 314,61 196,48 1,00 1,00 238092 0
269 314,61 314,61 196,27 1,00 1,00 238725 0
270 314,61 314,61 195,43 1,00 1,00 239224 0
271 314,61 314,61 195,13 1,00 1,00 239797 0
272 314,61 314,61 195,06 1,00 1,00 240308 0
273 314,61 314,61 194,15 1,00 1,00 240800 0
274 314,61 314,61 192,42 1,00 1,00 241319 0
275 314,61 314,61 191,03 1,00 1,00 241758 0
276 314,61 314,61 189,81 1,00 1,00 242166 0
277 314,61 314,61 190,24 1,00 1,00 242581 0
278 314,61 314,61 188,83 1,00 1,00 242909 0
279 314,61 314,61 188,12 1,00 1,00 243219 0
280 314,61 314,61 186,66 1,00 1,00 243464 0
281 314,61 314,61 186,60 1,00 1,00 243676 0
282 314,61 314,61 187,27 1,00 1,00 243930 0
283 314,61 314,61 187,21 1,00 1,00 244170 0
284 314,61 314,61 187,12 1,00 1,00 244381 0
285 314,61 314,61 187,01 1,00 1,00 244581 0
286 314,61 314,61 187,32 1,00 1,00 244881 0
287 314,61 314,61 189,45 1,00 1,00 245197 0
288 314,61 314,61 190,29 1,00 1,00 245608 0
289 314,61 314,61 191,99 1,00 1,00 246088 0
290 314,61 314,61 193,32 1,00 1,00 246639 0
291 314,61 314,61 193,26 1,00 1,00 247156 0
292 314,61 314,61 193,82 1,00 1,00 247714 0
293 314,61 314,61 194,18 1,00 1,00 248241 0
294 314,61 314,61 194,54 1,00 1,00 248810 0
295 314,61 314,61 194,52 1,00 1,00 249419 0
296 314,61 314,61 194,69 1,00 1,00 250007 0
297 314,61 314,61 194,57 1,00 1,00 250497 0
298 314,61 314,61 196,20 1,00 1,00 250954 0
299 314,61 314,61 193,96 1,00 1,00 251457 0
300 314,61 314,61 196,77 1,00 1,00 251857 0
301 314,61 314,61 195,83 1,00 1,00 252267 0
302 314,61 314,61 196,00 1,00 1,00 252574 0
303 314,61 314,61 197,74 1,00 1,00 252830 0
304 314,61 314,61 194,48 1,00 1,00 253107 0
305 314,61 314,61 195,71 1,00 1,00 253377 0
306 314,61 314,61 195,86 1,00 1,00 253614 0
307 314,61 314,61 195,88 1,00 1,00 253802 0
308 314,61 314,61 197,26 1,00 1,00 254049 0
309 314,61 314,61 196,74 1,00 1,00 254401 0
310 314,61 314,61 197,35 1,00 1,00 254778 0
311 314,61 314,61 198,17 1,00 1,00 255271 0
312 314,61 314,61 196,98 1,00 1,00 255757 0
313 314,61 314,61 196,70 1,00 1,00 256168 0
314 314,61 314,61 196,69 1,00 1,00 256672 0
315 314,61 314,61 195,93 1,00 1,00 257185 0
316 314,61 314,61 197,26 1,00 1,00 257712 0
317 314,61 314,61 196,17 1,00 1,00 258122 0
318 314,61 314,61 198,87 1,00 1,00 258667 0
319 314,61 314,61 196,10 1,00 1,00 259142 0
320 314,61 314,61 195,85 1,00 1,00 259646 0
321 314,61 314,61 196,70 1,00 1,00 260162 0
322 314,61 314,61 197,27 1,00 1,00 260676 0
323 314,61 314,61 196,64 1,00 1,00 261138 0
324 314,61 314,61 197,45 1,00 1,00 261651 0
325 314,61 314,61 196,40 1,00 1,00 262097 0
326 314,61 314,61 195,92 1,00 1,00 262489 0
327 314,61 314,61 196,38 1,00 1,00 262843 0
328 314,61 314,61 196,91 1,00 1,00 263159 0
329 314,61 314,61 197,11 1,00 1,00 263421 0
330 314,61 314,61 197,48 1,00 1,00 263619 0
331 314,61 314,61 197,57 1,00 1,00 263843 0
332 314,61 314,61 197,74 1,00 1,00 264118 0
333 314,61 314,61 197,83 1,00 1,00 264399 0
334 314,61 314,61 197,84 1,00 1,00 264633 0
335 314,61 314,61 197,78 1,00 1,00 264897 0
336 314,61 314,61 197,73 1,00 1,00 265071 0
337 314,61 314,61 197,73 1,00 1,00 265325 0
338 314,61 314,61 197,66 1,00 1,00 265624 0
339 314,61 314,61 197,81 1,00 1,00 265881 0
340 314,61 314,61 197,77 1,00 1,00 266159 0
341 314,61 314,61 197,67 1,00 1,00 266407 0
342 314,61 314,61 197,77 1,00 1,00 266608 0
343 314,61 314,61 197,71 1,00 1,00 266826 0
344 314,61 314,61 197,67 1,00 1,00 267021 0
345 314,61 314,61 197,68 1,00 1,00 267267 0
346 314,61 314,61 197,59 1,00 1,00 267522 0
347 314,61 314,61 197,46 1,00 1,00 267800 0
348 314,61 314,61 197,51 1,00 1,00 267983 0
349 314,61 314,61 197,57 1,00 1,00 268149 0
350 314,61 314,61 197,37 1,00 1,00 268298 0
351 314,61 314,61 197,49 1,00 1,00 268420 0
