1000
0 18,94 18,94 18,94 1,00 97,00 0
1 18,94 0,26 0,26 1,00 82,00 1235
2 18,94 0,26 0,14 1,00 84,00 1774
3 18,94 0,23 0,13 1,00 92,00 1865
4 18,94 0,21 0,12 1,00 101,00 1875
5 18,94 0,19 0,11 1,00 110,00 1879
6 18,94 0,19 0,11 1,00 120,00 1881
7 18,94 0,19 0,11 1,00 130,00 1881
8 18,94 0,19 0,11 1,00 140,00 1881
9 18,94 0,19 0,11 1,00 150,00 1881
10 18,94 0,19 0,11 1,00 160,00 1881
11 18,94 0,19 0,11 1,00 170,00 1881
12 18,94 0,19 0,11 1,00 180,00 1881
13 18,94 0,19 0,11 1,00 190,00 1881
14 18,94 0,19 0,11 1,00 200,00 1881
15 18,94 0,19 0,11 1,00 210,00 1881
16 18,94 0,19 0,11 1,00 220,00 1881
17 18,94 0,19 0,11 1,00 230,00 1881
18 18,94 0,19 0,11 1,00 240,00 1881
19 18,94 0,19 0,11 1,00 250,00 1881
20 18,94 0,19 0,11 1,00 260,00 1881
21 18,94 0,19 0,11 1,00 270,00 1881
22 18,94 0,07 0,04 1,00 280,00 1881
23 18,94 0,07 0,04 1,00 290,00 1881
24 18,94 0,07 0,04 1,00 300,00 1881
25 18,94 0,07 0,04 1,00 310,00 1881
26 18,94 0,07 0,04 1,00 320,00 1881
27 18,94 0,07 0,04 1,00 330,00 1881
28 18,94 0,07 0,04 1,00 340,00 1881
29 18,94 0,07 0,04 1,00 350,00 1881
30 18,94 0,07 0,04 99,00 360,00 1881
31 18,94 5,25 2,94 99,00 367,00 2704
32 18,94 5,12 4,22 99,00 376,00 3431
33 18,94 5,00 3,41 99,00 385,00 3821
34 18,94 5,00 3,65 99,00 395,00 4072
35 18,94 5,00 3,94 99,00 405,00 4286
36 18,94 5,00 3,66 99,00 415,00 4405
37 18,94 4,41 3,37 99,00 425,00 4558
38 18,94 4,42 3,32 99,00 434,00 4625
39 18,94 4,42 3,27 99,00 444,00 4666
40 18,94 4,42 3,22 99,00 454,00 4711
41 18,94 4,42 3,26 99,00 464,00 4762
42 18,94 4,05 2,98 99,00 473,00 4795
43 18,94 4,05 2,90 99,00 483,00 4831
44 18,94 3,89 2,85 99,00 492,00 4863
45 18,94 3,89 2,85 99,00 502,00 4893
46 18,94 3,89 2,85 99,00 512,00 4918
47 18,94 3,59 2,64 99,00 522,00 4938
48 18,94 3,59 2,64 99,00 532,00 4953
49 18,94 3,59 2,64 99,00 542,00 4969
50 18,94 3,59 2,64 99,00 552,00 4978
51 18,94 3,34 2,45 99,00 562,00 4991
52 18,94 3,34 2,45 99,00 572,00 5006
53 18,94 3,28 2,41 99,00 581,00 5016
54 18,94 3,17 2,33 99,00 591,00 5027
55 18,94 3,17 2,33 99,00 601,00 5033
56 18,94 3,17 2,33 99,00 611,00 5043
57 18,94 3,17 2,33 99,00 621,00 5047
58 18,94 3,17 2,33 99,00 631,00 5055
59 18,94 3,17 2,33 99,00 641,00 5061
60 18,94 3,17 2,33 66,00 651,00 5068
61 18,94 1,92 1,41 66,00 660,00 5076
62 18,94 1,92 1,41 66,00 670,00 5097
63 18,94 1,92 1,41 66,00 680,00 5110
64 18,94 1,92 1,41 66,00 690,00 5114
65 18,94 1,92 1,41 66,00 700,00 5115
66 18,94 1,92 1,41 66,00 710,00 5118
67 18,94 1,92 1,41 66,00 720,00 5123
68 18,94 1,92 1,41 66,00 730,00 5124
69 18,94 1,92 1,41 66,00 740,00 5125
70 18,94 1,92 1,41 66,00 750,00 5125
71 18,94 1,92 1,41 66,00 760,00 5125
72 18,94 1,62 1,19 66,00 770,00 5125
73 18,94 1,62 1,19 66,00 780,00 5125
74 18,94 1,62 1,19 66,00 790,00 5126
75 18,94 1,62 1,19 66,00 800,00 5126
76 18,94 1,62 1,19 66,00 810,00 5126
77 18,94 1,62 1,19 66,00 820,00 5126
78 18,94 1,62 1,19 66,00 830,00 5127
79 18,94 1,62 1,19 66,00 840,00 5128
80 18,94 1,62 1,19 66,00 850,00 5128
81 18,94 1,62 1,19 66,00 860,00 5128
82 18,94 1,62 1,19 66,00 870,00 5128
83 18,94 1,62 1,19 66,00 880,00 5128
84 18,94 1,40 1,03 66,00 890,00 5128
85 18,94 1,39 1,02 66,00 900,00 5128
86 18,94 1,39 1,02 66,00 910,00 5128
87 18,94 1,39 1,02 66,00 920,00 5128
88 18,94 1,39 1,02 66,00 930,00 5129
89 18,94 1,39 1,02 66,00 940,00 5133
90 18,94 1,32 0,97 112,00 950,00 5133
91 18,94 2,23 1,64 112,00 959,00 5240
92 18,94 2,23 1,64 112,00 969,00 5280
93 18,94 2,23 1,64 112,00 979,00 5298
94 18,94 2,23 1,64 112,00 989,00 5308
95 18,94 2,23 1,64 112,00 999,00 5318
96 18,94 2,23 1,64 112,00 1.009,00 5327
97 18,94 2,23 1,64 112,00 1.019,00 5336
98 18,94 2,23 1,64 112,00 1.029,00 5340
99 18,94 2,23 1,64 112,00 1.039,00 5347
100 18,94 2,23 1,64 112,00 1.049,00 5351
101 18,94 2,00 1,47 112,00 1.059,00 5353
102 18,94 2,00 1,47 112,00 1.069,00 5354
103 18,94 2,00 1,47 112,00 1.079,00 5357
104 18,94 2,00 1,47 112,00 1.089,00 5357
105 18,94 2,00 1,47 112,00 1.099,00 5357
106 18,94 1,91 1,41 112,00 1.109,00 5357
107 18,94 1,91 1,41 112,00 1.119,00 5357
108 18,94 1,91 1,41 112,00 1.129,00 5357
109 18,94 1,86 1,37 112,00 1.139,00 5359
110 18,94 1,86 1,37 112,00 1.149,00 5359
111 18,94 1,83 1,34 112,00 1.159,00 5360
112 18,94 1,83 1,34 112,00 1.169,00 5362
113 18,94 1,83 1,34 112,00 1.179,00 5364
114 18,94 1,83 1,34 112,00 1.189,00 5366
115 18,94 1,83 1,34 112,00 1.199,00 5366
116 18,94 1,83 1,34 112,00 1.209,00 5366
117 18,94 1,74 1,28 112,00 1.219,00 5366
118 18,94 1,74 1,28 112,00 1.229,00 5367
119 18,94 1,74 1,28 112,00 1.239,00 5368
120 18,94 1,74 1,28 68,00 1.249,00 5368
121 18,94 1,74 1,28 68,00 1.259,00 5378
122 18,94 1,74 1,28 68,00 1.269,00 5387
123 18,94 1,74 1,28 68,00 1.279,00 5391
124 18,94 1,74 1,28 68,00 1.289,00 5392
125 18,94 1,74 1,28 68,00 1.299,00 5392
126 18,94 1,74 1,28 68,00 1.309,00 5392
127 18,94 1,74 1,28 68,00 1.319,00 5392
128 18,94 1,74 1,28 68,00 1.329,00 5392
129 18,94 1,74 1,28 68,00 1.339,00 5392
130 18,94 1,74 1,28 68,00 1.349,00 5392
131 18,94 1,74 1,28 68,00 1.359,00 5392
132 18,94 1,74 1,28 68,00 1.369,00 5392
133 18,94 1,74 1,28 68,00 1.379,00 5392
134 18,94 1,74 1,28 68,00 1.389,00 5392
135 18,94 1,74 1,28 68,00 1.399,00 5392
136 18,94 1,74 1,28 68,00 1.409,00 5392
137 18,94 1,74 1,28 68,00 1.419,00 5392
138 18,94 1,74 1,28 68,00 1.429,00 5392
139 18,94 1,74 1,28 68,00 1.439,00 5392
140 18,94 1,74 1,28 68,00 1.449,00 5397
141 18,94 1,74 1,28 68,00 1.459,00 5398
142 18,94 1,74 1,28 68,00 1.469,00 5398
143 18,94 1,74 1,28 68,00 1.479,00 5398
144 18,94 1,74 1,28 68,00 1.489,00 5398
145 18,94 1,74 1,28 68,00 1.499,00 5398
146 18,94 1,74 1,28 68,00 1.509,00 5398
147 18,94 1,74 1,28 68,00 1.519,00 5398
148 18,94 1,74 1,28 68,00 1.529,00 5398
149 18,94 1,74 1,28 68,00 1.539,00 5398
150 18,94 1,74 1,28 24,00 1.549,00 5398
151 18,94 1,74 1,28 24,00 1.559,00 5443
152 18,94 1,74 1,28 24,00 1.569,00 5461
153 18,94 1,74 1,28 24,00 1.579,00 5469
154 18,94 1,74 1,28 24,00 1.589,00 5476
155 18,94 1,74 1,28 24,00 1.599,00 5480
156 18,94 1,74 1,28 24,00 1.609,00 5482
157 18,94 1,74 1,28 24,00 1.619,00 5482
158 18,94 1,74 1,28 24,00 1.629,00 5492
159 18,94 1,74 1,28 24,00 1.639,00 5501
160 18,94 0,28 0,20 24,00 1.649,00 5510
161 18,94 0,28 0,20 24,00 1.657,00 5520
162 18,94 0,27 0,20 24,00 1.666,00 5532
163 18,94 0,27 0,20 24,00 1.675,00 5544
164 18,94 0,27 0,20 24,00 1.685,00 5553
165 18,94 0,27 0,20 24,00 1.695,00 5560
166 18,94 0,27 0,20 24,00 1.705,00 5566
167 18,94 0,27 0,20 24,00 1.715,00 5570
168 18,94 0,27 0,20 24,00 1.725,00 5573
169 18,94 0,27 0,20 24,00 1.735,00 5575
170 18,94 0,27 0,20 24,00 1.745,00 5576
171 18,94 0,27 0,20 24,00 1.755,00 5577
172 18,94 0,27 0,20 24,00 1.765,00 5578
173 18,94 0,27 0,20 24,00 1.775,00 5579
174 18,94 0,27 0,20 24,00 1.785,00 5580
175 18,94 0,27 0,20 24,00 1.795,00 5582
176 18,94 0,25 0,18 24,00 1.805,00 5583
177 18,94 0,25 0,18 24,00 1.815,00 5584
178 18,94 0,25 0,18 24,00 1.825,00 5587
179 18,94 0,25 0,18 24,00 1.835,00 5589
180 18,94 0,25 0,18 102,00 1.845,00 5591
181 18,94 1,05 0,77 102,00 1.854,00 5600
182 18,94 1,05 0,77 102,00 1.864,00 5601
183 18,94 1,05 0,77 102,00 1.874,00 5602
184 18,94 1,05 0,77 102,00 1.884,00 5602
185 18,94 1,05 0,77 102,00 1.894,00 5602
186 18,94 1,05 0,77 102,00 1.904,00 5602
187 18,94 1,05 0,77 102,00 1.914,00 5602
188 18,94 1,05 0,77 102,00 1.924,00 5602
189 18,94 1,05 0,77 102,00 1.934,00 5602
190 18,94 1,05 0,77 102,00 1.944,00 5602
191 18,94 1,05 0,77 102,00 1.954,00 5604
192 18,94 1,05 0,77 102,00 1.964,00 5606
193 18,94 1,05 0,77 102,00 1.974,00 5607
194 18,94 1,05 0,77 102,00 1.984,00 5611
195 18,94 1,05 0,77 102,00 1.994,00 5613
196 18,94 1,05 0,77 102,00 2.004,00 5613
197 18,94 1,05 0,77 102,00 2.014,00 5613
198 18,94 1,05 0,77 102,00 2.024,00 5613
199 18,94 1,05 0,77 102,00 2.034,00 5613
200 18,94 1,05 0,77 102,00 2.044,00 5613
201 18,94 1,05 0,77 102,00 2.054,00 5613
202 18,94 0,94 0,69 102,00 2.064,00 5613
203 18,94 0,94 0,69 102,00 2.074,00 5613
204 18,94 0,94 0,69 102,00 2.084,00 5613
205 18,94 0,94 0,69 102,00 2.094,00 5613
206 18,94 0,94 0,69 102,00 2.104,00 5613
207 18,94 0,94 0,69 102,00 2.114,00 5613
208 18,94 0,94 0,69 102,00 2.124,00 5614
209 18,94 0,94 0,69 102,00 2.134,00 5616
210 18,94 0,90 0,66 114,00 2.144,00 5616
211 18,94 1,00 0,74 114,00 2.154,00 5655
212 18,94 1,00 0,74 114,00 2.164,00 5665
213 18,94 1,00 0,74 114,00 2.174,00 5671
214 18,94 1,00 0,74 114,00 2.184,00 5671
215 18,94 1,00 0,74 114,00 2.194,00 5671
216 18,94 1,00 0,74 114,00 2.204,00 5671
217 18,94 1,00 0,74 114,00 2.214,00 5671
218 18,94 1,00 0,74 114,00 2.224,00 5671
219 18,94 1,00 0,74 114,00 2.234,00 5671
220 18,94 1,00 0,74 114,00 2.244,00 5671
221 18,94 1,00 0,74 114,00 2.254,00 5671
222 18,94 0,95 0,70 114,00 2.264,00 5671
223 18,94 0,95 0,70 114,00 2.274,00 5671
224 18,94 0,95 0,70 114,00 2.284,00 5671
225 18,94 0,95 0,70 114,00 2.294,00 5671
226 18,94 0,95 0,70 114,00 2.304,00 5671
227 18,94 0,95 0,70 114,00 2.314,00 5671
228 18,94 0,95 0,70 114,00 2.324,00 5671
229 18,94 0,95 0,70 114,00 2.334,00 5671
230 18,94 0,95 0,70 114,00 2.344,00 5671
231 18,94 0,95 0,70 114,00 2.354,00 5671
232 18,94 0,95 0,70 114,00 2.364,00 5671
233 18,94 0,95 0,70 114,00 2.374,00 5671
234 18,94 0,95 0,70 114,00 2.384,00 5671
235 18,94 0,95 0,70 114,00 2.394,00 5671
236 18,94 0,95 0,70 114,00 2.404,00 5671
237 18,94 0,95 0,70 114,00 2.414,00 5671
238 18,94 0,89 0,65 114,00 2.424,00 5671
239 18,94 0,89 0,65 114,00 2.434,00 5671
240 18,94 0,89 0,65 120,00 2.444,00 5671
241 18,94 0,89 0,65 120,00 2.454,00 5686
242 18,94 0,89 0,65 120,00 2.464,00 5686
243 18,94 0,89 0,65 120,00 2.474,00 5687
244 18,94 0,91 0,67 120,00 2.484,00 5688
245 18,94 0,91 0,67 120,00 2.494,00 5688
246 18,94 0,91 0,67 120,00 2.504,00 5688
247 18,94 0,91 0,67 120,00 2.514,00 5688
248 18,94 0,91 0,67 120,00 2.524,00 5688
249 18,94 0,90 0,66 120,00 2.534,00 5691
250 18,94 0,89 0,66 120,00 2.544,00 5693
251 18,94 0,89 0,66 120,00 2.554,00 5693
252 18,94 0,89 0,66 120,00 2.564,00 5693
253 18,94 0,89 0,66 120,00 2.574,00 5694
254 18,94 0,89 0,66 120,00 2.584,00 5694
255 18,94 0,89 0,66 120,00 2.594,00 5694
256 18,94 0,89 0,66 120,00 2.604,00 5694
257 18,94 0,89 0,66 120,00 2.614,00 5694
258 18,94 0,89 0,66 120,00 2.624,00 5694
259 18,94 0,89 0,66 120,00 2.634,00 5694
260 18,94 0,89 0,66 120,00 2.644,00 5694
261 18,94 0,89 0,66 120,00 2.654,00 5694
262 18,94 0,89 0,66 120,00 2.664,00 5694
263 18,94 0,89 0,66 120,00 2.674,00 5694
264 18,94 0,89 0,66 120,00 2.684,00 5694
265 18,94 0,89 0,66 120,00 2.694,00 5694
266 18,94 0,89 0,66 120,00 2.704,00 5694
267 18,94 0,84 0,62 120,00 2.714,00 5694
268 18,94 0,84 0,62 120,00 2.724,00 5694
269 18,94 0,84 0,62 120,00 2.734,00 5694
270 18,94 0,84 0,62 125,00 2.744,00 5694
271 18,94 0,84 0,62 125,00 2.754,00 5724
272 18,94 0,84 0,62 125,00 2.764,00 5736
273 18,94 0,84 0,62 125,00 2.774,00 5742
274 18,94 0,84 0,62 125,00 2.784,00 5742
275 18,94 0,84 0,62 125,00 2.794,00 5742
276 18,94 0,84 0,62 125,00 2.804,00 5742
277 18,94 0,84 0,62 125,00 2.814,00 5742
278 18,94 0,84 0,62 125,00 2.824,00 5742
279 18,94 0,84 0,62 125,00 2.834,00 5742
280 18,94 0,83 0,61 125,00 2.844,00 5742
281 18,94 0,83 0,61 125,00 2.854,00 5742
