1000
0 247,24 247,24 247,24 1,00 20,00 0
1 247,24 22,48 22,48 1,00 23,00 1235
2 247,24 16,48 8,02 1,00 27,00 1774
3 247,24 9,51 4,89 1,00 38,00 1865
4 247,24 9,51 4,92 1,00 50,00 1875
5 247,24 9,51 4,92 1,00 62,00 1879
6 247,24 9,51 4,93 1,00 74,00 1881
7 247,24 9,51 4,94 1,00 86,00 1881
8 247,24 9,51 4,94 1,00 98,00 1881
9 247,24 9,51 4,94 1,00 110,00 1881
10 247,24 9,51 4,94 1,00 122,00 1881
11 247,24 1,85 0,96 1,00 134,00 1881
12 247,24 1,85 0,96 1,00 146,00 1881
13 247,24 1,85 0,96 1,00 158,00 1881
14 247,24 1,85 0,96 1,00 170,00 1881
15 247,24 1,85 0,96 1,00 182,00 1881
16 247,24 1,85 0,96 1,00 194,00 1881
17 247,24 1,85 0,96 1,00 206,00 1881
18 247,24 1,13 0,59 1,00 218,00 1881
19 247,24 1,13 0,59 1,00 230,00 1881
20 247,24 1,13 0,59 1,00 242,00 1881
21 247,24 1,13 0,59 1,00 254,00 1881
22 247,24 1,13 0,59 1,00 266,00 1881
23 247,24 1,13 0,59 1,00 278,00 1881
24 247,24 1,13 0,59 1,00 290,00 1881
25 247,24 0,82 0,43 1,00 302,00 1881
26 247,24 0,82 0,43 1,00 314,00 1881
27 247,24 0,82 0,43 1,00 326,00 1881
28 247,24 0,82 0,43 1,00 338,00 1881
29 247,24 0,82 0,43 1,00 350,00 1881
30 247,24 0,82 0,43 99,00 362,00 1881
31 247,24 68,76 35,71 99,00 368,00 2704
32 247,24 67,80 32,29 99,00 373,00 3431
33 247,24 66,15 32,30 99,00 382,00 3821
34 247,24 64,24 32,53 99,00 393,00 4072
35 247,24 62,60 33,43 99,00 403,00 4286
36 247,24 62,60 32,44 99,00 415,00 4405
37 247,24 59,12 30,79 99,00 426,00 4558
38 247,24 55,88 30,01 99,00 438,00 4625
39 247,24 55,88 29,21 99,00 450,00 4666
40 247,24 55,88 29,10 99,00 462,00 4711
41 247,24 55,88 29,40 99,00 474,00 4762
42 247,24 51,75 27,57 99,00 485,00 4795
43 247,24 51,75 26,83 99,00 497,00 4831
44 247,24 48,09 25,55 99,00 509,00 4863
45 247,24 48,09 25,51 99,00 521,00 4893
46 247,24 48,09 25,50 99,00 533,00 4918
47 247,24 48,09 25,50 99,00 545,00 4938
48 247,24 48,09 25,49 99,00 557,00 4953
49 247,24 43,02 22,78 99,00 569,00 4969
50 247,24 43,02 22,77 99,00 581,00 4978
51 247,24 43,02 22,75 99,00 593,00 4991
52 247,24 43,02 22,73 99,00 605,00 5006
53 247,24 39,67 20,95 99,00 617,00 5016
54 247,24 39,67 20,93 99,00 629,00 5027
55 247,24 39,67 20,92 99,00 641,00 5033
56 247,24 39,67 20,90 99,00 653,00 5043
57 247,24 39,67 20,90 99,00 665,00 5047
58 247,24 39,67 20,88 99,00 677,00 5055
59 247,24 39,67 20,87 99,00 689,00 5061
60 247,24 39,67 20,86 1,00 701,00 5068
61 247,24 39,67 20,84 1,00 713,00 5076
62 247,24 39,67 20,84 1,00 725,00 5097
63 247,24 39,67 20,82 1,00 737,00 5110
64 247,24 39,67 20,81 1,00 749,00 5114
65 247,24 39,67 20,80 1,00 761,00 5115
66 247,24 39,67 20,79 1,00 773,00 5118
67 247,24 39,67 20,79 1,00 785,00 5123
68 247,24 39,67 20,80 1,00 797,00 5124
69 247,24 39,67 20,75 1,00 809,00 5125
70 247,24 0,30 0,16 1,00 821,00 5125
71 247,24 0,30 0,16 1,00 833,00 5125
72 247,24 0,30 0,16 1,00 845,00 5125
73 247,24 0,30 0,16 1,00 857,00 5125
74 247,24 0,30 0,16 1,00 869,00 5126
75 247,24 0,28 0,15 1,00 881,00 5126
76 247,24 0,28 0,15 1,00 893,00 5126
77 247,24 0,28 0,15 1,00 905,00 5126
78 247,24 0,28 0,15 1,00 917,00 5127
79 247,24 0,28 0,15 1,00 929,00 5128
80 247,24 0,28 0,15 1,00 941,00 5128
81 247,24 0,28 0,15 1,00 953,00 5128
82 247,24 0,28 0,15 1,00 965,00 5128
83 247,24 0,28 0,15 1,00 977,00 5128
84 247,24 0,28 0,15 1,00 989,00 5128
85 247,24 0,28 0,15 1,00 1.001,00 5128
86 247,24 0,24 0,13 1,00 1.013,00 5128
87 247,24 0,24 0,13 1,00 1.025,00 5128
88 247,24 0,24 0,12 1,00 1.037,00 5129
89 247,24 0,24 0,12 1,00 1.049,00 5133
90 247,24 0,24 0,12 99,00 1.061,00 5133
91 247,24 23,09 11,93 99,00 1.072,00 5240
92 247,24 23,09 11,92 99,00 1.084,00 5280
93 247,24 23,09 11,92 99,00 1.096,00 5298
94 247,24 23,09 11,91 99,00 1.108,00 5308
95 247,24 23,09 11,90 99,00 1.120,00 5318
96 247,24 23,09 11,90 99,00 1.132,00 5327
97 247,24 23,09 11,89 99,00 1.144,00 5336
98 247,24 23,09 11,88 99,00 1.156,00 5340
99 247,24 23,09 11,88 99,00 1.168,00 5347
100 247,24 23,09 11,87 99,00 1.180,00 5351
101 247,24 23,09 11,87 99,00 1.192,00 5353
