1000
0 57,02 57,02 57,02 1,00 19,00 0
1 57,02 7,13 7,13 1,00 15,00 1235
2 57,02 5,18 5,18 1,00 18,00 1774
3 57,02 3,35 3,35 1,00 24,00 1865
4 57,02 1,84 1,84 1,00 31,00 1875
5 57,02 1,84 1,84 1,00 38,00 1879
6 57,02 1,84 1,84 1,00 45,00 1881
7 57,02 1,10 1,10 1,00 52,00 1881
8 57,02 1,10 1,10 1,00 59,00 1881
9 57,02 1,10 1,10 1,00 66,00 1881
10 57,02 0,78 0,78 1,00 73,00 1881
11 57,02 0,78 0,78 1,00 80,00 1881
12 57,02 0,78 0,78 1,00 87,00 1881
13 57,02 0,78 0,78 1,00 94,00 1881
14 57,02 0,78 0,78 1,00 101,00 1881
15 57,02 0,78 0,78 1,00 108,00 1881
16 57,02 0,78 0,78 1,00 115,00 1881
17 57,02 0,78 0,78 1,00 122,00 1881
18 57,02 0,78 0,78 1,00 129,00 1881
19 57,02 0,78 0,78 1,00 136,00 1881
20 57,02 0,78 0,78 1,00 143,00 1881
21 57,02 0,78 0,78 1,00 150,00 1881
22 57,02 0,78 0,78 1,00 157,00 1881
23 57,02 0,78 0,78 1,00 164,00 1881
24 57,02 0,78 0,78 1,00 171,00 1881
25 57,02 0,78 0,78 1,00 178,00 1881
26 57,02 0,78 0,78 1,00 185,00 1881
27 57,02 0,78 0,78 1,00 192,00 1881
28 57,02 0,29 0,29 1,00 199,00 1881
29 57,02 0,29 0,29 1,00 206,00 1881
30 57,02 0,27 0,27 99,00 213,00 1881
31 57,02 26,63 26,63 99,00 219,00 2704
32 57,02 25,89 25,89 99,00 225,00 3431
33 57,02 25,89 25,89 99,00 232,00 3821
34 57,02 25,89 25,89 99,00 239,00 4072
35 57,02 25,89 25,89 99,00 246,00 4286
36 57,02 22,31 22,31 99,00 253,00 4405
37 57,02 22,31 22,31 99,00 260,00 4558
38 57,02 22,31 22,31 99,00 267,00 4625
39 57,02 22,31 22,31 99,00 274,00 4666
40 57,02 22,31 22,31 99,00 281,00 4711
41 57,02 19,60 19,60 99,00 288,00 4762
42 57,02 19,60 19,60 99,00 295,00 4795
43 57,02 19,60 19,60 99,00 302,00 4831
44 57,02 19,60 19,60 99,00 309,00 4863
45 57,02 19,60 19,60 99,00 316,00 4893
46 57,02 19,60 19,60 99,00 323,00 4918
47 57,02 19,60 19,60 99,00 330,00 4938
48 57,02 16,75 16,75 99,00 337,00 4953
49 57,02 16,75 16,75 99,00 344,00 4969
50 57,02 16,75 16,75 99,00 351,00 4978
51 57,02 16,75 16,75 99,00 358,00 4991
52 57,02 16,75 16,75 99,00 365,00 5006
53 57,02 16,75 16,75 99,00 372,00 5016
54 57,02 16,75 16,75 99,00 379,00 5027
55 57,02 16,75 16,75 99,00 386,00 5033
56 57,02 14,36 14,36 99,00 393,00 5043
57 57,02 14,36 14,36 99,00 400,00 5047
58 57,02 14,36 14,36 99,00 407,00 5055
59 57,02 14,36 14,36 99,00 414,00 5061
60 57,02 14,36 14,36 1,00 421,00 5068
61 57,02 0,13 0,13 1,00 428,00 5076
62 57,02 0,13 0,13 1,00 434,00 5097
63 57,02 0,13 0,13 1,00 441,00 5110
64 57,02 0,13 0,13 1,00 448,00 5114
65 57,02 0,13 0,13 1,00 455,00 5115
66 57,02 0,13 0,13 1,00 462,00 5118
67 57,02 0,13 0,13 1,00 469,00 5123
68 57,02 0,13 0,13 1,00 476,00 5124
69 57,02 0,12 0,12 1,00 483,00 5125
70 57,02 0,12 0,12 1,00 490,00 5125
71 57,02 0,12 0,12 1,00 497,00 5125
72 57,02 0,12 0,12 1,00 504,00 5125
73 57,02 0,12 0,12 1,00 511,00 5125
74 57,02 0,12 0,12 1,00 518,00 5126
75 57,02 0,12 0,12 1,00 525,00 5126
76 57,02 0,12 0,12 1,00 532,00 5126
77 57,02 0,12 0,12 1,00 539,00 5126
78 57,02 0,12 0,12 1,00 546,00 5127
79 57,02 0,12 0,12 1,00 553,00 5128
80 57,02 0,12 0,12 1,00 560,00 5128
81 57,02 0,12 0,12 1,00 567,00 5128
82 57,02 0,12 0,12 1,00 574,00 5128
83 57,02 0,12 0,12 1,00 581,00 5128
84 57,02 0,12 0,12 1,00 588,00 5128
85 57,02 0,12 0,12 1,00 595,00 5128
86 57,02 0,12 0,12 1,00 602,00 5128
87 57,02 0,12 0,12 1,00 609,00 5128
