500
0 305,13 305,13 305,13 1,00 18,00
1 305,13 0,00 0,00 1,00 19,00
2 305,13 1.525,67 2.308,59 99,00 19,00
3 305,13 0,00 0,00 1,00 20,00
4 305,13 1.220,54 1.561,31 99,00 20,00
5 305,13 0,00 0,00 1,00 21,00
6 305,13 1.220,54 1.662,13 99,00 21,00
7 305,13 0,00 0,00 1,00 22,00
8 305,13 1.220,54 1.734,40 99,00 22,00
9 305,13 0,00 0,00 1,00 23,00
10 305,13 1.220,54 1.648,90 99,00 23,00
11 305,13 0,00 0,00 1,00 24,00
12 305,13 1.220,54 1.689,12 99,00 24,00
13 305,13 0,00 0,00 1,00 25,00
14 305,13 915,40 1.233,38 99,00 25,00
15 305,13 0,00 0,00 1,00 26,00
16 305,13 915,40 1.208,65 99,00 26,00
17 305,13 0,00 0,00 1,00 27,00
18 305,13 915,40 1.209,16 99,00 27,00
19 305,13 0,00 0,00 1,00 28,00
20 305,13 915,40 1.208,03 99,00 28,00
21 305,13 0,00 0,00 1,00 29,00
22 305,13 915,40 1.211,28 99,00 29,00
23 305,13 0,00 0,00 1,00 30,00
24 305,13 915,40 1.209,85 99,00 30,00
25 305,13 0,00 0,00 1,00 31,00
26 305,13 915,40 1.208,89 99,00 31,00
27 305,13 0,00 0,00 1,00 32,00
28 305,13 915,40 1.209,10 99,00 32,00
29 305,13 0,00 0,00 1,00 33,00
30 305,13 915,40 1.208,43 99,00 33,00
31 305,13 0,00 0,00 1,00 34,00
32 305,13 610,27 805,25 99,00 34,00
33 305,13 0,00 0,00 1,00 35,00
34 305,13 610,27 805,43 99,00 35,00
35 305,13 0,00 0,00 1,00 36,00
36 305,13 610,27 805,63 99,00 36,00
37 305,13 0,00 0,00 1,00 37,00
38 305,13 610,27 806,08 99,00 37,00
39 305,13 0,00 0,00 1,00 38,00
40 305,13 610,27 806,53 99,00 38,00
41 305,13 0,00 0,00 1,00 39,00
42 305,13 610,27 806,96 99,00 39,00
43 305,13 0,00 0,00 1,00 40,00
44 305,13 610,27 807,64 99,00 40,00
45 305,13 0,00 0,00 1,00 41,00
46 305,13 610,27 808,42 99,00 41,00
47 305,13 0,00 0,00 1,00 42,00
48 305,13 610,27 809,23 99,00 42,00
49 305,13 0,00 0,00 1,00 43,00
50 305,13 610,27 809,93 99,00 43,00
51 305,13 0,00 0,00 1,00 44,00
52 305,13 610,27 811,33 99,00 44,00
53 305,13 0,00 0,00 1,00 45,00
54 305,13 610,27 812,95 99,00 45,00
55 305,13 0,00 0,00 1,00 46,00
56 305,13 610,27 814,65 99,00 46,00
57 305,13 0,00 0,00 1,00 47,00
58 305,13 610,27 816,34 99,00 47,00
59 305,13 0,00 0,00 1,00 48,00
60 305,13 610,27 818,29 99,00 48,00
61 305,13 0,00 0,00 1,00 49,00
62 305,13 610,27 820,25 99,00 49,00
63 305,13 0,00 0,00 1,00 50,00
64 305,13 305,13 411,18 99,00 50,00
65 305,13 0,00 0,00 1,00 51,00
66 305,13 305,13 412,19 99,00 51,00
67 305,13 0,00 0,00 1,00 52,00
68 305,13 305,13 413,30 99,00 52,00
69 305,13 0,00 0,00 1,00 53,00
70 305,13 305,13 414,53 99,00 53,00
71 305,13 0,00 0,00 1,00 54,00
72 305,13 305,13 415,81 99,00 54,00
73 305,13 0,00 0,00 1,00 55,00
74 305,13 305,13 417,22 99,00 55,00
75 305,13 0,00 0,00 1,00 56,00
76 305,13 305,13 418,66 99,00 56,00
77 305,13 0,00 0,00 1,00 57,00
78 305,13 305,13 420,04 99,00 57,00
79 305,13 0,00 0,00 1,00 58,00
80 305,13 305,13 421,67 99,00 58,00
81 305,13 0,00 0,00 1,00 59,00
82 305,13 305,13 423,22 99,00 59,00
83 305,13 0,00 0,00 1,00 60,00
84 305,13 305,13 424,83 99,00 60,00
85 305,13 0,00 0,00 1,00 61,00
86 305,13 305,13 426,46 99,00 61,00
87 305,13 0,00 0,00 1,00 62,00
88 305,13 305,13 428,34 99,00 62,00
89 305,13 0,00 0,00 1,00 63,00
90 305,13 305,13 430,22 99,00 63,00
91 305,13 0,00 0,00 1,00 64,00
92 305,13 305,13 432,15 99,00 64,00
93 305,13 0,00 0,00 1,00 65,00
94 305,13 305,13 434,12 99,00 65,00
95 305,13 0,00 0,00 1,00 66,00
96 305,13 305,13 436,24 99,00 66,00
97 305,13 0,00 0,00 1,00 67,00
98 305,13 305,13 438,37 99,00 67,00
99 305,13 0,00 0,00 1,00 68,00
100 305,13 305,13 440,57 99,00 68,00
101 305,13 0,00 0,00 1,00 69,00
102 305,13 305,13 442,93 99,00 69,00
103 305,13 0,00 0,00 1,00 70,00
104 305,13 305,13 445,27 99,00 70,00
105 305,13 0,00 0,00 1,00 71,00
106 305,13 305,13 447,76 99,00 71,00
107 305,13 0,00 0,00 1,00 72,00
108 305,13 305,13 450,20 99,00 72,00
109 305,13 0,00 0,00 1,00 73,00
110 305,13 305,13 452,74 99,00 73,00
111 305,13 0,00 0,00 1,00 74,00
112 305,13 305,13 455,41 99,00 74,00
113 305,13 0,00 0,00 1,00 75,00
114 305,13 305,13 458,16 99,00 75,00
115 305,13 0,00 0,00 1,00 76,00
116 305,13 305,13 461,09 99,00 76,00
117 305,13 0,00 0,00 1,00 77,00
118 305,13 305,13 463,91 99,00 77,00
119 305,13 0,00 0,00 1,00 78,00
120 305,13 305,13 466,75 99,00 78,00
121 305,13 0,00 0,00 1,00 79,00
122 305,13 305,13 469,62 99,00 79,00
123 305,13 0,00 0,00 1,00 80,00
124 305,13 305,13 472,59 99,00 80,00
125 305,13 0,00 0,00 1,00 81,00
126 305,13 305,13 475,58 99,00 81,00
127 305,13 0,00 0,00 1,00 82,00
128 305,13 305,13 478,65 99,00 82,00
129 305,13 0,00 0,00 1,00 83,00
130 305,13 305,13 481,82 99,00 83,00
131 305,13 0,00 0,00 1,00 84,00
132 305,13 305,13 485,04 99,00 84,00
133 305,13 0,00 0,00 1,00 85,00
134 305,13 305,13 488,28 99,00 85,00
135 305,13 0,00 0,00 1,00 86,00
136 305,13 305,13 491,67 99,00 86,00
137 305,13 0,00 0,00 1,00 87,00
138 305,13 305,13 495,13 99,00 87,00
139 305,13 0,00 0,00 1,00 88,00
140 305,13 305,13 498,76 99,00 88,00
141 305,13 0,00 0,00 1,00 89,00
142 305,13 305,13 502,17 99,00 89,00
143 305,13 0,00 0,00 1,00 90,00
144 305,13 305,13 505,68 99,00 90,00
145 305,13 0,00 0,00 1,00 91,00
146 305,13 305,13 509,30 99,00 91,00
147 305,13 0,00 0,00 1,00 92,00
148 305,13 305,13 512,90 99,00 92,00
149 305,13 0,00 0,00 1,00 93,00
150 305,13 305,13 516,68 99,00 93,00
151 305,13 0,00 0,00 1,00 94,00
152 305,13 305,13 520,61 99,00 94,00
153 305,13 0,00 0,00 1,00 95,00
154 305,13 305,13 524,54 99,00 95,00
155 305,13 0,00 0,00 1,00 96,00
156 305,13 305,13 528,57 99,00 96,00
157 305,13 0,00 0,00 1,00 97,00
158 305,13 305,13 532,71 99,00 97,00
159 305,13 0,00 0,00 1,00 98,00
160 305,13 305,13 537,00 99,00 98,00
161 305,13 0,00 0,00 1,00 99,00
162 305,13 305,13 541,16 99,00 99,00
163 305,13 0,00 0,00 1,00 100,00
164 305,13 0,00 0,00 99,00 100,00
165 305,13 305,13 547,52 197,00 100,00
166 305,13 0,00 0,00 97,00 101,00
167 305,13 305,13 551,79 195,00 101,00
168 305,13 0,00 0,00 95,00 102,00
169 305,13 305,13 556,07 193,00 102,00
170 305,13 0,00 0,00 93,00 103,00
171 305,13 305,13 560,53 191,00 103,00
172 305,13 0,00 0,00 91,00 104,00
173 305,13 305,13 565,18 189,00 104,00
174 305,13 0,00 0,00 89,00 105,00
175 305,13 305,13 569,76 187,00 105,00
176 305,13 0,00 0,00 87,00 106,00
177 305,13 305,13 574,34 185,00 106,00
178 305,13 0,00 0,00 85,00 107,00
