1000
0 477,30 477,30 477,30 1,00 89,00 0
1 477,30 6,20 6,20 1,00 88,00 1235
2 477,30 5,62 4,16 1,00 96,00 1774
3 477,30 5,62 4,34 1,00 107,00 1865
4 477,30 4,04 3,16 1,00 118,00 1875
5 477,30 4,04 3,18 1,00 129,00 1879
6 477,30 4,04 3,21 1,00 140,00 1881
7 477,30 4,04 3,22 1,00 151,00 1881
8 477,30 4,04 3,22 1,00 162,00 1881
9 477,30 4,04 3,22 1,00 173,00 1881
10 477,30 4,04 3,22 1,00 184,00 1881
11 477,30 4,04 3,22 1,00 195,00 1881
12 477,30 4,04 3,22 1,00 206,00 1881
13 477,30 4,04 3,22 1,00 217,00 1881
14 477,30 4,04 3,22 1,00 228,00 1881
15 477,30 4,04 3,22 1,00 239,00 1881
16 477,30 4,04 3,22 1,00 250,00 1881
17 477,30 4,04 3,22 1,00 261,00 1881
18 477,30 4,04 3,22 1,00 272,00 1881
19 477,30 4,04 3,22 1,00 283,00 1881
20 477,30 4,04 3,22 1,00 294,00 1881
21 477,30 4,04 3,22 1,00 305,00 1881
22 477,30 4,04 3,22 1,00 316,00 1881
23 477,30 4,04 3,22 1,00 327,00 1881
24 477,30 4,04 3,22 1,00 338,00 1881
25 477,30 4,04 3,22 1,00 349,00 1881
26 477,30 4,04 3,22 1,00 360,00 1881
27 477,30 4,04 3,22 1,00 371,00 1881
28 477,30 4,04 3,22 1,00 382,00 1881
29 477,30 4,04 3,22 1,00 393,00 1881
30 477,30 4,04 3,22 93,00 404,00 1881
31 477,30 110,15 87,72 93,00 414,00 2704
32 477,30 107,48 95,03 93,00 424,00 3431
33 477,30 107,48 98,39 93,00 435,00 3821
34 477,30 107,48 108,58 93,00 446,00 4072
35 477,30 107,48 115,45 93,00 457,00 4286
36 477,30 107,48 112,24 93,00 468,00 4405
37 477,30 107,48 111,57 93,00 479,00 4558
38 477,30 107,48 115,08 93,00 490,00 4625
39 477,30 107,48 113,84 93,00 501,00 4666
40 477,30 107,48 113,51 93,00 512,00 4711
41 477,30 107,48 114,95 93,00 523,00 4762
42 477,30 83,12 90,10 93,00 534,00 4795
43 477,30 83,12 87,94 93,00 545,00 4831
44 477,30 83,12 90,01 93,00 556,00 4863
45 477,30 83,12 90,04 93,00 567,00 4893
46 477,30 83,12 90,04 93,00 578,00 4918
47 477,30 83,12 90,03 93,00 589,00 4938
48 477,30 83,12 90,03 93,00 600,00 4953
49 477,30 72,65 78,69 93,00 611,00 4969
50 477,30 72,65 78,69 93,00 622,00 4978
51 477,30 70,12 75,95 93,00 633,00 4991
52 477,30 70,12 75,95 93,00 644,00 5006
53 477,30 70,12 75,95 93,00 655,00 5016
54 477,30 70,12 75,95 93,00 666,00 5027
55 477,30 70,12 75,95 93,00 677,00 5033
56 477,30 70,12 75,95 93,00 688,00 5043
57 477,30 63,50 68,77 93,00 699,00 5047
58 477,30 63,50 68,77 93,00 710,00 5055
59 477,30 63,50 68,77 93,00 721,00 5061
60 477,30 63,50 68,77 1,00 732,00 5068
61 477,30 63,50 68,77 1,00 743,00 5076
62 477,30 63,50 68,77 1,00 754,00 5097
63 477,30 63,50 68,78 1,00 765,00 5110
64 477,30 63,50 68,78 1,00 776,00 5114
65 477,30 63,50 68,78 1,00 787,00 5115
66 477,30 63,50 68,76 1,00 798,00 5118
67 477,30 63,50 68,77 1,00 809,00 5123
68 477,30 63,50 68,78 1,00 820,00 5124
69 477,30 63,50 68,78 1,00 831,00 5125
70 477,30 63,50 68,78 1,00 842,00 5125
71 477,30 63,50 68,78 1,00 853,00 5125
72 477,30 63,50 68,78 1,00 864,00 5125
73 477,30 63,50 68,78 1,00 875,00 5125
74 477,30 63,50 68,78 1,00 886,00 5126
75 477,30 63,50 68,78 1,00 897,00 5126
76 477,30 63,50 68,78 1,00 908,00 5126
77 477,30 63,50 68,78 1,00 919,00 5126
78 477,30 0,51 0,56 1,00 930,00 5127
79 477,30 0,51 0,56 1,00 941,00 5128
80 477,30 0,51 0,56 1,00 952,00 5128
81 477,30 0,51 0,56 1,00 963,00 5128
82 477,30 0,51 0,56 1,00 974,00 5128
83 477,30 0,51 0,56 1,00 985,00 5128
84 477,30 0,51 0,56 1,00 996,00 5128
85 477,30 0,51 0,56 1,00 1.007,00 5128
86 477,30 0,51 0,56 1,00 1.018,00 5128
87 477,30 0,51 0,56 1,00 1.029,00 5128
