500
290 384,54 0,00 0,00 1.207,00 1.278,00
291 384,54 384,54 1.282,65 1.305,00 1.282,00
292 384,54 0,00 0,00 1.205,00 1.287,00
293 384,54 384,54 1.294,59 1.303,00 1.291,00
294 384,54 0,00 0,00 1.203,00 1.296,00
295 384,54 384,54 1.306,58 1.301,00 1.300,00
296 384,54 0,00 0,00 1.201,00 1.305,00
297 384,54 0,00 0,00 1.299,00 1.304,00
298 384,54 384,54 1.324,78 1.397,00 1.308,00
299 384,54 0,00 0,00 1.297,00 1.313,00
300 384,54 384,54 1.337,01 1.395,00 1.317,00
301 384,54 0,00 0,00 1.295,00 1.322,00
302 384,54 384,54 1.349,36 1.393,00 1.326,00
303 384,54 0,00 0,00 1.293,00 1.331,00
304 384,54 384,54 1.361,80 1.391,00 1.335,00
305 384,54 0,00 0,00 1.291,00 1.340,00
306 384,54 384,54 1.374,31 1.389,00 1.344,00
307 384,54 0,00 0,00 1.289,00 1.349,00
308 384,54 384,54 1.386,86 1.387,00 1.353,00
309 384,54 0,00 0,00 1.287,00 1.358,00
310 384,54 384,54 1.399,53 1.385,00 1.362,00
311 384,54 0,00 0,00 1.285,00 1.367,00
312 384,54 384,54 1.412,29 1.383,00 1.371,00
313 384,54 0,00 0,00 1.283,00 1.376,00
314 384,54 384,54 1.425,14 1.381,00 1.380,00
315 384,54 0,00 0,00 1.281,00 1.385,00
316 384,54 0,00 0,00 1.379,00 1.384,00
317 384,54 384,54 1.444,60 1.477,00 1.388,00
318 384,54 0,00 0,00 1.377,00 1.393,00
319 384,54 384,54 1.457,70 1.475,00 1.397,00
320 384,54 0,00 0,00 1.375,00 1.402,00
321 384,54 384,54 1.470,84 1.473,00 1.406,00
322 384,54 0,00 0,00 1.373,00 1.411,00
323 384,54 384,54 1.484,09 1.471,00 1.415,00
324 384,54 0,00 0,00 1.371,00 1.420,00
325 384,54 384,54 1.497,43 1.469,00 1.424,00
326 384,54 0,00 0,00 1.369,00 1.429,00
327 384,54 384,54 1.510,87 1.467,00 1.433,00
328 384,54 0,00 0,00 1.367,00 1.438,00
329 384,54 384,54 1.524,35 1.465,00 1.442,00
330 384,54 0,00 0,00 1.365,00 1.447,00
331 384,54 384,54 1.537,93 1.463,00 1.451,00
332 384,54 0,00 0,00 1.363,00 1.456,00
333 384,54 384,54 1.551,65 1.461,00 1.460,00
334 384,54 0,00 0,00 1.361,00 1.465,00
335 384,54 0,00 0,00 1.459,00 1.464,00
336 384,54 384,54 1.572,34 1.557,00 1.468,00
337 384,54 0,00 0,00 1.457,00 1.473,00
338 384,54 384,54 1.586,25 1.555,00 1.477,00
339 384,54 0,00 0,00 1.455,00 1.482,00
340 384,54 384,54 1.600,26 1.553,00 1.486,00
341 384,54 0,00 0,00 1.453,00 1.491,00
342 384,54 384,54 1.614,31 1.551,00 1.495,00
343 384,54 0,00 0,00 1.451,00 1.500,00
344 384,54 384,54 1.628,46 1.549,00 1.504,00
345 384,54 0,00 0,00 1.449,00 1.509,00
346 384,54 384,54 1.642,74 1.547,00 1.513,00
347 384,54 0,00 0,00 1.447,00 1.518,00
348 384,54 384,54 1.657,11 1.545,00 1.522,00
349 384,54 0,00 0,00 1.445,00 1.527,00
350 384,54 384,54 1.671,55 1.543,00 1.531,00
351 384,54 0,00 0,00 1.443,00 1.536,00
352 384,54 384,54 1.686,09 1.541,00 1.540,00
353 384,54 0,00 0,00 1.441,00 1.545,00
354 384,54 0,00 0,00 1.539,00 1.544,00
355 384,54 384,54 1.708,07 1.637,00 1.548,00
356 384,54 0,00 0,00 1.537,00 1.553,00
357 384,54 384,54 1.722,82 1.635,00 1.557,00
358 384,54 0,00 0,00 1.535,00 1.562,00
359 384,54 384,54 1.737,64 1.633,00 1.566,00
360 384,54 0,00 0,00 1.533,00 1.571,00
361 384,54 384,54 1.752,55 1.631,00 1.575,00
362 384,54 0,00 0,00 1.531,00 1.580,00
363 384,54 384,54 1.767,55 1.629,00 1.584,00
364 384,54 0,00 0,00 1.529,00 1.589,00
365 384,54 384,54 1.782,63 1.627,00 1.593,00
366 384,54 0,00 0,00 1.527,00 1.598,00
367 384,54 384,54 1.797,83 1.625,00 1.602,00
368 384,54 0,00 0,00 1.525,00 1.607,00
369 384,54 384,54 1.813,12 1.623,00 1.611,00
370 384,54 0,00 0,00 1.523,00 1.616,00
371 384,54 384,54 1.828,48 1.621,00 1.620,00
372 384,54 0,00 0,00 1.521,00 1.625,00
373 384,54 0,00 0,00 1.619,00 1.624,00
374 384,54 384,54 1.851,70 1.717,00 1.628,00
375 384,54 0,00 0,00 1.617,00 1.633,00
376 384,54 384,54 1.867,27 1.715,00 1.637,00
377 384,54 0,00 0,00 1.615,00 1.642,00
378 384,54 384,54 1.882,92 1.713,00 1.646,00
379 384,54 0,00 0,00 1.613,00 1.651,00
380 384,54 384,54 1.898,67 1.711,00 1.655,00
381 384,54 0,00 0,00 1.611,00 1.660,00
382 384,54 384,54 1.914,54 1.709,00 1.664,00
383 384,54 0,00 0,00 1.609,00 1.669,00
384 384,54 384,54 1.930,47 1.707,00 1.673,00
385 384,54 0,00 0,00 1.607,00 1.678,00
386 384,54 384,54 1.946,46 1.705,00 1.682,00
387 384,54 0,00 0,00 1.605,00 1.687,00
388 384,54 384,54 1.962,56 1.703,00 1.691,00
389 384,54 0,00 0,00 1.603,00 1.696,00
390 384,54 384,54 1.978,74 1.701,00 1.700,00
391 384,54 0,00 0,00 1.601,00 1.705,00
392 384,54 0,00 0,00 1.699,00 1.704,00
393 384,54 384,54 2.003,18 1.797,00 1.708,00
394 384,54 0,00 0,00 1.697,00 1.713,00
395 384,54 384,54 2.019,58 1.795,00 1.717,00
396 384,54 0,00 0,00 1.695,00 1.722,00
397 384,54 384,54 2.036,07 1.793,00 1.726,00
398 384,54 0,00 0,00 1.693,00 1.731,00
399 384,54 384,54 2.052,64 1.791,00 1.735,00
400 384,54 0,00 0,00 1.691,00 1.740,00
401 384,54 384,54 2.069,36 1.789,00 1.744,00
402 384,54 0,00 0,00 1.689,00 1.749,00
403 384,54 384,54 2.086,17 1.787,00 1.753,00
404 384,54 0,00 0,00 1.687,00 1.758,00
405 384,54 384,54 2.103,03 1.785,00 1.762,00
406 384,54 0,00 0,00 1.685,00 1.767,00
407 384,54 384,54 2.119,95 1.783,00 1.771,00
408 384,54 0,00 0,00 1.683,00 1.776,00
409 384,54 384,54 2.136,98 1.781,00 1.780,00
410 384,54 0,00 0,00 1.681,00 1.785,00
411 384,54 0,00 0,00 1.779,00 1.784,00
412 384,54 384,54 2.162,68 1.877,00 1.788,00
413 384,54 0,00 0,00 1.777,00 1.793,00
414 384,54 384,54 2.179,91 1.875,00 1.797,00
415 384,54 0,00 0,00 1.775,00 1.802,00
416 384,54 384,54 2.197,24 1.873,00 1.806,00
417 384,54 0,00 0,00 1.773,00 1.811,00
418 384,54 384,54 2.214,69 1.871,00 1.815,00
419 384,54 0,00 0,00 1.771,00 1.820,00
420 384,54 384,54 2.232,19 1.869,00 1.824,00
421 384,54 0,00 0,00 1.769,00 1.829,00
422 384,54 384,54 2.249,79 1.867,00 1.833,00
423 384,54 0,00 0,00 1.767,00 1.838,00
424 384,54 384,54 2.267,50 1.865,00 1.842,00
425 384,54 0,00 0,00 1.765,00 1.847,00
426 384,54 384,54 2.285,29 1.863,00 1.851,00
427 384,54 0,00 0,00 1.763,00 1.856,00
428 384,54 384,54 2.303,14 1.861,00 1.860,00
429 384,54 0,00 0,00 1.761,00 1.865,00
430 384,54 0,00 0,00 1.859,00 1.864,00
431 384,54 384,54 2.330,06 1.957,00 1.868,00
432 384,54 0,00 0,00 1.857,00 1.873,00
433 384,54 384,54 2.348,11 1.955,00 1.877,00
434 384,54 0,00 0,00 1.855,00 1.882,00
435 384,54 384,54 2.366,28 1.953,00 1.886,00
436 384,54 0,00 0,00 1.853,00 1.891,00
437 384,54 384,54 2.384,54 1.951,00 1.895,00
438 384,54 0,00 0,00 1.851,00 1.900,00
439 384,54 384,54 2.402,87 1.949,00 1.904,00
440 384,54 0,00 0,00 1.849,00 1.909,00
441 384,54 384,54 2.421,26 1.947,00 1.913,00
442 384,54 0,00 0,00 1.847,00 1.918,00
443 384,54 384,54 2.439,74 1.945,00 1.922,00
444 384,54 0,00 0,00 1.845,00 1.927,00
445 384,54 384,54 2.458,33 1.943,00 1.931,00
446 384,54 0,00 0,00 1.843,00 1.936,00
447 384,54 384,54 2.477,01 1.941,00 1.940,00
448 384,54 0,00 0,00 1.841,00 1.945,00
449 384,54 0,00 0,00 1.939,00 1.944,00
450 384,54 384,54 2.505,19 2.037,00 1.948,00
451 384,54 0,00 0,00 1.937,00 1.953,00
452 384,54 384,54 2.524,13 2.035,00 1.957,00
453 384,54 0,00 0,00 1.935,00 1.962,00
454 384,54 384,54 2.543,12 2.033,00 1.966,00
455 384,54 0,00 0,00 1.933,00 1.971,00
456 384,54 384,54 2.562,19 2.031,00 1.975,00
457 384,54 0,00 0,00 1.931,00 1.980,00
458 384,54 384,54 2.581,37 2.029,00 1.984,00
459 384,54 0,00 0,00 1.929,00 1.989,00
460 384,54 384,54 2.600,64 2.027,00 1.993,00
461 384,54 0,00 0,00 1.927,00 1.998,00
462 384,54 384,54 2.619,98 2.025,00 2.002,00
463 384,54 0,00 0,00 1.925,00 2.007,00
464 384,54 384,54 2.639,39 2.023,00 2.011,00
465 384,54 0,00 0,00 1.923,00 2.016,00
466 384,54 384,54 2.658,90 2.021,00 2.020,00
467 384,54 0,00 0,00 1.921,00 2.025,00
468 384,54 0,00 0,00 2.019,00 2.024,00
469 384,54 384,54 2.688,33 2.117,00 2.028,00
470 384,54 0,00 0,00 2.017,00 2.033,00
471 384,54 384,54 2.708,10 2.115,00 2.037,00
472 384,54 0,00 0,00 2.015,00 2.042,00
473 384,54 384,54 2.727,96 2.113,00 2.046,00
474 384,54 0,00 0,00 2.013,00 2.051,00
475 384,54 384,54 2.747,85 2.111,00 2.055,00
476 384,54 0,00 0,00 2.011,00 2.060,00
477 384,54 384,54 2.767,81 2.109,00 2.064,00
478 384,54 0,00 0,00 2.009,00 2.069,00
479 384,54 384,54 2.787,88 2.107,00 2.073,00
480 384,54 0,00 0,00 2.007,00 2.078,00
481 384,54 384,54 2.808,03 2.105,00 2.082,00
482 384,54 0,00 0,00 2.005,00 2.087,00
483 384,54 384,54 2.828,24 2.103,00 2.091,00
484 384,54 0,00 0,00 2.003,00 2.096,00
485 384,54 384,54 2.848,61 2.101,00 2.100,00
486 384,54 0,00 0,00 2.001,00 2.105,00
487 384,54 0,00 0,00 2.099,00 2.104,00
488 384,54 384,54 2.879,32 2.197,00 2.108,00
489 384,54 0,00 0,00 2.097,00 2.113,00
490 384,54 384,54 2.899,88 2.195,00 2.117,00
491 384,54 0,00 0,00 2.095,00 2.122,00
492 384,54 384,54 2.920,51 2.193,00 2.126,00
493 384,54 0,00 0,00 2.093,00 2.131,00
494 384,54 384,54 2.941,28 2.191,00 2.135,00
495 384,54 0,00 0,00 2.091,00 2.140,00
496 384,54 384,54 2.962,09 2.189,00 2.144,00
497 384,54 0,00 0,00 2.089,00 2.149,00
498 384,54 384,54 2.982,99 2.187,00 2.153,00
499 384,54 0,00 0,00 2.087,00 2.158,00
