1000
0 490,13 490,13 490,13 1,00 78,00 0
1 490,13 6,20 6,20 1,00 79,00 1235
2 490,13 6,20 4,59 1,00 80,00 1774
3 490,13 6,20 4,80 1,00 81,00 1865
4 490,13 6,20 4,85 1,00 82,00 1875
5 490,13 6,20 4,88 1,00 83,00 1879
6 490,13 6,20 4,92 1,00 84,00 1881
7 490,13 6,20 4,94 1,00 85,00 1881
8 490,13 6,20 4,94 1,00 86,00 1881
9 490,13 6,20 4,94 1,00 87,00 1881
10 490,13 6,20 4,94 1,00 88,00 1881
11 490,13 6,20 4,94 1,00 89,00 1881
12 490,13 6,20 4,94 1,00 90,00 1881
13 490,13 6,20 4,94 1,00 91,00 1881
14 490,13 6,20 4,94 1,00 92,00 1881
15 490,13 6,20 4,94 1,00 93,00 1881
16 490,13 6,20 4,94 1,00 94,00 1881
17 490,13 6,20 4,94 1,00 95,00 1881
18 490,13 6,20 4,94 1,00 96,00 1881
19 490,13 6,20 4,94 1,00 97,00 1881
20 490,13 6,20 4,94 1,00 98,00 1881
21 490,13 6,20 4,94 1,00 99,00 1881
22 490,13 6,20 4,94 1,00 100,00 1881
23 490,13 6,20 4,94 1,00 101,00 1881
24 490,13 6,20 4,94 1,00 102,00 1881
25 490,13 4,76 3,79 1,00 103,00 1881
26 490,13 4,76 3,79 1,00 104,00 1881
27 490,13 4,76 3,79 1,00 105,00 1881
28 490,13 4,76 3,79 1,00 106,00 1881
29 490,13 4,76 3,79 1,00 107,00 1881
30 490,13 4,76 3,79 91,00 108,00 1881
31 490,13 416,84 331,98 91,00 108,00 2704
32 490,13 416,84 368,55 91,00 108,00 3431
33 490,13 416,84 381,60 91,00 109,00 3821
34 490,13 416,84 421,10 91,00 110,00 4072
35 490,13 416,84 447,75 91,00 111,00 4286
36 490,13 416,84 435,31 91,00 112,00 4405
37 490,13 416,84 432,72 91,00 113,00 4558
38 490,13 416,84 446,33 91,00 114,00 4625
39 490,13 416,84 441,53 91,00 115,00 4666
40 490,13 416,84 440,23 91,00 116,00 4711
41 490,13 416,84 445,84 91,00 117,00 4762
42 490,13 377,98 409,71 91,00 118,00 4795
43 490,13 377,98 399,86 91,00 119,00 4831
44 490,13 377,98 409,30 91,00 120,00 4863
45 490,13 377,98 409,42 91,00 121,00 4893
46 490,13 377,98 409,42 91,00 122,00 4918
47 490,13 377,98 409,40 91,00 123,00 4938
48 490,13 377,98 409,40 91,00 124,00 4953
49 490,13 377,98 409,40 91,00 125,00 4969
50 490,13 377,98 409,40 91,00 126,00 4978
51 490,13 377,98 409,40 91,00 127,00 4991
52 490,13 377,98 409,40 91,00 128,00 5006
53 490,13 377,98 409,37 91,00 129,00 5016
54 490,13 377,98 409,37 91,00 130,00 5027
55 490,13 377,98 409,37 91,00 131,00 5033
