1000
0 148,36 148,36 148,36 1,00 81,00 0
1 148,36 1,90 1,90 1,00 86,00 1235
2 148,36 1,75 1,29 1,00 93,00 1774
3 148,36 1,75 1,35 1,00 101,00 1865
4 148,36 1,75 1,36 1,00 109,00 1875
5 148,36 1,75 1,37 1,00 117,00 1879
6 148,36 1,75 1,38 1,00 125,00 1881
7 148,36 1,75 1,39 1,00 133,00 1881
8 148,36 1,75 1,39 1,00 141,00 1881
9 148,36 1,75 1,39 1,00 149,00 1881
10 148,36 1,75 1,39 1,00 157,00 1881
11 148,36 1,75 1,39 1,00 165,00 1881
12 148,36 1,75 1,39 1,00 173,00 1881
13 148,36 1,75 1,39 1,00 181,00 1881
14 148,36 0,78 0,63 1,00 189,00 1881
15 148,36 0,78 0,63 1,00 197,00 1881
16 148,36 0,78 0,63 1,00 205,00 1881
17 148,36 0,78 0,63 1,00 213,00 1881
18 148,36 0,78 0,63 1,00 221,00 1881
19 148,36 0,78 0,63 1,00 229,00 1881
20 148,36 0,63 0,50 1,00 237,00 1881
21 148,36 0,63 0,50 1,00 245,00 1881
22 148,36 0,63 0,50 1,00 253,00 1881
23 148,36 0,57 0,45 1,00 261,00 1881
24 148,36 0,57 0,45 1,00 269,00 1881
25 148,36 0,54 0,43 1,00 277,00 1881
26 148,36 0,54 0,43 1,00 285,00 1881
27 148,36 0,54 0,43 1,00 293,00 1881
28 148,36 0,54 0,43 1,00 301,00 1881
29 148,36 0,54 0,43 1,00 309,00 1881
30 148,36 0,54 0,43 99,00 317,00 1881
31 148,36 46,48 37,02 99,00 324,00 2704
32 148,36 46,48 41,09 99,00 332,00 3431
33 148,36 43,20 39,55 99,00 340,00 3821
34 148,36 43,20 43,64 99,00 348,00 4072
35 148,36 43,20 46,40 99,00 356,00 4286
36 148,36 43,20 45,11 99,00 364,00 4405
37 148,36 39,48 40,99 99,00 372,00 4558
38 148,36 39,48 42,28 99,00 380,00 4625
39 148,36 39,48 41,82 99,00 388,00 4666
40 148,36 39,48 41,70 99,00 396,00 4711
41 148,36 39,48 42,23 99,00 404,00 4762
42 148,36 39,48 42,80 99,00 412,00 4795
43 148,36 39,48 41,77 99,00 420,00 4831
44 148,36 39,48 42,75 99,00 428,00 4863
45 148,36 39,48 42,77 99,00 436,00 4893
46 148,36 39,48 42,77 99,00 444,00 4918
47 148,36 39,48 42,76 99,00 452,00 4938
48 148,36 39,48 42,76 99,00 460,00 4953
49 148,36 39,48 42,76 99,00 468,00 4969
50 148,36 39,48 42,76 99,00 476,00 4978
51 148,36 39,48 42,76 99,00 484,00 4991
52 148,36 29,85 32,33 99,00 492,00 5006
53 148,36 29,85 32,33 99,00 500,00 5016
54 148,36 29,85 32,33 99,00 508,00 5027
55 148,36 29,85 32,33 99,00 516,00 5033
56 148,36 29,85 32,33 99,00 524,00 5043
57 148,36 29,85 32,33 99,00 532,00 5047
58 148,36 29,85 32,33 99,00 540,00 5055
59 148,36 29,85 32,33 99,00 548,00 5061
60 148,36 29,85 32,33 1,00 556,00 5068
61 148,36 29,85 32,33 1,00 564,00 5076
62 148,36 29,85 32,33 1,00 572,00 5097
63 148,36 29,85 32,33 1,00 580,00 5110
64 148,36 29,85 32,33 1,00 588,00 5114
65 148,36 29,85 32,33 1,00 596,00 5115
66 148,36 29,85 32,33 1,00 604,00 5118
67 148,36 29,85 32,33 1,00 612,00 5123
68 148,36 29,85 32,33 1,00 620,00 5124
69 148,36 29,85 32,33 1,00 628,00 5125
70 148,36 29,85 32,33 1,00 636,00 5125
71 148,36 29,85 32,33 1,00 644,00 5125
72 148,36 29,85 32,33 1,00 652,00 5125
73 148,36 29,85 32,33 1,00 660,00 5125
74 148,36 29,85 32,33 1,00 668,00 5126
75 148,36 29,85 32,33 1,00 676,00 5126
76 148,36 0,22 0,23 1,00 684,00 5126
77 148,36 0,22 0,23 1,00 692,00 5126
78 148,36 0,22 0,23 1,00 700,00 5127
79 148,36 0,22 0,23 1,00 708,00 5128
80 148,36 0,22 0,23 1,00 716,00 5128
81 148,36 0,22 0,23 1,00 724,00 5128
82 148,36 0,22 0,23 1,00 732,00 5128
83 148,36 0,22 0,23 1,00 740,00 5128
84 148,36 0,22 0,23 1,00 748,00 5128
85 148,36 0,22 0,23 1,00 756,00 5128
86 148,36 0,22 0,23 1,00 764,00 5128
87 148,36 0,19 0,21 1,00 772,00 5128
88 148,36 0,19 0,21 1,00 780,00 5129
89 148,36 0,19 0,21 1,00 788,00 5133
90 148,36 0,19 0,21 99,00 796,00 5133
91 148,36 18,29 19,81 99,00 803,00 5240
92 148,36 18,29 19,81 99,00 811,00 5280
93 148,36 18,29 19,81 99,00 819,00 5298
94 148,36 17,76 19,24 99,00 827,00 5308
95 148,36 17,76 19,23 99,00 835,00 5318
96 148,36 17,76 19,24 99,00 843,00 5327
97 148,36 17,26 18,69 99,00 851,00 5336
98 148,36 17,26 18,69 99,00 859,00 5340
99 148,36 17,26 18,69 99,00 867,00 5347
100 148,36 17,26 18,69 99,00 875,00 5351
101 148,36 17,26 18,69 99,00 883,00 5353
102 148,36 17,26 18,69 99,00 891,00 5354
103 148,36 16,34 17,70 99,00 899,00 5357
104 148,36 16,34 17,70 99,00 907,00 5357
105 148,36 16,34 17,70 99,00 915,00 5357
106 148,36 16,34 17,70 99,00 923,00 5357
107 148,36 16,34 17,70 99,00 931,00 5357
108 148,36 16,34 17,70 99,00 939,00 5357
109 148,36 16,34 17,70 99,00 947,00 5359
110 148,36 16,34 17,70 99,00 955,00 5359
111 148,36 16,34 17,70 99,00 963,00 5360
112 148,36 15,13 16,38 99,00 971,00 5362
113 148,36 15,13 16,38 99,00 979,00 5364
114 148,36 15,13 16,38 99,00 987,00 5366
115 148,36 15,13 16,38 99,00 995,00 5366
116 148,36 15,13 16,38 99,00 1.003,00 5366
117 148,36 15,13 16,38 99,00 1.011,00 5366
118 148,36 15,13 16,38 99,00 1.019,00 5367
119 148,36 15,13 16,38 99,00 1.027,00 5368
120 148,36 15,13 16,38 2,00 1.035,00 5368
121 148,36 15,13 16,38 2,00 1.043,00 5378
122 148,36 15,13 16,38 2,00 1.051,00 5387
123 148,36 15,13 16,38 2,00 1.059,00 5391
124 148,36 15,13 16,38 2,00 1.067,00 5392
125 148,36 15,13 16,38 2,00 1.075,00 5392
126 148,36 0,27 0,30 2,00 1.083,00 5392
127 148,36 0,27 0,30 2,00 1.091,00 5392
128 148,36 0,27 0,30 2,00 1.099,00 5392
129 148,36 0,27 0,30 2,00 1.107,00 5392
