1000
0 6,09 6,09 6,09 1,00 84,00 0
1 6,09 0,11 0,11 1,00 53,00 1235
2 6,09 0,19 0,08 1,00 39,00 1774
3 6,09 0,14 0,07 1,00 42,00 1865
4 6,09 0,15 0,07 1,00 47,00 1875
5 6,09 0,15 0,07 1,00 54,00 1879
6 6,09 0,10 0,05 1,00 61,00 1881
7 6,09 0,10 0,05 1,00 68,00 1881
8 6,09 0,10 0,05 1,00 75,00 1881
9 6,09 0,10 0,05 1,00 82,00 1881
10 6,09 0,10 0,05 1,00 89,00 1881
11 6,09 0,10 0,05 1,00 96,00 1881
12 6,09 0,10 0,05 1,00 103,00 1881
13 6,09 0,10 0,05 1,00 110,00 1881
14 6,09 0,10 0,05 1,00 117,00 1881
15 6,09 0,10 0,05 1,00 124,00 1881
16 6,09 0,10 0,05 1,00 131,00 1881
17 6,09 0,10 0,05 1,00 138,00 1881
18 6,09 0,10 0,05 1,00 145,00 1881
19 6,09 0,10 0,05 1,00 152,00 1881
20 6,09 0,10 0,05 1,00 159,00 1881
21 6,09 0,10 0,05 1,00 166,00 1881
22 6,09 0,04 0,02 1,00 173,00 1881
23 6,09 0,04 0,02 1,00 180,00 1881
24 6,09 0,04 0,02 1,00 187,00 1881
25 6,09 0,04 0,02 1,00 194,00 1881
26 6,09 0,04 0,02 1,00 201,00 1881
27 6,09 0,04 0,02 1,00 208,00 1881
28 6,09 0,04 0,02 1,00 215,00 1881
29 6,09 0,03 0,01 1,00 222,00 1881
30 6,09 0,03 0,01 99,00 229,00 1881
31 6,09 2,97 1,40 99,00 210,00 2704
32 6,09 3,19 1,39 99,00 196,00 3431
33 6,09 3,33 1,46 99,00 188,00 3821
34 6,09 3,31 1,52 99,00 182,00 4072
35 6,09 3,46 1,66 99,00 181,00 4286
36 6,09 3,44 1,59 99,00 182,00 4405
37 6,09 3,50 1,63 99,00 179,00 4558
38 6,09 3,44 1,64 99,00 182,00 4625
39 6,09 3,44 1,61 99,00 189,00 4666
40 6,09 3,27 1,52 99,00 191,00 4711
41 6,09 3,27 1,54 99,00 198,00 4762
42 6,09 3,27 1,56 99,00 205,00 4795
43 6,09 2,97 1,38 99,00 210,00 4831
44 6,09 2,94 1,39 99,00 212,00 4863
45 6,09 2,90 1,37 99,00 215,00 4893
46 6,09 2,87 1,36 99,00 217,00 4918
47 6,09 2,80 1,33 99,00 222,00 4938
48 6,09 2,73 1,29 99,00 228,00 4953
49 6,09 2,68 1,27 99,00 232,00 4969
50 6,09 2,68 1,27 99,00 239,00 4978
51 6,09 2,45 1,16 99,00 246,00 4991
52 6,09 2,52 1,19 99,00 246,00 5006
53 6,09 2,46 1,17 99,00 252,00 5016
54 6,09 2,46 1,17 99,00 259,00 5027
55 6,09 2,28 1,08 99,00 264,00 5033
56 6,09 2,32 1,10 99,00 267,00 5043
57 6,09 2,32 1,10 99,00 274,00 5047
58 6,09 2,22 1,05 99,00 278,00 5055
59 6,09 2,18 1,03 99,00 283,00 5061
60 6,09 2,15 1,02 19,00 287,00 5068
61 6,09 0,41 0,19 19,00 290,00 5076
62 6,09 0,42 0,20 19,00 285,00 5097
63 6,09 0,41 0,20 19,00 287,00 5110
64 6,09 0,40 0,19 19,00 293,00 5114
65 6,09 0,40 0,19 19,00 300,00 5115
66 6,09 0,40 0,19 19,00 307,00 5118
67 6,09 0,40 0,19 19,00 314,00 5123
68 6,09 0,40 0,19 19,00 321,00 5124
69 6,09 0,40 0,19 19,00 328,00 5125
70 6,09 0,40 0,19 19,00 335,00 5125
71 6,09 0,40 0,19 19,00 342,00 5125
72 6,09 0,33 0,16 19,00 349,00 5125
73 6,09 0,33 0,16 19,00 356,00 5125
74 6,09 0,33 0,16 19,00 363,00 5126
75 6,09 0,33 0,16 19,00 370,00 5126
76 6,09 0,33 0,16 19,00 377,00 5126
77 6,09 0,33 0,16 19,00 384,00 5126
78 6,09 0,33 0,16 19,00 391,00 5127
79 6,09 0,33 0,16 19,00 398,00 5128
80 6,09 0,33 0,16 19,00 405,00 5128
81 6,09 0,33 0,16 19,00 412,00 5128
82 6,09 0,33 0,16 19,00 419,00 5128
83 6,09 0,33 0,16 19,00 426,00 5128
84 6,09 0,33 0,16 19,00 433,00 5128
85 6,09 0,33 0,16 19,00 440,00 5128
86 6,09 0,33 0,16 19,00 447,00 5128
87 6,09 0,25 0,12 19,00 454,00 5128
88 6,09 0,25 0,12 19,00 461,00 5129
89 6,09 0,25 0,12 19,00 468,00 5133
90 6,09 0,25 0,12 111,00 475,00 5133
91 6,09 1,43 0,67 111,00 481,00 5240
92 6,09 1,43 0,67 111,00 488,00 5280
93 6,09 1,43 0,67 111,00 495,00 5298
94 6,09 1,37 0,65 111,00 501,00 5308
95 6,09 1,33 0,63 111,00 507,00 5318
96 6,09 1,33 0,63 111,00 514,00 5327
97 6,09 1,32 0,62 111,00 519,00 5336
98 6,09 1,32 0,62 111,00 526,00 5340
99 6,09 1,29 0,61 111,00 531,00 5347
100 6,09 1,29 0,61 111,00 538,00 5351
101 6,09 1,24 0,59 111,00 544,00 5353
102 6,09 1,24 0,59 111,00 551,00 5354
103 6,09 1,23 0,58 111,00 557,00 5357
104 6,09 1,23 0,58 111,00 564,00 5357
105 6,09 1,23 0,58 111,00 571,00 5357
106 6,09 1,23 0,58 111,00 578,00 5357
107 6,09 1,23 0,58 111,00 585,00 5357
108 6,09 1,14 0,54 111,00 592,00 5357
109 6,09 1,15 0,54 111,00 597,00 5359
110 6,09 1,12 0,53 111,00 604,00 5359
111 6,09 1,12 0,53 111,00 610,00 5360
112 6,09 1,12 0,53 111,00 617,00 5362
113 6,09 1,12 0,53 111,00 624,00 5364
114 6,09 1,07 0,50 111,00 630,00 5366
115 6,09 1,07 0,50 111,00 637,00 5366
116 6,09 1,07 0,50 111,00 644,00 5366
117 6,09 1,04 0,49 111,00 651,00 5366
118 6,09 1,04 0,49 111,00 657,00 5367
119 6,09 1,04 0,49 111,00 664,00 5368
120 6,09 1,04 0,49 55,00 671,00 5368
121 6,09 0,49 0,23 55,00 678,00 5378
122 6,09 0,50 0,23 55,00 680,00 5387
123 6,09 0,49 0,23 55,00 686,00 5391
124 6,09 0,49 0,23 55,00 693,00 5392
125 6,09 0,49 0,23 55,00 700,00 5392
126 6,09 0,49 0,23 55,00 707,00 5392
127 6,09 0,49 0,23 55,00 714,00 5392
128 6,09 0,49 0,23 55,00 721,00 5392
129 6,09 0,49 0,23 55,00 728,00 5392
130 6,09 0,49 0,23 55,00 735,00 5392
131 6,09 0,49 0,23 55,00 742,00 5392
132 6,09 0,49 0,23 55,00 749,00 5392
133 6,09 0,49 0,23 55,00 756,00 5392
134 6,09 0,49 0,23 55,00 763,00 5392
135 6,09 0,49 0,23 55,00 770,00 5392
136 6,09 0,49 0,23 55,00 777,00 5392
137 6,09 0,49 0,23 55,00 784,00 5392
138 6,09 0,49 0,23 55,00 791,00 5392
139 6,09 0,42 0,20 55,00 798,00 5392
140 6,09 0,42 0,20 55,00 801,00 5397
141 6,09 0,42 0,20 55,00 808,00 5398
142 6,09 0,42 0,20 55,00 815,00 5398
143 6,09 0,42 0,20 55,00 822,00 5398
144 6,09 0,42 0,20 55,00 829,00 5398
145 6,09 0,42 0,20 55,00 836,00 5398
146 6,09 0,42 0,20 55,00 843,00 5398
147 6,09 0,42 0,20 55,00 850,00 5398
148 6,09 0,42 0,20 55,00 857,00 5398
149 6,09 0,42 0,20 55,00 864,00 5398
150 6,09 0,42 0,20 116,00 871,00 5398
151 6,09 0,42 0,20 116,00 878,00 5443
152 6,09 0,81 0,38 116,00 884,00 5461
153 6,09 0,81 0,38 116,00 891,00 5469
154 6,09 0,81 0,38 116,00 898,00 5476
155 6,09 0,81 0,38 116,00 905,00 5480
156 6,09 0,81 0,38 116,00 912,00 5482
157 6,09 0,81 0,38 116,00 919,00 5482
158 6,09 0,81 0,38 116,00 926,00 5492
159 6,09 0,81 0,38 116,00 933,00 5501
160 6,09 0,81 0,38 116,00 940,00 5510
161 6,09 0,81 0,38 116,00 947,00 5520
162 6,09 0,81 0,38 116,00 954,00 5532
163 6,09 0,81 0,38 116,00 961,00 5544
164 6,09 0,81 0,38 116,00 968,00 5553
165 6,09 0,81 0,38 116,00 975,00 5560
166 6,09 0,81 0,38 116,00 982,00 5566
167 6,09 0,81 0,38 116,00 989,00 5570
168 6,09 0,81 0,38 116,00 996,00 5573
169 6,09 0,81 0,38 116,00 1.003,00 5575
170 6,09 0,81 0,38 116,00 1.010,00 5576
171 6,09 0,81 0,38 116,00 1.017,00 5577
172 6,09 0,81 0,38 116,00 1.024,00 5578
173 6,09 0,81 0,38 116,00 1.031,00 5579
174 6,09 0,81 0,38 116,00 1.038,00 5580
175 6,09 0,81 0,38 116,00 1.045,00 5582
176 6,09 0,81 0,38 116,00 1.052,00 5583
177 6,09 0,67 0,31 116,00 1.059,00 5584
178 6,09 0,67 0,31 116,00 1.064,00 5587
179 6,09 0,67 0,31 116,00 1.071,00 5589
180 6,09 0,66 0,31 100,00 1.077,00 5591
181 6,09 0,66 0,31 100,00 1.084,00 5600
182 6,09 0,66 0,31 100,00 1.091,00 5601
183 6,09 0,66 0,31 100,00 1.098,00 5602
184 6,09 0,66 0,31 100,00 1.105,00 5602
185 6,09 0,66 0,31 100,00 1.112,00 5602
186 6,09 0,66 0,31 100,00 1.119,00 5602
187 6,09 0,66 0,31 100,00 1.126,00 5602
188 6,09 0,66 0,31 100,00 1.133,00 5602
189 6,09 0,66 0,31 100,00 1.140,00 5602
190 6,09 0,66 0,31 100,00 1.147,00 5602
191 6,09 0,66 0,31 100,00 1.154,00 5604
192 6,09 0,66 0,31 100,00 1.161,00 5606
193 6,09 0,66 0,31 100,00 1.168,00 5607
194 6,09 0,52 0,24 100,00 1.173,00 5611
195 6,09 0,52 0,24 100,00 1.179,00 5613
196 6,09 0,51 0,24 100,00 1.186,00 5613
197 6,09 0,51 0,24 100,00 1.193,00 5613
198 6,09 0,51 0,24 100,00 1.200,00 5613
199 6,09 0,51 0,24 100,00 1.207,00 5613
200 6,09 0,50 0,23 100,00 1.214,00 5613
201 6,09 0,50 0,23 100,00 1.221,00 5613
202 6,09 0,50 0,23 100,00 1.228,00 5613
203 6,09 0,50 0,23 100,00 1.235,00 5613
204 6,09 0,50 0,23 100,00 1.242,00 5613
205 6,09 0,50 0,23 100,00 1.249,00 5613
206 6,09 0,50 0,23 100,00 1.256,00 5613
207 6,09 0,48 0,22 100,00 1.263,00 5613
208 6,09 0,48 0,22 100,00 1.269,00 5614
209 6,09 0,48 0,22 100,00 1.276,00 5616
210 6,09 0,48 0,22 120,00 1.283,00 5616
211 6,09 0,48 0,22 120,00 1.290,00 5655
212 6,09 0,56 0,26 120,00 1.297,00 5665
213 6,09 0,56 0,26 120,00 1.304,00 5671
214 6,09 0,56 0,26 120,00 1.311,00 5671
215 6,09 0,55 0,26 120,00 1.318,00 5671
216 6,09 0,55 0,26 120,00 1.325,00 5671
217 6,09 0,55 0,26 120,00 1.332,00 5671
218 6,09 0,55 0,25 120,00 1.339,00 5671
219 6,09 0,55 0,25 120,00 1.346,00 5671
220 6,09 0,55 0,25 120,00 1.353,00 5671
221 6,09 0,55 0,25 120,00 1.360,00 5671
222 6,09 0,53 0,25 120,00 1.367,00 5671
223 6,09 0,53 0,25 120,00 1.374,00 5671
224 6,09 0,53 0,25 120,00 1.381,00 5671
225 6,09 0,53 0,25 120,00 1.388,00 5671
226 6,09 0,53 0,25 120,00 1.395,00 5671
227 6,09 0,53 0,25 120,00 1.402,00 5671
228 6,09 0,53 0,25 120,00 1.409,00 5671
229 6,09 0,53 0,25 120,00 1.416,00 5671
230 6,09 0,53 0,25 120,00 1.423,00 5671
231 6,09 0,53 0,25 120,00 1.430,00 5671
232 6,09 0,53 0,25 120,00 1.437,00 5671
233 6,09 0,53 0,25 120,00 1.444,00 5671
234 6,09 0,53 0,25 120,00 1.451,00 5671
235 6,09 0,53 0,25 120,00 1.458,00 5671
236 6,09 0,53 0,25 120,00 1.465,00 5671
237 6,09 0,53 0,25 120,00 1.472,00 5671
