1000
0 80,26 80,26 80,26 1,00 92,00 0
1 80,26 1,03 1,03 1,00 90,00 1235
2 80,26 0,99 0,69 1,00 93,00 1774
3 80,26 0,87 0,68 1,00 104,00 1865
4 80,26 0,87 0,68 1,00 116,00 1875
5 80,26 0,87 0,68 1,00 128,00 1879
6 80,26 0,87 0,68 1,00 140,00 1881
7 80,26 0,87 0,68 1,00 152,00 1881
8 80,26 0,87 0,68 1,00 164,00 1881
9 80,26 0,87 0,68 1,00 176,00 1881
10 80,26 0,43 0,33 1,00 188,00 1881
11 80,26 0,43 0,33 1,00 200,00 1881
12 80,26 0,43 0,33 1,00 212,00 1881
13 80,26 0,43 0,33 1,00 224,00 1881
14 80,26 0,43 0,33 1,00 236,00 1881
15 80,26 0,43 0,33 1,00 248,00 1881
16 80,26 0,43 0,33 1,00 260,00 1881
17 80,26 0,43 0,33 1,00 272,00 1881
18 80,26 0,43 0,33 1,00 284,00 1881
19 80,26 0,43 0,33 1,00 296,00 1881
20 80,26 0,43 0,33 1,00 308,00 1881
21 80,26 0,43 0,33 1,00 320,00 1881
22 80,26 0,43 0,33 1,00 332,00 1881
23 80,26 0,23 0,18 1,00 344,00 1881
24 80,26 0,23 0,18 1,00 356,00 1881
25 80,26 0,23 0,18 1,00 368,00 1881
26 80,26 0,23 0,18 1,00 380,00 1881
27 80,26 0,23 0,18 1,00 392,00 1881
28 80,26 0,20 0,15 1,00 404,00 1881
29 80,26 0,20 0,15 1,00 416,00 1881
30 80,26 0,20 0,15 99,00 428,00 1881
31 80,26 18,69 14,56 99,00 437,00 2704
32 80,26 17,85 11,11 99,00 445,00 3431
33 80,26 17,98 12,61 99,00 454,00 3821
34 80,26 17,54 12,57 99,00 465,00 4072
35 80,26 17,12 13,64 99,00 476,00 4286
36 80,26 17,12 13,44 99,00 488,00 4405
37 80,26 16,31 12,78 99,00 499,00 4558
38 80,26 16,31 13,23 99,00 511,00 4625
39 80,26 16,31 13,10 99,00 523,00 4666
40 80,26 16,31 12,93 99,00 535,00 4711
41 80,26 16,31 13,19 99,00 547,00 4762
42 80,26 16,31 13,39 99,00 559,00 4795
43 80,26 16,31 13,02 99,00 571,00 4831
44 80,26 16,31 13,42 99,00 583,00 4863
45 80,26 16,31 13,45 99,00 595,00 4893
46 80,26 16,31 13,39 99,00 607,00 4918
47 80,26 16,31 13,39 99,00 619,00 4938
48 80,26 16,31 13,39 99,00 631,00 4953
49 80,26 16,31 13,39 99,00 643,00 4969
50 80,26 16,31 13,39 99,00 655,00 4978
51 80,26 16,31 13,39 99,00 667,00 4991
52 80,26 16,31 13,39 99,00 679,00 5006
53 80,26 11,50 9,43 99,00 691,00 5016
54 80,26 11,50 9,43 99,00 703,00 5027
55 80,26 11,50 9,43 99,00 715,00 5033
56 80,26 11,50 9,43 99,00 727,00 5043
57 80,26 11,50 9,43 99,00 739,00 5047
58 80,26 11,50 9,43 99,00 751,00 5055
59 80,26 11,50 9,43 99,00 763,00 5061
60 80,26 11,50 9,43 15,00 775,00 5068
61 80,26 11,50 9,43 15,00 787,00 5076
62 80,26 11,50 9,43 15,00 799,00 5097
63 80,26 11,50 9,43 15,00 811,00 5110
64 80,26 1,46 1,20 15,00 823,00 5114
65 80,26 1,44 1,18 15,00 835,00 5115
66 80,26 1,44 1,18 15,00 847,00 5118
67 80,26 1,42 1,17 15,00 858,00 5123
68 80,26 1,42 1,17 15,00 870,00 5124
69 80,26 1,42 1,17 15,00 882,00 5125
70 80,26 1,42 1,17 15,00 894,00 5125
71 80,26 1,42 1,17 15,00 906,00 5125
72 80,26 1,42 1,17 15,00 918,00 5125
73 80,26 1,42 1,17 15,00 930,00 5125
74 80,26 1,42 1,17 15,00 942,00 5126
75 80,26 1,42 1,17 15,00 954,00 5126
76 80,26 1,42 1,17 15,00 966,00 5126
77 80,26 1,42 1,17 15,00 978,00 5126
78 80,26 1,42 1,17 15,00 990,00 5127
79 80,26 1,42 1,17 15,00 1.002,00 5128
80 80,26 1,42 1,17 15,00 1.014,00 5128
81 80,26 1,42 1,17 15,00 1.026,00 5128
82 80,26 1,42 1,17 15,00 1.038,00 5128
83 80,26 1,42 1,17 15,00 1.050,00 5128
84 80,26 1,13 0,93 15,00 1.062,00 5128
85 80,26 1,13 0,93 15,00 1.074,00 5128
86 80,26 1,13 0,93 15,00 1.086,00 5128
87 80,26 1,13 0,93 15,00 1.098,00 5128
88 80,26 1,13 0,93 15,00 1.110,00 5129
89 80,26 1,13 0,93 15,00 1.122,00 5133
90 80,26 1,13 0,93 105,00 1.134,00 5133
91 80,26 7,44 6,10 105,00 1.145,00 5240
92 80,26 7,28 5,98 105,00 1.157,00 5280
93 80,26 7,28 5,98 105,00 1.169,00 5298
94 80,26 7,28 5,98 105,00 1.181,00 5308
95 80,26 7,28 5,98 105,00 1.193,00 5318
96 80,26 7,28 5,98 105,00 1.205,00 5327
97 80,26 7,28 5,98 105,00 1.217,00 5336
98 80,26 7,28 5,98 105,00 1.229,00 5340
99 80,26 7,28 5,98 105,00 1.241,00 5347
100 80,26 7,28 5,98 105,00 1.253,00 5351
101 80,26 6,66 5,47 105,00 1.265,00 5353
102 80,26 6,66 5,47 105,00 1.277,00 5354
103 80,26 6,66 5,47 105,00 1.289,00 5357
104 80,26 6,66 5,47 105,00 1.301,00 5357
105 80,26 6,66 5,47 105,00 1.313,00 5357
106 80,26 6,66 5,47 105,00 1.325,00 5357
107 80,26 6,66 5,47 105,00 1.337,00 5357
108 80,26 6,66 5,47 105,00 1.349,00 5357
109 80,26 6,66 5,47 105,00 1.361,00 5359
110 80,26 6,66 5,47 105,00 1.373,00 5359
111 80,26 6,66 5,47 105,00 1.385,00 5360
112 80,26 6,66 5,47 105,00 1.397,00 5362
113 80,26 6,66 5,47 105,00 1.409,00 5364
114 80,26 6,66 5,47 105,00 1.421,00 5366
115 80,26 6,66 5,47 105,00 1.433,00 5366
116 80,26 6,66 5,47 105,00 1.445,00 5366
117 80,26 6,66 5,47 105,00 1.457,00 5366
118 80,26 6,66 5,47 105,00 1.469,00 5367
119 80,26 6,66 5,47 105,00 1.481,00 5368
120 80,26 6,66 5,47 21,00 1.493,00 5368
121 80,26 6,66 5,47 21,00 1.505,00 5378
122 80,26 6,66 5,47 21,00 1.517,00 5387
123 80,26 6,66 5,47 21,00 1.529,00 5391
124 80,26 6,66 5,47 21,00 1.541,00 5392
125 80,26 6,66 5,47 21,00 1.553,00 5392
126 80,26 6,66 5,47 21,00 1.565,00 5392
127 80,26 6,66 5,47 21,00 1.577,00 5392
128 80,26 6,66 5,47 21,00 1.589,00 5392
129 80,26 6,66 5,47 21,00 1.601,00 5392
130 80,26 6,66 5,47 21,00 1.613,00 5392
131 80,26 6,66 5,47 21,00 1.625,00 5392
132 80,26 6,66 5,47 21,00 1.637,00 5392
133 80,26 6,66 5,47 21,00 1.649,00 5392
134 80,26 6,66 5,47 21,00 1.661,00 5392
135 80,26 1,01 0,83 21,00 1.673,00 5392
136 80,26 1,01 0,83 21,00 1.685,00 5392
137 80,26 1,01 0,83 21,00 1.697,00 5392
138 80,26 1,01 0,83 21,00 1.709,00 5392
139 80,26 1,01 0,83 21,00 1.721,00 5392
140 80,26 0,97 0,80 21,00 1.733,00 5397
141 80,26 0,97 0,80 21,00 1.745,00 5398
142 80,26 0,96 0,79 21,00 1.757,00 5398
143 80,26 0,96 0,79 21,00 1.769,00 5398
144 80,26 0,96 0,79 21,00 1.781,00 5398
145 80,26 0,96 0,79 21,00 1.793,00 5398
146 80,26 0,96 0,79 21,00 1.805,00 5398
147 80,26 0,96 0,79 21,00 1.817,00 5398
148 80,26 0,96 0,79 21,00 1.829,00 5398
149 80,26 0,96 0,79 21,00 1.841,00 5398
150 80,26 0,96 0,79 105,00 1.853,00 5398
151 80,26 0,96 0,79 105,00 1.865,00 5443
152 80,26 0,96 0,79 105,00 1.877,00 5461
153 80,26 0,96 0,79 105,00 1.889,00 5469
154 80,26 0,96 0,79 105,00 1.901,00 5476
155 80,26 4,41 3,61 105,00 1.913,00 5480
156 80,26 4,41 3,61 105,00 1.925,00 5482
157 80,26 4,41 3,61 105,00 1.937,00 5482
158 80,26 4,41 3,61 105,00 1.949,00 5492
159 80,26 4,41 3,61 105,00 1.961,00 5501
160 80,26 4,41 3,61 105,00 1.973,00 5510
161 80,26 4,41 3,61 105,00 1.985,00 5520
162 80,26 4,41 3,61 105,00 1.997,00 5532
163 80,26 4,41 3,61 105,00 2.009,00 5544
164 80,26 4,41 3,61 105,00 2.021,00 5553
165 80,26 4,41 3,61 105,00 2.033,00 5560
166 80,26 4,12 3,38 105,00 2.045,00 5566
167 80,26 4,12 3,38 105,00 2.057,00 5570
168 80,26 4,12 3,38 105,00 2.069,00 5573
169 80,26 4,05 3,32 105,00 2.081,00 5575
170 80,26 4,05 3,32 105,00 2.093,00 5576
171 80,26 4,05 3,32 105,00 2.105,00 5577
172 80,26 3,98 3,27 105,00 2.117,00 5578
173 80,26 3,98 3,27 105,00 2.129,00 5579
174 80,26 3,98 3,27 105,00 2.141,00 5580
175 80,26 3,98 3,27 105,00 2.153,00 5582
176 80,26 3,98 3,27 105,00 2.165,00 5583
177 80,26 3,87 3,18 105,00 2.177,00 5584
178 80,26 3,87 3,18 105,00 2.189,00 5587
179 80,26 3,87 3,18 105,00 2.201,00 5589
180 80,26 3,87 3,18 43,00 2.213,00 5591
181 80,26 3,87 3,18 43,00 2.225,00 5600
182 80,26 3,87 3,18 43,00 2.237,00 5601
183 80,26 3,87 3,18 43,00 2.249,00 5602
184 80,26 3,87 3,18 43,00 2.261,00 5602
185 80,26 3,87 3,18 43,00 2.273,00 5602
186 80,26 3,87 3,18 43,00 2.285,00 5602
187 80,26 3,87 3,18 43,00 2.297,00 5602
188 80,26 1,49 1,23 43,00 2.309,00 5602
189 80,26 1,49 1,23 43,00 2.321,00 5602
190 80,26 1,49 1,23 43,00 2.333,00 5602
191 80,26 1,49 1,23 43,00 2.345,00 5604
192 80,26 1,49 1,23 43,00 2.357,00 5606
193 80,26 1,49 1,23 43,00 2.369,00 5607
194 80,26 1,49 1,23 43,00 2.381,00 5611
