1000
0 80,57 80,57 80,57 1,00 26,00 0
1 80,57 4,48 4,48 1,00 29,00 1235
2 80,57 3,10 3,61 1,00 37,00 1774
3 80,57 2,24 2,77 1,00 47,00 1865
4 80,57 2,24 2,78 1,00 58,00 1875
5 80,57 1,17 1,45 1,00 69,00 1879
6 80,57 1,17 1,46 1,00 80,00 1881
7 80,57 1,17 1,46 1,00 91,00 1881
8 80,57 1,17 1,46 1,00 102,00 1881
9 80,57 1,17 1,46 1,00 113,00 1881
10 80,57 1,17 1,46 1,00 124,00 1881
11 80,57 1,17 1,46 1,00 135,00 1881
12 80,57 1,17 1,46 1,00 146,00 1881
13 80,57 1,17 1,46 1,00 157,00 1881
14 80,57 1,17 1,46 1,00 168,00 1881
15 80,57 0,45 0,56 1,00 179,00 1881
16 80,57 0,45 0,56 1,00 190,00 1881
17 80,57 0,40 0,50 1,00 201,00 1881
18 80,57 0,40 0,50 1,00 212,00 1881
19 80,57 0,40 0,50 1,00 223,00 1881
20 80,57 0,34 0,43 1,00 234,00 1881
21 80,57 0,34 0,43 1,00 245,00 1881
22 80,57 0,34 0,43 1,00 256,00 1881
23 80,57 0,34 0,43 1,00 267,00 1881
24 80,57 0,34 0,43 1,00 278,00 1881
25 80,57 0,34 0,43 1,00 289,00 1881
26 80,57 0,34 0,43 1,00 300,00 1881
27 80,57 0,34 0,43 1,00 311,00 1881
28 80,57 0,34 0,43 1,00 322,00 1881
29 80,57 0,34 0,43 1,00 333,00 1881
30 80,57 0,34 0,43 99,00 344,00 1881
31 80,57 23,25 29,05 99,00 354,00 2704
32 80,57 22,60 21,46 99,00 364,00 3431
33 80,57 22,60 23,24 99,00 375,00 3821
34 80,57 22,60 23,28 99,00 386,00 4072
35 80,57 22,60 24,74 99,00 397,00 4286
36 80,57 22,60 23,86 99,00 408,00 4405
37 80,57 22,60 24,07 99,00 419,00 4558
38 80,57 22,60 24,57 99,00 430,00 4625
39 80,57 22,60 24,12 99,00 441,00 4666
40 80,57 22,60 24,03 99,00 452,00 4711
41 80,57 22,60 24,28 99,00 463,00 4762
42 80,57 22,60 24,55 99,00 474,00 4795
43 80,57 22,60 23,92 99,00 485,00 4831
44 80,57 22,60 24,48 99,00 496,00 4863
45 80,57 22,60 24,48 99,00 507,00 4893
46 80,57 22,60 24,48 99,00 518,00 4918
47 80,57 22,60 24,48 99,00 529,00 4938
48 80,57 14,77 16,00 99,00 540,00 4953
49 80,57 14,77 16,00 99,00 551,00 4969
50 80,57 14,77 16,00 99,00 562,00 4978
51 80,57 14,77 16,00 99,00 573,00 4991
52 80,57 14,77 16,00 99,00 584,00 5006
53 80,57 14,77 16,00 99,00 595,00 5016
54 80,57 14,77 16,00 99,00 606,00 5027
55 80,57 14,77 16,00 99,00 617,00 5033
56 80,57 12,70 13,75 99,00 628,00 5043
57 80,57 12,70 13,75 99,00 639,00 5047
58 80,57 12,70 13,75 99,00 650,00 5055
59 80,57 12,70 13,75 99,00 661,00 5061
60 80,57 12,70 13,75 8,00 672,00 5068
61 80,57 0,94 1,02 8,00 683,00 5076
62 80,57 0,94 1,02 8,00 694,00 5097
63 80,57 0,94 1,02 8,00 705,00 5110
64 80,57 0,94 1,02 8,00 716,00 5114
65 80,57 0,94 1,02 8,00 727,00 5115
66 80,57 0,94 1,02 8,00 738,00 5118
67 80,57 0,94 1,02 8,00 749,00 5123
68 80,57 0,94 1,02 8,00 760,00 5124
69 80,57 0,84 0,91 8,00 771,00 5125
70 80,57 0,84 0,91 8,00 782,00 5125
71 80,57 0,84 0,91 8,00 793,00 5125
72 80,57 0,84 0,91 8,00 804,00 5125
73 80,57 0,84 0,91 8,00 815,00 5125
74 80,57 0,78 0,85 8,00 826,00 5126
75 80,57 0,78 0,85 8,00 837,00 5126
76 80,57 0,78 0,85 8,00 848,00 5126
77 80,57 0,78 0,85 8,00 859,00 5126
78 80,57 0,78 0,85 8,00 870,00 5127
79 80,57 0,78 0,85 8,00 881,00 5128
80 80,57 0,78 0,85 8,00 892,00 5128
81 80,57 0,78 0,85 8,00 903,00 5128
82 80,57 0,78 0,85 8,00 914,00 5128
83 80,57 0,78 0,85 8,00 925,00 5128
84 80,57 0,78 0,85 8,00 936,00 5128
85 80,57 0,78 0,85 8,00 947,00 5128
86 80,57 0,78 0,85 8,00 958,00 5128
87 80,57 0,78 0,85 8,00 969,00 5128
88 80,57 0,78 0,85 8,00 980,00 5129
89 80,57 0,78 0,84 8,00 991,00 5133
90 80,57 0,78 0,84 102,00 1.002,00 5133
91 80,57 8,11 8,78 102,00 1.013,00 5240
92 80,57 8,11 8,78 102,00 1.024,00 5280
93 80,57 8,11 8,78 102,00 1.035,00 5298
94 80,57 8,11 8,78 102,00 1.046,00 5308
95 80,57 8,11 8,78 102,00 1.057,00 5318
96 80,57 8,11 8,78 102,00 1.068,00 5327
97 80,57 8,11 8,78 102,00 1.079,00 5336
98 80,57 8,11 8,78 102,00 1.090,00 5340
99 80,57 8,11 8,78 102,00 1.101,00 5347
100 80,57 8,11 8,78 102,00 1.112,00 5351
101 80,57 8,11 8,78 102,00 1.123,00 5353
102 80,57 8,11 8,78 102,00 1.134,00 5354
103 80,57 8,11 8,78 102,00 1.145,00 5357
104 80,57 8,11 8,78 102,00 1.156,00 5357
105 80,57 8,11 8,78 102,00 1.167,00 5357
106 80,57 8,11 8,78 102,00 1.178,00 5357
107 80,57 8,11 8,78 102,00 1.189,00 5357
108 80,57 8,11 8,78 102,00 1.200,00 5357
109 80,57 6,79 7,35 102,00 1.211,00 5359
110 80,57 6,79 7,35 102,00 1.222,00 5359
111 80,57 6,79 7,35 102,00 1.233,00 5360
112 80,57 6,79 7,35 102,00 1.244,00 5362
113 80,57 6,79 7,35 102,00 1.255,00 5364
114 80,57 6,49 7,03 102,00 1.266,00 5366
115 80,57 6,49 7,03 102,00 1.277,00 5366
116 80,57 6,49 7,03 102,00 1.288,00 5366
117 80,57 6,49 7,03 102,00 1.299,00 5366
118 80,57 6,49 7,03 102,00 1.310,00 5367
119 80,57 6,49 7,03 102,00 1.321,00 5368
120 80,57 6,49 7,03 21,00 1.332,00 5368
121 80,57 6,49 7,03 21,00 1.343,00 5378
122 80,57 6,49 7,03 21,00 1.354,00 5387
123 80,57 1,24 1,34 21,00 1.365,00 5391
124 80,57 1,24 1,34 21,00 1.376,00 5392
125 80,57 1,24 1,34 21,00 1.387,00 5392
126 80,57 1,24 1,34 21,00 1.398,00 5392
127 80,57 1,20 1,30 21,00 1.409,00 5392
128 80,57 1,20 1,30 21,00 1.420,00 5392
129 80,57 1,20 1,30 21,00 1.431,00 5392
130 80,57 1,20 1,30 21,00 1.442,00 5392
131 80,57 1,20 1,30 21,00 1.453,00 5392
132 80,57 1,20 1,30 21,00 1.464,00 5392
133 80,57 1,20 1,30 21,00 1.475,00 5392
134 80,57 1,20 1,30 21,00 1.486,00 5392
135 80,57 1,20 1,30 21,00 1.497,00 5392
136 80,57 1,20 1,30 21,00 1.508,00 5392
137 80,57 1,20 1,30 21,00 1.519,00 5392
138 80,57 1,11 1,20 21,00 1.530,00 5392
139 80,57 1,10 1,19 21,00 1.541,00 5392
140 80,57 1,10 1,19 21,00 1.552,00 5397
141 80,57 1,10 1,19 21,00 1.563,00 5398
142 80,57 1,10 1,19 21,00 1.574,00 5398
143 80,57 1,10 1,19 21,00 1.585,00 5398
144 80,57 1,10 1,19 21,00 1.596,00 5398
145 80,57 1,10 1,19 21,00 1.607,00 5398
146 80,57 1,05 1,13 21,00 1.618,00 5398
147 80,57 1,05 1,13 21,00 1.629,00 5398
148 80,57 1,05 1,13 21,00 1.640,00 5398
149 80,57 1,05 1,13 21,00 1.651,00 5398
150 80,57 1,05 1,13 99,00 1.662,00 5398
151 80,57 1,05 1,13 99,00 1.673,00 5443
152 80,57 1,05 1,13 99,00 1.684,00 5461
153 80,57 1,05 1,13 99,00 1.695,00 5469
154 80,57 1,05 1,13 99,00 1.706,00 5476
155 80,57 1,05 1,13 99,00 1.717,00 5480
156 80,57 1,05 1,13 99,00 1.728,00 5482
157 80,57 4,59 4,97 99,00 1.739,00 5482
158 80,57 4,59 4,97 99,00 1.750,00 5492
159 80,57 4,59 4,97 99,00 1.761,00 5501
160 80,57 4,59 4,97 99,00 1.772,00 5510
161 80,57 4,59 4,97 99,00 1.783,00 5520
162 80,57 4,59 4,97 99,00 1.794,00 5532
163 80,57 4,59 4,97 99,00 1.805,00 5544
164 80,57 4,39 4,76 99,00 1.816,00 5553
165 80,57 4,39 4,76 99,00 1.827,00 5560
166 80,57 4,39 4,76 99,00 1.838,00 5566
167 80,57 4,39 4,76 99,00 1.849,00 5570
168 80,57 4,39 4,76 99,00 1.860,00 5573
169 80,57 4,39 4,76 99,00 1.871,00 5575
170 80,57 4,24 4,59 99,00 1.882,00 5576
171 80,57 4,24 4,59 99,00 1.893,00 5577
172 80,57 4,24 4,59 99,00 1.904,00 5578
173 80,57 4,17 4,51 99,00 1.915,00 5579
174 80,57 4,17 4,51 99,00 1.926,00 5580
175 80,57 4,12 4,46 99,00 1.937,00 5582
176 80,57 4,12 4,46 99,00 1.948,00 5583
177 80,57 4,12 4,46 99,00 1.959,00 5584
178 80,57 4,12 4,46 99,00 1.970,00 5587
179 80,57 4,12 4,46 99,00 1.981,00 5589
180 80,57 4,12 4,46 31,00 1.992,00 5591
181 80,57 4,12 4,46 31,00 2.003,00 5600
182 80,57 4,12 4,46 31,00 2.014,00 5601
183 80,57 4,12 4,46 31,00 2.025,00 5602
184 80,57 4,12 4,46 31,00 2.036,00 5602
185 80,57 4,12 4,46 31,00 2.047,00 5602
186 80,57 4,12 4,46 31,00 2.058,00 5602
187 80,57 4,12 4,46 31,00 2.069,00 5602
188 80,57 4,12 4,46 31,00 2.080,00 5602
189 80,57 4,12 4,46 31,00 2.091,00 5602
190 80,57 1,19 1,29 31,00 2.102,00 5602
191 80,57 1,18 1,28 31,00 2.113,00 5604
192 80,57 1,18 1,28 31,00 2.124,00 5606
193 80,57 1,18 1,28 31,00 2.135,00 5607
