1000
0 320,64 320,64 320,64 1,00 20,00 0
1 320,64 11,45 11,45 1,00 28,00 1235
2 320,64 12,33 5,09 1,00 34,00 1774
3 320,64 12,33 5,20 1,00 42,00 1865
4 320,64 12,33 5,22 1,00 50,00 1875
5 320,64 12,33 5,22 1,00 58,00 1879
6 320,64 12,33 5,24 1,00 66,00 1881
7 320,64 12,33 5,25 1,00 74,00 1881
8 320,64 12,33 5,25 1,00 82,00 1881
9 320,64 12,33 5,25 1,00 90,00 1881
10 320,64 12,33 5,25 1,00 98,00 1881
11 320,64 12,33 5,25 1,00 106,00 1881
12 320,64 12,33 5,25 1,00 114,00 1881
13 320,64 12,33 5,25 1,00 122,00 1881
14 320,64 12,33 5,25 1,00 130,00 1881
15 320,64 12,33 5,25 1,00 138,00 1881
16 320,64 12,33 5,25 1,00 146,00 1881
17 320,64 12,33 5,25 1,00 154,00 1881
18 320,64 12,33 5,25 1,00 162,00 1881
19 320,64 1,89 0,80 1,00 170,00 1881
20 320,64 1,89 0,80 1,00 178,00 1881
21 320,64 1,89 0,80 1,00 186,00 1881
22 320,64 1,89 0,80 1,00 194,00 1881
23 320,64 1,89 0,80 1,00 202,00 1881
24 320,64 1,89 0,80 1,00 210,00 1881
25 320,64 1,89 0,80 1,00 218,00 1881
26 320,64 1,89 0,80 1,00 226,00 1881
27 320,64 1,89 0,80 1,00 234,00 1881
28 320,64 1,89 0,80 1,00 242,00 1881
29 320,64 1,89 0,80 1,00 250,00 1881
30 320,64 1,89 0,80 99,00 258,00 1881
31 320,64 123,51 52,53 99,00 265,00 2704
32 320,64 123,51 48,19 99,00 273,00 3431
33 320,64 123,51 48,59 99,00 281,00 3821
34 320,64 123,51 50,60 99,00 289,00 4072
35 320,64 123,51 53,56 99,00 297,00 4286
36 320,64 123,51 51,61 99,00 305,00 4405
37 320,64 123,51 52,04 99,00 313,00 4558
38 320,64 123,51 53,22 99,00 321,00 4625
39 320,64 123,51 52,20 99,00 329,00 4666
40 320,64 123,51 52,01 99,00 337,00 4711
41 320,64 123,51 52,53 99,00 345,00 4762
42 320,64 123,51 53,14 99,00 353,00 4795
43 320,64 123,51 51,76 99,00 361,00 4831
44 320,64 123,51 52,92 99,00 369,00 4863
45 320,64 123,51 52,89 99,00 377,00 4893
46 320,64 123,51 52,88 99,00 385,00 4918
47 320,64 123,51 52,86 99,00 393,00 4938
48 320,64 123,51 52,83 99,00 401,00 4953
49 320,64 123,51 52,78 99,00 409,00 4969
50 320,64 123,51 52,77 99,00 417,00 4978
51 320,64 123,51 52,72 99,00 425,00 4991
52 320,64 73,31 31,29 99,00 433,00 5006
53 320,64 73,31 31,26 99,00 441,00 5016
54 320,64 73,31 31,24 99,00 449,00 5027
55 320,64 73,31 31,23 99,00 457,00 5033
56 320,64 73,31 31,20 99,00 465,00 5043
57 320,64 73,31 31,18 99,00 473,00 5047
58 320,64 73,31 31,15 99,00 481,00 5055
59 320,64 73,31 31,14 99,00 489,00 5061
60 320,64 73,31 31,11 1,00 497,00 5068
61 320,64 73,31 31,09 1,00 505,00 5076
62 320,64 73,31 31,06 1,00 513,00 5097
63 320,64 73,31 31,03 1,00 521,00 5110
64 320,64 73,31 31,03 1,00 529,00 5114
65 320,64 0,60 0,25 1,00 537,00 5115
66 320,64 0,60 0,25 1,00 545,00 5118
67 320,64 0,60 0,25 1,00 553,00 5123
68 320,64 0,60 0,25 1,00 561,00 5124
69 320,64 0,60 0,25 1,00 569,00 5125
70 320,64 0,60 0,25 1,00 577,00 5125
71 320,64 0,60 0,25 1,00 585,00 5125
72 320,64 0,60 0,25 1,00 593,00 5125
73 320,64 0,60 0,25 1,00 601,00 5125
74 320,64 0,60 0,25 1,00 609,00 5126
75 320,64 0,60 0,25 1,00 617,00 5126
76 320,64 0,60 0,25 1,00 625,00 5126
77 320,64 0,60 0,25 1,00 633,00 5126
78 320,64 0,60 0,25 1,00 641,00 5127
79 320,64 0,60 0,25 1,00 649,00 5128
80 320,64 0,60 0,25 1,00 657,00 5128
81 320,64 0,60 0,25 1,00 665,00 5128
82 320,64 0,60 0,25 1,00 673,00 5128
83 320,64 0,60 0,25 1,00 681,00 5128
84 320,64 0,47 0,20 1,00 689,00 5128
85 320,64 0,47 0,20 1,00 697,00 5128
86 320,64 0,47 0,20 1,00 705,00 5128
87 320,64 0,47 0,20 1,00 713,00 5128
88 320,64 0,47 0,20 1,00 721,00 5129
89 320,64 0,47 0,19 1,00 729,00 5133
90 320,64 0,47 0,19 99,00 737,00 5133
91 320,64 43,13 17,86 99,00 744,00 5240
92 320,64 43,13 17,83 99,00 752,00 5280
93 320,64 41,77 17,26 99,00 760,00 5298
94 320,64 41,33 17,07 99,00 768,00 5308
95 320,64 41,33 17,05 99,00 776,00 5318
96 320,64 41,33 17,04 99,00 784,00 5327
97 320,64 41,33 17,03 99,00 792,00 5336
98 320,64 41,33 17,01 99,00 800,00 5340
99 320,64 41,33 17,00 99,00 808,00 5347
100 320,64 41,33 16,99 99,00 816,00 5351
101 320,64 41,33 16,97 99,00 824,00 5353
102 320,64 41,33 16,96 99,00 832,00 5354
103 320,64 41,33 16,96 99,00 840,00 5357
104 320,64 41,33 16,93 99,00 848,00 5357
105 320,64 37,08 15,19 99,00 856,00 5357
106 320,64 37,08 15,19 99,00 864,00 5357
107 320,64 37,08 15,19 99,00 872,00 5357
108 320,64 37,08 15,19 99,00 880,00 5357
109 320,64 37,08 15,19 99,00 888,00 5359
110 320,64 37,08 15,19 99,00 896,00 5359
111 320,64 37,08 15,19 99,00 904,00 5360
112 320,64 37,08 15,09 99,00 912,00 5362
113 320,64 37,08 15,07 99,00 920,00 5364
114 320,64 37,08 15,06 99,00 928,00 5366
115 320,64 37,08 15,05 99,00 936,00 5366
116 320,64 37,08 15,05 99,00 944,00 5366
117 320,64 33,34 13,53 99,00 952,00 5366
118 320,64 33,34 13,53 99,00 960,00 5367
119 320,64 33,34 13,49 99,00 968,00 5368
120 320,64 33,34 13,49 1,00 976,00 5368
121 320,64 0,33 0,13 1,00 984,00 5378
122 320,64 0,33 0,13 1,00 992,00 5387
123 320,64 0,33 0,13 1,00 1.000,00 5391
124 320,64 0,33 0,13 1,00 1.008,00 5392
125 320,64 0,33 0,13 1,00 1.016,00 5392
126 320,64 0,33 0,13 1,00 1.024,00 5392
127 320,64 0,31 0,13 1,00 1.032,00 5392
128 320,64 0,31 0,12 1,00 1.040,00 5392
129 320,64 0,31 0,12 1,00 1.048,00 5392
130 320,64 0,31 0,12 1,00 1.056,00 5392
131 320,64 0,31 0,12 1,00 1.064,00 5392
132 320,64 0,31 0,12 1,00 1.072,00 5392
133 320,64 0,31 0,12 1,00 1.080,00 5392
134 320,64 0,31 0,12 1,00 1.088,00 5392
135 320,64 0,31 0,12 1,00 1.096,00 5392
136 320,64 0,31 0,12 1,00 1.104,00 5392
137 320,64 0,31 0,12 1,00 1.112,00 5392
138 320,64 0,31 0,12 1,00 1.120,00 5392
139 320,64 0,31 0,12 1,00 1.128,00 5392
140 320,64 0,31 0,12 1,00 1.136,00 5397
141 320,64 0,31 0,12 1,00 1.144,00 5398
142 320,64 0,31 0,12 1,00 1.152,00 5398
143 320,64 0,31 0,12 1,00 1.160,00 5398
144 320,64 0,31 0,12 1,00 1.168,00 5398
145 320,64 0,31 0,12 1,00 1.176,00 5398
146 320,64 0,31 0,12 1,00 1.184,00 5398
147 320,64 0,31 0,12 1,00 1.192,00 5398
148 320,64 0,31 0,12 1,00 1.200,00 5398
149 320,64 0,31 0,12 1,00 1.208,00 5398
150 320,64 0,31 0,12 99,00 1.216,00 5398
151 320,64 26,13 10,38 99,00 1.223,00 5443
152 320,64 26,13 10,29 99,00 1.231,00 5461
153 320,64 26,13 10,28 99,00 1.239,00 5469
154 320,64 26,13 10,27 99,00 1.247,00 5476
155 320,64 25,29 9,94 99,00 1.255,00 5480
156 320,64 25,29 9,93 99,00 1.263,00 5482
157 320,64 25,29 9,92 99,00 1.271,00 5482
158 320,64 25,29 9,92 99,00 1.279,00 5492
159 320,64 25,29 9,90 99,00 1.287,00 5501
160 320,64 25,29 9,90 99,00 1.295,00 5510
161 320,64 25,29 9,89 99,00 1.303,00 5520
162 320,64 25,29 9,88 99,00 1.311,00 5532
163 320,64 25,29 9,87 99,00 1.319,00 5544
