1000
0 111,71 111,71 111,71 1,00 56,00 0
1 111,71 2,19 2,19 1,00 66,00 1235
2 111,71 1,80 2,10 1,00 77,00 1774
3 111,71 1,21 1,50 1,00 92,00 1865
4 111,71 1,21 1,51 1,00 107,00 1875
5 111,71 1,21 1,51 1,00 122,00 1879
6 111,71 1,21 1,51 1,00 137,00 1881
7 111,71 1,21 1,52 1,00 152,00 1881
8 111,71 1,21 1,52 1,00 167,00 1881
9 111,71 0,61 0,77 1,00 182,00 1881
10 111,71 0,61 0,77 1,00 197,00 1881
11 111,71 0,61 0,77 1,00 212,00 1881
12 111,71 0,61 0,77 1,00 227,00 1881
13 111,71 0,61 0,77 1,00 242,00 1881
14 111,71 0,61 0,77 1,00 257,00 1881
15 111,71 0,61 0,77 1,00 272,00 1881
16 111,71 0,61 0,77 1,00 287,00 1881
17 111,71 0,61 0,77 1,00 302,00 1881
18 111,71 0,61 0,77 1,00 317,00 1881
19 111,71 0,61 0,77 1,00 332,00 1881
20 111,71 0,61 0,77 1,00 347,00 1881
21 111,71 0,61 0,77 1,00 362,00 1881
22 111,71 0,61 0,77 1,00 377,00 1881
23 111,71 0,61 0,77 1,00 392,00 1881
24 111,71 0,61 0,77 1,00 407,00 1881
25 111,71 0,61 0,77 1,00 422,00 1881
26 111,71 0,61 0,77 1,00 437,00 1881
27 111,71 0,61 0,77 1,00 452,00 1881
28 111,71 0,61 0,77 1,00 467,00 1881
29 111,71 0,23 0,29 1,00 482,00 1881
30 111,71 0,23 0,29 99,00 497,00 1881
31 111,71 22,30 27,86 99,00 511,00 2704
32 111,71 21,68 20,59 99,00 525,00 3431
33 111,71 21,68 22,30 99,00 540,00 3821
34 111,71 21,68 22,34 99,00 555,00 4072
35 111,71 21,68 23,74 99,00 570,00 4286
36 111,71 21,68 22,90 99,00 585,00 4405
37 111,71 21,68 23,10 99,00 600,00 4558
38 111,71 17,98 19,56 99,00 615,00 4625
39 111,71 17,98 19,20 99,00 630,00 4666
40 111,71 17,15 18,24 99,00 645,00 4711
41 111,71 17,15 18,42 99,00 660,00 4762
42 111,71 17,15 18,63 99,00 675,00 4795
43 111,71 17,15 18,15 99,00 690,00 4831
44 111,71 17,15 18,57 99,00 705,00 4863
45 111,71 17,15 18,57 99,00 720,00 4893
46 111,71 17,15 18,57 99,00 735,00 4918
47 111,71 17,15 18,57 99,00 750,00 4938
48 111,71 17,15 18,57 99,00 765,00 4953
49 111,71 17,15 18,57 99,00 780,00 4969
50 111,71 17,15 18,57 99,00 795,00 4978
51 111,71 17,15 18,57 99,00 810,00 4991
52 111,71 13,40 14,52 99,00 825,00 5006
53 111,71 13,40 14,52 99,00 840,00 5016
54 111,71 13,40 14,52 99,00 855,00 5027
55 111,71 13,40 14,52 99,00 870,00 5033
56 111,71 13,40 14,52 99,00 885,00 5043
57 111,71 13,40 14,52 99,00 900,00 5047
58 111,71 13,40 14,52 99,00 915,00 5055
59 111,71 13,40 14,52 99,00 930,00 5061
60 111,71 13,40 14,52 22,00 945,00 5068
61 111,71 13,40 14,52 22,00 960,00 5076
62 111,71 2,52 2,73 22,00 975,00 5097
63 111,71 2,48 2,69 22,00 990,00 5110
64 111,71 2,48 2,69 22,00 1.005,00 5114
65 111,71 2,48 2,69 22,00 1.020,00 5115
66 111,71 2,37 2,57 22,00 1.035,00 5118
67 111,71 2,37 2,57 22,00 1.050,00 5123
68 111,71 2,37 2,57 22,00 1.065,00 5124
69 111,71 2,37 2,57 22,00 1.080,00 5125
70 111,71 2,37 2,57 22,00 1.095,00 5125
71 111,71 2,37 2,57 22,00 1.110,00 5125
72 111,71 2,37 2,57 22,00 1.125,00 5125
73 111,71 2,37 2,57 22,00 1.140,00 5125
74 111,71 2,37 2,57 22,00 1.155,00 5126
75 111,71 2,10 2,27 22,00 1.170,00 5126
76 111,71 2,10 2,27 22,00 1.185,00 5126
77 111,71 2,10 2,27 22,00 1.200,00 5126
78 111,71 2,02 2,19 22,00 1.215,00 5127
79 111,71 2,02 2,19 22,00 1.230,00 5128
80 111,71 2,02 2,19 22,00 1.245,00 5128
81 111,71 2,02 2,19 22,00 1.260,00 5128
82 111,71 2,02 2,19 22,00 1.275,00 5128
83 111,71 2,02 2,19 22,00 1.290,00 5128
84 111,71 1,88 2,04 22,00 1.305,00 5128
85 111,71 1,88 2,04 22,00 1.320,00 5128
86 111,71 1,88 2,04 22,00 1.335,00 5128
87 111,71 1,88 2,04 22,00 1.350,00 5128
88 111,71 1,80 1,95 22,00 1.365,00 5129
89 111,71 1,80 1,95 22,00 1.380,00 5133
90 111,71 1,80 1,95 104,00 1.395,00 5133
91 111,71 1,80 1,95 104,00 1.410,00 5240
92 111,71 1,80 1,95 104,00 1.425,00 5280
93 111,71 1,80 1,95 104,00 1.440,00 5298
94 111,71 7,98 8,65 104,00 1.455,00 5308
95 111,71 7,98 8,64 104,00 1.470,00 5318
96 111,71 7,98 8,64 104,00 1.485,00 5327
97 111,71 7,98 8,64 104,00 1.500,00 5336
98 111,71 7,98 8,64 104,00 1.515,00 5340
99 111,71 7,98 8,64 104,00 1.530,00 5347
100 111,71 7,98 8,64 104,00 1.545,00 5351
101 111,71 7,98 8,64 104,00 1.560,00 5353
102 111,71 7,98 8,64 104,00 1.575,00 5354
103 111,71 7,98 8,64 104,00 1.590,00 5357
104 111,71 7,98 8,64 104,00 1.605,00 5357
105 111,71 7,98 8,64 104,00 1.620,00 5357
106 111,71 7,98 8,64 104,00 1.635,00 5357
107 111,71 7,98 8,64 104,00 1.650,00 5357
108 111,71 7,98 8,64 104,00 1.665,00 5357
109 111,71 7,98 8,64 104,00 1.680,00 5359
110 111,71 7,98 8,64 104,00 1.695,00 5359
111 111,71 7,98 8,64 104,00 1.710,00 5360
112 111,71 7,98 8,64 104,00 1.725,00 5362
113 111,71 6,68 7,23 104,00 1.740,00 5364
114 111,71 6,68 7,23 104,00 1.755,00 5366
115 111,71 6,68 7,23 104,00 1.770,00 5366
116 111,71 6,68 7,23 104,00 1.785,00 5366
117 111,71 6,45 6,99 104,00 1.800,00 5366
118 111,71 6,45 6,99 104,00 1.815,00 5367
119 111,71 6,45 6,99 104,00 1.830,00 5368
120 111,71 6,45 6,99 36,00 1.845,00 5368
121 111,71 6,45 6,99 36,00 1.860,00 5378
122 111,71 2,14 2,32 36,00 1.875,00 5387
123 111,71 2,14 2,32 36,00 1.890,00 5391
124 111,71 2,14 2,32 36,00 1.905,00 5392
125 111,71 2,14 2,32 36,00 1.920,00 5392
126 111,71 2,14 2,32 36,00 1.935,00 5392
127 111,71 2,14 2,32 36,00 1.950,00 5392
128 111,71 2,14 2,32 36,00 1.965,00 5392
129 111,71 2,14 2,32 36,00 1.980,00 5392
130 111,71 2,14 2,32 36,00 1.995,00 5392
131 111,71 2,14 2,32 36,00 2.010,00 5392
132 111,71 2,14 2,32 36,00 2.025,00 5392
133 111,71 2,14 2,32 36,00 2.040,00 5392
134 111,71 2,14 2,32 36,00 2.055,00 5392
135 111,71 1,94 2,10 36,00 2.070,00 5392
136 111,71 1,94 2,10 36,00 2.085,00 5392
137 111,71 1,94 2,10 36,00 2.100,00 5392
138 111,71 1,94 2,10 36,00 2.115,00 5392
139 111,71 1,94 2,10 36,00 2.130,00 5392
140 111,71 1,87 2,03 36,00 2.145,00 5397
141 111,71 1,87 2,03 36,00 2.160,00 5398
142 111,71 1,87 2,03 36,00 2.175,00 5398
143 111,71 1,87 2,03 36,00 2.190,00 5398
144 111,71 1,87 2,03 36,00 2.205,00 5398
145 111,71 1,87 2,03 36,00 2.220,00 5398
146 111,71 1,87 2,03 36,00 2.235,00 5398
147 111,71 1,87 2,03 36,00 2.250,00 5398
148 111,71 1,87 2,03 36,00 2.265,00 5398
149 111,71 1,87 2,03 36,00 2.280,00 5398
150 111,71 1,87 2,03 100,00 2.295,00 5398
151 111,71 1,87 2,03 100,00 2.310,00 5443
152 111,71 1,87 2,03 100,00 2.325,00 5461
153 111,71 1,87 2,03 100,00 2.340,00 5469
154 111,71 1,87 2,03 100,00 2.355,00 5476
155 111,71 1,87 2,03 100,00 2.370,00 5480
156 111,71 4,68 5,07 100,00 2.385,00 5482
157 111,71 4,65 5,04 100,00 2.400,00 5482
158 111,71 4,63 5,01 100,00 2.415,00 5492
159 111,71 4,63 5,01 100,00 2.430,00 5501
160 111,71 4,63 5,01 100,00 2.445,00 5510
161 111,71 4,63 5,01 100,00 2.460,00 5520
162 111,71 4,63 5,01 100,00 2.475,00 5532
163 111,71 4,63 5,01 100,00 2.490,00 5544
164 111,71 4,63 5,01 100,00 2.505,00 5553
165 111,71 4,63 5,01 100,00 2.520,00 5560
166 111,71 4,63 5,01 100,00 2.535,00 5566
167 111,71 4,63 5,01 100,00 2.550,00 5570
168 111,71 4,63 5,01 100,00 2.565,00 5573
169 111,71 4,63 5,01 100,00 2.580,00 5575
170 111,71 4,63 5,01 100,00 2.595,00 5576
171 111,71 4,63 5,01 100,00 2.610,00 5577
172 111,71 4,63 5,01 100,00 2.625,00 5578
173 111,71 4,63 5,01 100,00 2.640,00 5579
174 111,71 4,63 5,01 100,00 2.655,00 5580
175 111,71 4,63 5,01 100,00 2.670,00 5582
176 111,71 4,63 5,01 100,00 2.685,00 5583
177 111,71 4,63 5,01 100,00 2.700,00 5584
178 111,71 4,63 5,01 100,00 2.715,00 5587
179 111,71 4,63 5,01 100,00 2.730,00 5589
180 111,71 4,63 5,01 37,00 2.745,00 5591
181 111,71 4,63 5,01 37,00 2.760,00 5600
182 111,71 4,63 5,01 37,00 2.775,00 5601
183 111,71 4,63 5,01 37,00 2.790,00 5602
184 111,71 4,63 5,01 37,00 2.805,00 5602
185 111,71 4,63 5,01 37,00 2.820,00 5602
186 111,71 4,63 5,01 37,00 2.835,00 5602
187 111,71 4,63 5,01 37,00 2.850,00 5602
188 111,71 4,63 5,01 37,00 2.865,00 5602
189 111,71 4,63 5,01 37,00 2.880,00 5602
190 111,71 4,63 5,01 37,00 2.895,00 5602
191 111,71 4,63 5,01 37,00 2.910,00 5604
192 111,71 4,63 5,01 37,00 2.925,00 5606
193 111,71 4,63 5,01 37,00 2.940,00 5607
194 111,71 4,63 5,01 37,00 2.955,00 5611
195 111,71 4,63 5,01 37,00 2.970,00 5613
196 111,71 4,63 5,01 37,00 2.985,00 5613
197 111,71 4,63 5,01 37,00 3.000,00 5613
198 111,71 4,63 5,01 37,00 3.015,00 5613
199 111,71 4,63 5,01 37,00 3.030,00 5613
200 111,71 4,63 5,01 37,00 3.045,00 5613
201 111,71 4,63 5,01 37,00 3.060,00 5613
202 111,71 4,63 5,01 37,00 3.075,00 5613
203 111,71 4,63 5,01 37,00 3.090,00 5613
204 111,71 1,33 1,44 37,00 3.105,00 5613
205 111,71 1,33 1,44 37,00 3.120,00 5613
206 111,71 1,33 1,44 37,00 3.135,00 5613
207 111,71 1,33 1,44 37,00 3.150,00 5613
208 111,71 1,31 1,41 37,00 3.165,00 5614
209 111,71 1,31 1,41 37,00 3.180,00 5616
210 111,71 1,31 1,41 83,00 3.195,00 5616
211 111,71 1,31 1,41 83,00 3.210,00 5655
212 111,71 1,31 1,41 83,00 3.225,00 5665
213 111,71 1,31 1,41 83,00 3.240,00 5671
214 111,71 1,31 1,41 83,00 3.255,00 5671
215 111,71 1,31 1,41 83,00 3.270,00 5671
216 111,71 2,82 3,06 83,00 3.285,00 5671
217 111,71 2,82 3,06 83,00 3.300,00 5671
218 111,71 2,82 3,06 83,00 3.315,00 5671
219 111,71 2,82 3,06 83,00 3.330,00 5671
220 111,71 2,82 3,06 83,00 3.345,00 5671
221 111,71 2,82 3,06 83,00 3.360,00 5671
222 111,71 2,82 3,06 83,00 3.375,00 5671
223 111,71 2,82 3,06 83,00 3.390,00 5671
224 111,71 2,82 3,06 83,00 3.405,00 5671
225 111,71 2,82 3,06 83,00 3.420,00 5671
226 111,71 2,82 3,06 83,00 3.435,00 5671
227 111,71 2,69 2,91 83,00 3.450,00 5671
228 111,71 2,69 2,91 83,00 3.465,00 5671
229 111,71 2,69 2,91 83,00 3.480,00 5671
230 111,71 2,69 2,91 83,00 3.495,00 5671
231 111,71 2,69 2,91 83,00 3.510,00 5671
232 111,71 2,69 2,91 83,00 3.525,00 5671
233 111,71 2,62 2,84 83,00 3.540,00 5671
234 111,71 2,62 2,84 83,00 3.555,00 5671
235 111,71 2,62 2,84 83,00 3.570,00 5671
236 111,71 2,62 2,84 83,00 3.585,00 5671
237 111,71 2,62 2,84 83,00 3.600,00 5671
238 111,71 2,62 2,84 83,00 3.615,00 5671
239 111,71 2,62 2,84 83,00 3.630,00 5671
240 111,71 2,62 2,84 59,00 3.645,00 5671
241 111,71 2,62 2,84 59,00 3.660,00 5686
242 111,71 2,62 2,84 59,00 3.675,00 5686
243 111,71 2,62 2,84 59,00 3.690,00 5687
244 111,71 2,62 2,84 59,00 3.705,00 5688
245 111,71 2,62 2,84 59,00 3.720,00 5688
246 111,71 2,62 2,84 59,00 3.735,00 5688
247 111,71 2,62 2,84 59,00 3.750,00 5688
248 111,71 2,62 2,84 59,00 3.765,00 5688
249 111,71 2,62 2,84 59,00 3.780,00 5691
250 111,71 2,62 2,84 59,00 3.795,00 5693
251 111,71 1,73 1,87 59,00 3.810,00 5693
252 111,71 1,73 1,87 59,00 3.825,00 5693
253 111,71 1,73 1,87 59,00 3.840,00 5694
254 111,71 1,73 1,87 59,00 3.855,00 5694
255 111,71 1,73 1,87 59,00 3.870,00 5694
256 111,71 1,73 1,87 59,00 3.885,00 5694
257 111,71 1,73 1,87 59,00 3.900,00 5694
258 111,71 1,73 1,87 59,00 3.915,00 5694
259 111,71 1,73 1,87 59,00 3.930,00 5694
260 111,71 1,73 1,87 59,00 3.945,00 5694
261 111,71 1,73 1,87 59,00 3.960,00 5694
262 111,71 1,73 1,87 59,00 3.975,00 5694
263 111,71 1,65 1,79 59,00 3.990,00 5694
264 111,71 1,65 1,79 59,00 4.005,00 5694
265 111,71 1,65 1,79 59,00 4.020,00 5694
266 111,71 1,65 1,79 59,00 4.035,00 5694
267 111,71 1,65 1,79 59,00 4.050,00 5694
268 111,71 1,65 1,79 59,00 4.065,00 5694
269 111,71 1,65 1,79 59,00 4.080,00 5694
270 111,71 1,61 1,74 83,00 4.095,00 5694
271 111,71 1,61 1,74 83,00 4.110,00 5724
272 111,71 2,25 2,43 83,00 4.125,00 5736
273 111,71 2,25 2,43 83,00 4.140,00 5742
274 111,71 2,25 2,43 83,00 4.155,00 5742
275 111,71 2,22 2,41 83,00 4.170,00 5742
276 111,71 2,22 2,41 83,00 4.185,00 5742
277 111,71 2,22 2,41 83,00 4.200,00 5742
278 111,71 2,22 2,41 83,00 4.215,00 5742
279 111,71 2,22 2,41 83,00 4.230,00 5742
280 111,71 2,22 2,41 83,00 4.245,00 5742
281 111,71 2,22 2,41 83,00 4.260,00 5742
282 111,71 2,22 2,41 83,00 4.275,00 5742
283 111,71 2,22 2,41 83,00 4.290,00 5742
284 111,71 2,22 2,41 83,00 4.305,00 5742
