1000
0 243,62 243,62 243,62 1,00 99,00 0
1 243,62 2,83 2,83 1,00 98,00 1235
2 243,62 2,59 3,02 1,00 106,00 1774
3 243,62 2,59 3,21 1,00 118,00 1865
4 243,62 2,59 3,23 1,00 130,00 1875
5 243,62 2,59 3,23 1,00 142,00 1879
6 243,62 1,58 1,97 1,00 154,00 1881
7 243,62 1,58 1,98 1,00 166,00 1881
8 243,62 1,58 1,98 1,00 178,00 1881
9 243,62 1,58 1,98 1,00 190,00 1881
10 243,62 1,21 1,51 1,00 202,00 1881
11 243,62 1,21 1,51 1,00 214,00 1881
12 243,62 1,21 1,51 1,00 226,00 1881
13 243,62 1,21 1,51 1,00 238,00 1881
14 243,62 1,21 1,51 1,00 250,00 1881
15 243,62 1,21 1,51 1,00 262,00 1881
16 243,62 1,21 1,51 1,00 274,00 1881
17 243,62 1,21 1,51 1,00 286,00 1881
18 243,62 1,21 1,51 1,00 298,00 1881
19 243,62 0,79 0,98 1,00 310,00 1881
20 243,62 0,79 0,98 1,00 322,00 1881
21 243,62 0,79 0,98 1,00 334,00 1881
22 243,62 0,79 0,98 1,00 346,00 1881
23 243,62 0,79 0,98 1,00 358,00 1881
24 243,62 0,79 0,98 1,00 370,00 1881
25 243,62 0,79 0,98 1,00 382,00 1881
26 243,62 0,79 0,98 1,00 394,00 1881
27 243,62 0,79 0,98 1,00 406,00 1881
28 243,62 0,79 0,98 1,00 418,00 1881
29 243,62 0,79 0,98 1,00 430,00 1881
30 243,62 0,79 0,98 99,00 442,00 1881
31 243,62 53,24 66,52 99,00 453,00 2704
32 243,62 53,48 50,78 99,00 463,00 3431
33 243,62 52,32 53,80 99,00 473,00 3821
34 243,62 51,10 52,66 99,00 484,00 4072
35 243,62 51,10 55,94 99,00 496,00 4286
36 243,62 51,10 53,96 99,00 508,00 4405
37 243,62 46,38 49,41 99,00 520,00 4558
38 243,62 46,38 50,44 99,00 532,00 4625
39 243,62 46,38 49,51 99,00 544,00 4666
40 243,62 43,38 46,14 99,00 556,00 4711
41 243,62 43,38 46,61 99,00 568,00 4762
42 243,62 43,38 47,14 99,00 580,00 4795
43 243,62 43,38 45,92 99,00 592,00 4831
44 243,62 43,38 46,99 99,00 604,00 4863
45 243,62 43,38 46,99 99,00 616,00 4893
46 243,62 43,38 46,99 99,00 628,00 4918
47 243,62 43,38 46,99 99,00 640,00 4938
48 243,62 43,38 46,99 99,00 652,00 4953
49 243,62 43,38 46,99 99,00 664,00 4969
50 243,62 43,38 46,98 99,00 676,00 4978
51 243,62 43,38 46,98 99,00 688,00 4991
52 243,62 43,38 46,98 99,00 700,00 5006
53 243,62 43,38 46,98 99,00 712,00 5016
54 243,62 43,38 46,98 99,00 724,00 5027
55 243,62 43,38 46,98 99,00 736,00 5033
56 243,62 32,24 34,92 99,00 748,00 5043
57 243,62 31,73 34,37 99,00 760,00 5047
58 243,62 31,24 33,83 99,00 772,00 5055
59 243,62 31,24 33,83 99,00 784,00 5061
60 243,62 31,24 33,83 3,00 796,00 5068
61 243,62 31,24 33,83 3,00 808,00 5076
62 243,62 0,89 0,97 3,00 820,00 5097
63 243,62 0,89 0,97 3,00 832,00 5110
64 243,62 0,89 0,97 3,00 844,00 5114
65 243,62 0,89 0,97 3,00 856,00 5115
66 243,62 0,89 0,97 3,00 868,00 5118
67 243,62 0,89 0,97 3,00 880,00 5123
68 243,62 0,82 0,89 3,00 892,00 5124
69 243,62 0,82 0,89 3,00 904,00 5125
70 243,62 0,82 0,89 3,00 916,00 5125
71 243,62 0,82 0,89 3,00 928,00 5125
72 243,62 0,82 0,89 3,00 940,00 5125
73 243,62 0,82 0,89 3,00 952,00 5125
74 243,62 0,76 0,82 3,00 964,00 5126
75 243,62 0,76 0,82 3,00 976,00 5126
76 243,62 0,74 0,80 3,00 988,00 5126
77 243,62 0,74 0,80 3,00 1.000,00 5126
78 243,62 0,74 0,80 3,00 1.012,00 5127
79 243,62 0,74 0,80 3,00 1.024,00 5128
80 243,62 0,74 0,80 3,00 1.036,00 5128
81 243,62 0,74 0,80 3,00 1.048,00 5128
82 243,62 0,74 0,80 3,00 1.060,00 5128
83 243,62 0,74 0,80 3,00 1.072,00 5128
84 243,62 0,74 0,80 3,00 1.084,00 5128
85 243,62 0,74 0,80 3,00 1.096,00 5128
86 243,62 0,74 0,80 3,00 1.108,00 5128
87 243,62 0,74 0,80 3,00 1.120,00 5128
88 243,62 0,74 0,80 3,00 1.132,00 5129
89 243,62 0,74 0,80 3,00 1.144,00 5133
90 243,62 0,74 0,80 101,00 1.156,00 5133
91 243,62 21,30 23,07 101,00 1.167,00 5240
92 243,62 21,30 23,07 101,00 1.179,00 5280
93 243,62 21,30 23,06 101,00 1.191,00 5298
94 243,62 21,30 23,07 101,00 1.203,00 5308
95 243,62 21,30 23,06 101,00 1.215,00 5318
