500
0 125,96 125,96 125,96 4,00 45,00 0 2
1 125,96 125,96 125,96 3,00 40,00 2034 2
2 125,96 125,96 73,00 1,00 37,00 5373 2
3 125,96 125,96 102,21 3,00 33,00 8224 2
4 125,96 125,96 138,13 1,00 32,00 10634 2
5 125,96 125,96 154,51 1,00 32,00 12916 2
6 125,96 125,96 202,03 3,00 29,00 15418 2
7 125,96 125,96 243,52 1,00 29,00 17536 2
8 125,96 125,96 286,64 1,00 29,00 19639 2
9 125,96 125,96 345,78 1,00 28,00 21808 2
10 125,96 125,96 335,42 1,00 28,00 23907 2
11 125,96 125,96 358,54 1,00 28,00 25930 2
12 125,96 125,96 341,16 1,00 27,00 27892 2
13 125,96 125,96 362,47 1,00 27,00 29850 2
14 125,96 125,96 453,06 2,00 27,00 31599 2
15 125,96 125,96 214,68 2,00 27,00 33497 2
16 125,96 125,96 393,84 1,00 27,00 35789 2
17 125,96 125,96 341,26 1,00 27,00 37955 2
18 125,96 125,96 297,60 2,00 25,00 39952 2
19 125,96 10,50 20,81 46,00 24,00 41766 2
20 125,96 10,50 21,21 106,00 12,00 43660 2
21 125,96 10,50 18,23 140,00 5,00 45373 2
22 125,96 10,50 14,47 184,00 5,00 47124 2
23 125,96 10,50 15,82 220,00 5,00 48807 2
24 125,96 10,50 14,89 238,00 5,00 50463 2
25 125,96 10,50 13,27 250,00 5,00 52047 2
26 125,96 10,50 11,32 262,00 5,00 53795 2
27 125,96 10,50 9,51 290,00 5,00 55520 2
28 125,96 10,50 8,56 314,00 5,00 57190 2
29 125,96 10,50 10,92 332,00 5,00 58778 2
30 125,96 10,50 12,83 356,00 5,00 60394 2
31 125,96 10,50 11,88 398,00 5,00 62105 2
32 125,96 10,50 10,17 406,00 5,00 63934 2
33 125,96 10,50 10,22 426,00 5,00 65556 2
34 125,96 10.731,81 11.006,31 226,00 5,00 67081 2
35 125,96 10.731,81 11.554,51 26,00 9,00 68549 2
36 125,96 10.731,81 11.574,75 1,00 13,00 69881 2
37 125,96 10.731,81 11.415,99 1,00 13,00 71145 2
38 125,96 9,69 10,42 32,00 13,00 72579 2
39 125,96 9,69 10,19 42,00 5,00 74208 2
40 125,96 9,69 9,83 38,00 5,00 75718 2
41 125,96 9,69 7,59 54,00 5,00 77166 2
42 125,96 9,69 9,82 46,00 5,00 78878 2
43 125,96 9,69 9,50 34,00 5,00 80555 2
44 125,96 9,69 9,37 52,00 5,00 81773 2
45 125,96 9,69 9,19 58,00 5,00 83109 2
46 125,96 9,69 9,11 28,00 5,00 84434 2
47 125,96 9,69 8,91 8,00 5,00 85600 2
48 125,96 9,69 8,80 7,00 5,00 87143 2
49 125,96 9,69 8,69 1,00 5,00 88485 2
50 125,96 9,69 8,51 1,00 1,00 89667 2
51 125,96 9,69 10,01 1,00 1,00 91101 2
52 125,96 9,69 10,26 2,00 1,00 92490 2
53 125,96 50,38 52,13 1,00 5,00 93718 2
54 125,96 50,38 50,97 1,00 1,00 94913 2
55 125,96 50,38 50,54 1,00 1,00 96246 2
56 125,96 50,38 50,50 1,00 1,00 97603 2
57 125,96 50,38 48,81 1,00 1,00 98885 2
58 125,96 50,38 49,37 1,00 1,00 100402 2
59 125,96 50,38 47,93 1,00 1,00 101741 2
60 125,96 50,38 47,63 1,00 1,00 103074 2
61 125,96 125,96 117,62 1,00 1,00 104418 2
