500
0 315,84 315,84 315,84 1,00 43,00
1 315,84 0,00 0,00 1,00 44,00
2 315,84 631,68 855,56 99,00 46,00
3 315,84 0,00 0,00 1,00 49,00
4 315,84 315,84 456,77 99,00 51,00
5 315,84 0,00 0,00 1,00 54,00
6 315,84 315,84 461,29 99,00 56,00
7 315,84 0,00 0,00 1,00 59,00
8 315,84 315,84 439,50 99,00 61,00
9 315,84 0,00 0,00 1,00 64,00
10 315,84 315,84 409,64 99,00 66,00
11 315,84 0,00 0,00 1,00 69,00
12 315,84 315,84 402,21 99,00 71,00
13 315,84 0,00 0,00 1,00 74,00
14 315,84 315,84 395,51 99,00 76,00
15 315,84 0,00 0,00 1,00 79,00
16 315,84 315,84 394,60 99,00 81,00
17 315,84 0,00 0,00 1,00 84,00
18 315,84 315,84 395,55 99,00 86,00
19 315,84 0,00 0,00 1,00 89,00
20 315,84 315,84 395,39 99,00 91,00
21 315,84 0,00 0,00 1,00 94,00
22 315,84 315,84 395,09 99,00 96,00
23 315,84 0,00 0,00 1,00 99,00
24 315,84 0,00 0,00 99,00 101,00
25 315,84 315,84 395,16 197,00 103,00
26 315,84 0,00 0,00 97,00 106,00
27 315,84 315,84 395,36 195,00 108,00
28 315,84 0,00 0,00 95,00 111,00
29 315,84 315,84 395,67 193,00 113,00
30 315,84 0,00 0,00 93,00 116,00
31 315,84 315,84 396,01 191,00 118,00
32 315,84 0,00 0,00 91,00 121,00
33 315,84 315,84 396,51 189,00 123,00
34 315,84 0,00 0,00 89,00 126,00
35 315,84 315,84 397,01 187,00 128,00
36 315,84 0,00 0,00 87,00 131,00
37 315,84 315,84 397,62 185,00 133,00
38 315,84 0,00 0,00 85,00 136,00
39 315,84 315,84 398,30 183,00 138,00
40 315,84 0,00 0,00 83,00 141,00
41 315,84 315,84 399,01 181,00 143,00
42 315,84 0,00 0,00 81,00 146,00
43 315,84 315,84 399,71 179,00 148,00
44 315,84 0,00 0,00 79,00 151,00
45 315,84 315,84 400,56 177,00 153,00
46 315,84 0,00 0,00 77,00 156,00
47 315,84 315,84 401,50 175,00 158,00
48 315,84 0,00 0,00 75,00 161,00
49 315,84 315,84 402,46 173,00 163,00
50 315,84 0,00 0,00 73,00 166,00
51 315,84 315,84 403,54 171,00 168,00
52 315,84 0,00 0,00 71,00 171,00
53 315,84 0,00 0,00 169,00 172,00
54 315,84 315,84 405,31 267,00 174,00
55 315,84 0,00 0,00 167,00 177,00
56 315,84 315,84 406,53 265,00 179,00
57 315,84 0,00 0,00 165,00 182,00
58 315,84 315,84 407,83 263,00 184,00
59 315,84 0,00 0,00 163,00 187,00
60 315,84 315,84 409,25 261,00 189,00
61 315,84 0,00 0,00 161,00 192,00
62 315,84 315,84 410,70 259,00 194,00
63 315,84 0,00 0,00 159,00 197,00
64 315,84 315,84 412,23 257,00 199,00
65 315,84 0,00 0,00 157,00 202,00
66 315,84 315,84 413,81 255,00 204,00
67 315,84 0,00 0,00 155,00 207,00
68 315,84 315,84 415,49 253,00 209,00
69 315,84 0,00 0,00 153,00 212,00
70 315,84 315,84 417,20 251,00 214,00
71 315,84 0,00 0,00 151,00 217,00
72 315,84 315,84 419,00 249,00 219,00
73 315,84 0,00 0,00 149,00 222,00
74 315,84 315,84 420,90 247,00 224,00
75 315,84 0,00 0,00 147,00 227,00
76 315,84 315,84 422,88 245,00 229,00
77 315,84 0,00 0,00 145,00 232,00
78 315,84 315,84 424,91 243,00 234,00
79 315,84 0,00 0,00 143,00 237,00
