500
0 178,04 178,04 178,04 3,00 34,00 0 0
1 178,04 178,04 178,04 1,00 29,00 2034 0
2 178,04 178,04 51,35 1,00 29,00 5373 0
3 178,04 178,04 67,24 2,00 29,00 8224 0
4 178,04 178,04 78,46 1,00 29,00 10634 0
5 178,04 178,04 86,88 1,00 28,00 12916 0
6 178,04 178,04 101,99 3,00 27,00 15418 0
7 178,04 178,04 106,85 1,00 26,00 17536 0
8 178,04 178,04 108,11 1,00 25,00 19639 0
9 178,04 178,04 119,53 1,00 24,00 21808 0
10 178,04 178,04 105,08 1,00 24,00 23907 0
11 178,04 178,04 92,74 1,00 23,00 25930 0
12 178,04 178,04 89,33 1,00 22,00 27892 0
13 178,04 178,04 94,59 1,00 22,00 29850 0
14 178,04 178,04 123,13 1,00 22,00 31599 0
15 178,04 178,04 63,48 2,00 20,00 33497 0
16 178,04 178,04 125,54 1,00 20,00 35789 0
17 178,04 178,04 102,44 1,00 19,00 37955 0
18 178,04 12,72 7,11 43,00 14,00 39952 0
19 178,04 12,72 11,24 85,00 15,00 41766 0
20 178,04 1.008,88 956,42 1,00 15,00 43660 0
21 178,04 1.008,88 892,39 1,00 15,00 45373 0
22 178,04 1.008,88 832,16 1,00 14,00 47124 0
23 178,04 1.008,88 1.177,08 1,00 14,00 48807 0
24 178,04 1.008,88 989,67 1,00 14,00 50463 0
25 178,04 1.008,88 1.091,96 1,00 14,00 52047 0
26 178,04 1.008,88 1.143,69 1,00 14,00 53795 0
27 178,04 1.008,88 974,52 1,00 14,00 55520 0
28 178,04 12,72 10,76 18,00 14,00 57190 0
29 178,04 12,72 14,92 40,00 15,00 58778 0
30 178,04 12,72 13,55 64,00 15,00 60394 0
31 178,04 12,72 11,68 106,00 15,00 62105 0
32 178,04 12,72 10,60 114,00 15,00 63934 0
33 178,04 1.353,08 1.084,41 1,00 15,00 65556 0
34 178,04 1.353,08 1.105,62 1,00 15,00 67081 0
35 178,04 1.353,08 1.175,15 1,00 15,00 68549 0
36 178,04 1.353,08 1.123,46 1,00 15,00 69881 0
37 178,04 11,87 9,47 24,00 15,00 71145 0
38 178,04 11,87 8,99 50,00 15,00 72579 0
39 178,04 11,87 8,51 60,00 15,00 74208 0
40 178,04 11,87 8,19 56,00 15,00 75718 0
41 178,04 11,87 6,46 72,00 15,00 77166 0
42 178,04 11,87 9,55 60,00 15,00 78878 0
43 178,04 11,87 8,93 48,00 15,00 80555 0
44 178,04 11,87 9,20 62,00 15,00 81773 0
45 178,04 11,87 9,15 66,00 15,00 83109 0
46 178,04 11,87 9,21 34,00 15,00 84434 0
47 178,04 11,87 9,33 12,00 15,00 85600 0
48 178,04 11,87 9,20 6,00 15,00 87143 0
49 178,04 11,87 9,20 1,00 15,00 88485 0
50 178,04 11,87 9,10 1,00 2,00 89667 0
51 178,04 11,87 10,81 1,00 1,00 91101 0
52 178,04 11,87 11,69 2,00 1,00 92490 0
53 178,04 23,74 23,10 1,00 15,00 93718 0
54 178,04 23,74 23,35 1,00 1,00 94913 0
55 178,04 23,74 23,61 2,00 1,00 96246 0
56 178,04 23,74 25,04 1,00 15,00 97603 0
57 178,04 23,74 24,77 1,00 4,00 98885 0
58 178,04 23,74 25,25 1,00 1,00 100402 0
59 178,04 23,74 24,94 1,00 1,00 101741 0
60 178,04 23,74 25,87 1,00 1,00 103074 0
61 178,04 23,74 25,08 1,00 1,00 104418 0
62 178,04 178,04 185,79 1,00 1,00 105536 0
63 178,04 178,04 186,37 1,00 1,00 106810 0
64 178,04 178,04 189,90 1,00 1,00 108412 0
65 178,04 178,04 179,41 1,00 1,00 110148 0
66 178,04 178,04 179,67 1,00 1,00 111691 0
67 178,04 178,04 176,91 1,00 1,00 113010 0
68 178,04 178,04 168,08 1,00 1,00 114244 0
69 178,04 178,04 173,54 1,00 1,00 115821 0
70 178,04 178,04 167,29 1,00 1,00 117266 0
71 178,04 178,04 172,63 1,00 1,00 118561 0
72 178,04 178,04 167,40 1,00 1,00 120013 0
73 178,04 178,04 167,01 1,00 1,00 121298 0
74 178,04 178,04 169,55 1,00 1,00 122549 0
75 178,04 178,04 169,98 1,00 1,00 123751 0
76 178,04 178,04 166,96 1,00 1,00 124905 0
77 178,04 178,04 166,60 1,00 1,00 125986 0
78 178,04 178,04 162,59 1,00 1,00 127318 0
79 178,04 178,04 159,09 1,00 1,00 128543 0
80 178,04 178,04 169,48 1,00 1,00 130074 0
81 178,04 178,04 157,94 1,00 1,00 131439 0
82 178,04 178,04 202,41 1,00 1,00 132580 0
83 178,04 178,04 195,85 1,00 1,00 133739 0
84 178,04 178,04 188,34 1,00 1,00 134818 0
85 178,04 178,04 176,59 1,00 1,00 135948 0
86 178,04 178,04 185,10 1,00 1,00 136970 0
