1000
0 291,28 291,28 291,28 1,00 26,00 0
1 291,28 11,65 11,65 1,00 30,00 1235
2 291,28 11,65 11,65 1,00 35,00 1774
3 291,28 11,65 11,65 1,00 40,00 1865
4 291,28 11,65 11,65 1,00 45,00 1875
5 291,28 11,65 11,65 1,00 50,00 1879
6 291,28 5,30 5,30 1,00 55,00 1881
7 291,28 5,30 5,30 1,00 60,00 1881
8 291,28 5,30 5,30 1,00 65,00 1881
9 291,28 5,30 5,30 1,00 70,00 1881
10 291,28 5,30 5,30 1,00 75,00 1881
11 291,28 5,30 5,30 1,00 80,00 1881
12 291,28 5,30 5,30 1,00 85,00 1881
13 291,28 5,30 5,30 1,00 90,00 1881
14 291,28 5,30 5,30 1,00 95,00 1881
15 291,28 5,30 5,30 1,00 100,00 1881
16 291,28 5,30 5,30 1,00 105,00 1881
17 291,28 5,30 5,30 1,00 110,00 1881
18 291,28 5,30 5,30 1,00 115,00 1881
19 291,28 2,43 2,43 1,00 120,00 1881
20 291,28 2,43 2,43 1,00 125,00 1881
21 291,28 2,43 2,43 1,00 130,00 1881
22 291,28 2,43 2,43 1,00 135,00 1881
23 291,28 2,43 2,43 1,00 140,00 1881
24 291,28 2,43 2,43 1,00 145,00 1881
25 291,28 2,43 2,43 1,00 150,00 1881
26 291,28 2,43 2,43 1,00 155,00 1881
27 291,28 2,43 2,43 1,00 160,00 1881
28 291,28 2,43 2,43 1,00 165,00 1881
29 291,28 2,43 2,43 1,00 170,00 1881
30 291,28 2,43 2,43 93,00 175,00 1881
31 291,28 155,69 155,69 93,00 179,00 2704
32 291,28 152,19 152,19 93,00 183,00 3431
33 291,28 152,19 152,19 93,00 188,00 3821
34 291,28 152,19 152,19 93,00 193,00 4072
35 291,28 152,19 152,19 93,00 198,00 4286
36 291,28 152,19 152,19 93,00 203,00 4405
37 291,28 152,19 152,19 93,00 208,00 4558
38 291,28 152,19 152,19 93,00 213,00 4625
39 291,28 152,19 152,19 93,00 218,00 4666
40 291,28 152,19 152,19 93,00 223,00 4711
41 291,28 152,19 152,19 93,00 228,00 4762
42 291,28 152,19 152,19 93,00 233,00 4795
43 291,28 152,19 152,19 93,00 238,00 4831
44 291,28 152,19 152,19 93,00 243,00 4863
45 291,28 152,19 152,19 93,00 248,00 4893
46 291,28 152,19 152,19 93,00 253,00 4918
47 291,28 152,19 152,19 93,00 258,00 4938
48 291,28 152,19 152,19 93,00 263,00 4953
49 291,28 152,19 152,19 93,00 268,00 4969
50 291,28 99,23 99,23 93,00 273,00 4978
51 291,28 99,23 99,23 93,00 278,00 4991
52 291,28 99,23 99,23 93,00 283,00 5006
53 291,28 99,23 99,23 93,00 288,00 5016
54 291,28 99,23 99,23 93,00 293,00 5027
55 291,28 90,90 90,90 93,00 298,00 5033
56 291,28 90,90 90,90 93,00 303,00 5043
57 291,28 90,90 90,90 93,00 308,00 5047
58 291,28 90,90 90,90 93,00 313,00 5055
59 291,28 90,90 90,90 93,00 318,00 5061
60 291,28 83,87 83,87 1,00 323,00 5068
61 291,28 0,89 0,89 1,00 328,00 5076
62 291,28 0,89 0,89 1,00 333,00 5097
63 291,28 0,89 0,89 1,00 338,00 5110
64 291,28 0,89 0,89 1,00 343,00 5114
65 291,28 0,89 0,89 1,00 348,00 5115
66 291,28 0,89 0,89 1,00 353,00 5118
67 291,28 0,89 0,89 1,00 358,00 5123
68 291,28 0,89 0,89 1,00 363,00 5124
69 291,28 0,89 0,89 1,00 368,00 5125
70 291,28 0,89 0,89 1,00 373,00 5125
71 291,28 0,89 0,89 1,00 378,00 5125
72 291,28 0,89 0,89 1,00 383,00 5125
73 291,28 0,89 0,89 1,00 388,00 5125
74 291,28 0,89 0,89 1,00 393,00 5126
75 291,28 0,89 0,89 1,00 398,00 5126
76 291,28 0,89 0,89 1,00 403,00 5126
77 291,28 0,89 0,89 1,00 408,00 5126
78 291,28 0,89 0,89 1,00 413,00 5127
79 291,28 0,70 0,70 1,00 418,00 5128
80 291,28 0,69 0,69 1,00 423,00 5128
81 291,28 0,69 0,69 1,00 428,00 5128
82 291,28 0,69 0,69 1,00 433,00 5128
83 291,28 0,69 0,69 1,00 438,00 5128
84 291,28 0,69 0,69 1,00 443,00 5128
85 291,28 0,69 0,69 1,00 448,00 5128
86 291,28 0,69 0,69 1,00 453,00 5128
87 291,28 0,69 0,69 1,00 458,00 5128
88 291,28 0,69 0,69 1,00 463,00 5129
89 291,28 0,69 0,69 1,00 468,00 5133
90 291,28 0,69 0,69 99,00 473,00 5133
91 291,28 0,69 0,69 99,00 478,00 5240
92 291,28 60,45 60,45 99,00 482,00 5280
93 291,28 60,45 60,45 99,00 487,00 5298
94 291,28 60,45 60,45 99,00 492,00 5308
95 291,28 58,02 58,02 99,00 497,00 5318
96 291,28 58,02 58,02 99,00 502,00 5327
97 291,28 58,02 58,02 99,00 507,00 5336
98 291,28 58,02 58,02 99,00 512,00 5340
99 291,28 58,02 58,02 99,00 517,00 5347
100 291,28 58,02 58,02 99,00 522,00 5351
101 291,28 58,02 58,02 99,00 527,00 5353
102 291,28 58,02 58,02 99,00 532,00 5354
103 291,28 58,02 58,02 99,00 537,00 5357
104 291,28 58,02 58,02 99,00 542,00 5357
105 291,28 58,02 58,02 99,00 547,00 5357
106 291,28 58,02 58,02 99,00 552,00 5357
107 291,28 51,77 51,77 99,00 557,00 5357
108 291,28 51,77 51,77 99,00 562,00 5357
109 291,28 50,86 50,86 99,00 567,00 5359
110 291,28 50,86 50,86 99,00 572,00 5359
111 291,28 50,86 50,86 99,00 577,00 5360
112 291,28 50,86 50,86 99,00 582,00 5362
113 291,28 50,86 50,86 99,00 587,00 5364
114 291,28 50,86 50,86 99,00 592,00 5366
115 291,28 50,86 50,86 99,00 597,00 5366
116 291,28 50,86 50,86 99,00 602,00 5366
117 291,28 50,86 50,86 99,00 607,00 5366
118 291,28 50,86 50,86 99,00 612,00 5367
119 291,28 50,86 50,86 99,00 617,00 5368
120 291,28 46,36 46,36 1,00 622,00 5368
121 291,28 46,36 46,36 1,00 627,00 5378
122 291,28 46,36 46,36 1,00 632,00 5387
123 291,28 46,36 46,36 1,00 637,00 5391
124 291,28 46,36 46,36 1,00 642,00 5392
125 291,28 46,36 46,36 1,00 647,00 5392
126 291,28 46,36 46,36 1,00 652,00 5392
127 291,28 46,36 46,36 1,00 657,00 5392
128 291,28 46,36 46,36 1,00 662,00 5392
129 291,28 46,36 46,36 1,00 667,00 5392
130 291,28 0,43 0,43 1,00 672,00 5392
131 291,28 0,43 0,43 1,00 677,00 5392
132 291,28 0,43 0,43 1,00 682,00 5392
133 291,28 0,43 0,43 1,00 687,00 5392
134 291,28 0,43 0,43 1,00 692,00 5392
135 291,28 0,43 0,43 1,00 697,00 5392
136 291,28 0,43 0,43 1,00 702,00 5392
137 291,28 0,43 0,43 1,00 707,00 5392
138 291,28 0,43 0,43 1,00 712,00 5392
