1000
0 404,70 404,70 404,70 1,00 84,00 0
1 404,70 4,88 4,88 1,00 94,00 1235
2 404,70 4,88 2,61 1,00 105,00 1774
3 404,70 3,49 1,94 1,00 116,00 1865
4 404,70 3,49 1,95 1,00 127,00 1875
5 404,70 3,49 1,95 1,00 138,00 1879
6 404,70 3,49 1,95 1,00 149,00 1881
7 404,70 3,49 1,96 1,00 160,00 1881
8 404,70 3,49 1,96 1,00 171,00 1881
9 404,70 2,22 1,25 1,00 182,00 1881
10 404,70 2,22 1,25 1,00 193,00 1881
11 404,70 1,98 1,11 1,00 204,00 1881
12 404,70 1,98 1,11 1,00 215,00 1881
13 404,70 1,98 1,11 1,00 226,00 1881
14 404,70 1,98 1,11 1,00 237,00 1881
15 404,70 1,63 0,91 1,00 248,00 1881
16 404,70 1,63 0,91 1,00 259,00 1881
17 404,70 1,50 0,84 1,00 270,00 1881
18 404,70 1,50 0,84 1,00 281,00 1881
19 404,70 1,50 0,84 1,00 292,00 1881
20 404,70 1,50 0,84 1,00 303,00 1881
21 404,70 1,50 0,84 1,00 314,00 1881
22 404,70 1,50 0,84 1,00 325,00 1881
23 404,70 1,50 0,84 1,00 336,00 1881
24 404,70 1,50 0,84 1,00 347,00 1881
25 404,70 1,50 0,84 1,00 358,00 1881
26 404,70 1,50 0,84 1,00 369,00 1881
27 404,70 1,06 0,60 1,00 380,00 1881
28 404,70 1,06 0,60 1,00 391,00 1881
29 404,70 1,06 0,60 1,00 402,00 1881
30 404,70 1,06 0,60 99,00 413,00 1881
31 404,70 97,24 54,51 99,00 423,00 2704
32 404,70 94,94 78,24 99,00 433,00 3431
33 404,70 94,94 64,67 99,00 444,00 3821
34 404,70 94,94 69,22 99,00 455,00 4072
35 404,70 94,94 74,74 99,00 466,00 4286
36 404,70 94,94 69,47 99,00 477,00 4405
37 404,70 94,94 72,44 99,00 488,00 4558
38 404,70 94,94 71,20 99,00 499,00 4625
39 404,70 94,94 70,19 99,00 510,00 4666
40 404,70 94,94 69,13 99,00 521,00 4711
41 404,70 94,94 70,06 99,00 532,00 4762
42 404,70 94,94 69,84 99,00 543,00 4795
43 404,70 94,94 68,05 99,00 554,00 4831
44 404,70 94,94 69,65 99,00 565,00 4863
45 404,70 69,56 51,04 99,00 576,00 4893
46 404,70 69,56 51,05 99,00 587,00 4918
47 404,70 69,56 51,11 99,00 598,00 4938
48 404,70 69,56 51,08 99,00 609,00 4953
49 404,70 69,56 51,09 99,00 620,00 4969
50 404,70 69,56 51,10 99,00 631,00 4978
51 404,70 69,56 51,10 99,00 642,00 4991
52 404,70 61,36 45,08 99,00 653,00 5006
53 404,70 61,36 45,08 99,00 664,00 5016
54 404,70 59,36 43,61 99,00 675,00 5027
55 404,70 58,40 42,91 99,00 686,00 5033
56 404,70 58,40 42,91 99,00 697,00 5043
57 404,70 56,59 41,57 99,00 708,00 5047
58 404,70 56,59 41,57 99,00 719,00 5055
59 404,70 56,59 41,57 99,00 730,00 5061
60 404,70 56,59 41,57 1,00 741,00 5068
61 404,70 0,54 0,40 1,00 752,00 5076
62 404,70 0,54 0,40 1,00 763,00 5097
63 404,70 0,54 0,40 1,00 774,00 5110
64 404,70 0,54 0,40 1,00 785,00 5114
65 404,70 0,51 0,37 1,00 796,00 5115
66 404,70 0,51 0,37 1,00 807,00 5118
67 404,70 0,51 0,37 1,00 818,00 5123
68 404,70 0,51 0,37 1,00 829,00 5124
69 404,70 0,51 0,37 1,00 840,00 5125
70 404,70 0,51 0,37 1,00 851,00 5125
71 404,70 0,51 0,37 1,00 862,00 5125
72 404,70 0,51 0,37 1,00 873,00 5125
73 404,70 0,51 0,37 1,00 884,00 5125
74 404,70 0,51 0,37 1,00 895,00 5126
75 404,70 0,51 0,37 1,00 906,00 5126
76 404,70 0,51 0,37 1,00 917,00 5126
77 404,70 0,51 0,37 1,00 928,00 5126
78 404,70 0,51 0,37 1,00 939,00 5127
79 404,70 0,51 0,37 1,00 950,00 5128
80 404,70 0,51 0,37 1,00 961,00 5128
81 404,70 0,51 0,37 1,00 972,00 5128
82 404,70 0,51 0,37 1,00 983,00 5128
83 404,70 0,51 0,37 1,00 994,00 5128
84 404,70 0,51 0,37 1,00 1.005,00 5128
85 404,70 0,51 0,37 1,00 1.016,00 5128
86 404,70 0,51 0,37 1,00 1.027,00 5128
87 404,70 0,51 0,37 1,00 1.038,00 5128
88 404,70 0,51 0,37 1,00 1.049,00 5129
89 404,70 0,51 0,37 1,00 1.060,00 5133
90 404,70 0,51 0,37 99,00 1.071,00 5133
91 404,70 0,51 0,37 99,00 1.082,00 5240
92 404,70 37,06 27,23 99,00 1.092,00 5280
93 404,70 37,06 27,23 99,00 1.103,00 5298
94 404,70 35,96 26,42 99,00 1.114,00 5308
95 404,70 35,96 26,42 99,00 1.125,00 5318
96 404,70 35,96 26,42 99,00 1.136,00 5327
97 404,70 34,93 25,66 99,00 1.147,00 5336
98 404,70 34,93 25,66 99,00 1.158,00 5340
99 404,70 34,93 25,66 99,00 1.169,00 5347
100 404,70 34,93 25,66 99,00 1.180,00 5351
101 404,70 34,93 25,66 99,00 1.191,00 5353
102 404,70 34,93 25,66 99,00 1.202,00 5354
103 404,70 34,93 25,66 99,00 1.213,00 5357
104 404,70 34,93 25,66 99,00 1.224,00 5357
105 404,70 34,93 25,66 99,00 1.235,00 5357
106 404,70 34,93 25,66 99,00 1.246,00 5357
107 404,70 31,87 23,42 99,00 1.257,00 5357
108 404,70 31,60 23,21 99,00 1.268,00 5357
109 404,70 31,33 23,01 99,00 1.279,00 5359
110 404,70 31,06 22,82 99,00 1.290,00 5359
111 404,70 31,06 22,82 99,00 1.301,00 5360
112 404,70 31,06 22,82 99,00 1.312,00 5362
113 404,70 31,06 22,82 99,00 1.323,00 5364
114 404,70 31,06 22,82 99,00 1.334,00 5366
115 404,70 31,06 22,82 99,00 1.345,00 5366
116 404,70 31,06 22,82 99,00 1.356,00 5366
117 404,70 31,06 22,82 99,00 1.367,00 5366
118 404,70 31,06 22,82 99,00 1.378,00 5367
119 404,70 31,06 22,82 99,00 1.389,00 5368
120 404,70 31,06 22,82 1,00 1.400,00 5368
121 404,70 31,06 22,82 1,00 1.411,00 5378
122 404,70 31,06 22,82 1,00 1.422,00 5387
123 404,70 31,06 22,82 1,00 1.433,00 5391
124 404,70 31,06 22,82 1,00 1.444,00 5392
125 404,70 31,06 22,82 1,00 1.455,00 5392
126 404,70 31,06 22,82 1,00 1.466,00 5392
127 404,70 31,06 22,82 1,00 1.477,00 5392
128 404,70 31,06 22,82 1,00 1.488,00 5392
129 404,70 0,27 0,20 1,00 1.499,00 5392
130 404,70 0,27 0,20 1,00 1.510,00 5392
131 404,70 0,27 0,20 1,00 1.521,00 5392
132 404,70 0,27 0,20 1,00 1.532,00 5392
133 404,70 0,27 0,20 1,00 1.543,00 5392
134 404,70 0,27 0,20 1,00 1.554,00 5392
135 404,70 0,27 0,20 1,00 1.565,00 5392
136 404,70 0,27 0,20 1,00 1.576,00 5392
137 404,70 0,27 0,20 1,00 1.587,00 5392
138 404,70 0,27 0,20 1,00 1.598,00 5392
139 404,70 0,27 0,20 1,00 1.609,00 5392
140 404,70 0,27 0,20 1,00 1.620,00 5397
141 404,70 0,27 0,20 1,00 1.631,00 5398
142 404,70 0,25 0,18 1,00 1.642,00 5398
