500
0 250,17 250,17 250,17 1,00 83,00
1 250,17 0,00 0,00 1,00 66,00
2 250,17 500,33 557,28 99,00 36,00
3 250,17 0,00 0,00 1,00 38,00
4 250,17 500,33 855,39 99,00 34,00
5 250,17 0,00 0,00 1,00 36,00
6 250,17 750,50 1.060,79 99,00 30,00
7 250,17 0,00 0,00 1,00 32,00
8 250,17 750,50 979,98 99,00 29,00
9 250,17 0,00 0,00 1,00 31,00
10 250,17 750,50 966,29 99,00 29,00
11 250,17 0,00 0,00 1,00 31,00
12 250,17 750,50 991,68 99,00 31,00
13 250,17 0,00 0,00 1,00 33,00
14 250,17 500,33 678,40 99,00 34,00
15 250,17 0,00 0,00 1,00 36,00
16 250,17 500,33 696,50 99,00 37,00
17 250,17 0,00 0,00 1,00 39,00
18 250,17 500,33 695,35 99,00 40,00
19 250,17 0,00 0,00 1,00 42,00
20 250,17 500,33 690,42 99,00 43,00
21 250,17 0,00 0,00 1,00 45,00
22 250,17 500,33 687,91 99,00 46,00
23 250,17 0,00 0,00 1,00 48,00
24 250,17 500,33 686,83 99,00 49,00
25 250,17 0,00 0,00 1,00 51,00
26 250,17 250,17 342,28 99,00 52,00
27 250,17 0,00 0,00 1,00 54,00
28 250,17 250,17 341,60 99,00 55,00
29 250,17 0,00 0,00 1,00 57,00
30 250,17 250,17 340,80 99,00 58,00
31 250,17 0,00 0,00 1,00 60,00
32 250,17 250,17 339,93 99,00 61,00
33 250,17 0,00 0,00 1,00 63,00
34 250,17 250,17 339,07 99,00 64,00
35 250,17 0,00 0,00 1,00 66,00
36 250,17 250,17 338,06 99,00 67,00
37 250,17 0,00 0,00 1,00 69,00
38 250,17 250,17 337,06 99,00 70,00
39 250,17 0,00 0,00 1,00 72,00
40 250,17 250,17 336,08 99,00 73,00
41 250,17 0,00 0,00 1,00 75,00
42 250,17 250,17 335,02 99,00 76,00
43 250,17 0,00 0,00 1,00 78,00
44 250,17 250,17 334,01 99,00 79,00
45 250,17 0,00 0,00 1,00 81,00
46 250,17 250,17 333,05 99,00 82,00
47 250,17 0,00 0,00 1,00 84,00
48 250,17 250,17 332,07 99,00 85,00
49 250,17 0,00 0,00 1,00 87,00
50 250,17 250,17 331,04 99,00 88,00
51 250,17 0,00 0,00 1,00 90,00
52 250,17 250,17 329,97 99,00 91,00
53 250,17 0,00 0,00 1,00 93,00
54 250,17 250,17 328,88 99,00 94,00
55 250,17 0,00 0,00 1,00 96,00
56 250,17 250,17 327,65 99,00 97,00
57 250,17 0,00 0,00 1,00 99,00
58 250,17 0,00 0,00 99,00 100,00
59 250,17 250,17 325,84 197,00 101,00
60 250,17 0,00 0,00 97,00 103,00
61 250,17 250,17 324,64 195,00 104,00
62 250,17 0,00 0,00 95,00 106,00
63 250,17 250,17 323,40 193,00 107,00
64 250,17 0,00 0,00 93,00 109,00
65 250,17 250,17 322,16 191,00 110,00
66 250,17 0,00 0,00 91,00 112,00
67 250,17 250,17 320,95 189,00 113,00
68 250,17 0,00 0,00 89,00 115,00
69 250,17 250,17 319,73 187,00 116,00
70 250,17 0,00 0,00 87,00 118,00
71 250,17 250,17 318,52 185,00 119,00
72 250,17 0,00 0,00 85,00 121,00
73 250,17 250,17 317,40 183,00 122,00
74 250,17 0,00 0,00 83,00 124,00
75 250,17 250,17 316,18 181,00 125,00
76 250,17 0,00 0,00 81,00 127,00
77 250,17 250,17 314,93 179,00 128,00
78 250,17 0,00 0,00 79,00 130,00
79 250,17 250,17 313,73 177,00 131,00
80 250,17 0,00 0,00 77,00 133,00
81 250,17 250,17 312,61 175,00 134,00
82 250,17 0,00 0,00 75,00 136,00
83 250,17 250,17 311,42 173,00 137,00
84 250,17 0,00 0,00 73,00 139,00
85 250,17 250,17 310,25 171,00 140,00
86 250,17 0,00 0,00 71,00 142,00
87 250,17 250,17 309,06 169,00 143,00
88 250,17 0,00 0,00 69,00 145,00
89 250,17 250,17 307,90 167,00 146,00
90 250,17 0,00 0,00 67,00 148,00
91 250,17 250,17 306,75 165,00 149,00
92 250,17 0,00 0,00 65,00 151,00
93 250,17 250,17 305,67 163,00 152,00
94 250,17 0,00 0,00 63,00 154,00
95 250,17 250,17 304,59 161,00 155,00
96 250,17 0,00 0,00 61,00 157,00
97 250,17 250,17 303,51 159,00 158,00
98 250,17 0,00 0,00 59,00 160,00
99 250,17 0,00 0,00 157,00 159,00
100 250,17 250,17 301,85 255,00 160,00
101 250,17 0,00 0,00 155,00 162,00
102 250,17 250,17 300,78 253,00 163,00
103 250,17 0,00 0,00 153,00 165,00
104 250,17 250,17 299,66 251,00 166,00
105 250,17 0,00 0,00 151,00 168,00
106 250,17 250,17 298,52 249,00 169,00
107 250,17 0,00 0,00 149,00 171,00
108 250,17 250,17 297,42 247,00 172,00
109 250,17 0,00 0,00 147,00 174,00
110 250,17 250,17 296,33 245,00 175,00
111 250,17 0,00 0,00 145,00 177,00
112 250,17 250,17 295,26 243,00 178,00
113 250,17 0,00 0,00 143,00 180,00
114 250,17 250,17 294,17 241,00 181,00
115 250,17 0,00 0,00 141,00 183,00
116 250,17 250,17 293,16 239,00 184,00
117 250,17 0,00 0,00 139,00 186,00
118 250,17 250,17 292,14 237,00 187,00
119 250,17 0,00 0,00 137,00 189,00
120 250,17 250,17 291,09 235,00 190,00
121 250,17 0,00 0,00 135,00 192,00
122 250,17 250,17 290,07 233,00 193,00
123 250,17 0,00 0,00 133,00 195,00
124 250,17 250,17 289,04 231,00 196,00
125 250,17 0,00 0,00 131,00 198,00
126 250,17 250,17 288,03 229,00 199,00
127 250,17 0,00 0,00 129,00 201,00
128 250,17 250,17 287,07 227,00 202,00
129 250,17 0,00 0,00 127,00 204,00
130 250,17 250,17 286,16 225,00 205,00
131 250,17 0,00 0,00 125,00 207,00
132 250,17 250,17 285,22 223,00 208,00
133 250,17 0,00 0,00 123,00 210,00
134 250,17 250,17 284,28 221,00 211,00
135 250,17 0,00 0,00 121,00 213,00
136 250,17 250,17 283,37 219,00 214,00
137 250,17 0,00 0,00 119,00 216,00
138 250,17 250,17 282,47 217,00 217,00
139 250,17 0,00 0,00 117,00 219,00
140 250,17 0,00 0,00 215,00 217,00
141 250,17 250,17 281,17 313,00 218,00
142 250,17 0,00 0,00 213,00 220,00
143 250,17 250,17 280,31 311,00 221,00
144 250,17 0,00 0,00 211,00 223,00
145 250,17 250,17 279,47 309,00 224,00
146 250,17 0,00 0,00 209,00 226,00
147 250,17 250,17 278,64 307,00 227,00
148 250,17 0,00 0,00 207,00 229,00
149 250,17 250,17 277,82 305,00 230,00
150 250,17 0,00 0,00 205,00 232,00
151 250,17 250,17 277,03 303,00 233,00
152 250,17 0,00 0,00 203,00 235,00
153 250,17 250,17 276,23 301,00 236,00
154 250,17 0,00 0,00 201,00 238,00
155 250,17 250,17 275,40 299,00 239,00
156 250,17 0,00 0,00 199,00 241,00
157 250,17 250,17 274,61 297,00 242,00
158 250,17 0,00 0,00 197,00 244,00
159 250,17 250,17 273,81 295,00 245,00
160 250,17 0,00 0,00 195,00 247,00
161 250,17 250,17 273,05 293,00 248,00
162 250,17 0,00 0,00 193,00 250,00
163 250,17 250,17 272,35 291,00 251,00
164 250,17 0,00 0,00 191,00 253,00
165 250,17 250,17 271,64 289,00 254,00
166 250,17 0,00 0,00 189,00 256,00
167 250,17 250,17 270,90 287,00 257,00
168 250,17 0,00 0,00 187,00 259,00
169 250,17 250,17 270,19 285,00 260,00
170 250,17 0,00 0,00 185,00 262,00
171 250,17 250,17 269,49 283,00 263,00
172 250,17 0,00 0,00 183,00 265,00
173 250,17 250,17 268,79 281,00 266,00
174 250,17 0,00 0,00 181,00 268,00
175 250,17 250,17 268,06 279,00 269,00
176 250,17 0,00 0,00 179,00 271,00
177 250,17 250,17 267,35 277,00 272,00
178 250,17 0,00 0,00 177,00 274,00
179 250,17 250,17 266,70 275,00 275,00
180 250,17 0,00 0,00 175,00 277,00
181 250,17 0,00 0,00 273,00 275,00
182 250,17 250,17 265,72 371,00 276,00
183 250,17 0,00 0,00 271,00 278,00
184 250,17 250,17 265,13 369,00 279,00
185 250,17 0,00 0,00 269,00 281,00
186 250,17 250,17 264,55 367,00 282,00
187 250,17 0,00 0,00 267,00 284,00
188 250,17 250,17 263,96 365,00 285,00
189 250,17 0,00 0,00 265,00 287,00
190 250,17 250,17 263,35 363,00 288,00
191 250,17 0,00 0,00 263,00 290,00
192 250,17 250,17 262,77 361,00 291,00
193 250,17 0,00 0,00 261,00 293,00
194 250,17 250,17 262,20 359,00 294,00
195 250,17 0,00 0,00 259,00 296,00
196 250,17 250,17 261,63 357,00 297,00
197 250,17 0,00 0,00 257,00 299,00
198 250,17 250,17 261,09 355,00 300,00
199 250,17 0,00 0,00 255,00 302,00
200 250,17 250,17 260,55 353,00 303,00
201 250,17 0,00 0,00 253,00 305,00
202 250,17 250,17 260,05 351,00 306,00
203 250,17 0,00 0,00 251,00 308,00
204 250,17 250,17 259,53 349,00 309,00
205 250,17 0,00 0,00 249,00 311,00
206 250,17 250,17 259,03 347,00 312,00
207 250,17 0,00 0,00 247,00 314,00
208 250,17 250,17 258,55 345,00 315,00
209 250,17 0,00 0,00 245,00 317,00
210 250,17 250,17 258,06 343,00 318,00
211 250,17 0,00 0,00 243,00 320,00
212 250,17 250,17 257,59 341,00 321,00
213 250,17 0,00 0,00 241,00 323,00
214 250,17 250,17 257,14 339,00 324,00
215 250,17 0,00 0,00 239,00 326,00
216 250,17 250,17 256,67 337,00 327,00
217 250,17 0,00 0,00 237,00 329,00
218 250,17 250,17 256,19 335,00 330,00
219 250,17 0,00 0,00 235,00 332,00
220 250,17 250,17 255,72 333,00 333,00
221 250,17 0,00 0,00 233,00 335,00
222 250,17 0,00 0,00 331,00 333,00
223 250,17 250,17 255,01 429,00 334,00
224 250,17 0,00 0,00 329,00 336,00
225 250,17 250,17 254,56 427,00 337,00
226 250,17 0,00 0,00 327,00 339,00
227 250,17 250,17 254,11 425,00 340,00
228 250,17 0,00 0,00 325,00 342,00
229 250,17 250,17 253,69 423,00 343,00
230 250,17 0,00 0,00 323,00 345,00
231 250,17 250,17 253,28 421,00 346,00
232 250,17 0,00 0,00 321,00 348,00
233 250,17 250,17 252,90 419,00 349,00
234 250,17 0,00 0,00 319,00 351,00
235 250,17 250,17 252,53 417,00 352,00
236 250,17 0,00 0,00 317,00 354,00
237 250,17 250,17 252,15 415,00 355,00
238 250,17 0,00 0,00 315,00 357,00
239 250,17 250,17 251,76 413,00 358,00
240 250,17 0,00 0,00 313,00 360,00
241 250,17 250,17 251,39 411,00 361,00
242 250,17 0,00 0,00 311,00 363,00
243 250,17 250,17 251,03 409,00 364,00
244 250,17 0,00 0,00 309,00 366,00
245 250,17 250,17 250,65 407,00 367,00
246 250,17 0,00 0,00 307,00 369,00
247 250,17 250,17 250,31 405,00 370,00
248 250,17 0,00 0,00 305,00 372,00
249 250,17 250,17 249,98 403,00 373,00
250 250,17 0,00 0,00 303,00 375,00
251 250,17 250,17 249,65 401,00 376,00
252 250,17 0,00 0,00 301,00 378,00
253 250,17 250,17 249,32 399,00 379,00
254 250,17 0,00 0,00 299,00 381,00
255 250,17 250,17 249,01 397,00 382,00
256 250,17 0,00 0,00 297,00 384,00
257 250,17 250,17 248,70 395,00 385,00
258 250,17 0,00 0,00 295,00 387,00
259 250,17 250,17 248,38 393,00 388,00
260 250,17 0,00 0,00 293,00 390,00
261 250,17 250,17 248,08 391,00 391,00
262 250,17 0,00 0,00 291,00 393,00
263 250,17 0,00 0,00 389,00 391,00
