1000
0 361,22 361,22 361,22 1,00 65,00 0
1 361,22 5,92 5,92 1,00 63,00 1235
2 361,22 5,92 6,90 1,00 65,00 1774
3 361,22 5,92 7,33 1,00 67,00 1865
4 361,22 5,92 7,37 1,00 69,00 1875
5 361,22 5,92 7,37 1,00 71,00 1879
6 361,22 5,92 7,39 1,00 73,00 1881
7 361,22 5,92 7,40 1,00 75,00 1881
8 361,22 5,92 7,40 1,00 77,00 1881
9 361,22 4,57 5,71 1,00 79,00 1881
10 361,22 4,57 5,71 1,00 81,00 1881
11 361,22 4,35 5,44 1,00 83,00 1881
12 361,22 4,35 5,44 1,00 85,00 1881
13 361,22 4,35 5,44 1,00 87,00 1881
14 361,22 4,35 5,44 1,00 89,00 1881
15 361,22 4,35 5,44 1,00 91,00 1881
16 361,22 4,35 5,44 1,00 93,00 1881
17 361,22 3,80 4,75 1,00 95,00 1881
18 361,22 3,80 4,75 1,00 97,00 1881
19 361,22 3,80 4,75 1,00 99,00 1881
20 361,22 3,80 4,75 1,00 101,00 1881
21 361,22 3,80 4,75 1,00 103,00 1881
22 361,22 3,80 4,75 1,00 105,00 1881
23 361,22 3,80 4,75 1,00 107,00 1881
24 361,22 3,80 4,75 1,00 109,00 1881
25 361,22 3,80 4,75 1,00 111,00 1881
26 361,22 3,80 4,75 1,00 113,00 1881
27 361,22 3,80 4,75 1,00 115,00 1881
28 361,22 3,80 4,75 1,00 117,00 1881
29 361,22 3,80 4,75 1,00 119,00 1881
30 361,22 3,80 4,75 93,00 121,00 1881
31 361,22 279,95 349,78 93,00 122,00 2704
32 361,22 277,63 263,63 93,00 123,00 3431
33 361,22 277,63 285,51 93,00 125,00 3821
34 361,22 277,63 286,10 93,00 127,00 4072
35 361,22 277,63 303,95 93,00 129,00 4286
36 361,22 277,63 293,16 93,00 131,00 4405
37 361,22 277,63 295,74 93,00 133,00 4558
38 361,22 277,63 301,93 93,00 135,00 4625
39 361,22 277,63 296,38 93,00 137,00 4666
40 361,22 277,63 295,30 93,00 139,00 4711
41 361,22 277,63 298,33 93,00 141,00 4762
42 361,22 277,63 301,72 93,00 143,00 4795
43 361,22 231,68 245,27 93,00 145,00 4831
44 361,22 231,68 250,97 93,00 147,00 4863
45 361,22 231,68 250,97 93,00 149,00 4893
46 361,22 231,68 250,97 93,00 151,00 4918
47 361,22 231,68 250,97 93,00 153,00 4938
48 361,22 216,73 234,78 93,00 155,00 4953
49 361,22 216,73 234,78 93,00 157,00 4969
50 361,22 216,73 234,74 93,00 159,00 4978
51 361,22 216,73 234,74 93,00 161,00 4991
52 361,22 216,73 234,74 93,00 163,00 5006
53 361,22 216,73 234,74 93,00 165,00 5016
54 361,22 216,73 234,74 93,00 167,00 5027
55 361,22 216,73 234,74 93,00 169,00 5033
56 361,22 196,46 212,74 93,00 171,00 5043
57 361,22 196,46 212,74 93,00 173,00 5047
58 361,22 196,46 212,74 93,00 175,00 5055
59 361,22 196,46 212,74 93,00 177,00 5061
60 361,22 196,46 212,74 1,00 179,00 5068
61 361,22 196,46 212,74 1,00 181,00 5076
62 361,22 196,46 212,77 1,00 183,00 5097
63 361,22 196,46 212,76 1,00 185,00 5110
64 361,22 196,46 212,76 1,00 187,00 5114
65 361,22 196,46 212,76 1,00 189,00 5115
66 361,22 196,46 212,72 1,00 191,00 5118
67 361,22 196,46 212,74 1,00 193,00 5123
