1000
0 283,88 283,88 283,88 1,00 85,00 0
1 283,88 3,64 3,64 1,00 84,00 1235
2 283,88 3,55 3,55 1,00 86,00 1774
3 283,88 3,55 3,55 1,00 92,00 1865
4 283,88 3,55 3,55 1,00 98,00 1875
5 283,88 3,55 3,55 1,00 104,00 1879
6 283,88 2,58 2,58 1,00 110,00 1881
7 283,88 2,58 2,58 1,00 116,00 1881
8 283,88 2,58 2,58 1,00 122,00 1881
9 283,88 2,58 2,58 1,00 128,00 1881
10 283,88 2,58 2,58 1,00 134,00 1881
11 283,88 2,58 2,58 1,00 140,00 1881
12 283,88 2,58 2,58 1,00 146,00 1881
13 283,88 2,58 2,58 1,00 152,00 1881
14 283,88 2,58 2,58 1,00 158,00 1881
15 283,88 2,58 2,58 1,00 164,00 1881
16 283,88 2,58 2,58 1,00 170,00 1881
17 283,88 2,58 2,58 1,00 176,00 1881
18 283,88 1,56 1,56 1,00 182,00 1881
19 283,88 1,56 1,56 1,00 188,00 1881
20 283,88 1,56 1,56 1,00 194,00 1881
21 283,88 1,56 1,56 1,00 200,00 1881
22 283,88 1,56 1,56 1,00 206,00 1881
23 283,88 1,56 1,56 1,00 212,00 1881
24 283,88 1,30 1,30 1,00 218,00 1881
25 283,88 1,30 1,30 1,00 224,00 1881
26 283,88 1,30 1,30 1,00 230,00 1881
27 283,88 1,30 1,30 1,00 236,00 1881
28 283,88 1,30 1,30 1,00 242,00 1881
29 283,88 1,14 1,14 1,00 248,00 1881
30 283,88 1,14 1,14 99,00 254,00 1881
31 283,88 111,97 111,97 99,00 257,00 2704
32 283,88 111,08 111,08 99,00 259,00 3431
33 283,88 109,36 109,36 99,00 263,00 3821
34 283,88 107,27 107,27 99,00 268,00 4072
35 283,88 105,26 105,26 99,00 273,00 4286
36 283,88 105,26 105,26 99,00 279,00 4405
37 283,88 101,09 101,09 99,00 284,00 4558
38 283,88 96,91 96,91 99,00 290,00 4625
39 283,88 96,91 96,91 99,00 296,00 4666
