500
0 57.539,48 0,00 57.539,48 0,00 0
1 94,87 -21.108,03 94,87 -21.108,03 0
2 -226,56 -37.376,12 -16,35 -2.697,55 -9,6844834753615
3 -75,59 -37.073,51 -4,79 -2.350,18 191,158748454542
4 90,01 -43.582,49 6,86 -3.320,07 370,218948614669
5 -87,92 -40.282,11 -5,64 -2.585,95 368,137204907742
6 23,11 -47.236,72 2,20 -4.496,21 15,4778863943627
7 38,79 -48.616,40 3,22 -4.037,35 343,876350030476
8 -46,39 -38.410,54 -4,21 -3.481,80 557,848417545702
9 4,00 -46.531,51 0,76 -8.785,61 148,324975718076
10 692,48 -25.303,20 91,86 -3.356,49 146,306520226025
11 2,50 -41.153,65 0,86 -14.121,13 752,12269903219
12 64,61 -40.837,63 12,10 -7.646,13 666,739127403058
13 468,34 -33.634,36 101,01 -7.254,38 734,641689262505
14 302,61 -35.864,94 120,02 -14.224,02 299,297675705894
15 163,31 -32.130,06 30,31 -5.962,98 264,792179157144
16 0,92 -36.091,22 0,38 -14.761,47 419,836671250314
17 181,54 -20.986,48 59,56 -6.885,41 319,42373276417
18 65,09 -24.028,66 34,13 -12.599,93 314,439153950582
19 -299,74 -21.409,71 -136,10 -9.721,15 282,556579060437
20 -98,64 -24.043,72 -53,35 -13.004,53 310,682606573526
21 -498,32 -20.895,96 -234,00 -9.812,06 302,028056166559
22 2,47 -23.994,49 1,12 -10.853,65 256,521272790433
23 5,33 -28.371,05 2,56 -13.607,08 380,747398352232
24 2,10 -27.491,41 0,89 -11.596,42 1187,63675732905
25 1,67 -26.684,79 0,74 -11.772,73 -2,16319454793909
26 4,41 -27.306,72 1,95 -12.108,12 -3,58894836295372
27 5,66 -27.061,93 2,09 -10.006,64 -3,65205469953402
28 119,12 -22.202,03 40,35 -7.520,18 -11,4774682222354
29 186,37 -21.828,17 93,02 -10.894,68 -9,00110611180349
30 0,04 -23.328,08 0,02 -12.844,99 -14,248523777027
31 75,50 -23.313,21 37,25 -11.503,46 -33,3414560901141
32 113,46 -21.827,47 48,48 -9.327,81 -16,9040832391496
33 247,83 -17.777,84 108,61 -7.791,15 -5,1866173579084
34 113,58 -16.311,77 57,80 -8.300,94 22,7387240927608
35 67,68 -15.560,05 36,60 -8.414,23 42,7320964048685
36 28,75 -17.025,40 15,64 -9.260,85 150,902457786861
37 28,96 -17.450,02 14,92 -8.986,62 259,652126548291
38 0,77 -19.973,88 0,38 -10.023,32 674,06751759507
39 0,66 -20.818,09 0,30 -9.443,75 534,165235844719
40 -36,58 -19.725,27 -15,57 -8.394,62 568,394651409222
41 2,46 -20.080,51 0,84 -6.859,03 389,418593747464
42 5,80 -16.713,21 2,56 -7.372,72 396,314309155382
43 3,47 -16.762,05 1,62 -7.829,30 129,527149922606
44 0,46 -18.161,25 0,21 -8.406,01 158,1027537901
45 3,13 -18.260,97 1,38 -8.059,82 118,435016647037
46 0,88 -18.655,12 0,39 -8.243,53 99,3160169402944
47 0,08 -19.377,46 0,03 -8.295,46 104,626331369241
48 1,90 -18.463,69 0,79 -7.719,99 104,599557102827
49 -0,02 -18.777,01 -0,01 -7.983,49 -21,4861394861394
50 1,50 -15.711,07 0,62 -6.503,05 43,6920768394727
51 0,46 -15.353,20 0,25 -8.300,43 -60,3575992605575
52 0,43 -16.899,17 0,24 -9.295,86 -63,6402004251262
53 2,10 -16.361,03 1,08 -8.419,21 -63,3144969317378
54 0,60 -16.356,43 0,31 -8.460,14 -77,7029429035429
55 10,95 -15.997,63 5,66 -8.276,07 -77,7029429035429
56 1,54 -15.523,72 0,82 -8.240,70 -77,9047797493814
57 -1,12 -15.354,10 -0,59 -8.081,44 -83,715513278277
58 2,37 -14.778,17 1,27 -7.918,05 -80,8916188595284
59 4,44 -14.605,63 2,37 -7.794,36 -82,0061713946498
60 -1,37 -14.640,21 -0,74 -7.886,42 -80,8906403008246
61 0,10 -14.049,20 0,05 -7.498,39 -75,0989585974761
62 6,39 -14.131,14 3,43 -7.580,75 -74,4262472721427
63 -38,87 -13.367,36 -20,71 -7.121,11 -74,4262472721427
64 22,19 -13.022,99 11,86 -6.959,89 13,6779308227754
