500
0 37.164,78 0,00 37.164,78 0,00 0
1 -0,80 -19.412,88 -0,80 -19.412,88 0
2 0,21 -27.180,05 0,02 -2.024,08 -14,3180023622728
3 0,79 -35.820,50 0,06 -2.893,58 -1,69783723960562
4 -11,31 -40.456,30 -0,93 -3.323,56 -4,29325591216614
5 -8,79 -40.565,78 -0,69 -3.196,18 -15,4456247253218
6 2,87 -44.640,72 0,30 -4.635,35 516,821872082398
7 -12,35 -45.679,76 -1,28 -4.742,40 615,160796577439
8 8,35 -40.093,78 0,98 -4.689,48 224,560190321784
9 -9,17 -43.156,82 -1,84 -8.641,22 505,020533654886
10 1,83 -42.654,61 0,32 -7.498,82 163,313162646642
11 -7,05 -42.561,16 -1,48 -8.911,10 265,60802948434
12 -8,26 -41.014,41 -1,75 -8.678,59 404,299707799151
13 -6,55 -40.075,72 -1,73 -10.594,80 404,299707799151
14 1,51 -39.053,40 0,57 -14.707,62 1753,65961934478
15 -6,79 -39.318,12 -1,41 -8.173,03 470,194616311911
16 1,24 -36.539,49 0,50 -14.870,07 511,986439792346
17 -20,69 -35.517,40 -8,96 -15.375,89 832,016107340841
18 2,08 -36.608,67 0,89 -15.564,04 831,655662273892
19 6,65 -32.077,92 2,55 -12.298,61 456,063978559656
20 -24,81 -29.261,37 -12,61 -14.865,54 21,0172758459689
21 0,17 -30.733,86 0,09 -16.283,40 12,9800895336572
22 7,06 -31.898,41 3,11 -14.042,26 21,6856053593475
23 -51,88 -27.299,49 -26,49 -13.938,65 2,03073785095982
24 -52,00 -24.747,25 -31,68 -15.076,79 24,5781251654079
25 1,58 -26.374,63 1,04 -17.372,47 41,1069508579206
26 29,74 -24.776,89 17,99 -14.987,13 49,1115352285798
27 37,91 -21.910,80 20,47 -11.827,88 78,4584202517285
28 0,64 -25.050,03 0,34 -13.160,19 78,4584202517285
29 125,80 -24.873,64 74,98 -14.825,10 31,3311538489068
30 37,78 -18.992,16 24,97 -12.552,48 106,335948249298
31 8,31 -15.966,03 6,10 -11.710,43 106,276999340744
32 8,17 -18.665,17 5,38 -12.296,60 42,3508348054012
