500
0 3.793,29 0,00 3.793,29 0,00 0
1 1.117,79 43.982,06 1.117,79 43.982,06 0
455 0,08 168.786,11 0,06 127.583,09 -1,01883074430032
456 0,08 168.786,11 0,06 127.584,44 -1,01883074430032
457 0,02 168.787,47 0,01 127.588,62 -3,2196385263252
458 0,08 168.786,01 0,06 127.588,73 9,92206798614322
459 0,02 168.786,26 0,02 127.586,18 8,28710746202397
460 0,01 168.786,17 0,01 127.587,52 8,28710746202397
461 0,01 168.786,06 0,01 127.587,69 8,28710746202397
462 0,07 168.786,79 0,06 127.587,59 8,71994230043079
463 0,05 168.786,81 0,04 127.588,78 8,71994230043079
464 0,08 168.786,64 0,06 127.589,51 8,71994230043079
465 0,04 168.786,82 0,03 127.588,25 8,71994230043079
466 0,05 168.786,74 0,03 127.589,26 8,71994230043079
467 0,05 168.787,27 0,04 127.589,27 -9,54237708846843
468 0,01 168.787,47 0,00 127.590,32 -9,54237708846843
469 0,04 168.787,45 0,03 127.588,47 -9,54237708846843
470 0,04 168.787,39 0,03 127.587,38 -9,54237708846843
471 0,06 168.787,61 0,04 127.586,73 -4,88559585511119
472 0,01 168.786,95 0,01 127.586,54 -7,18596789046762
473 0,05 168.788,24 0,04 127.585,83 -9,70918307836457
474 0,06 168.787,94 0,05 127.591,30 -9,93830106161337
475 0,04 168.788,06 0,03 127.586,60 -9,93830106161337
476 0,06 168.788,23 0,05 127.587,78 -10,220920333161
477 0,00 168.787,57 0,00 127.588,52 6,5387778194551
478 0,04 168.787,31 0,03 127.586,03 10,0743329961798
479 0,04 168.787,30 0,03 127.585,88 -0,666892096614249
480 0,04 168.787,30 0,03 127.584,91 -0,666892096614249
481 0,04 168.787,29 0,03 127.585,88 -0,666892096614249
482 0,04 168.787,29 0,03 127.584,77 -0,666892096614249
483 0,04 168.787,29 0,03 127.587,80 -0,666892096614249
484 0,04 168.787,29 0,03 127.589,01 -0,666892096614249
485 0,04 168.787,29 0,03 127.589,01 -0,666892096614249
486 0,04 168.787,25 0,03 127.588,98 -0,666892096614249
487 0,04 168.787,24 0,03 127.589,02 -0,666892096614249
488 0,04 168.787,24 0,03 127.589,04 -0,666892096614249
489 0,04 168.787,24 0,03 127.589,04 -4,51228895253309
490 0,01 168.787,25 0,01 127.589,05 -4,51228895253309
491 0,05 168.787,53 0,04 127.589,28 -5,82993131645476
492 0,01 168.787,36 0,00 127.589,64 -5,82993131645476
493 0,04 168.787,73 0,03 127.589,64 -5,82993131645476
494 0,01 168.788,47 0,01 127.590,83 -6,06630785022989
495 0,06 168.788,55 0,04 127.592,10 4,25794513195761
496 -0,01 168.788,36 0,00 127.592,02 6,80959256482835
497 0,00 168.788,62 0,00 127.587,46 6,80959256482835
498 0,02 168.788,27 0,01 127.588,37 3,90272077103731
499 0,01 168.788,92 0,00 127.586,65 3,90272077103731
