500
0 1,00 84.585,75 82.494,33
1 1,04 85.667,35 82.501,33
2 0,98 81.201,80 82.508,33
3 1,01 83.389,01 82.516,33
4 0,99 81.369,95 82.524,33
5 0,99 81.918,10 82.533,33
6 0,99 81.489,19 82.542,33
7 0,99 81.489,19 82.551,33
8 0,99 81.489,19 82.560,33
9 0,99 82.090,08 82.570,33
10 0,99 81.552,95 82.579,33
11 0,99 81.552,95 82.587,33
12 0,99 81.552,95 82.595,33
13 0,99 81.552,95 82.605,33
14 0,99 81.552,95 82.615,33
15 0,99 81.552,95 82.625,33
16 0,99 81.542,55 82.636,33
17 0,99 81.542,55 82.648,33
18 0,99 81.542,55 82.661,33
19 0,99 81.542,55 82.674,33
20 0,99 81.537,39 82.687,33
21 0,99 81.537,39 82.701,33
22 0,99 81.537,39 82.713,33
23 0,99 81.537,39 82.726,33
24 0,99 81.537,39 82.738,33
25 0,99 81.537,39 82.751,33
26 0,99 81.537,39 82.763,33
27 0,99 81.537,39 82.776,33
28 0,99 81.537,39 82.788,33
29 0,98 81.537,39 82.799,33
30 0,98 81.537,39 82.813,33
31 0,98 81.537,39 82.826,33
32 0,98 81.532,43 82.840,33
33 0,98 81.532,43 82.853,33
34 0,98 81.532,43 82.866,33
35 0,98 81.532,43 82.878,33
36 0,98 81.532,43 82.889,33
37 0,98 81.532,43 82.902,33
38 0,98 81.527,64 82.915,33
39 0,98 81.527,64 82.927,33
40 0,98 81.527,64 82.939,33
41 0,98 81.527,64 82.951,33
42 0,98 81.527,64 82.964,33
43 0,98 81.527,64 82.976,33
44 0,98 81.527,64 82.991,33
45 0,98 81.527,64 83.006,33
46 0,98 81.527,64 83.020,33
47 0,98 81.527,64 83.034,33
48 0,98 81.527,64 83.048,33
49 0,98 81.527,64 83.060,33
50 0,98 81.527,64 83.071,33
51 0,98 81.527,64 83.083,33
52 0,98 81.527,64 83.095,33
53 0,98 81.527,64 83.106,33
54 0,98 81.527,64 83.118,33
55 0,98 81.527,64 83.131,33
56 0,98 81.527,64 83.143,33
57 0,98 81.527,64 83.154,33
58 0,98 81.527,64 83.164,33
59 0,98 81.527,64 83.174,33
60 0,98 81.527,64 83.183,33
61 0,98 81.527,64 83.193,33
62 0,98 81.527,64 83.203,33
63 0,98 81.527,64 83.213,33
64 0,98 81.527,64 83.222,33
65 0,98 81.527,64 83.233,33
66 0,98 81.527,64 83.244,33
67 0,98 81.527,64 83.254,33
68 0,98 81.527,64 83.264,33
69 0,98 81.527,64 83.274,33
70 0,98 81.527,64 83.283,33
71 0,98 81.527,64 83.290,33
72 0,98 81.527,64 83.298,33
73 0,98 81.527,64 83.307,33
74 0,98 81.527,64 83.316,33
75 0,98 81.527,64 83.325,33
76 0,98 81.527,64 83.333,33
77 0,98 81.527,64 83.340,33
78 0,98 81.527,64 83.347,33
79 0,98 81.527,64 83.356,33
80 0,98 81.527,64 83.364,33
81 0,98 81.527,64 83.373,33
82 0,98 81.527,64 83.381,33
83 0,98 81.527,64 83.390,33
84 0,98 81.527,64 83.397,33
85 0,98 81.527,64 83.403,33
86 0,98 81.527,64 83.411,33
87 0,98 81.527,64 83.420,33
88 0,98 81.527,64 83.428,33
89 0,98 81.527,64 83.436,33
90 0,98 81.527,64 83.446,33
91 0,98 81.527,64 83.455,33
92 0,98 81.527,64 83.463,33
93 0,98 81.527,64 83.472,33
94 0,98 81.527,64 83.480,33
95 0,98 81.527,64 83.487,33
96 0,98 81.527,64 83.495,33
97 0,98 81.527,64 83.504,33
